condition,n_test_cells,n_pred_cells,n_genes,wasserstein_1_pca50,mmd_pca50,energy_pca50
CDC23+ctrl,158,2000,5000,0.9798619753210747,0.29918354841356104,0.2508804738521576
DBR1+ctrl,96,2000,5000,1.1580435632464166,0.3031660844485944,0.3250467169284821
NSA2+ctrl,71,2000,5000,1.178697472676425,0.3073751765169516,0.32231276512145995
CTR9+ctrl,197,2000,5000,1.1133984009503637,0.31536473078074956,0.340878986120224
DLD+ctrl,283,2000,5000,0.9188331031275405,0.30531327844875766,0.2812998640537262
RBM28+ctrl,55,2000,5000,1.2622006436166437,0.30599567774878256,0.33550029277801513
PSMB1+ctrl,106,2000,5000,1.1693519330636228,0.30642157165791106,0.31281067252159117
FTSJ3+ctrl,153,2000,5000,1.0712401050142946,0.2971865935220007,0.2813545382022858
WDR82+ctrl,86,2000,5000,1.3577129194621258,0.2973861884731448,0.3640777385234833
POLR3C+ctrl,169,2000,5000,0.9313148934999205,0.30238804242592354,0.2532203376293182
DHX37+ctrl,202,2000,5000,0.9382413240118265,0.3068948025032167,0.2699403917789459
SAP18+ctrl,40,2000,5000,1.4984875454686775,0.29675405773127295,0.3735421070685753
GNL3+ctrl,29,2000,5000,1.6391104944325579,0.3024537865039097,0.43635131631578716
NDC80+ctrl,171,2000,5000,1.105412222197748,0.2949454935304934,0.27658291220664977
TTC27+ctrl,87,2000,5000,1.1357089766440378,0.30720932507137677,0.3178086841106415
CDC123+ctrl,96,2000,5000,1.0681808816300085,0.29667897981734903,0.27680286288261413
WDR3+ctrl,329,2000,5000,0.8309080289178569,0.30764871229271185,0.24456192374229432
WDR43+ctrl,47,2000,5000,1.501568906908643,0.30934146238542226,0.3979797117088152
RPL35A+ctrl,97,2000,5000,1.1564073521924234,0.30898410681522087,0.32050095200538636
NUTF2+ctrl,44,2000,5000,1.472426695148628,0.29867061577603743,0.4075175634650297
SNRPE+ctrl,128,2000,5000,1.2172590973897603,0.3098202849015293,0.35595657587051394
CSTF3+ctrl,59,2000,5000,1.376986748668349,0.29531735861497327,0.3619136083126068
WDR5+ctrl,75,2000,5000,1.2873344747448963,0.3061260943304964,0.3763542175292969
YEATS2+ctrl,233,2000,5000,0.8603465057170026,0.30209537262694225,0.24472447752952575
PSMA2+ctrl,38,2000,5000,1.535019965797324,0.2786164089749508,0.4071075626321741
HNRNPM+ctrl,128,2000,5000,1.0066137629470904,0.3024753910794521,0.27899740934371947
RPL11+ctrl,315,2000,5000,0.8161964420938778,0.3026672494802313,0.23534976363182067
MED26+ctrl,99,2000,5000,1.1403054813978573,0.3072520150889861,0.31608968138694765
FAM50A+ctrl,38,2000,5000,1.6221083715600446,0.29277220213892585,0.41510243029207794
SMC4+ctrl,169,2000,5000,0.9125904299552449,0.2980048524049322,0.23134925127029418
THOC7+ctrl,104,2000,5000,1.0922393290111077,0.30406613710804775,0.2897690784931183
EIF3F+ctrl,36,2000,5000,1.4667105474139728,0.2965655453862435,0.3742839438574655
MRPL49+ctrl,36,2000,5000,1.623499823513899,0.28510595799754795,0.42660363231386456
EIF3J+ctrl,72,2000,5000,1.1934332698035157,0.3005125461087941,0.32809160351753236
