condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50
PWP2+ctrl,51.0,2000.0,5000.0,0.9952222062032977,0.9579072947041691,0.772756092622092,0.477835521008357,0.9903855435550213,0.0011352056943584382,1.1700907962731235,0.4535729926626547,0.4858676186797377
QARS+ctrl,376.0,2000.0,5000.0,0.9961574448929361,0.9842767172270686,0.9513247314485775,0.8614978054179401,0.9922620882280171,0.000983662924284937,0.7502786107221138,0.5551008080252112,0.36257021429999126
RARS2+ctrl,139.0,2000.0,5000.0,0.9985650652319921,0.9814815106983719,0.7448480146247538,0.541755416653223,0.9971212984528393,0.0003744316724143974,0.8976942095451003,0.5288384470716379,0.4264842053046371
RBM19+ctrl,37.0,2000.0,5000.0,0.9921294111998493,0.9451063871805924,0.4571163618120327,0.2589547495164049,0.983935821801424,0.0019277753776173988,1.558788652461401,0.4901417393166619,0.7509666264410056
RBM28+ctrl,55.0,2000.0,5000.0,0.995072885312478,0.9636248721788839,0.7396993555998254,0.5746387969033432,0.9898381056264043,0.0012911853670453657,1.181014524844934,0.508822953446738,0.560212345371415
RBM39+ctrl,49.0,2000.0,5000.0,0.9906584308618877,0.9364104347306819,0.3502029296721584,0.2709148320080992,0.9813112486153841,0.0024635117376160757,1.2070358436733515,0.48015342824302115,0.5445404831329489
RBM42+ctrl,68.0,2000.0,5000.0,0.9935475805566293,0.9574271123450843,0.22470541597508453,0.19705567844222713,0.9868060294538736,0.0017451257064834405,1.1981080589276156,0.523633383163239,0.6227184476636968
RBX1+ctrl,41.0,2000.0,5000.0,0.9911276551190181,0.9427710823685546,0.5672296798333811,0.4435002090572285,0.9819579850882292,0.0022438432576601095,1.3474429807160118,0.46762436710708,0.5924407541402004
RCC1+ctrl,162.0,2000.0,5000.0,0.9979914672641644,0.9799813333752533,0.4045361272569845,0.21969530708108498,0.9957555090077221,0.0005480630505338529,0.8849175540797031,0.5152625292860342,0.41848450404312243
RFC3+ctrl,211.0,2000.0,5000.0,0.9990543765843853,0.988414980152321,0.8866003030186876,0.7153738249716289,0.9980010585859418,0.00025650578303135864,0.7408420802154322,0.5050116997425252,0.3302889232712806
RFC4+ctrl,58.0,2000.0,5000.0,0.997280122532001,0.9681540773893988,0.7550432385312366,0.5546318951398981,0.9945226609706879,0.000708697555294232,1.0545599389531235,0.4786003864569779,0.46177896779996286
RIOK1+ctrl,290.0,2000.0,5000.0,0.998722294125802,0.9904175984802441,0.9557846387692199,0.8337020056120978,0.9974384701345116,0.00029838170433655334,0.7309786928453745,0.5130247045036516,0.3298469096960215
RNF40+ctrl,185.0,2000.0,5000.0,0.9965911552575492,0.9788070148642805,0.4521389508903251,0.33556365935092114,0.9929957371205091,0.000886304595752148,0.8405531749382463,0.533527285637278,0.4097653682882156
RNGTT+ctrl,110.0,2000.0,5000.0,0.9977197130800679,0.9764881062595239,0.49130484606192826,0.31252184913137554,0.9953729612752795,0.0005815789720015751,0.9781934409000727,0.5005336474997233,0.45085534446467035
RNMT+ctrl,106.0,2000.0,5000.0,0.9928453000791502,0.9709546211334878,0.49020938957440624,0.1823262336974252,0.9852019976824522,0.001804075263749182,1.0624986308153739,0.5245975591050741,0.5295269207098421
RPF1+ctrl,108.0,2000.0,5000.0,0.9977775682587724,0.9773090163083606,0.8554912154838163,0.6607248183328501,0.9955178643576801,0.0005637313146012305,0.9645247074067212,0.4819725218525257,0.4415017666471605
RPL10+ctrl,215.0,2000.0,5000.0,0.9948775521812934,0.9867178893003967,0.9111788209255504,0.8765806069133003,0.9893637113273144,0.0012537352332652582,0.8475810517322888,0.5153023465242583,0.40983484277794874
RPL10A+ctrl,195.0,2000.0,5000.0,0.9948304380771917,0.9854273532083947,0.8651069788060113,0.8384288586571542,0.9895964404568076,0.001233531505901743,0.8734829786167844,0.4826896679413523,0.3956886408259414
RPL11+ctrl,315.0,2000.0,5000.0,0.9991890591134462,0.9925785442151417,0.9705546697402748,0.904212147118187,0.9982075800653547,0.00021741412079930936,0.710617787363115,0.5089527530972421,0.32014242409564614
