condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50
RPL13+ctrl,243.0,2000.0,5000.0,0.9942526687579688,0.9888669124341425,0.905043820770844,0.896579780023191,0.9879948012530804,0.001402457430412375,0.8122258195499694,0.5272504574434069,0.3996448810122445
RPL18+ctrl,229.0,2000.0,5000.0,0.9964808267693763,0.9878820083152803,0.9748230475499906,0.9211652408207176,0.9923514034599066,0.0008862041679954967,0.8211552629431172,0.4923372885454153,0.38214324862326876
RPL35A+ctrl,97.0,2000.0,5000.0,0.9928604770254206,0.9766855870268643,0.8971347964818143,0.8164843844353753,0.9847910096868873,0.0017891956981263522,1.0631550253462314,0.49159738591008095,0.5132681097247055
RPL8+ctrl,290.0,2000.0,5000.0,0.9976324351638212,0.9899369021249927,0.9816917587819912,0.9369380605560088,0.9950627819634974,0.0005789393046749274,0.7605064985914042,0.49025443166249916,0.33673389159367806
RPL9+ctrl,180.0,2000.0,5000.0,0.9962914207916461,0.9849638067981914,0.9642628529142127,0.8896533118741323,0.9919750429689884,0.0009344286875905818,0.8583174467577163,0.46401209709148544,0.3937753159184767
RPP14+ctrl,53.0,2000.0,5000.0,0.995410934473907,0.9606819971453094,0.8266289277224159,0.523729587562892,0.9904459388926625,0.0011137743566753664,1.2471299551466577,0.4893237208989889,0.560615735397835
RPS14+ctrl,156.0,2000.0,5000.0,0.9964303548460973,0.9861726186149046,0.8813132892226031,0.8113057413266437,0.9928440381772816,0.0008179656811465978,0.9053641219901756,0.5003465268208297,0.4120316919031074
RPS19+ctrl,410.0,2000.0,5000.0,0.9962048266664162,0.9932340503128747,0.9182735672385324,0.9265187813292239,0.9921607365831733,0.0008673207136110566,0.7020975208534126,0.5321955653335718,0.3118217647545376
RPS21+ctrl,63.0,2000.0,5000.0,0.9939204240297298,0.9649271510434024,0.7243970074039664,0.5122075515528879,0.9876696281135082,0.0014542168732085922,1.241003972787299,0.5121257561558096,0.6097532359175812
RPS23+ctrl,98.0,2000.0,5000.0,0.9874723639934048,0.9699771195030847,0.7221049721677223,0.6611853467034139,0.9731248654425144,0.0029996424384229115,1.1188953600995464,0.5281139890444216,0.5610033113518984
RPS26+ctrl,73.0,2000.0,5000.0,0.992851701132656,0.9699639120145565,0.912172282823545,0.8124070417442815,0.9848728142678738,0.0016800563021102215,1.1678748769899472,0.4942625514652413,0.5197848573152458
RPS5+ctrl,127.0,2000.0,5000.0,0.9943209813354541,0.983560043142007,0.9013501205788671,0.8527295816861141,0.9880372080951929,0.0013228807158631132,1.010235143959965,0.5192972833070677,0.48492589532108377
RPS6+ctrl,165.0,2000.0,5000.0,0.9904945255439277,0.9797137139725488,0.9154688510700293,0.8741855409293824,0.9790550619363785,0.0022849775202983145,0.9506656109872494,0.5144096907573534,0.45345006021180945
RRN3+ctrl,38.0,2000.0,5000.0,0.9855132081297426,0.9331631340385178,0.5735309277049144,0.4069437900350516,0.9684649892151356,0.003694116451823605,1.5171738514788053,0.5056108465639635,0.703958621361746
RRP7A+ctrl,40.0,2000.0,5000.0,0.9911126259089106,0.9453534110462591,0.7737574416024239,0.4749486583189402,0.9798831809312105,0.0022770310869182075,1.4528567919738304,0.47003174018231303,0.6369547658348308
