condition,n_test_cells,n_pred_cells,n_genes,wasserstein_1_pca50,mmd_pca50,energy_pca50
SMG5,82,2000,5000,0.9564700722064216,0.287356700099221,0.43944057226480043
HNRNPH1,92,2000,5000,0.9659828868808255,0.286298322608072,0.35238778165565504
RPL10A,195,2000,5000,0.7633178523655961,0.22631899821152565,0.29570633068362084
EIF3E,171,2000,5000,0.7463901441875278,0.2377184714265521,0.3229486039216241
MRPS14,82,2000,5000,1.039382300946307,0.3120808521239319,0.42637018012892464
EIF3M,209,2000,5000,0.7256073082928807,0.2572583259460545,0.32696101800091837
RPL13,243,2000,5000,0.6767498077977098,0.21391999790433336,0.26745924792054554
SNAPC3,201,2000,5000,0.6604111751365626,0.2319165784507715,0.22089169452586815
NBAS,94,2000,5000,0.9487493059810893,0.3105548311060751,0.3741326947306146
ELP5,167,2000,5000,0.7176965604754159,0.25261685790715993,0.2784880806298371
RPS6,165,2000,5000,0.8345234222630954,0.26545569005290204,0.326162734426191
SEC13,43,2000,5000,1.3104774960772325,0.31261594432337414,0.535435893113968
SFSWAP,145,2000,5000,0.8034916775759586,0.2742195139174315,0.30663455450773264
SLU7,195,2000,5000,0.903165918912063,0.22958791694286088,0.35803041458787277
POLA1,195,2000,5000,0.6841858648881731,0.2285814616712872,0.24058593761233144
GFER,198,2000,5000,0.6591924148355588,0.23125216467973694,0.2424977391134426
C1QBP,189,2000,5000,0.700174252283535,0.23579955416139475,0.24904694526801804
SNRNP200,92,2000,5000,1.1377584386121646,0.2850982068203923,0.4546406834860581
NUDC,106,2000,5000,0.903156508109649,0.29295449548796965,0.3445652374397226
PCF11,393,2000,5000,0.6072343650404496,0.17973804663566478,0.19763776968792032
PSMA3,194,2000,5000,0.7893797689397754,0.22616108379896677,0.3050096143434653
RPS26,73,2000,5000,1.0535548047434815,0.271483031230527,0.38531858673825126
GRPEL1,96,2000,5000,0.9786030276543524,0.2870263850228033,0.36580214450040105
PHF5A,197,2000,5000,0.7854519766201312,0.24874672632541567,0.319294562520905
ZNHIT6,116,2000,5000,0.8356423005200421,0.28418458747682446,0.32008525395016724
SRBD1,143,2000,5000,0.8177719539351942,0.22968357015655838,0.2869435666284328
MFAP1,164,2000,5000,0.8763276955400644,0.23413004410873783,0.3013854785487431
RPS19,410,2000,5000,0.5904380494122318,0.18668622819425704,0.22198556660219154
ARGLU1,367,2000,5000,0.5312292064560671,0.18593304097845348,0.19264417681819654
GTF2E2,69,2000,5000,1.0804524368262383,0.3093999790275436,0.4065858023118066
DYNLRB1,192,2000,5000,0.7364773589169172,0.23020373243174977,0.24130715792963894
TSR2,486,2000,5000,0.5697404485666444,0.1853659343334068,0.24803289227536368
COG2,332,2000,5000,0.5314055025430311,0.20329186589579124,0.17559773690382596
SFPQ,185,2000,5000,0.9922929030972205,0.27977842171920936,0.5141378756023374
MRPL18,128,2000,5000,0.7705270617656782,0.25153881290486413,0.26658144956035146
NAA15,107,2000,5000,0.8888397476878411,0.29762245089411477,0.3370247680622052
DONSON,688,2000,5000,0.4970901673054393,0.14554556778352437,0.1763773215328957
RARS2,139,2000,5000,0.752971773104436,0.26200591319387107,0.27691072100666736
RPF1,108,2000,5000,0.8499014126569626,0.27115409731957846,0.32056763312265313
ZBTB17,158,2000,5000,0.7519025277444306,0.2549159737705148,0.2643665705784283
DPH2,161,2000,5000,0.7276532452172743,0.2736438042841846,0.28524775543233255
TAF10,38,2000,5000,1.4852657762899242,0.3185326037094762,0.5893849915659068
XPO1,139,2000,5000,0.9256532756485096,0.2771739914751671,0.3719285378368292
NUP54,266,2000,5000,0.6416674730167106,0.21956739515722962,0.24433778438291343
SSRP1,440,2000,5000,0.6033425082989359,0.21156868028730177,0.22991795876071527
SON,238,2000,5000,0.8277238356079457,0.23143944282589804,0.34729821211192624
BGLAP,236,2000,5000,0.7218627434954267,0.22543594808007467,0.2390212770797739
PSMD7,175,2000,5000,1.0331698827961353,0.28214690660568387,0.463958226399619
SUGT1,94,2000,5000,0.8632807952399983,0.2829272078020658,0.3352424320422478
CENPE,171,2000,5000,0.7267176528051436,0.2121919719508298,0.22600142841891288
MZT1,381,2000,5000,0.496402417817847,0.15556519699306862,0.14456541811420273
NFRKB,223,2000,5000,0.6665570681330378,0.23866354096782813,0.2373439779585163
RPS14,156,2000,5000,0.800908646415954,0.26767162063718164,0.3111760269885544
SNRPG,325,2000,5000,0.6325580293283655,0.20220378584486975,0.22844160546836417
MRPL38,132,2000,5000,0.7738540683688895,0.2568462567610624,0.2702981253536509
MAGOH,149,2000,5000,0.8137540463193116,0.2652784014570516,0.326115807190968
DNTTIP2,235,2000,5000,0.6905540325000945,0.22766365303735395,0.2588607539576108
U2AF1,141,2000,5000,0.8861957437869676,0.27694275043433814,0.35697721214082806
NOL6,107,2000,5000,0.9528108319438782,0.29982309136854085,0.39047777061693334
SF3A2,236,2000,5000,0.7073408288162406,0.22909189735499486,0.2652944009785834
TXN,81,2000,5000,0.9001821569594135,0.2700424457466515,0.35003826929173165
ORC5,89,2000,5000,0.9333536860057818,0.31127282922798183,0.3763001695507188
DDX49,41,2000,5000,1.3030607309841056,0.33694549695871884,0.5381232551119595
ANKRD11,184,2000,5000,0.6380279759559522,0.2350170110840173,0.24373688805878563
CCDC86,235,2000,5000,0.6240352611424997,0.21303837706030837,0.22944103922211773
RPS21,63,2000,5000,1.09727983726471,0.31608175267178884,0.4372236538875693
POLE,154,2000,5000,0.7449261980877256,0.22393500319634957,0.24648065857331974
TRMT10C,67,2000,5000,0.9928092274362328,0.30095508603663496,0.38571881335337077
