condition,n_test_cells,n_pred_cells,n_genes,wasserstein_1_pca50,mmd_pca50,energy_pca50
MRPL18+ctrl,128,2000,5000,0.9945518258420634,0.3030444764226094,0.26534505844116213
NAA15+ctrl,107,2000,5000,1.1131853536022043,0.3053434997926351,0.2963495790958405
DONSON+ctrl,688,2000,5000,0.7258999221595437,0.2903452716419565,0.20972527265548707
RARS2+ctrl,139,2000,5000,0.9789348534122108,0.29882456805387514,0.2604541516304016
RPF1+ctrl,108,2000,5000,1.0640547160573166,0.30088089018820113,0.2859542965888977
ZBTB17+ctrl,158,2000,5000,0.9699723374977403,0.30263728601874634,0.25622474431991576
DPH2+ctrl,161,2000,5000,0.9396169262101748,0.3002713851555378,0.2598589217662811
TAF10+ctrl,38,2000,5000,1.7054675909058639,0.2896493381961203,0.44055924866650553
XPO1+ctrl,139,2000,5000,1.1542488956724783,0.31352821550239746,0.33280574798583984
NUP54+ctrl,266,2000,5000,0.858992556177668,0.3071413351754984,0.2484234380722046
SSRP1+ctrl,440,2000,5000,0.8356891168570675,0.2994325576638001,0.24783569931983948
SON+ctrl,238,2000,5000,1.0279543087180674,0.29908486066445406,0.2936856520175934
BGLAP+ctrl,236,2000,5000,0.9797131531723475,0.2970034205925984,0.2592820060253143
PSMD7+ctrl,175,2000,5000,1.2130281330968653,0.30364271677233434,0.3361312127113342
SUGT1+ctrl,94,2000,5000,1.077908684014085,0.30001500822261007,0.2935057032108307
CENPE+ctrl,171,2000,5000,0.9638487907703858,0.29512021374313874,0.2505919635295868
MZT1+ctrl,381,2000,5000,0.7235397184749679,0.29279078776683237,0.19179485559463502
NFRKB+ctrl,223,2000,5000,0.8707768446795074,0.2990381752617238,0.23644807934761047
RPS14+ctrl,156,2000,5000,1.012069146348617,0.3031807882413709,0.2771193742752075
SNRPG+ctrl,325,2000,5000,0.8794075016025168,0.3020890555122988,0.2532843708992004
MRPL38+ctrl,132,2000,5000,0.9943298160819561,0.3017073212559445,0.2617986476421356
MAGOH+ctrl,149,2000,5000,1.0143048898225662,0.3033285173537344,0.2791777575016022
DNTTIP2+ctrl,235,2000,5000,0.9255303909084266,0.30932454370947254,0.2755317336320877
U2AF1+ctrl,141,2000,5000,1.1166266453427307,0.3053458734694653,0.3175459384918213
NOL6+ctrl,107,2000,5000,1.1546278735974405,0.30753367096613166,0.3199409365653992
SF3A2+ctrl,236,2000,5000,0.943051393704836,0.30356436925128977,0.2691617977619171
TXN+ctrl,81,2000,5000,1.116657734890411,0.3102240899884106,0.29648950457572937
ORC5+ctrl,89,2000,5000,1.1439176191171905,0.30853100639587067,0.3109093201160431
DDX49+ctrl,41,2000,5000,1.505760623741804,0.29937200561306965,0.3948337733745575
ANKRD11+ctrl,184,2000,5000,0.8512535782935826,0.30178533178309913,0.2434332287311554
CCDC86+ctrl,235,2000,5000,0.8480086944984631,0.3058904763016007,0.24246408700942992
RPS21+ctrl,63,2000,5000,1.3123078712738223,0.30285426457121056,0.34700838446617127
POLE+ctrl,154,2000,5000,0.9890737010623242,0.3050581866486245,0.2619957637786865
TRMT10C+ctrl,67,2000,5000,1.2051748107273632,0.3055920181368351,0.31864666223526
