condition,n_test_cells,n_pred_cells,mse,mae,pcc_delta,pearson_delta,spearman_delta,topk_de_overlap,auprc,wasserstein,e_distance,kl_divergence,distribution_n_components
EBNA1BP2,68,2000,0.0019915031734853983,0.028425060212612152,0.5807198613244885,0.5807198613244885,0.3865672694559683,0.49,0.4556288201159293,1.078285184938132,0.7108976840760198,10.45648565348194,50
EIF5A,100,2000,0.00309381983242929,0.03229135274887085,0.4502806391477285,0.4502806391477285,0.31974445654145217,0.31,0.20060387160915158,1.026927308885017,0.6780935341089748,9.109218464055,50
SF3B2,197,2000,0.004245213232934475,0.039728157222270966,0.793411615736806,0.793411615736806,0.6965845038495342,0.57,0.5044122832115316,1.0228322597251824,0.6713581380542918,10.205066597510168,50
ACTR8,242,2000,0.002130072098225355,0.02845660038292408,0.1639329327332764,0.1639329327332764,0.15193413243665815,0.17,0.11933459064262865,0.791649694692511,0.604941190828605,9.074567287782692,50
EXOSC2,209,2000,0.001557370531372726,0.025430481880903244,0.884508962771348,0.884508962771348,0.7110112190025772,0.7,0.8111879183694566,0.9177496505442426,0.6489433108499741,9.872021937117928,50
ALG13,167,2000,0.0024478561244904995,0.02950124442577362,-0.10752870262392916,-0.10752870262392916,-0.07704457690763214,0.14,0.09826417985696875,0.8637874663609715,0.6241049772627867,9.217100937242323,50
CPSF3,575,2000,0.001870859763585031,0.026322580873966217,0.6148410166967597,0.6148410166967597,0.45893035000521387,0.48,0.4492515619308462,0.6299690871297431,0.524357602408152,8.703908248385309,50
RBM42,68,2000,0.0024026513565331697,0.030694186687469482,0.1745619303079847,0.1745619303079847,0.11435018147275167,0.28,0.22988984407912819,1.1633712681939727,0.7677715266723442,11.578296806068963,50
CDC40,84,2000,0.0030800041276961565,0.03425602987408638,0.5944333189925528,0.5944333189925528,0.45684387347464767,0.5,0.4276471994133304,1.1364879264733174,0.7123319965958337,9.640273728958073,50
PPP1R11,69,2000,0.0025723441503942013,0.03136731684207916,0.0969458750101114,0.0969458750101114,0.0353389341344055,0.19,0.1311028773460505,1.0839702487769305,0.7093430534405657,10.174955287885593,50
SF3B3,215,2000,0.003411965910345316,0.03589515760540962,0.6769712210576674,0.6769712210576674,0.5666968603934751,0.42,0.3436012901389209,0.9612264055819384,0.6400356430535369,9.030158370545504,50
MRPL54,112,2000,0.0011544096050783992,0.021326495334506035,0.4610116706088486,0.4610116706088486,0.25031789503671575,0.2,0.22302490593449661,0.9496771238566565,0.6544580909116658,9.787857513896212,50
WDHD1,175,2000,0.0017312746495008469,0.02732888236641884,0.28396050631934594,0.28396050631934594,0.1730812969677137,0.21,0.1660228165316999,0.788294916259476,0.5989941343612242,9.298091142305479,50
FCF1,225,2000,0.002807618584483862,0.031380634754896164,0.5658249713232116,0.5658249713232116,0.4184588852123984,0.28,0.27141332018396247,0.8301759699648883,0.6091187646484262,9.02508201431996,50
LSM4,68,2000,0.001499394653365016,0.025657696649432182,0.8107102508534179,0.8107102508534179,0.6624926171557046,0.56,0.5779368037672761,1.1006745462885372,0.7253421689180796,10.4693315693477,50
IGBP1,245,2000,0.0028795902617275715,0.02980681136250496,0.39246104642509505,0.39246104642509505,0.284332527370949,0.33,0.2279165646749547,0.8691753373421676,0.6119788917524968,8.448021137883437,50
SNRNP27,42,2000,0.0024661098141223192,0.03305734694004059,0.19413429335805021,0.19413429335805021,0.14385920688817877,0.17,0.12019787885834798,1.2854812443395898,0.7669271603977773,10.358494898952214,50
GFM1,230,2000,0.0016779220895841718,0.022818628698587418,0.1392782984500997,0.1392782984500997,0.1569792722311709,0.29,0.22309374552046668,0.7544745345998681,0.5907546239657614,9.903186631176867,50
POLR2E,93,2000,0.003415364772081375,0.036404579877853394,0.6848487352466583,0.6848487352466583,0.4130983029338465,0.61,0.6710527575116475,1.1055866671299182,0.7054670315858806,9.86519814725055,50
SNRPD1,113,2000,0.0025951729621738195,0.030182048678398132,0.8579361837880879,0.8579361837880879,0.7768703998641057,0.69,0.7648034847918591,1.1419723019365722,0.7415168027313114,10.48730806336543,50
RFC3,211,2000,0.0007470353157259524,0.01836090348660946,0.7895860694453091,0.7895860694453091,0.5702664110163428,0.66,0.7228268485261153,0.7205350556683241,0.5596968028287835,8.023082381366256,50
MRPS26,111,2000,0.0010398437734693289,0.021202273666858673,0.364516483252894,0.364516483252894,0.18356241178771296,0.38,0.31904971114661373,0.9390298223674124,0.6677215373513945,10.419354633291308,50
RCC1,162,2000,0.002682321472093463,0.029336703941226006,0.05946888662661011,0.05946888662661011,0.055613544112541755,0.28,0.14497996455319598,0.8751705560286137,0.6197401931504044,9.312861343780815,50
NEDD1,134,2000,0.0026623874437063932,0.03074485808610916,0.32491677814168557,0.32491677814168557,0.20695615040514684,0.32,0.2308993323754965,0.8914011741783037,0.6336983074128087,9.367259845294068,50
DDX5,130,2000,0.0030591681133955717,0.03327784687280655,-0.17152480849968746,-0.17152480849968746,-0.08316469087057146,0.22,0.16270902955879307,0.8980556187886063,0.6431151680441125,10.345000108497825,50
EIF2S1,208,2000,0.0062628136947751045,0.04369305446743965,0.8083496079291163,0.8083496079291163,0.6578976988919079,0.59,0.6485948283573366,0.9888706744682904,0.6571461720754899,9.433916881655291,50
CUL1,181,2000,0.0014249880332499743,0.024088649079203606,0.1342841618654069,0.1342841618654069,0.09742234263523183,0.28,0.21222448024250426,0.8330631118727083,0.6146185447491871,9.174057007521947,50
KRI1,51,2000,0.007811109069734812,0.05195999890565872,-0.014955368215723484,-0.014955368215723484,-0.037950105487825826,0.17,0.12234176088834489,1.2347261788897481,0.7563619333609151,10.241340802791262,50
ZNF335,140,2000,0.00297279329970479,0.030751818791031837,-0.0030588461078181165,-0.0030588461078181165,0.05160484708819388,0.14,0.10206720519792956,0.9002719551702403,0.6369241052598444,9.720436757242341,50
GPKOW,105,2000,0.0018473000964149833,0.028812633827328682,0.4057785889236212,0.4057785889236212,0.3003503813492237,0.26,0.15214923367603422,1.0136247278965653,0.680799000000314,10.133671897895288,50
POLR2F,209,2000,0.0009332461631856859,0.020056357607245445,0.8894232984047186,0.8894232984047186,0.7392662711243932,0.68,0.7827721470097638,0.9282610431812202,0.6366391026647187,9.208978271728318,50
USP36,151,2000,0.0014928168384358287,0.024630272760987282,0.016748272140000138,0.016748272140000138,-0.028179648648538575,0.15,0.10100390997369821,0.8783632282598367,0.645679702400495,10.204768453925746,50
NARS,149,2000,0.007234695367515087,0.048599064350128174,0.6834781457100084,0.6834781457100084,0.5000129486005186,0.46,0.43098611347348353,1.030324271523976,0.6855499122185063,9.987613384881872,50
MRPL3,146,2000,0.0005517805111594498,0.015638621523976326,0.6839735183139252,0.6839735183139252,0.37840937338070235,0.53,0.5238932781227914,0.8518690630550597,0.6288764125002075,9.619164131237893,50
RPL8,290,2000,0.0009282960090786219,0.019130749627947807,0.9219574063708995,0.9219574063708995,0.8161360449654418,0.79,0.8273862049774041,0.7487280793723419,0.557250951655704,7.323296403527099,50
FASTKD5,182,2000,0.0035119366366416216,0.03108525648713112,0.16882408180163633,0.16882408180163633,0.13613928611757145,0.28,0.21273010155958091,0.83893618494168,0.6179992941469008,9.36025299980481,50
RNGTT,110,2000,0.002369567519053817,0.029102059081196785,0.3200030142977671,0.3200030142977671,0.11890031102801242,0.3,0.18680726595135863,0.9924543945086165,0.6806598710323685,10.270479516512554,50
POLR3D,108,2000,0.006102174986153841,0.04335957393050194,0.2639562950084214,0.2639562950084214,0.22023845359882385,0.34,0.25431185674957596,1.0855612710662583,0.7095136223902179,10.423790120769661,50
MED31,35,2000,0.0028144882526248693,0.03551674634218216,0.456165020074099,0.456165020074099,0.2534740076330437,0.42,0.34719015174831286,1.2888643488027407,0.7625540196068065,9.376664493907557,50
CSTF1,129,2000,0.003159167943522334,0.036049701273441315,0.14903651817813351,0.14903651817813351,0.039483048523321934,0.18,0.12214842819117004,1.0369746528571444,0.6884988038573148,9.498467497561434,50
TSR1,109,2000,0.0019473644206300378,0.0284047182649374,0.6532054139388663,0.6532054139388663,0.42746902945076115,0.51,0.506160419110885,1.0358262556435331,0.6983693340448974,10.100980211896738,50
MRPL4,109,2000,0.0008346575777977705,0.01908150687813759,0.5231608472978818,0.5231608472978818,0.3181625498541379,0.38,0.40076561113152137,0.950121268497433,0.6717721511070159,10.4140455767384,50
MCM3AP,100,2000,0.001806930755265057,0.027801839634776115,0.38461854288399,0.38461854288399,0.18235894733948774,0.3,0.24345455319327733,0.9969224323615526,0.6823422279171085,10.142156071839128,50
TRMT5,93,2000,0.002783666830509901,0.03176464885473251,0.020675842822697764,0.020675842822697764,0.03663044258697595,0.22,0.1969468420755881,1.01611492816859,0.6890010941790464,10.272647816617404,50
MRPS27,76,2000,0.0011134551605209708,0.021289855241775513,0.5004643589667731,0.5004643589667731,0.29632739544420766,0.38,0.3165342760951819,1.1124060801956228,0.7266120677224083,10.632825793393337,50
