position_0based	gene
1081	SLC35G2
1082	CEP70
1083	PIK3CB
1084	FOXL2
1085	MRPS22
1086	COPB2
1087	ZBTB38
1088	RASA2
1089	ATP1B3
1090	TFDP2
1091	XRN1
1092	ATR
1093	PLS1
1094	U2SURP
1095	CHST2
1096	DIPK2A
1097	PLOD2
1098	PLSCR1
1099	HLTF
1100	HPS3
1101	RNF13
1102	TSC22D2
1103	SELENOT
1104	MBNL1
1105	DHX36
1106	SLC33A1
1107	SSR3
1108	TIPARP
1109	CCNL1
1110	SHOX2
1111	MLF1
1112	MFSD1
1113	IFT80
1114	SMC4
1115	TRIM59
1116	KPNA4
1117	PDCD10
1118	GOLIM4
