position_0based	gene
1663	HIST1H4E
1664	HIST1H2BG
1665	HIST1H2AE
1666	HIST1H1D
1667	HIST1H2BH
1668	HIST1H4H
1669	BTN3A2
1670	BTN2A1
1671	HCG11
1672	HMGN4
1673	AL590062.1
1674	HIST1H2BJ
1675	HIST1H2AG
1676	HIST1H2BK
1677	HIST1H2AH
1678	HIST1H3H
1679	HIST1H2BN
1680	HIST1H1B
1681	ZSCAN16-AS1
1682	ZKSCAN8
1683	ZSCAN9
1684	ZKSCAN4
1685	PGBD1
1686	ZKSCAN3
1687	ZSCAN12
1688	TRIM26
1689	HCG18
1690	HLA-E
1691	GNL1
1692	PPP1R10
1693	PPP1R18
1694	MDC1
1695	TUBB
1696	FLOT1
1697	IER3
1698	TCF19
1699	AL662844.4
1700	HLA-C
1701	MICA
1702	MICB
1703	LTB
1704	LST1
1705	AIF1
1706	C6orf47
1707	GPANK1
1708	LY6G5B
1709	ABHD16A
1710	MPIG6B
1711	DDAH2
1712	CLIC1
1713	HSPA1A
1714	HSPA1B
1715	SNHG32
1716	NEU1
1717	EHMT2
1718	SKIV2L
1719	DXO
1720	STK19
1721	ATF6B
1722	EGFL8
1723	RNF5
1724	GPSM3
1725	BRD2
1726	RXRB
1727	RING1
1728	RPS18
1729	RGL2
1730	TAPBP
1731	KIFC1
1732	PHF1
1733	HMGA1
1734	SMIM29
1735	ILRUN
1736	UHRF1BP1
1737	ZNF76
1738	RPL10A
1739	SRSF3
1740	C6orf89
1741	MTCH1
1742	PIM1
1743	TBC1D22B
1744	ZFAND3
1745	GLO1
1746	KCNK5
1747	OARD1
1748	NFYA
1749	FOXP4
1750	USP49
1751	MED20
1752	CCND3
1753	TAF8
1754	MRPS10
1755	TBCC
1756	CNPY3
1757	PEX6
1758	PTK7
1759	SRF
1760	DNPH1
1761	ZNF318
1762	ABCC10
1763	TJAP1
1764	YIPF3
1765	POLH
1766	GTPBP2
1767	MAD2L1BP
1768	VEGFA
1769	TMEM63B
1770	SLC29A1
1771	HSP90AB1
1772	RUNX2
1773	CD2AP
1774	MMUT
1775	CENPQ
1776	RHAG
1777	TFAP2B
1778	MCM3
1779	EFHC1
1780	ICK
1781	DST
1782	BEND6
1783	KIAA1586
1784	ZNF451
1785	RAB23
1786	AL021368.2
1787	PHF3
1788	AL713998.1
1789	LMBRD1
1790	FAM135A
1791	SMAP1
1792	KHDC1
1793	AC019205.1
1794	MTO1
1795	TMEM30A
1796	SENP6
1797	MYO6
1798	HMGN3
1799	TTK
1800	IBTK
1801	DOP1A
1802	ME1
1803	CYB5R4
1804	MRAP2
1805	CEP162
1806	SNX14
1807	SYNCRIP
1808	SNHG5
1809	ZNF292
1810	RARS2
1811	AKIRIN2
1812	RNGTT
1813	PNRC1
1814	RRAGD
1815	LYRM2
1816	MDN1
1817	CASP8AP2
1818	MANEA
1819	UFL1
1820	MMS22L
1821	POU3F2
1822	FBXL4
1823	PNISR
1824	TSTD3
1825	ASCC3
1826	LIN28B
1827	POPDC3
1828	CRYBG1
1829	SEC63
1830	OSTM1
1831	FOXO3
1832	SESN1
1833	CD164
1834	WASF1
1835	CDC40
1836	CDK19
1837	GTF3C6
1838	RPF2
1839	MFSD4B
1840	REV3L
1841	TRAF3IP2-AS1
1842	FYN
1843	FAM229B
1844	HDAC2
1845	TSPYL4
1846	TSPYL1
1847	KPNA5
1848	GOPC
1849	NUS1
1850	CEP85L
1851	MCM9
1852	ASF1A
1853	FAM184A
1854	MAN1A1
1855	SERINC1
1856	PKIB
1857	RNF217
1858	TPD52L1
1859	NCOA7
1860	HINT3
1861	RNF146
1862	ARHGAP18
1863	EPB41L2
1864	MED23
1865	STX7
1866	RPS12
1867	SGK1
1868	HBS1L
1869	MYB
1870	BCLAF1
1871	IFNGR1
1872	CCDC28A
1873	REPS1
1874	ABRACL
1875	CITED2
1876	AL035446.1
1877	PHACTR2
1878	PLAGL1
1879	SF3B5
1880	FBXO30
1881	SHPRH
1882	RAB32
1883	STXBP5
1884	TAB2
1885	PPIL4
1886	KATNA1
1887	LATS1
1888	RMND1
1889	ARMT1
1890	LINC02840
1891	FBXO5
1892	MTRF1L
1893	SCAF8
1894	ARID1B
1895	TMEM242
1896	SYNJ2
1897	TULP4
1898	DYNLT1
1899	EZR
1900	SOD2
1901	WTAP
1902	ACAT2
1903	TCP1
1904	IGF2R
1905	AGPAT4
1906	SFT2D1
1907	RNASET2
1908	WDR27
1909	C6orf120
1910	PHF10
1911	TCTE3
1912	FAM120B
1913	SUN1
1914	COX19
1915	C7orf50
1916	ZFAND2A
1917	MAD1L1
1918	NUDT1
1919	CHST12
1920	IQCE
1921	GNA12
1922	FOXK1
1923	AP5Z1
1924	RBAK
1925	WIPI2
1926	TNRC18
1927	FBXL18
1928	ACTB
1929	FSCN1
1930	RNF216
1931	CCZ1
1932	EIF2AK1
1933	ZDHHC4
1934	ZNF316
1935	ZNF12
1936	RPA3
1937	UMAD1
1938	ICA1
1939	TMEM106B
1940	ARL4A
1941	BZW2
1942	TSPAN13
1943	SNX13
1944	TOMM7
1945	SNHG26
1946	FAM126A
1947	TRA2A
1948	OSBPL3
1949	CYCS
1950	NFE2L3
1951	SNX10
1952	SKAP2
1953	HOTAIRM1
1954	TAX1BP1
1955	CPVL
1956	WIPF3
1957	PLEKHA8
1958	GARS-DT
1959	GARS
1960	AVL9
1961	KBTBD2
1962	NT5C3A
1963	RP9
1964	HERPUD2
1965	AC018647.2
1966	SEPTIN7
1967	ANLN
1968	STARD3NL
1969	VPS41
1970	RALA
1971	CDK13
1972	STK17A
1973	BLVRA
1974	MRPS24
1975	AC004951.1
1976	DBNL
1977	POLM
1978	AEBP1
1979	YKT6
1980	H2AFV
1981	PURB
1982	SNHG15
1983	CCM2
1984	HUS1
1985	IKZF1
1986	COBL
1987	SEC61G
1988	PSPH
1989	SUMF2
1990	ZNF736
1991	ZNF680
1992	ZNF107
1993	ZNF138
1994	ZNF273
1995	ZNF117
1996	ERV3-1
1997	ZNF92
1998	CRCP
1999	LINC00174
2000	AC008267.5
2001	RABGEF1
2002	AC027644.3
2003	SBDS
2004	BAZ1B
2005	RFC2
2006	GTF2I
2007	TRIM73
2008	HIP1
2009	RHBDD2
2010	TMEM120A
2011	STYXL1
2012	MDH2
2013	HSPB1
2014	PTPN12
2015	APTR
2016	RSBN1L
2017	TMEM60
2018	PHTF2
2019	KIAA1324L
2020	DMTF1
2021	TMEM243
2022	SLC25A40
2023	DBF4
2024	AKAP9
2025	CYP51A1
2026	ANKIB1
2027	GATAD1
2028	PEX1
2029	RBM48
2030	CDK6
2031	VPS50
2032	BET1
2033	CASD1
2034	SEM1
2035	SDHAF3
2036	LMTK2
2037	BRI3
2038	TRRAP
2039	SMURF1
2040	ARPC1B
2041	BUD31
2042	ATP5MF
2043	ZNF789
2044	ZNF394
2045	ZKSCAN5
2046	FAM200A
2047	ZNF655
2048	ZSCAN25
2049	CYP3A5
2050	ZKSCAN1
2051	MCM7
2052	AP4M1
2053	TAF6
2054	PPP1R35
2055	TSC22D4
2056	LRCH4
2057	GIGYF1
2058	TRIM56
2059	AP1S1
2060	VGF
2061	CLDN15
2062	CUX1
2063	ORAI2
2064	POLR2J
2065	POLR2J3
2066	NAPEPLD
2067	DNAJC2
2068	RELN
2069	KMT2E-AS1
2070	KMT2E
2071	SRPK2
2072	PUS7
2073	CCDC71L
2074	PIK3CG
2075	PRKAR2B
2076	HBP1
2077	AC002467.1
2078	CBLL1
2079	LAMB1
2080	PNPLA8
2081	THAP5
2082	DNAJB9
2083	ZNF277
2084	IFRD1
2085	TMEM168
2086	SMIM30
2087	TES
2088	ST7
2089	LINC02476
2090	CPED1
2091	FAM3C
2092	WASL
2093	AC006333.2
2094	ZNF800
2095	GCC1
2096	SND1-IT1
2097	CALU
2098	CCDC136
2099	FLNC
2100	ATP6V1F
2101	UBE2H
2102	KLHDC10
2103	TMEM209
2104	MEST
2105	MKLN1
2106	CHCHD3
2107	EXOC4
2108	BPGM
2109	CNOT4
2110	MTPN
2111	CREB3L2
2112	TRIM24
2113	ZC3HAV1
2114	TTC26
2115	UBN2
2116	FMC1
2117	CLEC2L
2118	HIPK2
2119	KDM7A
2120	SLC37A3
2121	MKRN1
2122	NDUFB2
2123	BRAF
2124	MRPS33
2125	DENND11
2126	SSBP1
2127	KEL
2128	GSTK1
2129	CASP2
2130	ZYX
2131	TCAF1
2132	EZH2
2133	PDIA4
2134	ZNF212
2135	KRBA1
2136	ZNF467
2137	ZBED6CL
2138	LRRC61
2139	KCNH2
2140	CDK5
2141	FASTK
2142	TMUB1
2143	NUB1
2144	KMT2C
2145	LINC01003
2146	XRCC2
2147	PAXIP1
2148	PAXIP1-AS1
2149	INSIG1
2150	AC009403.1
2151	RBM33
2152	LINC01006
2153	LMBR1
2154	MNX1
2155	DNAJB6
2156	NCAPG2
2157	WDR60
2158	LINC00689
2159	FBXO25
2160	CLN8
2161	AC100810.1
2162	ARHGEF10
2163	AC246817.2
2164	AC246817.1
2165	AC016065.1
2166	MFHAS1
2167	TNKS
2168	MTMR9
2169	FDFT1
2170	CTSB
2171	TUSC3
2172	VPS37A
2173	ASAH1
2174	ATP6V1B2
2175	DOK2
2176	FAM160B2
2177	SLC39A14
2178	PDLIM2
2179	BIN3
2180	TNFRSF10B
2181	ENTPD4
2182	SLC25A37
2183	CDCA2
2184	PPP2R2A
2185	BNIP3L
2186	DPYSL2
2187	EPHX2
2188	CLU
2189	ESCO2
2190	PBK
2191	EXTL3
2192	HMBOX1
2193	KIF13B
2194	SARAF
2195	WRN
2196	FUT10
2197	BRF2
2198	RAB11FIP1
2199	EIF4EBP1
2200	ASH2L
2201	STAR
2202	DDHD2
2203	FGFR1
2204	TACC1
2205	ADAM9
2206	GOLGA7
2207	GINS4
2208	KAT6A
2209	IKBKB
2210	SMIM19
2211	THAP1
2212	RNF170
2213	CEBPD
2214	PRKDC
2215	MCM4
2216	PCMTD1
2217	RB1CC1
2218	ATP6V1H
2219	RGS20
2220	TCEA1
2221	RPS20
2222	IMPAD1
2223	SDCBP
2224	NSMAF
2225	CA8
2226	CHD7
2227	YTHDF3
2228	VCPIP1
2229	SGK3
2230	SNHG6
2231	COPS5
2232	CSPP1
2233	NCOA2
2234	TRAM1
2235	TERF1
2236	RPL7
2237	RDH10
2238	UBE2W
2239	TMEM70
2240	GDAP1
2241	CRISPLD1
2242	PEX2
2243	ZBTB10
2244	FABP5
2245	IMPA1
2246	ZFAND1
2247	CHMP4C
2248	LRRCC1
2249	RBIS
2250	CPNE3
2251	AF117829.1
2252	DECR1
2253	PIP4P2
2254	OTUD6B-AS1
2255	RBM12B
2256	VIRMA
2257	INTS8
2258	CCNE2
2259	PLEKHF2
2260	UQCRB
2261	CPQ
2262	TSPYL5
2263	LAPTM4B
2264	RIDA
2265	VPS13B
2266	COX6C
2267	POLR2K
2268	RNF19A
2269	ANKRD46
2270	RRM2B
2271	UBR5
2272	KLF10
2273	AZIN1
2274	LRP12
2275	ZFPM2
2276	OXR1
2277	ANGPT1
2278	EIF3E
2279	EIF3H
2280	UTP23
2281	RAD21
2282	MED30
2283	TAF2
2284	MTBP
2285	FAM83A
2286	ZHX1
2287	ATAD2
2288	FAM91A1
2289	TMEM65
2290	RNF139
2291	TATDN1
2292	SQLE
2293	AC016074.2
2294	MYC
2295	PVT1
2296	FAM49B
2297	PHF20L1
2298	TRAPPC9
2299	PTP4A3
2300	LY6E
2301	GLI4
2302	MINCR
2303	ZNF696
2304	ZC3H3
2305	NAPRT
2306	EEF1D
2307	ZNF623
2308	PLEC
2309	GRINA
2310	CYC1
2311	SHARPIN
2312	BOP1
2313	VPS28
2314	CYHR1
2315	MFSD3
2316	LRRC14
2317	C8orf33
2318	CBWD1
2319	DOCK8
2320	SMARCA2
2321	RANBP6
2322	UHRF2
2323	PSIP1
2324	RRAGA
2325	PLIN2
2326	DENND4C
2327	RPS6
2328	MLLT3
2329	MOB3B
2330	ACO1
2331	TOPORS
2332	SMIM27
2333	NDUFB6
2334	APTX
2335	DNAJA1
2336	SMU1
2337	B4GALT1
2338	BAG1
2339	CHMP5
2340	NFX1
2341	UBAP2
2342	DCAF12
2343	UBAP1
2344	RPP25L
2345	DCTN3
2346	VCP
2347	STOML2
2348	CCDC107
2349	TLN1
2350	CREB3
2351	GBA2
2352	RGP1
2353	HINT2
2354	CLTA
2355	EBLN3P
2356	ZCCHC7
2357	GRHPR
2358	TOMM5
2359	TRMT10B
2360	DCAF10
2361	CBWD5
2362	TJP2
2363	PTAR1
2364	SMC5
2365	KLF9
2366	CEMIP2
2367	ABHD17B
2368	C9orf85
2369	ZFAND5
2370	OSTF1
2371	RFK
2372	VPS13A
2373	CEP78
2374	PSAT1
2375	TLE4
2376	GKAP1
2377	RMI1
2378	AGTPBP1
2379	GOLM1
2380	TUT7
2381	DAPK1
2382	CTSL
2383	CKS2
2384	SECISBP2
2385	NFIL3
2386	NOL8
2387	NINJ1
2388	PHF2
2389	PTPDC1
2390	AL158152.1
2391	ZNF169
2392	AOPEP
2393	ERCC6L2
2394	SLC35D2
2395	ZNF367
2396	ZNF510
2397	MFSD14C
2398	CTSV
2399	TMOD1
2400	TSTD2
2401	XPA
2402	HEMGN
2403	ANP32B
2404	GALNT12
2405	TGFBR1
2406	ALG2
2407	SEC61B
2408	ERP44
2409	INVS
2410	TMEFF1
2411	MRPL50
2412	RNF20
2413	SMC2
2414	NIPSNAP3A
2415	TMEM38B
2416	RAD23B
2417	ABITRAM
2418	CTNNAL1
2419	TMEM245
2420	DNAJC25
2421	UGCG
2422	AL138756.1
2423	PTBP3
2424	HSDL2
2425	KIAA1958
2426	INIP
2427	SLC31A1
2428	POLE3
2429	TMEM268
2430	CDK5RAP2
2431	FBXW2
2432	PHF19
2433	CNTRL
2434	RAB14
2435	NDUFA8
2436	PDCL
2437	RC3H2
2438	ZBTB6
2439	RABGAP1
2440	ARPC5L
2441	GOLGA1
2442	SCAI
2443	HSPA5
2444	ZBTB43
2445	RPL12
2446	TOR2A
2447	AK1
2448	C9orf16
2449	DNM1
2450	GOLGA2
2451	SWI5
2452	ODF2
2453	SPTAN1
2454	WDR34
2455	ZDHHC12
2456	AL441992.1
2457	ENDOG
2458	LRRC8A
2459	MIGA2
2460	LINC00963
2461	ASB6
2462	TOR1B
2463	TOR1A
2464	USP20
2465	FNBP1
2466	GPR107
2467	NUP214
2468	AL157938.3
2469	PRRC2B
2470	POMT1
2471	SETX
2472	TTF1
2473	GTF3C4
2474	TSC1
2475	GFI1B
2476	RALGDS
2477	ABO
2478	SURF6
2479	RPL7A
2480	SURF1
2481	SURF2
2482	BRD3
2483	UBAC1
2484	QSOX2
2485	INPP5E
2486	SEC16A
2487	EGFL7
2488	AGPAT2
2489	SNHG7
2490	TMEM141
2491	RABL6
2492	PHPT1
2493	EDF1
2494	MAN1B1
2495	DPP7
2496	BX255925.3
2497	RNF208
2498	TUBB4B
2499	TOR4A
2500	NRARP
2501	MRPL41
2502	ZMYND19
2503	ARRDC1-AS1
2504	LARP4B
2505	IDI1
2506	KLF6
2507	NET1
2508	TASOR2
2509	PRKCQ-AS1
2510	SFMBT2
2511	KIN
2512	CELF2
2513	USP6NL
2514	ECHDC3
2515	UPF2
2516	MCM10
2517	PHYH
2518	HSPA14
2519	HSPA14-1
2520	DCLRE1C
2521	NMT2
2522	RSU1
2523	TRDMT1
2524	VIM
2525	ST8SIA6
2526	STAM
2527	ARL5B
2528	DNAJC1
2529	COMMD3
2530	BMI1
2531	MSRB2
2532	ARHGAP21
2533	PRTFDC1
2534	ABI1
2535	ANKRD26
2536	YME1L1
2537	ACBD5
2538	RAB18
2539	WAC-AS1
2540	BAMBI
2541	MAP3K8
2542	ZEB1
2543	ARHGAP12
2544	EPC1
2545	ITGB1
2546	PARD3
2547	CREM
2548	CCNY
2549	ZNF248
2550	ZNF37A
2551	ZNF33B
2552	MARCH8
2553	NCOA4
2554	MAPK8
2555	TMEM273
2556	ERCC6
2557	PARG
2558	TIMM23B
2559	ZWINT
2560	SLC16A9
2561	CDK1
2562	ARID5B
2563	NRBF2
2564	JMJD1C
2565	REEP3
2566	SIRT1
2567	HERC4
2568	HNRNPH3
2569	RUFY2
2570	DNA2
2571	SLC25A16
2572	TET1
2573	DDX21
2574	HK1
2575	FAM241B
2576	AIFM2
2577	PPA1
2578	EIF4EBP2
2579	PSAP
2580	ANAPC16
2581	DDIT4
2582	MICU1
2583	P4HA1
2584	PPP3CB
2585	SEC24C
2586	FUT11
2587	ZSWIM8
2588	VCL
2589	KAT6B
2590	SAMD8
2591	LRMDA
2592	RPS24
2593	PPIF
2594	NUTM2B-AS1
2595	PRXL2A
2596	TSPAN14
2597	CCSER2
2598	BMPR1A
2599	ATAD1
2600	PTEN
2601	KIF20B
2602	PCGF5
2603	TNKS2
2604	BTAF1
2605	KIF11
2606	HHEX
2607	FRA10AC1
2608	SLC35G1
2609	HELLS
2610	SORBS1
2611	CCNJ
2612	ZNF518A
2613	LCOR
2614	RRP12
2615	ZFYVE27
2616	R3HCC1L
2617	HPS1
2618	GOT1
2619	SCD
2620	HIF1AN
2621	SLF2
2622	BTRC
2623	POLL
2624	OGA
2625	LDB1
2626	NOLC1
2627	FBXL15
2628	RPARP-AS1
2629	ACTR1A
2630	TRIM8
2631	ARL3
2632	WBP1L
2633	BORCS7
2634	NT5C2
2635	ATP5MD
2636	SLK
2637	GSTO1
2638	ADD3
2639	MXI1
2640	SMNDC1
2641	SMC3
2642	PDCD4
2643	SHOC2
2644	GPAM
2645	TCF7L2
2646	NHLRC2
2647	CCDC186
2648	TRUB1
2649	SHTN1
2650	RAB11FIP2
2651	FAM204A
2652	CACUL1
2653	DENND10
2654	RGS10
2655	BAG3
2656	INPP5F
2657	SEC23IP
2658	WDR11
2659	ATE1
2660	PLEKHA1
2661	FAM24B
2662	IKZF5
2663	ACADSB
2664	OAT
2665	UROS
2666	MKI67
2667	PPP2R2D
2668	BNIP3
2669	STK32C
2670	SYCE1
2671	IFITM2
2672	IFITM1
2673	SIGIRR
2674	TMEM80
2675	TALDO1
2676	POLR2L
2677	AP2A2
2678	MOB2
2679	CTSD
2680	H19
2681	ASCL2
2682	TSPAN32
2683	CD81
2684	KCNQ1OT1
2685	CDKN1C
2686	PHLDA2
2687	CARS
2688	ZNF195
2689	RHOG
2690	STIM1
2691	RRM1
2692	HBD
2693	HBG1
2694	HBG2
2695	RRP8
2696	ILK
2697	TPP1
2698	EIF3F
2699	RPL27A
2700	AKIP1
2701	TMEM9B
2702	NRIP3
2703	DENND5A
2704	TMEM41B
2705	ZNF143
2706	WEE1
2707	SWAP70
2708	MTRNR2L8
2709	RNF141
2710	CTR9
2711	EIF4G2
2712	ZBED5
2713	USP47
2714	MICAL2
2715	TEAD1
2716	LINC00958
2717	BTBD10
2718	FAR1
2719	RRAS2
2720	COPB1
2721	PIK3C2A
2722	NUCB2
2723	HPS5
2724	LDHA
2725	TSG101
2726	SPTY2D1
2727	HTATIP2
2728	SVIP
2729	BBOX1-AS1
2730	CCDC34
2731	LGR4
2732	KIF18A
2733	ARL14EP
2734	IMMP1L
2735	ELP4
2736	PAX6
2737	RCN1
2738	QSER1
2739	HIPK3
2740	CD59
2741	LMO2
2742	CAT
2743	TRIM44
2744	TRAF6
2745	C11orf74
2746	AC021723.2
2747	API5
2748	TTC17
2749	AC068205.2
2750	HSD17B12
2751	TSPAN18
2752	PHF21A
2753	MDK
2754	ATG13
2755	ARHGAP1
2756	ZNF408
2757	CKAP5
2758	C11orf49
2759	ARFGAP2
2760	ACP2
2761	MADD
2762	SPI1
2763	CELF1
2764	KBTBD4
2765	FNBP4
2766	PRG2
2767	SLC43A3
2768	TIMM10
2769	UBE2L6
2770	SERPING1
2771	CLP1
2772	ZDHHC5
2773	MED19
2774	CTNND1
2775	ZFP91
2776	PATL1
2777	STX3
2778	MRPL16
2779	MS4A3
2780	MS4A4A
2781	CCDC86
2782	VPS37C
2783	TKFC
2784	CYB561A3
2785	MYRF
2786	FEN1
2787	FADS1
2788	FADS3
2789	BEST1
2790	FTH1
2791	ASRGL1
2792	AHNAK
2793	EEF1G
2794	B3GAT3
2795	CSKMT
2796	UQCC3
2797	HNRNPUL2
2798	TTC9C
2799	TMEM179B
2800	NXF1
2801	STX5
2802	SNHG1
2803	SLC3A2
2804	RTN3
2805	STIP1
2806	TRPT1
2807	DNAJC4
2808	PPP1R14B
2809	BAD
2810	GPR137
2811	TRMT112
2812	PRDX5
2813	CCDC88B
2814	RASGRP2
2815	EHD1
2816	ATG2A
2817	ARL2
2818	CDCA5
2819	VPS51
2820	TM7SF2
2821	SYVN1
2822	SPDYC
2823	CAPN1
2824	FRMD8
2825	NEAT1
2826	MALAT1
2827	FAM89B
2828	EHBP1L1
2829	MAP3K11
2830	RELA
2831	RNASEH2C
2832	CCDC85B
2833	C11orf68
2834	DRAP1
2835	PACS1
2836	KLC2
2837	RAB1B
2838	CTSF
2839	CCS
2840	LRFN4
2841	KDM2A
2842	ANKRD13D
2843	RAD9A
2844	POLD4
2845	CORO1B
2846	TMEM134
2847	AIP
2848	PITPNM1
2849	CDK2AP2
2850	GSTP1
2851	TCIRG1
2852	CHKA
2853	KMT5B
2854	PPP6R3
2855	GAL
2856	IGHMBP2
2857	LTO1
2858	PPFIA1
2859	CTTN
2860	DHCR7
2861	AP002387.2
2862	NADSYN1
2863	NUMA1
2864	ARAP1
2865	FCHSD2
2866	RELT
2867	RAB6A
2868	MRPL48
2869	UCP2
2870	PGM2L1
2871	POLD3
2872	RNF169
2873	XRRA1
2874	SPCS2
2875	RPS3
2876	SERPINH1
2877	UVRAG
2878	GVQW3
2879	AP002360.1
2880	EMSY
2881	ACER3
2882	PAK1
2883	RSF1
2884	AAMDC
2885	NDUFC2
2886	GAB2
2887	PRCP
2888	RAB30
2889	RAB30-DT
2890	PCF11
2891	AP000873.2
2892	ANKRD42
2893	TMEM126A
2894	CREBZF
2895	PICALM
2896	TMEM135
2897	CTSC
2898	CHORDC1
2899	CEP295
2900	TAF1D
2901	C11orf54
2902	MED17
2903	MRE11
2904	ANKRD49
2905	AMOTL1
2906	SRSF8
2907	ENDOD1
2908	FAM76B
2909	CEP57
2910	CCDC82
2911	BIRC2
2912	TMEM123
2913	MSANTD4
2914	CWF19L2
2915	NPAT
2916	ATM
2917	EXPH5
2918	DDX10
2919	RDX
2920	ALG9
2921	C11orf1
2922	NKAPD1
2923	C11orf71
2924	RBM7
2925	PCSK7
2926	UBE4A
2927	KMT2A
2928	ARCN1
2929	DDX6
2930	CCDC84
2931	HYOU1
2932	HMBS
2933	H2AFX
2934	C2CD2L
2935	HINFP
2936	CBL
2937	MCAM
2938	TLCD5
2939	ARHGEF12
2940	SC5D
2941	UBASH3B
2942	HSPA8
2943	TBRG1
2944	NRGN
2945	ESAM
2946	MSANTD2
2947	FEZ1
2948	CHEK1
2949	SRPRA
2950	APLP2
2951	ZBTB44
2952	THYN1
2953	ACAD8
2954	KDM5A
2955	ERC1
2956	ADIPOR2
2957	FKBP4
2958	CCND2
2959	C12orf4
2960	RAD51AP1
2961	DYRK4
2962	CD9
2963	TNFRSF1A
2964	LTBR
2965	NCAPD2
2966	GAPDH
2967	ZNF384
2968	MLF2
2969	PTMS
2970	CDCA3
2971	ENO2
2972	C12orf57
2973	SLC2A3
2974	NECAP1
2975	RIMKLB
2976	CLEC2B
2977	GABARAPL1
2978	AC022075.1
2979	PRH1
2980	SMIM10L1
2981	ETV6
2982	LRP6
2983	CDKN1B
2984	ATF7IP
2985	DERA
2986	MGST1
2987	PLEKHA5
2988	AEBP2
2989	RECQL
2990	GOLT1B
2991	C2CD5
2992	ETNK1
2993	BCAT1
2994	LRMP
2995	ETFRF1
2996	ITPR2
2997	INTS13
2998	FGFR1OP2
2999	TM7SF3
3000	MED21
3001	STK38L
3002	ARNTL2
3003	PPFIBP1
3004	KLHL42
3005	IPO8
3006	DENND5B
3007	AC023157.3
3008	RESF1
3009	BICD1
3010	ALG10B
3011	GXYLT1
3012	YAF2
3013	ZCRB1
3014	TWF1
3015	ANO6
3016	AC008124.1
3017	ARID2
3018	SLC38A1
3019	SLC38A2
3020	RPAP3
3021	SLC48A1
3022	TMEM106C
3023	COL2A1
3024	SENP1
3025	ASB8
3026	KANSL2
3027	CCNT1
3028	DDX23
3029	FKBP11
3030	KMT2D
3031	RHEBL1
3032	LMBR1L
3033	TUBA1B
3034	TUBA1A
3035	TUBA1C
3036	TROAP
3037	SPATS2
3038	TMBIM6
3039	NCKAP5L
3040	BCDIN3D
3041	RACGAP1
3042	CERS5
3043	LIMA1
3044	ATF1
3045	LETMD1
3046	DAZAP2
3047	SMAGP
3048	GALNT6
3049	ACVR1B
3050	ATG101
3051	KRT8
3052	KRT18
3053	EIF4B
3054	CSAD
3055	ZNF740
3056	MFSD5
3057	SP1
3058	AMHR2
3059	PCBP2
3060	ATF7
3061	HOXC6
3062	HOXC9
3063	HOXC8
3064	CBX5
3065	HNRNPA1
3066	NFE2
3067	ZNF385A
3068	NCKAP1L
3069	CD63
3070	GDF11
3071	RAB5B
3072	IKZF4
3073	RPS26
3074	PA2G4
3075	MYL6
3076	SMARCC2
3077	RNF41
3078	COQ10A
3079	BAZ2A
3080	PRIM1
3081	ZBTB39
3082	TAC3
3083	NAB2
3084	STAT6
3085	SHMT2
3086	STAC3
3087	R3HDM2
3088	MARS
3089	DDIT3
3090	MBD6
3091	PIP4K2C
3092	OS9
3093	TSPAN31
3094	MARCH9
3095	CTDSP2
3096	GIHCG
3097	TAFA2
3098	USP15
3099	MON2
3100	XPOT
3101	TBK1
3102	RASSF3
3103	GNS
3104	TMBIM4
3105	HELB
3106	CAND1
3107	RAP1B
3108	SLC35E3
3109	FRS2
3110	AC025159.1
3111	ZFC3H1
3112	THAP2
3113	RAB21
3114	TBC1D15
3115	AC090015.1
3116	ATXN7L3B
3117	ZDHHC17
3118	PPP1R12A
3119	CCDC59
3120	CEP290
3121	POC1B
3122	GALNT4
3123	ATP2B1
3124	BTG1
3125	NUDT4
3126	SOCS2-AS1
3127	SOCS2
3128	CRADD
3129	FGD6
3130	VEZT
3131	USP44
3132	SNRPF
3133	LTA4H
3134	ELK3
3135	CDK17
3136	NEDD1
3137	TMPO-AS1
3138	TMPO
3139	APAF1
3140	UHRF1BP1L
3141	SCYL2
3142	GNPTAB
3143	DRAM1
3144	WASHC3
3145	HELLPAR
3146	HSP90B1
3147	HCFC2
3148	NFYB
3149	TXNRD1
3150	CHST11
3151	TMEM263
3152	MTERF2
3153	CRY1
3154	PRDM4
3155	ISCU
3156	CORO1C
3157	SSH1
3158	UNG
3159	KCTD10
3160	UBE3B
3161	MVK
3162	TCHP
3163	GIT2
3164	ANKRD13A
3165	C12orf76
3166	IFT81
3167	ATP2A2
3168	VPS29
3169	TCTN1
3170	SH2B3
3171	BRAP
3172	ALDH2
3173	MAPKAPK5-AS1
3174	TMEM116
3175	ERP29
3176	TRAFD1
3177	HECTD4
3178	SDSL
3179	MED13L
3180	RNFT2
3181	TESC
3182	WSB2
3183	VSIG10
3184	TAOK3
3185	PRKAB1
3186	RAB35
3187	AC004812.2
3188	PXN
3189	DYNLL1
3190	COQ5
3191	RNF10
3192	UNC119B
3193	ACADS
3194	SPPL3
3195	ORAI1
3196	LINC01089
3197	SETD1B
3198	MLXIP
3199	CLIP1
3200	ZCCHC8
3201	RSRC2
3202	KNTC1
3203	MPHOSPH9
3204	SBNO1
3205	SBNO1-AS1
3206	RILPL2
3207	SNRNP35
3208	RILPL1
3209	TMED2
3210	ATP6V0A2
3211	CCDC92
3212	ZNF664
3213	SCARB1
3214	UBC
3215	BRI3BP
3216	AACS
3217	AC025160.1
3218	SLC15A4
3219	SFSWAP
3220	ANKLE2
