n_conditions,n_state_available,n_global_mean_fallback,mean_pcc,mean_spearman,delta_pcc,delta_spearman,top100_de_overlap,auprc
1086,580,506,0.9899463650219443,0.9473625776804856,0.31995868249299675,0.2053263014730884,0.31932780847145487,0.263263057822069
