source_context_count,pcc_delta,topk_de_overlap,pra_top100_true_de,csa_pearson
0,0.4593355269683391,0.3578853754940712,0.1558887304101406,0.1903173383791179
1,0.4452191334806688,0.3632,0.1523200856936713,0.191145495186287
2,0.5120377973895622,0.3877777777777778,0.1579896694754037,0.1977892606039694
3,0.539460130343787,0.4041107871720117,0.1581764124259473,0.193726327829198
