model,condition,n_test_cells,n_pred_cells,pra_all_genes,pra_top100_true_de,pra_nonzero_genes,true_range_mean,pred_range_mean,range_width_ratio,csa_pearson,csa_spearman,n_corr_pairs
CellFlow_ESM2_1000k_fixed2000,RRN3,38,2000,0.627077655890842,0.5554257405690668,0.6741320747052697,0.41905848917789773,0.3437070008815081,0.8201886127060377,0.5323252433418835,0.519493595945112,4950
CellFlow_ESM2_1000k_fixed2000,RRP7A,40,2000,0.6219261654766449,0.6326245513742856,0.6664446693920328,0.4233204720681161,0.3459444888682664,0.8172165337957026,0.574385611119751,0.5212148239667432,4950
CellFlow_ESM2_1000k_fixed2000,SAP18,40,2000,0.6331084405153785,0.61700529554953,0.6946548612194191,0.4135916683614254,0.3694898200302572,0.8933686248906036,,,0
CellFlow_ESM2_1000k_fixed2000,SART3,142,2000,0.6624581615841764,0.6320800078071518,0.7475267000498491,0.38045197048082957,0.34229257163949317,0.8996998259908889,0.6785334164530367,0.6770100957432705,4950
CellFlow_ESM2_1000k_fixed2000,SCAF1,158,2000,0.6840618137346415,0.5413028635633703,0.7196105761988655,0.4160448088662328,0.34459372252650566,0.8282610795350648,0.6263001648194498,0.6569230194797185,4950
CellFlow_ESM2_1000k_fixed2000,SCFD1,103,2000,0.6773917091826699,0.6227114766194741,0.7294763183100043,0.41249498619921504,0.3460264676937834,0.8388622389865108,0.7041960127697589,0.7090327155956003,4950
CellFlow_ESM2_1000k_fixed2000,SDC1,170,2000,0.7434223936305449,0.6925724956197521,0.7802502032226543,0.3904751594880223,0.3600898638460227,0.9221837935047142,0.5386423915098795,0.42428882193410206,4950
CellFlow_ESM2_1000k_fixed2000,SEC13,43,2000,0.6296789681428445,0.5292073615192354,0.7108590744443943,0.3959440560099484,0.34579298402413733,0.8733379849385818,0.4893289100311639,0.4458087996112831,4950
CellFlow_ESM2_1000k_fixed2000,SF3A2,236,2000,0.6914627364972598,0.573623163220635,0.7264790255276946,0.42184059638381005,0.3494802583178506,0.8284652101142901,0.640890212755802,0.6692698018642542,4950
CellFlow_ESM2_1000k_fixed2000,SF3B2,197,2000,0.5546572915559401,0.4802575951506212,0.6621982945987824,0.42631397375851876,0.3459126885516942,0.8114035894765977,0.667106173106869,0.6953894668111817,4950
CellFlow_ESM2_1000k_fixed2000,SF3B3,215,2000,0.5886722387421294,0.46183552934687855,0.6761684341168498,0.4383331007967144,0.3435695761099831,0.7838093346943477,0.45872577925794233,0.5113754687930921,4950
CellFlow_ESM2_1000k_fixed2000,SFPQ,185,2000,0.5200545735548558,0.30799255101078615,0.652024289813009,0.41845441365927455,0.3465111250323803,0.8280737727252797,0.5021054557076067,0.47012175261524675,4950
CellFlow_ESM2_1000k_fixed2000,SFSWAP,145,2000,0.6748310205926583,0.6041227269318461,0.7226719003990774,0.40341017909601323,0.3436115681223572,0.8517672233564941,,,0
CellFlow_ESM2_1000k_fixed2000,SIN3A,217,2000,0.7176393335401949,0.6929600845633938,0.7618251948409711,0.400302582455203,0.35756976293001336,0.893248703860231,,,0
CellFlow_ESM2_1000k_fixed2000,SLU7,195,2000,0.5652412741009032,0.41796012168127333,0.666558106251065,0.4321161616416275,0.3426360711781681,0.7929258416914544,0.5664196014804478,0.6057841279904972,4950
CellFlow_ESM2_1000k_fixed2000,SMC4,169,2000,0.7730889396377241,0.6611841772070369,0.7779119940005274,0.3879091932173075,0.34823921486683196,0.8977338535819327,,,0
CellFlow_ESM2_1000k_fixed2000,SMG5,82,2000,0.716778845533145,0.4718972398276085,0.7521289040221878,0.3814907835106553,0.3456893564024568,0.9061538871824447,0.364368180256292,0.3119607145773048,4950
CellFlow_ESM2_1000k_fixed2000,SNAPC3,201,2000,0.7038869790823675,0.6974597721564918,0.7382913562852608,0.4018548104245216,0.3442293701857329,0.8566013427140193,0.5516374911126911,0.5050119248257209,4950
CellFlow_ESM2_1000k_fixed2000,SNRNP200,92,2000,0.5878209772868909,0.44574081711823865,0.6591399162221249,0.44408915491387263,0.3433523174603284,0.7731607801296537,0.5458598009205633,0.581309784101465,4950
CellFlow_ESM2_1000k_fixed2000,SNRNP27,42,2000,0.6514336727831703,0.6228284740375235,0.7241370306615943,0.4017076147659867,0.3491770632654057,0.8692318752006171,0.3292061798518361,0.2548286759722678,4950
CellFlow_ESM2_1000k_fixed2000,SNRNP48,179,2000,0.6778134974059962,0.593063170197518,0.7133377156451233,0.41368464914426223,0.3415375564005972,0.8255988156850714,,,0
CellFlow_ESM2_1000k_fixed2000,SNRPD1,113,2000,0.5811045287750976,0.37654297553791644,0.6541023511651256,0.429286145954281,0.3445471011719481,0.8026047530745201,0.48329010431024927,0.49296877623244323,4950
