condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50
EIF5A+ctrl,100.0,2000.0,5000.0,0.9932502575736762,0.9609537133092112,0.4196837143108395,0.32889738520368245,0.9864071412011981,0.001752689629719339,1.0574589792606235,0.501990664783608,0.5015692061853407
ELP5+ctrl,167.0,2000.0,5000.0,0.9982771993276925,0.9840826840109254,0.360250933606282,0.22376271853999,0.9964007320813835,0.0004734156887219867,0.826982416550159,0.5094217343630213,0.38865931803620496
EXOC7+ctrl,32.0,2000.0,5000.0,0.9886448005325715,0.9180595456829526,0.3627773440404128,0.24781106971223263,0.975787565112114,0.0029152114883587545,1.6132144093139758,0.48918061418851033,0.7157438873933901
EXOSC10+ctrl,77.0,2000.0,5000.0,0.9955006388153579,0.9629753456870134,0.5729341267778667,0.30222685056032744,0.9907674109563231,0.0011242303686319747,1.1867403906032863,0.5284050447821425,0.5909853992394265
EXOSC2+ctrl,209.0,2000.0,5000.0,0.9920739855272707,0.97319633344721,0.9427474702184855,0.8042396767681903,0.9830265957862139,0.00191874035578346,0.9600474580036219,0.5485780725746333,0.49117116627208257
FAM50A+ctrl,38.0,2000.0,5000.0,0.982680696045598,0.9138945865740052,0.333841265848952,0.2732504672565767,0.9641196765005589,0.004438830334104732,1.5644906206530904,0.5046124521943092,0.7502476739196401
FASTKD5+ctrl,182.0,2000.0,5000.0,0.9958281407212739,0.9860240665769628,0.3645591512150423,0.2909438638437198,0.9916026033461094,0.0011167631964343902,0.8224646630375813,0.5230192338810455,0.3910641982885126
FCF1+ctrl,225.0,2000.0,5000.0,0.9981558794707794,0.9883409964296401,0.9620408755706497,0.8484585165827037,0.9961227606981993,0.0004500256496734231,0.8031936814691601,0.5094711175000223,0.3715191362996996
FTSJ3+ctrl,153.0,2000.0,5000.0,0.9876442590741779,0.9528951580084151,0.24209236893701516,0.1808528902507966,0.975308945402503,0.0030468734805963946,1.0173499606697178,0.5176101475448829,0.5003463539356668
GFER+ctrl,198.0,2000.0,5000.0,0.9983826087808849,0.9845637392141793,0.7447799668078714,0.5425559441293872,0.9967624070122838,0.00041914427576251415,0.7877919156942587,0.5221269730245831,0.3668546500687219
