condition,n_test_cells,n_pred_cells,n_genes,wasserstein_1_pca50,mmd_pca50,energy_pca50
MCM3AP,100,2000,5000,0.8934672773381697,0.2874942966426072,0.3423058500171557
TRMT5,93,2000,5000,0.906059746497067,0.28410327416246145,0.3735437396903896
MRPS27,76,2000,5000,0.979605551882907,0.2842067848937248,0.35407083660440286
RBM39,49,2000,5000,1.0649664321211305,0.2552679488898187,0.37895938330535267
HSPA8,146,2000,5000,0.9065033753949693,0.27206099533098554,0.37032614016466814
SURF6,113,2000,5000,0.8053156671578532,0.2586025539701833,0.2878534789664877
NUBP1,144,2000,5000,0.758334843373965,0.2618719386137143,0.2824569991295999
HEATR1,216,2000,5000,0.7732821500405058,0.248844967218946,0.29555309083674347
PRPF4B,160,2000,5000,0.7598344192857016,0.26993830607723074,0.2829509921085517
POLR1E,202,2000,5000,0.6610700788772347,0.24096745798033642,0.22082766084127214
MRPS24,132,2000,5000,0.7713161821042918,0.2578568470618382,0.2748138822422498
EIF2B3,96,2000,5000,0.9725071026118286,0.3081152371005214,0.3669378762720165
SRFBP1,73,2000,5000,1.0413802857708523,0.3114215317028643,0.4025922884637819
PUF60,52,2000,5000,1.1855982950753632,0.3081972369641094,0.46826459027332945
RPS23,98,2000,5000,0.9762762638073451,0.30045622808574346,0.38575385229080306
SCFD1,103,2000,5000,0.907893639251693,0.26522815735480576,0.31401372526684357
MDN1,68,2000,5000,0.9842016493288671,0.2852135970550871,0.38408975294530556
CHERP,54,2000,5000,1.0805946672059905,0.30040867711081803,0.4283801876749456
SRRM1,136,2000,5000,0.7205610669684241,0.2541788603637582,0.25771846271035076
POLR3F,156,2000,5000,0.7470463019535551,0.2636631355249943,0.2735669832049534
MRPL50,147,2000,5000,0.7313511525447037,0.267494066663257,0.26650561751760404
RPP14,53,2000,5000,1.1200943903976506,0.2785481163582622,0.4152137033933974
RPL9,180,2000,5000,0.7619331194451968,0.2281107927730735,0.3040323287164588
PRPF8,91,2000,5000,1.028568163829202,0.27459444562476637,0.38050983586731724
HSPE1,25,2000,5000,1.7889151053625152,0.3448366166533157,0.8383513368602978
ECD,69,2000,5000,1.1041178935446185,0.30572006684640085,0.4506894634499418
RPL10,215,2000,5000,0.6989811686047115,0.21742996383866145,0.2651626797511693
AP2S1,96,2000,5000,0.9145234565902937,0.29004362361631253,0.3679102820257622
TSEN2,168,2000,5000,0.7428610857395437,0.2691941571848758,0.31023571958871615
PIAS4,173,2000,5000,0.7474628132764414,0.2389646101239019,0.2788901993749933
MRPS11,90,2000,5000,0.9018707206061439,0.2954262905868941,0.355723007610377
BYSL,87,2000,5000,0.9566319833386787,0.29532798486134537,0.3612396204621027
ZCRB1,141,2000,5000,0.7429598642395016,0.26873716313183754,0.28503794011971284
GNL3L,66,2000,5000,0.9665618408394768,0.2816657338698451,0.3499732384511324
CDC23,158,2000,5000,0.746895420470134,0.20823336492844619,0.2379342276048515
DBR1,96,2000,5000,0.9501539879763437,0.3062532717923542,0.3967698031580244
NSA2,71,2000,5000,0.9697011806225558,0.3200067801388262,0.3907452592444246
CTR9,197,2000,5000,0.9324638198531231,0.29282970215445603,0.46049376352614024
DLD,283,2000,5000,0.6944850183785688,0.23433755266570266,0.3090348209147531
RBM28,55,2000,5000,1.0374546527080262,0.28608825739777743,0.389047090962841
PSMB1,106,2000,5000,0.932813137311348,0.27797099955522675,0.33788142875066457
FTSJ3,153,2000,5000,0.8763731757105326,0.2659030862136508,0.3387277238755857
WDR82,86,2000,5000,1.1727809811853098,0.3228058724038951,0.4962535950717282
POLR3C,169,2000,5000,0.7180342686445023,0.2636766436754182,0.2607661708265699
DHX37,202,2000,5000,0.7056556558156748,0.2573666446581219,0.2634208807800958
SAP18,40,2000,5000,1.2955703997154457,0.2852333121464826,0.49483969236993164
GNL3,29,2000,5000,1.4028161611979084,0.3143511723486819,0.5577573319718218
NDC80,171,2000,5000,0.8606019760567171,0.22483642046658903,0.2742766310475451
TTC27,87,2000,5000,0.9177885295634315,0.2977491110313484,0.3704135043010332
CDC123,96,2000,5000,0.862785238728073,0.28563152383302637,0.3234274154106743
WDR3,329,2000,5000,0.573059508846137,0.19338820708165716,0.18312963867004461
WDR43,47,2000,5000,1.2783804907380751,0.3057751787781157,0.5049494348396759
RPL35A,97,2000,5000,0.9246677336347904,0.2722249321017126,0.348434958762539
NUTF2,44,2000,5000,1.2609165222391034,0.3214139290858283,0.5507457399284093
SNRPE,128,2000,5000,0.9602796206205384,0.2747265871921168,0.38568135590944236
CSTF3,59,2000,5000,1.1640503453163749,0.29970190145828796,0.4590582867391923
WDR5,75,2000,5000,1.1005608144541053,0.33156255170938,0.5016811155663919
YEATS2,233,2000,5000,0.620005461832964,0.21762554035098694,0.21121435551312814
PSMA2,38,2000,5000,1.3052046920648361,0.30980375932471943,0.5214984348479103
HNRNPM,128,2000,5000,0.7746952100476517,0.2658136765810956,0.2980770338671693
RPL11,315,2000,5000,0.5816540520060013,0.1829210235083788,0.20235483685710406
MED26,99,2000,5000,0.9138845100769936,0.29029726408761564,0.3535364598525057
FAM50A,38,2000,5000,1.4042843184387375,0.3097336731691151,0.5516861915050953
SMC4,169,2000,5000,0.6904560329129904,0.20617023658093445,0.22095662844763747
THOC7,104,2000,5000,0.8713151990701279,0.26201311031634167,0.30593529662898405
EIF3F,36,2000,5000,1.244003354704017,0.27186723047274153,0.464358523432876
MRPL49,36,2000,5000,1.4121205091497608,0.3137463085798066,0.5907783865413649
EIF3J,72,2000,5000,0.9931312554153727,0.30881561849817973,0.4080749979967184
