condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50
GPS1,372.0,2000.0,2000.0,0.998572748685728,0.9870516592629142,0.7149915205084401,0.5755862608965652,0.9971037998329848,0.0010664196885751662,0.5047088122255967,0.09897365218583803,0.11305206196730742
GTF2E2,69.0,2000.0,2000.0,0.9939354917998036,0.9588655257163817,0.30828077593024655,0.24758783898980521,0.9877852369099855,0.0043514096806881244,1.2022057316906187,0.21862059021918043,0.4059145372430922
HARS2,62.0,2000.0,2000.0,0.9957639016446191,0.9627096411774103,0.525500379249104,0.35473868568467143,0.9915456362068653,0.0031051047378974003,1.154789779296175,0.21761657997909578,0.39441238770675363
HIST1H2AE,121.0,2000.0,2000.0,0.9965892676421718,0.9732402123100529,0.010353375222367065,0.021709887943754405,0.9929854813963175,0.0025804098617865368,0.8283387909406489,0.1604693213324065,0.23834075269058994
HMGA1,107.0,2000.0,2000.0,0.9965971391762202,0.9742831160707793,0.10977744182709487,0.081869139967285,0.9927493049763143,0.002676644232545523,0.8584352402755197,0.1719914195338297,0.256952115732464
KIF14,106.0,2000.0,2000.0,0.997004338594436,0.97327216231804,0.23571543234224612,0.1904372936093234,0.9938995959237218,0.002233786090205427,0.7924435884190063,0.1339703534996764,0.20654525456824568
LSM2,299.0,2000.0,2000.0,0.9950682408407072,0.9740650370162595,0.8820736717737421,0.8208039337587848,0.9899842450395226,0.003539716146569677,0.5674627956909974,0.0836641638522953,0.12296220475424344
MARS2,74.0,2000.0,2000.0,0.9967837691924131,0.9699578619894654,0.2069117832963195,0.15470378817594704,0.9935702010989189,0.0023378690184823305,1.03013484456928,0.18860577487091956,0.30894126037692876
MAX,161.0,2000.0,2000.0,0.982727842904254,0.9434264583566151,0.21538760101862486,0.18064779166194792,0.9629978910088539,0.012629084155421652,1.047413420690947,0.21616369912133218,0.38973168454471335
MBTPS2,214.0,2000.0,2000.0,0.9952715702496993,0.9744564696141178,0.12724557913191,0.07070385267596316,0.9896046547219157,0.0038161727247960774,0.6114883233813891,0.10954582152668163,0.14987622708784032
MED19,526.0,2000.0,2000.0,0.9976495193235698,0.9825844661461165,0.9450267656829625,0.8681949325487331,0.9952964964322746,0.001541711292406148,0.5112223662411675,0.07933483448176132,0.10568620729777223
MED29,86.0,2000.0,2000.0,0.9922336399584316,0.947045076866411,0.785227359395339,0.6370084727521181,0.9837421346455812,0.00562123562971846,1.2368364166125005,0.17924042758630246,0.39036549413746463
MMS19,128.0,2000.0,2000.0,0.9892939733338326,0.9557251984312992,0.06560572116741956,0.06919107229776807,0.9769252762198448,0.00857542683995652,0.8004502210447985,0.14564197969380455,0.23640065780138333
MNAT1,79.0,2000.0,2000.0,0.9956340641683785,0.9655228108807029,0.6908592777713,0.5015564603891152,0.9907552003860474,0.0032593562964053973,1.1724685611275205,0.21827774717918985,0.39592997785153833
MRPL32,62.0,2000.0,2000.0,0.9963021343352363,0.9633925628481406,0.5371315126886657,0.3252795723198931,0.9925364898517728,0.0027916513029046077,1.0769857521823496,0.21132224019715942,0.35425078875057003
MRPL36,179.0,2000.0,2000.0,0.9982070868752474,0.982011862002965,0.7022207834915823,0.43791132747783185,0.9964079742785543,0.0013183395332717178,0.6784206575863578,0.1383187341104152,0.17693008337214508
MRPL44,68.0,2000.0,2000.0,0.9962987158291517,0.9608670242167556,0.5088236080718781,0.3125899600147113,0.992415165528655,0.002780774610560334,1.0812247782273787,0.19804129468896683,0.3496708773337424
MRPS18A,108.0,2000.0,2000.0,0.9978063497387022,0.9772383778095947,0.6792371547257204,0.4406015406503852,0.9956167847849429,0.0016193664829791236,0.8684278774453008,0.18166927142038194,0.2690056016346113
MYCBP,166.0,2000.0,2000.0,0.9977737023613842,0.9814256618564151,0.017086088673765983,0.004284455571113893,0.9954159199260175,0.00168266088076444,0.6843073236542218,0.13960591521025031,0.1868336997000093
NAE1,87.0,2000.0,2000.0,0.9946772046922645,0.9670239167559789,0.13398464843159,0.09106550430052564,0.9891350045800209,0.004064437764595191,0.9970690649512091,0.19884722042232883,0.3306166142657612
NARS,149.0,2000.0,2000.0,0.9887466813745077,0.956499221124805,0.6908245883344972,0.5186256921564231,0.9772945065051317,0.008008091541487175,0.9167967019791966,0.17713424283044246,0.29141309534678483
NBAS,94.0,2000.0,2000.0,0.9932219307137005,0.9617261629315407,0.1466742093728451,0.15641742916301385,0.9861350497230887,0.0050631786669452835,0.9758418162920589,0.1827158802079551,0.30368887578168247
NDUFA6,151.0,2000.0,2000.0,0.9982351601830062,0.9829787277446815,0.39860510100379265,0.27951253008776694,0.9964002759661525,0.0013218331741792608,0.7332623133287502,0.16560295991788684,0.2120841656722391
