condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50
ELP2,171.0,2000.0,2000.0,0.994108867784458,0.9634145858536466,-0.039727441194196245,-0.023115386787514968,0.9880667319521308,0.004407286621924172,0.7070716009060919,0.13879443417953582,0.18646593307713644
ELP3,117.0,2000.0,2000.0,0.9916555415574421,0.9630891063834354,-0.05119904507513264,0.012595237662979058,0.9826370738446712,0.006474451287901161,0.8109669310197656,0.14407648810153864,0.2398652989023738
EXOSC1,69.0,2000.0,2000.0,0.9943697541408133,0.9620736035184011,0.1663145264995255,0.08563999990999997,0.988300696015358,0.004270023493031769,1.0527704900339223,0.20211476810907267,0.344732320475103
FASTKD5,182.0,2000.0,2000.0,0.9907274878217596,0.9671835887958973,0.027937204495452523,0.050727572200915894,0.9813608918339014,0.006843772199517005,0.6805791121568024,0.13068593691510333,0.1868808542024999
FGFR1OP,115.0,2000.0,2000.0,0.9960966267883573,0.9704533241133309,0.01999443849276783,0.02660506567122022,0.9918742356821895,0.0030124566120605153,0.8690307621030038,0.17212129047846025,0.258468499054678
FNBP4,141.0,2000.0,2000.0,0.9967485199738761,0.9777204269301067,0.05884273818671249,0.03787408096852024,0.9932365724816918,0.0025048077423269607,0.7650724855565291,0.15355867222287758,0.2198387987349355
GATA1,95.0,2000.0,2000.0,0.9250866944034486,0.7811376617844152,0.06736047187727633,0.07941652985413246,0.8253675848245621,0.05293209276389061,1.9986878482361274,0.35916517749042065,1.0207666404165783
GEMIN4,81.0,2000.0,2000.0,0.9954459881590961,0.9678839914709981,0.18028384926553298,0.13717504634520222,0.9904962321743369,0.0035111403851474134,1.0407136291791386,0.22268899560824904,0.3623888344266923
GGPS1,154.0,2000.0,2000.0,0.9976078450918631,0.9803639540909883,-0.1118806364178731,-0.09502020725505181,0.9951733639463782,0.0017920253590923028,0.7148961804707302,0.14976106615122695,0.2052839505409676
GINS4,58.0,2000.0,2000.0,0.9950975023190733,0.9647937236984311,0.741631200965428,0.5749148547287136,0.989399210549891,0.003736789871440426,1.0974034971326727,0.19509959984234915,0.3489097339607111
GPKOW,105.0,2000.0,2000.0,0.9940907106590249,0.9619883719970928,0.37957953561255253,0.36344588636147157,0.9877128172665834,0.004526847704264981,0.9493226501636118,0.1711073788195747,0.28515319282965057
