batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,cumulative_flops,cumulative_flops_val_sync,epoch,step,train/gradient_norm,train_loss,val_loss
0.7225040793418884,158.9016876220703,6.208219528198242,37.00394821166992,0.1677718162536621,1.3840751647949219,5054741641953280.0,,11,2199,1.7678860425949097,0.5854701995849609,
0.50322425365448,82.04945373535156,2.653008460998535,13.279840469360352,0.19977712631225586,1.9871857166290283,5169621816573952.0,,11,2249,4.39544677734375,0.6889469623565674,
0.4470849931240082,65.4961929321289,0.9804961681365967,4.861248016357422,0.20169639587402344,2.236711263656616,5284502528065536.0,,11,2299,4.392182350158691,0.5555357933044434,
,,,,,,5399382702686208.0,,12,2349,2.6010797023773193,0.41114330291748047,
1.0652077198028564,207.75201416015625,13.610937118530273,87.58819580078125,0.1553969383239746,0.9387840032577515,5514263414177792.0,,12,2399,1.8819814920425415,0.3888324499130249,
0.7189525365829468,149.8037109375,5.935941696166992,28.677003860473633,0.20699310302734375,1.390912413597107,5629143588798464.0,,12,2449,1.352716088294983,0.6109356880187988,
0.5200546383857727,99.45175170898438,3.5334064960479736,16.646446228027344,0.21226191520690918,1.9228748083114624,5744024300290048.0,,12,2499,1.5725706815719604,0.3516552448272705,
,,,,,,5858905011781632.0,,13,2549,4.004306793212891,0.41330480575561523,
0.4838358163833618,134.1086883544922,4.847970962524414,29.687376022338867,0.1633007526397705,2.066816806793213,5973785186402304.0,,13,2599,1.5968797206878662,0.3836028575897217,
0.5187332034111023,109.7113265991211,3.67453932762146,16.309171676635742,0.22530508041381836,1.9277732372283936,6088665897893888.0,,13,2649,7.110858917236328,0.415716290473938,
0.4297771155834198,77.33731842041016,1.8819856643676758,8.711787223815918,0.21602749824523926,2.3267874717712402,6203546072514560.0,,13,2699,3.1477110385894775,0.4863765239715576,
,,,,,,6318426784006144.0,,14,2749,1.718930959701538,0.4212111234664917,
0.8414597511291504,170.7980194091797,7.971381187438965,49.865020751953125,0.15985918045043945,1.188410997390747,6433306958626816.0,,14,2799,2.1397416591644287,0.4453451633453369,
0.4240225553512573,61.9456672668457,0.9378399848937988,4.6469316482543945,0.20181918144226074,2.358365058898926,6548187670118400.0,,14,2849,2.887580633163452,0.36550891399383545,
0.45642417669296265,61.331321716308594,0.9472970962524414,4.600870609283447,0.20589518547058105,2.1909444332122803,6663068381609984.0,,14,2899,1.9829868078231812,0.4075824022293091,
,,,,,,6777948556230656.0,,15,2949,5.997743606567383,0.40103137493133545,
1.378281831741333,240.884765625,21.973608016967773,134.55441284179688,0.16330647468566895,0.7255410552024841,6892829267722240.0,,15,2999,4.701519966125488,0.2810816764831543,
2.349337339401245,206.16934204101562,19.416709899902344,97.2760238647461,0.19960427284240723,0.4256519377231598,7007709442342912.0,,15,3049,1.2723588943481445,0.47696173191070557,
2.186187505722046,175.9630889892578,14.70710563659668,70.86720275878906,0.20753049850463867,0.4574173092842102,7122590153834496.0,,15,3099,1.1347181797027588,0.4019787311553955,
,,,,,,7237470865326080.0,,16,3149,7.525594234466553,0.3775670528411865,
1.220291256904602,166.86231994628906,14.455187797546387,69.05750274658203,0.2093210220336914,0.8194765448570251,7352351039946752.0,,16,3199,6.066939353942871,0.5494872331619263,
0.4414605498313904,63.2761344909668,0.9496996402740479,4.516026020050049,0.2102954387664795,2.2652080059051514,7467231751438336.0,,16,3249,2.247702121734619,0.2794334888458252,
0.4780142605304718,63.5626220703125,1.0234334468841553,4.977736473083496,0.20560216903686523,2.0919878482818604,7582111926059008.0,,16,3299,2.395660400390625,0.6443573236465454,
,,,,,,7696992637550592.0,,17,3349,1.721983551979065,0.5553452968597412,
0.6775299906730652,137.84991455078125,5.7471723556518555,33.025150299072266,0.17402410507202148,1.4759495258331299,7811872812171264.0,,17,3399,5.4821624755859375,0.4734196662902832,
0.4546626806259155,61.02712631225586,0.8985071182250977,4.432248115539551,0.20272040367126465,2.199432849884033,7926753523662848.0,,17,3449,1.5249953269958496,0.2957266569137573,
0.44832006096839905,65.43285369873047,0.9864163398742676,4.852968215942383,0.2032604217529297,2.2305493354797363,8041634235154432.0,,17,3499,4.287386417388916,0.21101140975952148,
,,,,,,8156514409775104.0,,18,3549,6.326563358306885,0.4864511489868164,
0.6043483018875122,127.63465881347656,4.714700698852539,29.465150833129883,0.16000938415527344,1.654675006866455,8271395121266688.0,,18,3599,3.1983883380889893,0.4142913818359375,
0.4178939163684845,69.3709945678711,0.9957122802734375,4.889377117156982,0.20364809036254883,2.392951726913452,8386275295887360.0,,18,3649,9.210086822509766,0.3711719512939453,
0.4227776527404785,68.08028411865234,1.0147738456726074,5.003532409667969,0.20281147956848145,2.365309476852417,8501156007378944.0,,18,3699,2.2494800090789795,0.2971806526184082,
,,,,,,8616036181999616.0,,19,3749,4.010935306549072,0.4038938283920288,
0.7654969096183777,159.25559997558594,6.16883659362793,42.347625732421875,0.14567136764526367,1.3063410520553589,8730916893491200.0,,19,3799,4.148001670837402,0.46652793884277344,
0.40853351354599,62.96916198730469,0.881525993347168,4.250931739807129,0.20737242698669434,2.447779417037964,8845797604982784.0,,19,3849,4.346014499664307,0.36848342418670654,
0.4759822487831116,64.03401184082031,0.9958593845367432,4.936320781707764,0.20174121856689453,2.100918769836426,8960677779603456.0,,19,3899,3.0959410667419434,0.4336533546447754,
,,,,,,9075557954224128.0,,20,3949,3.792036294937134,0.4865238666534424,
0.6903268694877625,163.09039306640625,7.5640716552734375,38.559444427490234,0.1961665153503418,1.4485890865325928,9190438665715712.0,,20,3999,1.5258121490478516,0.33151280879974365,
0.603743314743042,160.8974609375,6.537182807922363,32.90190124511719,0.19868707656860352,1.656333088874817,9305319377207296.0,,20,4049,5.77085018157959,0.430910587310791,
,,,,,,9420200088698880.0,,21,4099,8.170707702636719,0.504082202911377,
0.4530980885028839,85.56753540039062,2.8717539310455322,17.765499114990234,0.16164779663085938,2.2070276737213135,9535080800190464.0,,21,4149,2.0358543395996094,0.47269749641418457,
0.44948244094848633,64.74715423583984,0.9768528938293457,4.894918441772461,0.19956469535827637,2.224781036376953,9649960437940224.0,,21,4199,2.1620657444000244,0.5972733497619629,
0.3881473243236542,67.71135711669922,1.0018255710601807,4.847005367279053,0.20668959617614746,2.576341390609741,9764841149431808.0,,21,4249,3.055694103240967,0.45531702041625977,
,,,,,,9879721860923392.0,,22,4299,2.585084915161133,0.36403346061706543,
1.4873812198638916,248.48284912109375,20.22702980041504,132.7247314453125,0.15239834785461426,0.6723226308822632,9994602572414976.0,,22,4349,4.230677127838135,0.3222954273223877,
1.1531440019607544,208.10877990722656,11.41848373413086,52.598472595214844,0.2170877456665039,0.8671943545341492,1.010948328390656e+16,,22,4399,5.854361057281494,0.5260137319564819,
0.4872027635574341,87.67179870605469,2.5299057960510254,12.315427780151367,0.20542573928833008,2.0525333881378174,1.022436292165632e+16,,22,4449,2.0441579818725586,0.2837400436401367,
,,,,,,1.0339243633147904e+16,,23,4499,3.117464065551758,0.2961130142211914,
0.887545108795166,194.27371215820312,8.696107864379883,51.04023742675781,0.17037749290466309,1.1267033815383911,1.0454124344639488e+16,,23,4549,3.825784921646118,0.3118736743927002,
0.8575648665428162,145.2174072265625,7.572477340698242,37.45667266845703,0.20216631889343262,1.1660925149917603,1.0569005056131072e+16,,23,4599,3.584174633026123,0.355574369430542,
0.4824659824371338,72.76871490478516,1.4806628227233887,7.420145511627197,0.19954633712768555,2.0726850032806396,1.0683884693880832e+16,,23,4649,2.436962604522705,0.43116331100463867,
,,,,,,1.0798765405372416e+16,,24,4699,1.1304227113723755,0.3331584930419922,
1.1638604402542114,216.93121337890625,13.801397323608398,88.5445785522461,0.1558694839477539,0.8592095375061035,1.0913646116864e+16,,24,4749,7.657022953033447,0.38785266876220703,
1.1611878871917725,158.23411560058594,7.9332427978515625,39.21028137207031,0.20232558250427246,0.8611870408058167,1.1028526828355584e+16,,24,4799,3.358090400695801,0.29972028732299805,
0.696370005607605,108.81207275390625,3.6575610637664795,16.025516510009766,0.22823357582092285,1.4360182285308838,1.1143407539847168e+16,,24,4849,1.816412329673767,0.34195899963378906,
,,,,,,1.1258287177596928e+16,,25,4899,2.6150381565093994,0.37203872203826904,
0.7187792658805847,150.96473693847656,7.189723968505859,36.017093658447266,0.19961977005004883,1.3912476301193237,1.1373167889088512e+16,,25,4949,2.162168264389038,0.2226853370666504,
0.4724292755126953,63.08338928222656,1.0225481986999512,5.108702182769775,0.20015811920166016,2.1167190074920654,1.1488048600580096e+16,,25,4999,4.4883270263671875,0.4589416980743408,
0.549191951751709,71.49356842041016,1.311326503753662,6.303596019744873,0.20802831649780273,1.8208569288253784,1.160292931207168e+16,,25,5049,7.684326171875,0.396838903427124,
,,,,,,1.1717810023563264e+16,,26,5099,2.3221709728240967,0.22872412204742432,
0.9369378685951233,187.4869842529297,10.395732879638672,62.24676513671875,0.1670083999633789,1.067306637763977,1.1832689661313024e+16,,26,5149,1.6100043058395386,0.4543665647506714,
0.6446712613105774,121.04569244384766,4.620335578918457,21.4921817779541,0.21497750282287598,1.5511780977249146,1.1947570372804608e+16,,26,5199,1.4448415040969849,0.2562514543533325,
0.49893009662628174,68.69972229003906,1.2131822109222412,5.512235641479492,0.22008895874023438,2.004288911819458,1.2062451084296192e+16,,26,5249,7.399205207824707,0.6235619783401489,
,,,,,,1.2177331795787776e+16,,27,5299,4.395218372344971,0.5289890766143799,
0.6711757779121399,144.57437133789062,6.0580291748046875,30.46982765197754,0.1988205909729004,1.4899226427078247,1.229221250727936e+16,,27,5349,3.6230623722076416,0.3401377201080322,
0.5227538347244263,70.23042297363281,1.3229517936706543,6.232575416564941,0.2122640609741211,1.912946343421936,1.240709214502912e+16,,27,5399,5.25465202331543,0.28474462032318115,
0.5407525897026062,66.80648040771484,1.3457984924316406,5.772225379943848,0.23315072059631348,1.8492745161056519,1.2521972856520704e+16,,27,5449,1.0985589027404785,0.16127526760101318,
,,,,,,1.2636853568012288e+16,,28,5499,1.830532431602478,0.39608657360076904,
0.9499848484992981,202.50830078125,12.743379592895508,70.29782104492188,0.18127703666687012,1.0526484251022339,1.2751734279503872e+16,,28,5549,3.9776620864868164,0.37604689598083496,
0.7771668434143066,135.5011749267578,6.120560646057129,27.15338897705078,0.22540688514709473,1.2867249250411987,1.2866613917253632e+16,,28,5599,1.1256343126296997,0.22134041786193848,
0.625859797000885,174.9827423095703,6.953553199768066,34.28208923339844,0.2028334140777588,1.597801923751831,1.2981494628745216e+16,,28,5649,3.5319929122924805,0.30930256843566895,
,,,,,,1.30963753402368e+16,,29,5699,6.929934978485107,0.36547398567199707,
0.5051010847091675,120.4389877319336,4.117845058441162,20.365406036376953,0.20219802856445312,1.9798017740249634,1.3211256051728384e+16,,29,5749,2.3812248706817627,0.40351152420043945,
0.42716699838638306,65.4637222290039,0.9616045951843262,4.736260414123535,0.20303034782409668,2.3410048484802246,1.3326136763219968e+16,,29,5799,2.9286763668060303,0.2866055965423584,
0.42997345328330994,64.68255615234375,0.9512248039245605,4.775209903717041,0.19920063018798828,2.3257250785827637,1.3441016400969728e+16,,29,5849,2.1953325271606445,0.34731292724609375,
,,,,,,1.3555897112461312e+16,,30,5899,4.196771144866943,0.4277397394180298,
0.49907103180885315,121.49028778076172,4.357294082641602,27.52298927307129,0.15831470489501953,2.003722667694092,1.3670777823952896e+16,,30,5949,1.8587276935577393,0.3180513381958008,
0.4524349868297577,69.07856750488281,1.2285833358764648,5.9903883934021,0.2050924301147461,2.2102622985839844,1.378565853544448e+16,,30,5999,1.5422608852386475,0.38421761989593506,
,,,,,,1.3900539246936064e+16,,31,6049,5.265817165374756,0.39347875118255615,
0.8775448799133301,179.72808837890625,8.428821563720703,42.39481735229492,0.19881725311279297,1.139542818069458,1.4015418884685824e+16,,31,6099,3.684293270111084,0.47098422050476074,
0.44413700699806213,66.99712371826172,1.2345378398895264,6.148748397827148,0.20077872276306152,2.2515575885772705,1.4130299596177408e+16,,31,6149,8.845178604125977,0.573371171951294,
0.44015538692474365,66.2953109741211,1.0673232078552246,5.102482318878174,0.20917725563049316,2.2719249725341797,1.4245180307668992e+16,,31,6199,1.8567297458648682,0.40088319778442383,
,,,,,,1.4360061019160576e+16,,32,6249,10.09252643585205,0.35674190521240234,
0.5844255089759827,112.163818359375,4.080747604370117,20.617563247680664,0.19792580604553223,1.711082100868225,1.447494173065216e+16,,32,6299,3.4210448265075684,0.31198668479919434,
0.38870978355407715,67.6169662475586,0.937570333480835,4.714292049407959,0.19887828826904297,2.572613477706909,1.458982136840192e+16,,32,6349,1.12330961227417,0.4869474172592163,
0.4217545986175537,64.75775909423828,0.9693305492401123,4.8686017990112305,0.1990983486175537,2.371047019958496,1.4704702079893504e+16,,32,6399,1.783445954322815,0.2640641927719116,
,,,,,,1.4819582791385088e+16,,33,6449,9.847452163696289,0.31016087532043457,
1.4058889150619507,245.0176544189453,20.93531036376953,131.0794219970703,0.1597146987915039,0.7112936973571777,1.4934463502876672e+16,,33,6499,2.0044615268707275,0.30016958713531494,
2.408729314804077,203.50025939941406,18.917524337768555,94.85162353515625,0.19944334030151367,0.41515666246414185,1.5049343140626432e+16,,33,6549,1.141536831855774,0.3001999855041504,
2.1999826431274414,182.982177734375,17.16938018798828,84.97419738769531,0.20205402374267578,0.45454904437065125,1.5164223852118016e+16,,33,6599,4.203039169311523,0.4078371524810791,
,,,,,,1.52791045636096e+16,,34,6649,2.4072933197021484,0.3464726209640503,
1.3387070894241333,195.95692443847656,15.018491744995117,93.64448547363281,0.16037774085998535,0.746989369392395,1.5393985275101184e+16,,34,6699,3.0685555934906006,0.31135666370391846,
0.4430268406867981,68.27787780761719,1.0022773742675781,5.032750129699707,0.19915103912353516,2.25719952583313,1.5508865986592768e+16,,34,6749,2.8162660598754883,0.3001577854156494,
0.41357338428497314,64.9229507446289,0.9674544334411621,4.731866359710693,0.20445513725280762,2.4179506301879883,1.5623745624342528e+16,,34,6799,4.196342945098877,0.34544944763183594,
,,,,,,1.5738626335834112e+16,,35,6849,3.5198662281036377,0.3589729070663452,
1.0741024017333984,239.1151580810547,17.504505157470703,105.80723571777344,0.1654376983642578,0.9310099482536316,1.5853507047325696e+16,,35,6899,2.6944196224212646,0.22256827354431152,
1.929591178894043,223.5523681640625,17.437110900878906,87.04523468017578,0.20032238960266113,0.5182445049285889,1.596838775881728e+16,,35,6949,2.9101459980010986,0.41844379901885986,
2.4086458683013916,171.5714874267578,18.3571834564209,90.49650573730469,0.2028496265411377,0.4151710271835327,1.6083268470308864e+16,,35,6999,1.6758710145950317,0.35259413719177246,
,,,,,,1.6198148108058624e+16,,36,7049,1.320480227470398,0.20226514339447021,
1.2080146074295044,233.6137237548828,16.468252182006836,89.06639099121094,0.18489861488342285,0.8278045654296875,1.6313028819550208e+16,,36,7099,4.141383171081543,0.5244171619415283,
0.45058631896972656,67.86034393310547,1.0289266109466553,5.158763885498047,0.19945216178894043,2.2193305492401123,1.6427909531041792e+16,,36,7149,3.6240804195404053,0.24299883842468262,
0.45020416378974915,67.54945373535156,1.4136462211608887,7.0582756996154785,0.20028209686279297,2.221214532852173,1.6542790242533376e+16,,36,7199,6.302156448364258,0.5150333642959595,
,,,,,,1.665767095402496e+16,,37,7249,4.028186798095703,0.44975781440734863,
0.9600831270217896,224.0008087158203,15.397101402282715,99.98857879638672,0.15398859977722168,1.0415765047073364,1.677255059177472e+16,,37,7299,2.8266148567199707,0.4151715040206909,
1.6377770900726318,183.22544860839844,12.209872245788574,60.03727340698242,0.20337152481079102,0.6105836629867554,1.6887431303266304e+16,,37,7349,1.0095558166503906,0.27486515045166016,
2.448524236679077,184.15884399414062,19.12963104248047,94.43124389648438,0.2025773525238037,0.4084092676639557,1.7002312014757888e+16,,37,7399,2.193819522857666,0.18070387840270996,
,,,,,,1.7117192726249472e+16,,38,7449,4.011902332305908,0.3722963333129883,
1.5702110528945923,230.48326110839844,21.76702880859375,143.19564819335938,0.1520090103149414,0.6368570327758789,1.7232072363999232e+16,,38,7499,4.75376033782959,0.32086920738220215,
0.6852248907089233,115.25084686279297,4.695237636566162,23.485309600830078,0.1999223232269287,1.4593749046325684,1.7346953075490816e+16,,38,7549,1.902388095855713,0.23248827457427979,
1.35319185256958,155.34767150878906,9.538507461547852,46.65129089355469,0.20446395874023438,0.7389935255050659,1.74618337869824e+16,,38,7599,1.9998403787612915,0.28407740592956543,
,,,,,,1.7576714498473984e+16,,39,7649,5.8263630867004395,0.3601938486099243,
0.6638591289520264,164.9054412841797,7.6523332595825195,46.90803527832031,0.16313481330871582,1.5063437223434448,1.7691595209965568e+16,,39,7699,3.288998603820801,0.4171832799911499,
0.44906026124954224,66.61812591552734,1.1141924858093262,5.457377910614014,0.20416259765625,2.226872682571411,1.7806474847715328e+16,,39,7749,0.9686107039451599,0.27250123023986816,
0.4554648697376251,66.13324737548828,1.0441200733184814,5.043959140777588,0.20700407028198242,2.195559024810791,1.7921355559206912e+16,,39,7799,3.454496383666992,0.35743045806884766,
,,,,,,1.8036236270698496e+16,,40,7849,2.7807857990264893,0.40038812160491943,
0.8079819083213806,183.48216247558594,10.009637832641602,61.9294548034668,0.16162967681884766,1.2376514673233032,1.8151115908448256e+16,,40,7899,3.9859800338745117,0.3296349048614502,
0.7617915868759155,155.52297973632812,5.646527290344238,28.383502960205078,0.19893693923950195,1.312695026397705,1.8265997693681664e+16,,40,7949,1.5897908210754395,0.3714510202407837,
,,,,,,1.8380877331431424e+16,,41,7999,3.3199174404144287,0.40789198875427246,
1.0300061702728271,215.36077880859375,13.004042625427246,78.48544311523438,0.16568732261657715,0.970867931842804,1.849575911666483e+16,,41,8049,4.368798732757568,0.4188382625579834,
0.8904874920845032,193.3716583251953,8.734662055969238,38.182884216308594,0.2287585735321045,1.1229803562164307,1.861063875441459e+16,,41,8099,1.540278434753418,0.5873825550079346,
0.4716794490814209,60.39620590209961,0.9833240509033203,4.798272609710693,0.20493292808532715,2.120084047317505,1.872551839216435e+16,,41,8149,4.0336809158325195,0.4019150733947754,
,,,,,,1.884040017739776e+16,,42,8199,3.11639142036438,0.37786805629730225,
0.8558386564254761,187.40213012695312,8.984502792358398,53.49049758911133,0.16796445846557617,1.1684445142745972,1.895527981514752e+16,,42,8249,3.1898322105407715,0.3043067455291748,
0.7306657433509827,151.43991088867188,5.741655349731445,29.115854263305664,0.19720029830932617,1.368614912033081,1.907016160038093e+16,,42,8299,2.1798980236053467,0.5151499509811401,
1.0736430883407593,231.38258361816406,11.696449279785156,55.37278747558594,0.21123099327087402,0.9314082264900208,1.918504123813069e+16,,42,8349,3.0576722621917725,0.2682652473449707,
,,,,,,1.929992087588045e+16,,43,8399,3.0960805416107178,0.3145807981491089,
1.2668230533599854,209.45204162597656,13.241815567016602,78.16827392578125,0.1694014072418213,0.7893761992454529,1.9414802661113856e+16,,43,8449,2.745788335800171,0.30840885639190674,
1.4435662031173706,203.95181274414062,13.519330978393555,60.74272155761719,0.22256708145141602,0.6927288770675659,1.9529682298863616e+16,,43,8499,2.6851131916046143,0.30822861194610596,
0.9330439567565918,189.5009307861328,11.336997985839844,52.28271484375,0.21684026718139648,1.071760892868042,1.9644564084097024e+16,,43,8549,3.128272533416748,0.3887166976928711,
,,,,,,1.9759443721846784e+16,,44,8599,1.2496249675750732,0.31263554096221924,
0.8523604273796082,186.22604370117188,10.474788665771484,63.00092315673828,0.16626405715942383,1.1732126474380493,1.9874323359596544e+16,,44,8649,4.009387016296387,0.3034698963165283,
1.0201507806777954,161.54296875,6.707057952880859,34.09119415283203,0.19673871994018555,0.9802472591400146,1.998920514482995e+16,,44,8699,4.257850170135498,0.2986205816268921,
0.6362928152084351,159.81634521484375,7.146487236022949,31.98959732055664,0.22340035438537598,1.5716034173965454,2.010408478257971e+16,,44,8749,3.206138849258423,0.3061870336532593,
,,,,,,2.021896656781312e+16,,45,8799,2.745008707046509,0.3304542303085327,
0.8414739966392517,215.36526489257812,12.301238059997559,74.92997741699219,0.1641697883605957,1.188390851020813,2.033384620556288e+16,,45,8849,2.036921501159668,0.20484209060668945,
1.0107580423355103,175.97900390625,8.26248550415039,38.681888580322266,0.21360087394714355,0.9893564581871033,2.044872584331264e+16,,45,8899,1.4583909511566162,0.38713836669921875,
0.5710788369178772,183.26754760742188,7.681537628173828,36.148681640625,0.21249842643737793,1.7510716915130615,2.056360762854605e+16,,45,8949,3.2976367473602295,0.3491581678390503,
,,,,,,2.067848726629581e+16,,46,8999,1.4175148010253906,0.23190391063690186,
0.8794714212417603,187.26519775390625,9.668575286865234,59.981666564941406,0.1611921787261963,1.1370465755462646,2.079336690404557e+16,,46,9049,6.942266464233398,0.5384280681610107,
0.9564970135688782,184.64234924316406,8.969510078430176,42.70186233520508,0.21004962921142578,1.045481562614441,2.0908248689278976e+16,,46,9099,2.7456395626068115,0.2492821216583252,
0.625076174736023,155.84703063964844,5.285545349121094,26.239973068237305,0.2014310359954834,1.5998049974441528,2.1023128327028736e+16,,46,9149,4.609818458557129,0.5049632787704468,
,,,,,,2.1138010112262144e+16,,47,9199,1.9731409549713135,0.43518638610839844,
0.8381009101867676,194.59458923339844,10.7052001953125,68.3563003540039,0.15660881996154785,1.1931737661361694,2.1252889750011904e+16,,47,9249,2.349776029586792,0.30538010597229004,
