position_0based	gene
1703	SLC29A1
1704	SLC7A8
1705	CYP3A5
1706	MAT2A
1707	MGST1
1708	SLC39A8
1709	SLC25A1
1710	TPST2
1711	NQO2
1712	UGDH
1713	MGST3
1714	GSTK1
1715	ABHD14B
1716	SLC25A4
1717	AKR7A2
1718	GSTZ1
1719	SLC35D1
1720	EXOSC9
1721	CNOT6
1722	CREBRF
1723	ZFP36L1
1724	HERPUD1
1725	XBP1
1726	DNAJB9
1727	CREB3L2
1728	CNOT4
1729	DDX6
1730	CTDSP2
1731	YTHDC1
1732	PAPOLG
1733	XRN1
1734	TUT4
1735	CNOT8
1736	ZFC3H1
1737	TNPO1
1738	LSM3
1739	TUT7
1740	SAR1B
1741	TMED10
1742	TRAPPC6B
1743	KDELR3
1744	SEC22B
1745	TRAPPC6A
1746	TMED9
1747	CTSH
1748	COPB1
1749	DCTN4
1750	CD59
1751	TRAPPC10
1752	KDELR1
1753	COPA
1754	OSBPL2
1755	COPB2
1756	SLC27A2
1757	SEC23A
1758	USO1
1759	CTSC
1760	MECP2
1761	TNFRSF12A
1762	ZBTB38
1763	ANKRD10
1764	SERTAD1
1765	ZYX
1766	PHLDA2
1767	ATG2A
1768	AC023157.3
1769	HBP1
1770	BSDC1
1771	CLEC2B
1772	ZSWIM8
1773	PPP1R14B
1774	PPA1
1775	GCSH
1776	PHB
1777	GTF3A
1778	ODC1
1779	MXD1
1780	PROS1
1781	LY6E
1782	ESAM
1783	WDR1
1784	MANF
1785	TBXA2R
1786	TEX264
1787	CFD
1788	TAGLN2
1789	CD99
1790	RHOG
1791	CD33
1792	CLU
1793	CYB5R1
1794	SPN
1795	ZC3H15
1796	SLC7A5
1797	MPIG6B
1798	GTPBP2
1799	DPH3
1800	FLOT1
1801	ARHGAP6
1802	BCAP31
1803	ARHGAP24
1804	DAAM1
1805	APPL1
1806	APAF1
1807	ACBD5
1808	EPB41L5
1809	ARL6IP5
1810	VAPB
1811	STK26
1812	NPTN
1813	CARD8
1814	EMC3
1815	PGRMC2
1816	TMEM87A
1817	SHARPIN
1818	SIPA1L1
1819	FAM13A
1820	CLOCK
1821	KANSL1
1822	PER3
1823	MSL3
1824	CRY1
1825	KAT6B
1826	OGT
1827	KAT7
1828	ELP4
1829	KANSL2
1830	SUPT20H
1831	PER2
1832	MORF4L2
1833	MSL1
1834	MBIP
1835	MSL2
1836	BRD8
1837	FAM120B
1838	SUPT7L
1839	ELP2
1840	STX5
1841	GET1
1842	SNAP29
1843	GDAP1
1844	COG4
1845	HMGCL
1846	ECH1
1847	RAB30
1848	MPV17
1849	PEX13
1850	MAN1A1
1851	MACO1
1852	TMED7
1853	COPG1
1854	CYTH1
1855	COG2
1856	COX19
1857	MCFD2
1858	MLYCD
1859	ATAD1
1860	HLA-C
1861	MICB
1862	MICA
1863	TRIM38
1864	SMN1
1865	TRIM26
1866	IFITM2
1867	MT2A
1868	CD226
1869	ICAM1
1870	SEC61B
1871	TAPBP
1872	ICAM4
1873	ICAM2
1874	NECTIN2
1875	TRIM8
1876	IFNGR2
1877	SEC61A1
1878	TKFC
1879	IFI30
1880	RAB1B
1881	SMC2
1882	SMC4
1883	NCAPG2
1884	RAB11B
1885	NEK9
1886	DENND6A
1887	TRAPPC8
1888	DENND2D
1889	TRAPPC9
1890	TRAPPC12
1891	ACTR10
1892	CCZ1
1893	ALS2
1894	RABGAP1
1895	RAB3GAP2
1896	RAB8B
1897	MON1B
1898	RAB22A
1899	DENND4A
1900	CTSA
1901	CTSF
1902	GALNT12
1903	UGCG
1904	GLA
1905	NAGK
1906	ALG9
1907	GAA
1908	NPL
1909	ALG10B
1910	LMBRD1
1911	ASAH1
1912	RILP
1913	G6PC3
1914	PPM1K
1915	GBA2
1916	MMUT
1917	HLCS
1918	DEGS1
1919	HIBCH
1920	MKNK1
1921	C12orf57
1922	CLCA1
1923	TTLL3
1924	MKI67
1925	CDCA2
1926	PSRC1
1927	EIF3E
1928	STMN1
1929	PRPSAP1
1930	HIC2
1931	LIN28B
1932	FAF1
1933	LRBA
1934	NRDC
1935	ZNF100
1936	AK2
1937	MARCKSL1
1938	FNDC3A
1939	HINT3
1940	MED7
1941	TBX19
1942	PHGDH
1943	PSAT1
1944	TPT1
1945	POLR3K
1946	VGLL4
1947	CPEB4
1948	IK
1949	ZSWIM6
1950	LINC00623
1951	ZNF510
1952	ANKHD1
1953	LARS
1954	SRA1
1955	DEPDC1
1956	AC139493.2
1957	FAM102B
1958	HIPK3
1959	RALGPS2
1960	IFT88
1961	WDR45
1962	IFT20
1963	ATG9A
1964	IFT43
1965	IFT52
1966	IFT27
1967	IFT57
1968	TTC21B
1969	TRAF3IP1
1970	IFT122
1971	RNASE1
1972	DYNC2LI1
1973	LZTFL1
1974	TTBK2
1975	EXOC8
1976	UNC119B
1977	TCTN1
1978	IFT80
1979	IQCE
1980	EIF3L
1981	SNHG5
1982	ZFAS1
1983	SNHG32
1984	EPB41L4A-AS1
1985	SNHG6
1986	CCNB1IP1
1987	NOP53
1988	EIF3F
1989	LETMD1
1990	EDF1
1991	EEF1D
1992	GTF2I
1993	MTRNR2L8
1994	ATP11B
1995	CACYBP
1996	IGBP1
1997	HIST1H4C
1998	BEX4
1999	TOR1AIP2
2000	POLR3GL
2001	NUCKS1
2002	RCSD1
2003	WARS
2004	PSPH
2005	LINC00467
2006	SNHG16
2007	HNRNPAB
2008	MR1
2009	UBE2H
2010	YPEL3
2011	GABPB1-AS1
2012	IER2
2013	TRIM56
2014	MSRB2
2015	ZBTB21
2016	HOXB-AS1
2017	KMT2E
2018	ENDOG
2019	C9orf16
2020	CRCP
2021	SPEN
2022	NUFIP2
2023	TASOR2
2024	SON
2025	DNAJB6
2026	TMA7
2027	TRIM44
2028	YME1L1
2029	ZNF721
2030	ZNF107
2031	HDGF
2032	SYNCRIP
2033	MDN1
2034	LATS1
2035	ZNF267
2036	VIRMA
2037	ZNF92
2038	TMBIM6
2039	AKIRIN2
2040	EIF3H
2041	UBAC1
2042	HIST1H2BJ
2043	H1FX
2044	CDCA3
2045	CKS2
2046	PBK
2047	RABL6
2048	UQCC3
2049	CKB
2050	KLF1
2051	TESC
2052	DPP7
2053	PNRC1
2054	AC079801.1
2055	PHPT1
2056	ATP5IF1
2057	CHI3L2
2058	NENF
2059	SYF2
2060	POLR3C
2061	ZNF429
2062	DANCR
2063	GARS
2064	CHD2
2065	ARL4A
2066	SDF2L1
2067	EAPP
2068	TOX4
2069	CALCOCO2
2070	CARS
2071	UBL5
2072	MARCH7
2073	CLCN3
2074	ZNF451
2075	COPS9
2076	WDR26
2077	AKIRIN1
2078	PNISR
2079	BRF2
2080	CTSD
2081	ATP6AP1
2082	ATP6AP2
2083	ATP6V0A2
2084	AP1S1
2085	CAPN7
2086	CRTAP
2087	SERPINH1
2088	CAPN10
2089	USF1
2090	ADAM9
2091	CAPN1
2092	LTBP4
2093	P4HA1
2094	PHYKPL
2095	LGMN
2096	TCIRG1
2097	SNTA1
2098	SNTB2
2099	KLC2
2100	SRRM1
2101	SNRNP70
2102	CHTOP
2103	SRSF6
2104	SMNDC1
2105	PNN
2106	RBM39
2107	SLU7
2108	SDE2
2109	SNIP1
2110	PRPF3
2111	DDX23
2112	SLBP
2113	PPP1R10
2114	CWC25
2115	NSRP1
2116	FYTTD1
2117	NXF1
2118	LSM10
2119	CCDC12
2120	TMED2
2121	SFSWAP
2122	SBNO1
2123	ISCU
2124	UBE3A
2125	IARS2
2126	ANP32E
2127	RLF
2128	ZNF669
2129	ATXN7L3B
2130	SEC62
2131	ZNF431
2132	SLC25A37
2133	LBH
2134	FEZ1
2135	MS4A3
2136	DHRS4L2
2137	HIST1H2AC
2138	SERPINF1
2139	TRAPPC3
2140	F2R
2141	KISS1R
2142	TMX3
2143	NHLRC2
2144	GRK3
2145	ENDOD1
2146	GNA12
2147	OPN3
2148	XK
2149	KEL
2150	BCAR1
2151	PDE8A
2152	LTB4R
2153	TOR4A
2154	STXBP2
2155	A1BG
2156	MAGED2
2157	PTGER3
2158	RGS20
2159	PRCP
2160	MBTPS1
2161	GOLM1
2162	ATF6B
2163	PMVK
2164	NPC2
2165	ZDHHC8
2166	TPP1
2167	SRPRA
2168	ZBTB17
2169	OSBPL3
2170	INSIG2
2171	SHISA5
2172	HSD17B11
2173	SC5D
2174	MVK
2175	NSDHL
2176	EXTL2
2177	RCN1
2178	CREB3
2179	MXRA8
2180	NFATC2
2181	TWSG1
2182	CD3EAP
2183	NEFH
2184	YPEL5
2185	MRPL3
2186	BRI3BP
2187	NFIA
2188	HIST1H4H
2189	AC016629.2
2190	FUBP1
2191	CRYM
2192	ERMAP
2193	HIST2H2AA4
2194	ARRDC4
2195	CCNDBP1
2196	AC022075.1
2197	BZW1
2198	MGME1
2199	AC139887.2
2200	NMT2
2201	PNPLA4
2202	SACS
2203	SNHG4
2204	C2orf88
2205	MHENCR
2206	MIEN1
2207	SDHAF3
2208	HES6
2209	PNKD
2210	CD81
2211	FAM174C
2212	GATAD1
2213	ZC3H13
2214	CGGBP1
2215	SREK1IP1
2216	TCEAL9
2217	TCEAL8
2218	C11orf54
2219	SPECC1L
2220	CLIP1
2221	NME1
2222	SRM
2223	PDCD5
2224	SH3BGRL3
2225	AHNAK
2226	LYAR
2227	LONRF2
2228	PJA2
2229	SERINC1
2230	PTTG1IP
2231	BAZ2B
2232	SH3GLB1
2233	VMP1
2234	TMEM14B
2235	ZKSCAN1
2236	NFAT5
2237	STRN3
2238	UBN2
2239	SETX
2240	ORAI2
2241	AIF1
2242	LAPTM5
2243	EMP3
2244	S100A11
2245	CD53
2246	PPP1R18
2247	GMFG
2248	PA2G4
2249	S100A13
2250	TNNT1
2251	PSMG1
2252	NOP16
2253	ANXA3
2254	GPATCH4
2255	DDX39A
2256	LIMA1
2257	SAT2
2258	EVA1B
2259	DOK3
2260	RNF111
2261	RLIM
2262	CDV3
2263	SENP6
2264	BPTF
2265	ZNF207
2266	RESF1
2267	ZNF518A
2268	PRR14L
2269	KIAA0232
2270	CMTM6
2271	YDJC
2272	PRDX4
2273	CASS4
2274	IER5
2275	ATP5MD
2276	MDH2
2277	BAG1
2278	CLK1
2279	LRRC8B
2280	NFATC3
2281	STXBP5
2282	ASPM
2283	ARL6IP1
2284	PRR11
2285	CKAP2
2286	SLAIN2
2287	H2AFV
2288	ZNF148
2289	ZNF24
2290	ZNF800
2291	MTPN
2292	ZBTB43
2293	REXO1
2294	BAZ2A
2295	ATXN2L
2296	BOLA3
2297	PHACTR1
2298	HMGN5
2299	MIDN
2300	STIM1
2301	TTL
2302	SMCHD1
2303	N4BP2
2304	XIST
2305	HECTD1
2306	SMARCAD1
2307	STIL
2308	HERC1
2309	CD46
2310	KCNQ1OT1
2311	TACC1
2312	CCNL2
2313	NSL1
2314	SARS
2315	ANKRD11
2316	LMBRD2
2317	HIVEP1
2318	MICAL2
2319	ALAS2
2320	ORAI1
2321	S100A4
2322	DBI
2323	QPRT
2324	ITM2B
2325	SKAP2
2326	ORAI3
2327	POLR2J3
2328	AL713998.1
2329	AL034397.3
2330	WDR34
2331	PCAT14
2332	FAM210B
2333	REEP6
2334	ASIC4
2335	XACT
2336	JPT1
2337	TMEM160
2338	PAIP2
2339	TMOD1
2340	DPM3
2341	NAGLU
2342	PLAUR
2343	EIF4G3
2344	ADA
2345	TPMT
2346	PIGL
2347	PIGT
2348	PIGS
2349	DBT
2350	NUDT14
2351	NANP
2352	ALG2
2353	ALG11
2354	ALG3
2355	ST8SIA6
2356	PIGK
2357	CHSY1
2358	PIGG
2359	PIGN
2360	PIP4K2C
2361	TNFAIP8L1
2362	MTMR6
2363	PLEKHA3
2364	MIGA2
2365	CPNE1
2366	ABHD3
2367	PIKFYVE
2368	INPP4A
2369	MTMR4
2370	CEPT1
2371	PNPLA6
2372	INPP5F
2373	MIGA1
2374	MTMR9
2375	GPD2
2376	POU4F1
2377	LPCAT2
2378	PLEKHA1
2379	SLC44A2
2380	POLH
2381	AC008443.1
2382	UBE2B
2383	CMIP
2384	SNRPB2
2385	RFX1
2386	CEP295
2387	ZFP91
2388	HP1BP3
2389	ZMYM1
2390	NCAPD2
2391	BMP2K
2392	HUWE1
2393	PPIP5K2
2394	CCDC14
2395	ERC1
2396	UHRF1BP1
2397	CD2AP
2398	ANKRD17
2399	PHF3
2400	TTF1
2401	BTN2A1
2402	AFTPH
2403	CIR1
2404	YIPF4
2405	ISOC2
2406	OSER1
2407	STK19
2408	RHBDD2
2409	FEZ2
2410	PRDM2
2411	RNF19A
2412	PLEKHB2
2413	SAP18
2414	GOLPH3
2415	CSNK1G3
2416	RPAP2
2417	PKNOX1
2418	CDK17
2419	GYPE
2420	RNMT
2421	CCDC85B
2422	ANTKMT
2423	PITX1
2424	PPM1G
2425	DNPH1
2426	ARRDC3
2427	KLF10
2428	CHIC2
2429	DNAJB4
2430	CCDC71L
2431	RSRP1
2432	LASP1
2433	KLHL28
2434	PSMG4
2435	PIM3
2436	ZKSCAN8
2437	KDM5A
2438	FAM53C
2439	FAM162A
2440	PTBP1
2441	LENG1
2442	TFIP11
2443	AUP1
2444	RBM42
2445	ZNF830
2446	CRNKL1
2447	FAM50A
2448	POLDIP3
2449	U2AF1L4
2450	THOC2
2451	LSM6
2452	SNRPA
2453	CWF19L2
2454	THOC1
2455	DDX46
2456	TIA1
2457	FGFRL1
2458	GIPC1
2459	SRSF8
2460	MAD1L1
2461	SSB
2462	MRPL40
2463	OXLD1
2464	EIF2AK1
2465	NCAPG
2466	NUSAP1
2467	TTK
2468	TRIM59
2469	TRANK1
2470	GSE1
2471	CEP44
2472	ZMYM4
2473	AGAP1
2474	ZNF621
2475	GARS-DT
2476	C6orf120
2477	OTUD6B-AS1
2478	KBTBD2
2479	CAPG
2480	PPP1R12B
2481	AC245297.3
2482	CPD
2483	LST1
2484	MPC2
2485	FAM178B
2486	MEIOB
2487	CTAG2
2488	CYTOR
2489	ARID5B
2490	MKLN1
2491	NOLC1
2492	MATK
2493	NDUFS7
2494	LCOR
2495	PHTF2
2496	TRMT10C
2497	ARG2
2498	SLC46A3
2499	BORCS7
2500	DSN1
2501	CHAF1A
2502	UHRF1
2503	WDR76
2504	MMS22L
2505	GLO1
2506	DDX10
2507	AC015574.1
2508	MIR924HG
2509	C21orf58
2510	ASF1B
2511	UBE2T
2512	TMEM106C
2513	FANCL
2514	C1orf35
2515	CIRBP
2516	HIST1H3B
2517	FAM118A
2518	CHORDC1
2519	EPRS
2520	UBA3
2521	TYRO3
2522	KLHL42
2523	KBTBD8
2524	SOCS5
2525	DCAF10
2526	KLHL20
2527	WSB2
2528	KLHL22
2529	LTB
2530	FBXO4
2531	COMMD3
2532	LRRC41
2533	LTBR
2534	KLHL21
2535	COMMD6
2536	WDTC1
2537	UBA1
2538	FBXL18
2539	SPSB3
2540	TRMT112
2541	TYW3
2542	YRDC
2543	RPP25
2544	MPHOSPH10
2545	RPP14
2546	THUMPD1
2547	CMBL
2548	FCF1
2549	CDKAL1
2550	UTP14A
2551	MTO1
2552	TRDMT1
2553	UGP2
2554	C2orf49
2555	CTU1
2556	TRMT13
2557	BPHL
2558	MGST2
2559	GSTM4
2560	AGPAT2
2561	MTCH1
2562	HMGN4
2563	CMTM3
2564	TXNDC12
2565	CKLF
2566	FLNC
2567	SNHG12
2568	SNHG7
2569	TRIR
2570	ARPC5L
2571	NDUFA8
2572	SIVA1
2573	MTRNR2L12
2574	LIMD2
2575	PPDPF
2576	AGTRAP
2577	CDK2AP2
2578	PGPEP1
2579	ATAD2B
2580	ACAA1
2581	ECI2
2582	PHYH
2583	IDH3G
2584	EPHX2
2585	PEX11B
2586	PEX2
2587	HACD3
2588	ACADS
2589	DECR1
2590	CAMLG
2591	PEX1
2592	PEX26
2593	PTGR2
2594	PEX6
2595	DHRS4
2596	HSD17B12
2597	LTA4H
2598	COX17
2599	PEX19
2600	EXTL3
2601	DESI2
2602	CKAP2L
2603	PHF19
2604	TROAP
2605	ATF6
2606	ZYG11B
2607	EYA3
2608	NKTR
2609	CNST
2610	RBM6
2611	ZNF91
2612	CHD7
2613	TOR1AIP1
2614	ATP13A3
2615	RBM33
2616	ZNF318
2617	C6orf62
2618	ELF2
2619	TMEM33
2620	NDEL1
2621	MLLT6
2622	ZMYND8
2623	MANEA
2624	PDE4DIP
2625	PLEKHM2
2626	UBE2Q1
2627	BBX
2628	NT5C3A
2629	C1orf56
2630	GFM2
2631	FUT10
2632	RAB23
2633	FBXO28
2634	FANCD2
2635	RBM12B
2636	MIPOL1
2637	RELCH
2638	HSPA4L
2639	PHF6
2640	VANGL2
2641	LINC02772
2642	FAM89A
2643	AC104041.1
2644	AMOTL1
2645	INPP1
2646	DUXAP8
2647	MOB1B
2648	IKZF4
2649	DPYSL2
2650	NCOA7
2651	LINC01578
2652	LRIF1
2653	CCDC174
2654	SREK1
2655	POGZ
2656	TBC1D5
2657	KRCC1
2658	LINC00641
2659	TRIP4
2660	ISY1
2661	TMEM106B
2662	PTBP3
2663	MBNL1
2664	HLTF
2665	TMEM123
2666	CCDC50
2667	DHX36
2668	PPP1R2
2669	SSR3
2670	PDCD10
2671	MRPS22
2672	RNF13
2673	NASP
2674	LYSMD3
2675	LRCH3
2676	PUM1
2677	ZNF280B
2678	BEX2
2679	HSPA13
2680	GNS
2681	CHST12
2682	ABO
2683	SORD
2684	AP4S1
2685	SNX2
2686	AP4M1
2687	TPD52L1
2688	YIPF6
2689	BLOC1S3
2690	BLOC1S6
2691	SNX5
2692	CHST11
2693	SLC35B3
2694	MAN2B1
2695	MANBA
2696	PYGB
2697	DTNBP1
2698	SLC37A1
2699	GNPDA2
2700	PDZD11
2701	SLC6A6
2702	RFK
2703	COQ5
2704	MTHFR
2705	SLC39A10
2706	ATP2C1
2707	TRPM7
2708	ACO1
2709	MCOLN1
2710	CLCN6
2711	SGK3
2712	SLC5A3
2713	ANO6
2714	TRPM4
2715	ANO10
2716	WNK4
2717	PPCS
2718	SLC30A1
2719	SLC39A14
2720	CLP1
2721	PLCXD1
2722	ZNF316
2723	CDCA7
2724	CISD2
2725	SNHG8
2726	EIF1B
2727	SNHG17
2728	MRPS10
2729	AC079466.1
2730	YIPF3
2731	NGDN
2732	RABGGTB
2733	SPTY2D1
2734	RBBP6
2735	ZNF473
2736	CARHSP1
2737	GPATCH8
2738	NUDT4
2739	ODR4
2740	XPA
2741	MAD2L2
2742	EIF5
2743	HNRNPH3
2744	SNHG15
2745	MRPL52
2746	RPS19BP1
2747	GPRC5C
2748	NOL8
2749	CCNI
2750	SMDT1
2751	SH3BP2
2752	ZFAND3
2753	PLP2
2754	ZBTB37
2755	MYO18B
2756	AC004687.1
2757	PCYOX1
2758	RNF19B
2759	GMEB1
2760	NAPB
2761	USP6NL
2762	MAN2A1
2763	SEC16A
2764	KIF13B
2765	GOLGA5
2766	CUX1
2767	KIF9
2768	MAN1A2
2769	VPS51
2770	COG1
2771	GCC1
2772	SEC23IP
2773	COG3
2774	COG8
2775	RGP1
2776	BET1
2777	COG7
2778	GORASP1
2779	NAA30
2780	RTF1
2781	SMARCA1
2782	PABPC4
2783	SPATS2
2784	AAMDC
2785	SNX6
2786	LRMDA
2787	NDUFB5
2788	TIMMDC1
2789	LEPROT
2790	MRPS33
2791	GLRX
2792	FBXO45
2793	UROD
2794	CPXM1
2795	TSPAN18
2796	PCED1A
2797	CHCHD6
2798	BNIP2
2799	CLK4
2800	OGG1
2801	SCAND1
2802	HINT2
2803	MAP4K3-DT
2804	TPGS1
2805	THYN1
2806	BNIP3L
2807	RTL8A
2808	ZNF827
2809	ARGLU1
2810	GULP1
2811	TSPAN13
2812	AP002387.2
2813	RNF217
2814	FNBP4
2815	CAMSAP2
2816	ZNF595
2817	HIST1H2BH
2818	NARF
2819	THUMPD3-AS1
2820	BDP1
2821	OGA
2822	NCOA4
2823	ZNF117
2824	RO60
2825	CORO1C
2826	UBR5
2827	ZHX1
2828	TMEM30A
2829	AFF1
2830	GPBP1
2831	TET1
2832	ZNF292
2833	FAM184A
2834	API5
2835	MAP4
2836	RBM12
2837	BCAT1
2838	VWA8
2839	BRWD3
2840	MYO18A
2841	PRXL2A
2842	PARD3
2843	AL138756.1
2844	SPATA5
2845	UBXN4
2846	VEZF1
2847	VPS13A
2848	LARP4B
2849	GART
2850	HNRNPUL2
2851	PRRC2B
2852	AKAP11
2853	ZNF609
2854	RELN
2855	SSX2IP
2856	ANKRD36C
2857	DSC2
2858	SHPRH
2859	SPG7
2860	CNOT10
2861	FGD5-AS1
2862	SETD5
2863	ZNF445
2864	EPM2AIP1
2865	TMOD3
2866	FAR1
2867	QSER1
2868	RHOXF2B
2869	ZNF260
2870	NPIPB5
2871	ATP5MPL
2872	ZBTB11
2873	ZNF681
2874	DOP1A
2875	RCOR3
2876	TRIM37
2877	VCPIP1
2878	GIGYF2
2879	BROX
2880	TWF1
2881	NRARP
2882	HEXIM1
2883	KCTD13
2884	NRIP3
2885	ZFAND5
2886	RSBN1
2887	ZNF654
2888	STK17B
2889	TMEM161B-AS1
2890	ZBTB41
2891	BLZF1
2892	TUG1
2893	SYNRG
2894	TMEM97
2895	HOTAIRM1
2896	CRADD
2897	UFM1
2898	ZNF622
2899	C16orf72
2900	ARID2
2901	ZNF791
2902	PRPF4B
2903	ZNF644
2904	ACSL4
2905	SCYL2
2906	MPHOSPH9
2907	NDUFC1
2908	HCG11
2909	TNIP1
2910	FHL3
2911	PHF10
2912	TENT2
2913	TLK2
2914	GGNBP2
2915	SLTM
2916	JARID2
2917	KDM2A
2918	FRYL
2919	CCDC117
2920	GOLGA7
2921	TMEM59
2922	DYNLRB1
2923	STXBP6
2924	DGUOK
2925	LGALSL
2926	NR2F2-AS1
2927	PIP4P2
2928	AL117329.1
2929	TSC22D4
2930	ING1
2931	SEC14L1
2932	UBE2A
2933	C14orf119
2934	AC068491.3
2935	RPS6KC1
2936	ARMCX6
2937	IRGQ
2938	LINC00963
2939	SMYD3
2940	KPNA5
2941	UBR1
2942	ZMYM6
2943	ZMYM5
2944	MARS
2945	TATDN3
2946	USP44
2947	RAB30-DT
2948	KRBA1
2949	HOXB2
2950	ZBTB10
2951	SEPTIN7
2952	MPST
2953	MORC3
2954	CHD6
2955	THRB
2956	MAST4
2957	RSBN1L
2958	STK4
2959	CPPED1
2960	MED21
2961	CA8
2962	ACP5
2963	MSANTD4
2964	TMEM164
2965	CEP68
2966	APOBEC3C
2967	TNFAIP1
2968	CCSER2
2969	HOXB4
2970	CDYL
2971	FAM24B
2972	RASSF1
2973	DPP8
2974	NT5C2
2975	GPATCH2L
2976	SENP7
2977	ZNF675
2978	PDRG1
2979	ZFAND2A
2980	RUNX2
2981	LINC02506
2982	EGLN3
2983	MAP1A
2984	MSRB1
2985	HIVEP3
2986	MYRF
2987	VEZT
2988	NOL7
2989	DNAJC2
2990	ERVMER61-1
2991	LINC00342
2992	CCDC28B
2993	CARMIL1
2994	PYURF
2995	RSL24D1
2996	MRPL22
2997	MLLT11
2998	DLX4
2999	TRAP1
3000	COP1
3001	LNPK
3002	NFE2L1
3003	USP37
3004	PDIA4
3005	FNDC3B
3006	TMCO3
3007	NAB1
3008	ICK
3009	RAI14
3010	TBCE
3011	TRMT1L
3012	FGD6
3013	GPR180
3014	MRPS25
3015	NFX1
3016	TMEM131
3017	MCUB
3018	KIAA1109
3019	PPWD1
3020	PTPN4
3021	ELK3
3022	CRYBG3
3023	DNAJC21
3024	KLHL23
3025	ZNF664
3026	ZNF254
3027	GLG1
3028	LRMP
3029	CCDC92
3030	NAV1
3031	ABHD2
3032	HSPB11
3033	TMEM54
3034	CAMTA1
3035	RAB32
3036	CMTM7
3037	KLF3
3038	CD7
3039	SH3BGRL
3040	RALGDS
3041	TRIM23
3042	RIT1
3043	CD276
3044	THAP6
3045	GPR107
3046	FAM8A1
3047	RERE
3048	TTC26
3049	LAPTM4B
3050	GNL2
3051	PLEKHO1
3052	TNNI3
3053	RRP15
3054	PTP4A3
3055	AC005670.3
3056	DSTYK
3057	SLC16A9
3058	PSMA3-AS1
3059	SIL1
3060	ENTPD5
3061	DCBLD2
3062	PNMT
3063	UROS
3064	KIF13A
3065	SHCBP1
3066	AC004951.1
3067	DLEU2
3068	COCH
3069	TCF19
3070	CBFA2T3
3071	NOL4L
3072	ASCL2
3073	PRSS57
3074	TSPAN14
3075	H2AFX
3076	DTYMK
3077	FBRS
3078	YIPF5
3079	NAXD
3080	GTF3C6
3081	SFT2D1
3082	PKIB
3083	BRIX1
3084	RPF2
3085	MRPL47
3086	CCDC59
3087	METTL5
3088	GOPC
3089	CDKN3
3090	HSPA14-1
3091	SSU72
3092	ATF7IP2
3093	SMIM30
3094	HMGN3
3095	ABRACL
3096	EBPL
3097	DYNLT1
3098	WTAP
3099	KRTCAP2
3100	MRPL16
3101	MS4A4A
3102	CSE1L
3103	ATAD3A
3104	SLC43A3
3105	NAA10
3106	HBQ1
3107	NDUFAF3
3108	YARS
3109	SURF6
3110	MXD4
3111	CTCFL
3112	RFESD
3113	PAK1IP1
3114	TBX1
3115	TCAF1
3116	TMEM141
3117	SVBP
3118	RIDA
3119	AF117829.1
3120	SNAPC5
3121	ATRAID
3122	TSEN15
3123	SERPINB1
3124	OCIAD1
3125	R3HDM2
3126	SERPINB6
3127	DGCR6L
3128	METTL23
3129	SDSL
3130	PPIC
3131	SWI5
3132	C15orf40
3133	ZDHHC12
3134	SURF1
3135	RNASEH2C
3136	TMEM219
3137	CSTB
3138	OIP5-AS1
3139	BCL2L13
3140	MRPS18C
3141	FAM204A
3142	SNRNP48
3143	NKAP
3144	RNF114
3145	ZCCHC10
3146	OAT
3147	TMEM126A
3148	MRPL1
3149	TMEM99
3150	KRT10
3151	SMIM26
3152	MRPS31
3153	MRPL48
3154	FUNDC1
3155	SNHG11
3156	MRPL54
3157	NIN
3158	ARNTL2
3159	LMBR1
3160	GTF3C4
3161	TMEM245
3162	SLF2
3163	HSDL2
3164	CTNNAL1
3165	HAX1
3166	TES
3167	CRNDE
3168	OARD1
3169	RPRD1B
3170	CREBZF
3171	TMEM268
3172	BCOR
3173	NPAT
3174	DTWD1
3175	C5orf51
3176	GRINA
3177	IGF2BP2
3178	HPS3
3179	USP32
3180	MRPL50
3181	C5orf34
3182	HIST1H2BC
3183	RARS
3184	CYB561A3
3185	DHRS4-AS1
3186	CCDC86
3187	SBDS
3188	HELLPAR
3189	DDX24
3190	RBM23
3191	NES
3192	HAGH
3193	CR1L
3194	MLLT3
3195	CCDC84
3196	FAM76B
3197	CELF2
3198	IPO9
3199	PRTFDC1
3200	MGAT5
3201	AL118516.1
3202	LINC01003
3203	ACAP2
3204	KIF1B
3205	USP53
3206	METTL14
3207	METRNL
3208	ITPRID2
3209	YTHDF2
3210	AC005261.1
3211	TET3
3212	HELZ
3213	ARL5B
3214	CLDND1
3215	CD164
3216	TMEM263
3217	KIAA0586
3218	ZDHHC5
3219	OTUD5
3220	MRPL10
3221	SLC31A1
3222	ZKSCAN4
3223	EPC2
3224	ZNF426
3225	SLC7A6OS
3226	ZNF224
3227	ZNF263
3228	USP40
3229	HOXC9
3230	TRAPPC2B
3231	TATDN1
3232	FBXO7
3233	AC246817.2
3234	TMCO1
3235	WBP2
3236	DHX40
3237	SHOX2
3238	GUF1
3239	LITAF
3240	NEK7
3241	ZNF557
3242	KIAA0355
3243	NDUFB1
3244	PPP1R15B
3245	GPATCH2
3246	SNHG3
3247	RC3H1
3248	FRA10AC1
3249	CCDC186
3250	REL
3251	MFSD14A
3252	CDKN2AIP
3253	NEPRO
3254	CFAP97
3255	KLF11
3256	GXYLT1
3257	NDUFB3
3258	UBA6-AS1
3259	ARL11
3260	GINS4
3261	HES4
3262	PLSCR1
3263	PAXIP1-AS1
