position_0based	gene
417	PHF21A
418	DST
419	F11R
420	PRKCA
421	PLCB1
422	PPP3CA
423	PSAP
424	SELENOP
425	ITPR2
426	ITPR1
427	SPTBN1
428	PRKAR1A
429	IQGAP1
430	GNAI3
431	DCP2
432	ACSL3
433	EZR
434	ITGB1
435	ERBIN
436	GLS
437	ITGAV
438	APLP2
439	TRIO
440	FRS2
441	FGFR1OP2
442	SPRY2
443	ARHGAP5
444	PIP5K1A
445	FOXO1
446	BRAF
447	NF1
448	EEF1G
449	CCDC88A
450	CRKL
451	RALB
452	KIDINS220
453	RB1
454	STAT5B
455	GOLGA3
456	CNTRL
457	ATP6V1B2
458	SEC31A
459	HIF1A
460	FGF2
461	PLOD2
462	COL2A1
463	COL18A1
464	BSG
465	TCF4
466	TFAP2B
467	BAMBI
468	COL4A5
469	EMILIN2
470	USP15
471	TSC22D1
472	USP9X
473	CD47
474	FGFR1
475	PTPRF
476	ATP6V1D
477	ARL2
478	UBE2M
479	HELLS
480	GNB4
481	GNG12
482	FAM3C
483	PPID
484	RAD21
485	STAG1
486	NRIP1
487	ACTR3
488	ARPC5
489	STAG2
490	ATP2A2
491	PPP2R5A
492	NSF
493	ZNF217
494	GTF2A1
495	USP34
496	EPB41L2
497	UHMK1
498	FBXW7
499	PHACTR2
500	TBL1XR1
501	TBL1X
502	MED17
503	NCOA2
504	NCOA1
505	MED1
506	HIPK2
507	BOD1L1
508	UBXN7
509	ZNF638
510	MED13L
511	ATP5ME
512	ATP5MF
513	SSBP1
514	MICOS10
515	DUT
516	ATF4
517	SLC7A11
518	ATOX1
519	RCOR1
520	PAK1
521	ARFGAP2
522	DIAPH3
523	RACGAP1
524	KIF4A
525	NEK2
526	CDC25C
527	GPSM2
528	CDC42BPA
529	DNAJB1
530	CDC42EP1
531	NET1
532	EZH2
533	RNF5
534	ATP1B3
535	RGS16
536	ARMCX3
537	FMNL1
538	ATP2A3
539	SDCBP
540	POLD4
541	DKC1
542	GAR1
543	PIF1
544	CENPA
545	HJURP
546	DBF4
547	KNL1
548	UNG
549	MIS18BP1
550	RAD23A
551	MDC1
552	CDCA5
553	CENPL
554	POLQ
555	ESCO2
556	CENPU
557	CDT1
558	MCM2
559	GMNN
560	POLD3
561	PRIM1
562	USP1
563	RAD51AP1
564	SMC3
565	RMI2
566	CHEK1
567	RMI1
568	NSD2
569	POLA1
570	WRN
571	REV3L
572	PDS5B
573	PAXIP1
574	ATR
575	RNF168
576	HERC2
577	RAD50
578	TCEA1
579	PPP6R3
580	PPP2R5C
581	PPP2R5E
582	BUB1
583	CKAP5
584	NDC80
585	SGO2
586	BUB1B
587	NUF2
588	KIF18A
589	SPC25
590	SPDL1
591	SGO1
592	ZWINT
593	MAD2L1
594	PTTG1
595	NDE1
596	AHCTF1
597	KIF2A
598	DYNC1H1
599	TAF15
600	RPS6KA1
601	ID1
602	AP2S1
603	NRGN
604	LYL1
605	GMPR
606	CDKN2D
607	ATP6V1F
608	AP2A1
609	PPM1F
610	NTRK1
611	MSN
612	ARHGEF2
613	RGS10
614	DNM1
615	DGKH
616	RASGRP2
617	AP2A2
618	NPW
619	DLG1
620	KAT2B
621	MAML1
622	CDK8
623	ADAM10
624	SMAD4
625	ITCH
626	HES1
627	BRD2
628	RYBP
629	AKAP8L
630	PHC3
631	DR1
632	PLIN2
633	EPC1
634	MED10
635	KDM6A
636	ASH2L
637	LMO2
638	RUNX1
639	CBX4
640	TFDP2
641	CDK6
642	TJP1
643	CDKN1C
644	CCND2
645	ATRX
646	TJP2
647	ADD1
648	DYRK1A
649	GADD45A
650	PMAIP1
651	RGCC
652	HDAC5
653	LMNA
654	ARID3A
655	CCND3
656	YAF2
657	TAL1
658	PLEC
659	CBX5
660	SP1
661	BCL2L1
662	NFYB
663	CTNND1
664	PARP14
665	STARD4
666	HMGCS1
667	MSMO1
668	HMGCR
