condition,source_coverage,n_true_cells,n_pred_cells,mean_pcc,mean_spearman,pcc_delta,spearman_delta,topk_de_overlap,auprc,pra_all_genes,pra_top100_true_de,true_range_mean,pred_range_mean,range_width_ratio
RMI1,1,195,35,0.9170055358584993,0.717988093584964,0.1597999286733261,0.110442261214643,0.2,0.1284842948248402,0.7275386533568582,0.5972426355049052,0.44172421818452395,0.3791992952260312,0.8584525616458288
RNASEH2C,3,89,478,0.952372627946004,0.8148664971961438,0.21473069486534535,0.19546159657835022,0.2,0.1568371452552787,0.8688480525061848,0.8140248771045832,0.4547373059150143,0.5089103243515998,1.1191303342405043
RNF113A,3,170,149,0.9447272331704692,0.7765997469276087,0.5495454366285987,0.4952909728227676,0.38,0.3353011153603237,0.8656362873495995,0.7901526689981564,0.47068733833107856,0.557491781375858,1.1844205784424904
RNF20,3,118,302,0.928044838176891,0.7854117310617773,0.30335307197913935,0.28589129481251113,0.32,0.219289115704062,0.8804886819955599,0.7335088796476944,0.4627844675899726,0.5157167675956055,1.114377842319359
RNMT,3,106,194,0.9221843577997713,0.7881862815855664,0.29565441285879357,0.11996494459830431,0.4,0.29761842641988656,0.8942873475230189,0.7482215842901178,0.46717760455072244,0.562301084022249,1.2036130724349996
RNPS1,3,51,71,0.9252917887653563,0.7366945147449285,0.07833118834211628,0.029060894474446295,0.16,0.11873678248967505,0.8338022975683712,0.8011103890779281,0.446101329962863,0.5374644787044115,1.2048035514736501
RPA1,2,337,98,0.8937449458599216,0.6542973770891005,0.5160711908768539,0.40180175222668335,0.37,0.31708217226624713,0.792144654197504,0.658251775381497,0.47545939818033545,0.4708559641690129,0.9903179032066255
RPAP1,3,88,198,0.9374350203438234,0.7683235362562227,0.5039938016888582,0.3771008012390896,0.34,0.25577084351094637,0.8835710425051957,0.8539854748022723,0.492523446251018,0.6017049657416517,1.2216777863164117
RPAP2,1,373,51,0.8921443096171735,0.6217452471040216,0.48357885131836365,0.323060403386377,0.34,0.24487807295375044,0.6968151634673013,0.6907047797803475,0.531979358454984,0.47763793508306607,0.8978504870785862
RPL10,3,215,189,0.9200159252312946,0.7581398735319693,0.505260948657863,0.3080156140835477,0.37,0.2961187940078332,0.8659589536947818,0.7803795372123935,0.4749246766137266,0.5125455724311048,1.0792144246819846
RPL11,3,315,121,0.9200567406038497,0.7561277652982402,0.4462395951712043,0.31172023137047633,0.39,0.2856649764341153,0.8615773007776062,0.7786576257508139,0.46221897211014745,0.5035957937308883,1.0895177680324706
RPL12,3,185,194,0.9215210083825823,0.7322798319153229,0.5188904088994073,0.37551117346999696,0.37,0.29774617543528253,0.8362440003046121,0.8133896042829538,0.5140461912676514,0.5420166962471101,1.0544124145076508
RPL14,3,189,123,0.9027069490098559,0.7240224650794422,0.5189326668502432,0.30163683152043325,0.4,0.30346586034519135,0.8386751085372204,0.7619207319337111,0.47851866105113516,0.5072031571927673,1.0599443404760416
RPL17,3,134,176,0.9056673335293735,0.7344334469489152,0.5150846148732714,0.3150340085752348,0.42,0.3298878216969641,0.8584902604569238,0.7860011122645063,0.4786417188740787,0.5251560757439006,1.0971798822874026
RPL18,3,229,175,0.9103226188331429,0.7400184932018558,0.48404734715147213,0.30222592992275715,0.43,0.3185206024709186,0.8676697766134669,0.7830291836058358,0.4852081116208883,0.5338351975761905,1.1002190066251538
RPL19,2,226,47,0.9301262890610682,0.7714558998973388,0.4945778918287169,0.32332216315921913,0.4,0.34465162295431195,0.8696371273105646,0.7582289081345621,0.4733237282379679,0.5192365660018738,1.0970008982326231
RPL21,3,214,94,0.9292674988051983,0.7644213045821936,0.4440777396567001,0.28636799140638863,0.38,0.28406478473470603,0.8911706131223371,0.8141974707112287,0.4723167059076217,0.5444301195531586,1.1526801851739696
RPL23A,3,84,160,0.9148971110094314,0.7408430287836955,0.4735279469373895,0.2717601337456543,0.42,0.3101637445101447,0.8769223611734381,0.7912617203049999,0.46293627849639996,0.5367176465601227,1.1593769162131615
RPL26,3,194,259,0.9369343743820681,0.7936951620202345,0.444628567327769,0.23987985322851516,0.39,0.2953955202846185,0.9120353050808552,0.8259839841528831,0.46575960819531675,0.5499114043388277,1.1806764323398724
RPL32,3,158,245,0.9256417261997707,0.7639850840112571,0.5142180855531937,0.3070954819153725,0.44,0.3322976838697842,0.8921732053034876,0.7916767399127788,0.46682678584125004,0.5289511632805507,1.1330779809401232
RPL34,3,249,114,0.9255150317550972,0.7708340033671099,0.5345784796129758,0.3282685415977617,0.46,0.36233569371636537,0.894938012401361,0.8058648401459159,0.4833084401321156,0.5511765363961815,1.140423959575947
RPL35,3,36,209,0.914485837399719,0.7340448025181112,0.3985599381686728,0.22984900514819742,0.36,0.2458628176234489,0.8770331601751614,0.8025030921820278,0.4432501740718087,0.5364043861698707,1.21016167718719
RPL35A,3,97,367,0.9175842770593603,0.7520470530022503,0.49490239326964325,0.2895247453023046,0.4,0.3056355155525725,0.8789216222401206,0.7842194925035813,0.4647727354685277,0.5303202990984862,1.1410314057117987
RPL37A,3,295,197,0.9188769652927686,0.7550770147432956,0.487757173237825,0.2817697082099411,0.39,0.30091552677741135,0.8900828138324095,0.7959439461385468,0.4743121489811343,0.5395571105520026,1.137556987177011
RPL38,3,169,90,0.914948207085721,0.7362632638865603,0.4264293260246156,0.23848104362491854,0.39,0.3094906008674394,0.8695408304699995,0.7786225839668787,0.4640968363816565,0.527295049335052,1.1361746011551728
RPL39,3,31,225,0.9342274687630383,0.7689367410665768,0.2709967890068943,0.07894282515738342,0.28,0.20272211814306537,0.8834545561513452,0.7998428733887143,0.4256303489634985,0.5571632676591166,1.3090308431379967
RPL4,3,257,189,0.911088106770248,0.7413296878471307,0.46438933272025434,0.3001941919990208,0.39,0.29148556675477955,0.8584777791521582,0.7679928550907396,0.4834641684789148,0.5119647333331782,1.0589507064286177
RPL5,3,154,152,0.9310332628748442,0.784068066543819,0.5481553662903732,0.34674423241011604,0.4,0.3397372556503443,0.8928671590012836,0.8121823478857295,0.46716248611997396,0.5267941950613674,1.1276465885782045
RPL7,3,237,344,0.9215039133577986,0.7669382375305741,0.49422151606377757,0.28351654819087896,0.39,0.28811863508839014,0.8822299347483926,0.7882580861355852,0.47887548575831274,0.5275574358664719,1.1016588665307878
RPL9,3,180,144,0.9145409597183958,0.7448838429709302,0.4165526611728755,0.24619205336911976,0.36,0.2643076789155603,0.8683744560154225,0.7609228099054797,0.4822070702848187,0.523305272031798,1.0852293411426153
RPLP0,3,136,233,0.9100761759509628,0.7365923653072525,0.41905223809051906,0.25464715402190585,0.33,0.21539535783605368,0.8625767604503513,0.791254387439359,0.4575977644445219,0.5054276932964462,1.104523932420749
RPLP1,1,96,22,0.9073429828579416,0.7417603833948496,0.29215324803927534,0.1071894710026139,0.31,0.23244153796018985,0.7948774101732852,0.6455091130200066,0.4305830522082515,0.4914480459718547,1.141354802605231
RPP30,3,97,249,0.9343144408729543,0.7815536829863485,0.2684495058229954,0.06906378512837569,0.35,0.22926042715194517,0.9092536233670542,0.8388820790266901,0.4725783134483887,0.5686002617519625,1.2031873523163417
RPP38,1,49,43,0.9170928896127565,0.7523585272575545,0.22404579655223877,0.0588161420792268,0.29,0.2135938497565029,0.8410055127878028,0.7308594008235133,0.44338329820037964,0.538999141429091,1.2156505025342528
RPS10,3,93,112,0.9348472725408462,0.7804386988759047,0.24507574462659015,0.07015163754020096,0.31,0.21209194260199493,0.8883269359967778,0.7922375592455577,0.46948525780247335,0.5431731676998458,1.1569546585397332
RPS11,2,233,98,0.9302036505522813,0.7835662550767002,0.4891671105732322,0.25514530516695777,0.42,0.38117808059364117,0.8853662713892573,0.8187783294481464,0.5005814879919294,0.5694821414628859,1.1376412107665779
RPS15,3,18,187,0.9216676118933295,0.7497581581055358,0.3511891092696685,0.13995855193871098,0.38,0.25206383402121024,0.8870090722724463,0.8256611046480782,0.45413509719473866,0.5665537067131098,1.2475443931494261
RPS15A,3,257,120,0.9196468852412599,0.7603252953911095,0.4334562215827185,0.24258483415806648,0.42,0.31135946071406034,0.9028868324913099,0.8048266205188449,0.4906111625727791,0.5725048201749889,1.1669216931460349
RPS19BP1,3,50,184,0.9296355401308806,0.7718830294028206,0.21861778159824996,0.03861629476141491,0.35,0.24761875624440888,0.8882865484627357,0.8063643380565391,0.4611640111589916,0.5668960698749116,1.2292721111464757
RPS2,3,50,234,0.926468299869556,0.7620675993335362,0.3145562633965956,0.15932205198469301,0.35,0.24596066183408802,0.9002051050975635,0.7864521803421161,0.46256670648307674,0.5703615903285353,1.2330363815732996
RPS20,3,179,161,0.9253663817953506,0.7707846166911311,0.4583182070484328,0.246095466468172,0.41,0.32664032054118236,0.8955844588262651,0.7985923341434251,0.5019924752525364,0.5733494178207507,1.1421474118926636
RPS24,3,213,165,0.9212174502490585,0.7633855975951107,0.4687900724210398,0.22780034625426154,0.44,0.3323036775057107,0.8921390900919908,0.8360582585388774,0.498893259627509,0.5655648825561231,1.1336390306054709
RPS27,3,161,206,0.9281170497933229,0.780160324216021,0.2742709108444782,0.06205690766853424,0.31,0.2152921816549091,0.8401838915752264,0.7631310815382237,0.507535890287104,0.5182497666388537,1.0211095734226663
RPS27A,3,88,344,0.9185378682409907,0.7607476665499769,0.414873053862189,0.2260740078580269,0.47,0.34259459713178625,0.9113740702750904,0.7959652379383457,0.4775415997452109,0.5873929845404795,1.2300351897165132
RPS28,2,262,85,0.9324334590506735,0.7743326739822212,0.448400001205559,0.1851758123690864,0.41,0.3605265221155645,0.8979571445167892,0.7880598722341261,0.48275140106793596,0.557212578311456,1.1542432927928643
RPS29,3,211,190,0.9289021436251927,0.7809278611430537,0.4552161327426463,0.24110696478723134,0.42,0.31679121501669594,0.902116679340601,0.8207060746713835,0.49575429475757343,0.5693466168314858,1.148445129709765
RPS3,3,252,164,0.916822722827846,0.7624311763428687,0.47271033028069787,0.23081540943461767,0.42,0.31049930186859576,0.9055061990199483,0.8179089593630927,0.4906893644870875,0.5808876802357968,1.1838195616992782
RPS3A,3,120,192,0.9236729232066235,0.7736532053015375,0.42859082299387263,0.17701263185847327,0.42,0.3262713749318388,0.9132489735666761,0.8206902879782966,0.48826960714885126,0.5853529099348338,1.1988313205988121
RPS4X,2,175,133,0.9269036691717236,0.7939599790048578,0.38146806937695493,0.11423606505521207,0.42,0.28592875179206545,0.8910916975891066,0.7570946020334737,0.5023095996539176,0.5528979717973878,1.1007115157090555
RPS6,3,165,230,0.9224633101827335,0.7784553988705375,0.506564391999858,0.2829839881195773,0.42,0.3162005903884833,0.9019907029206962,0.8435778401895051,0.5120167516074132,0.5879945049422453,1.148389172058175
RPSA,2,191,103,0.9289230383689367,0.7820980805895906,0.5066833651282252,0.2437346450546741,0.47,0.38321124340736634,0.8999597928889037,0.7387252931795955,0.4877829806065645,0.5764339874923087,1.1817426982755292
RPTOR,3,81,108,0.944386946041642,0.7659045048749997,0.28521016693614076,0.20649229596434818,0.25,0.2033823519955373,0.8471441758743403,0.8391077859409709,0.4473857158430472,0.5476000510422881,1.2239998270181698
RRN3,3,38,188,0.9244668440662832,0.7542034050454532,0.22694878915723626,0.08914830319831306,0.31,0.21094556242360418,0.8723250301151777,0.761027688030758,0.473624518517236,0.5640586743775873,1.1909405877762942
RRP1,2,90,133,0.9471857623740184,0.7967406709728901,0.19466876801465138,0.13409074891189077,0.25,0.16596207305739605,0.9016528329566273,0.8390808541001142,0.4368701312826561,0.5292672969845427,1.2114979875498182
RRP12,3,191,217,0.9317249195079897,0.7792284286349125,0.3027695758026319,0.0653117124887577,0.39,0.28005617431006224,0.9116657378513093,0.8422074505404941,0.4851374290261178,0.5697195558388649,1.1743467108672139
RRP7A,2,40,178,0.93649579089787,0.7686569445044521,0.3325394788383651,0.10666133620044232,0.41,0.30332351196972934,0.882145900587263,0.7765891853269768,0.48321847766904535,0.5612468437249452,1.1614763467190459
RSL1D1,3,124,334,0.9414196032363435,0.7819111098014421,0.13715963084609364,0.053592771226096673,0.2,0.14478260803083992,0.8977035143369457,0.8451594931047859,0.438137077822001,0.5291339391740238,1.207690364229087
RSL24D1,2,116,81,0.9372308256750308,0.7747274376653319,0.2696584637025057,0.13804177809648394,0.31,0.2293364439158393,0.8913275553050818,0.8125243035484756,0.4402739620725302,0.5386015498268292,1.2233327064314867
RTF1,3,53,99,0.9290082411471503,0.7444337507492464,0.4039172646618131,0.39385291970063624,0.34,0.2867369112694362,0.8013306275898203,0.7186669711881696,0.4471006134911697,0.5577528086368679,1.2474883266359025
RUVBL1,3,171,159,0.8994506238715582,0.6596974679746803,0.4973822058639966,0.39127562523104564,0.37,0.30664371159680237,0.8097271470863631,0.7722129936562407,0.5205100312037727,0.5525488004479604,1.0615526247487796
SAMM50,3,94,114,0.9419302436956617,0.7882792906568824,0.4195697089029117,0.3510679519620219,0.28,0.21019575400932314,0.8780246190045811,0.8289452554810519,0.4514955771635765,0.5378660434185748,1.191298561294036
SAP18,2,40,81,0.9354697891105972,0.7633892686907151,0.1871542992730096,0.005594659328020202,0.27,0.20520810651823343,0.844892478583605,0.7549325006412793,0.47445376954732693,0.5366418151127126,1.131072905825977
SARS2,3,150,222,0.9400693563040693,0.7968959039324374,0.17578716893174295,0.13797393302942473,0.22,0.17412042963882546,0.886929573598274,0.7852679295044781,0.45300635366893965,0.5148890684214298,1.1366044932598662
SART3,3,142,740,0.9403325139490087,0.7734318757475332,0.21579909357126917,0.2111911087741826,0.21,0.12313276319463992,0.8521499313428779,0.8054391902605973,0.4391739301823596,0.4949164661416576,1.1269258506917597
SBNO1,3,127,274,0.928592890145996,0.7789163878258126,0.1494349079054611,0.07586788948646203,0.25,0.1820661605377281,0.8915657795828227,0.7824681913315469,0.4440646268863027,0.5301699144458999,1.1939025772539582
SCAF1,3,158,217,0.9484005564497839,0.7981529341904599,0.40966346420743416,0.3032229715101178,0.28,0.21236816970750771,0.90088503931595,0.8574993295363429,0.46977221422155263,0.5380467052960453,1.1453352870907354
SCFD1,2,103,108,0.8935768351325991,0.6705933318334523,0.4006733806363331,0.30740577335653263,0.31,0.24779565646530297,0.8240678447752625,0.7301455132550856,0.4688531891942948,0.5171303523753309,1.1029685907315945
SDAD1,3,210,228,0.944670197384984,0.7944209361228003,0.2603715451455931,0.18025488859050742,0.32,0.24242585668916503,0.9116862174754581,0.8120614161569677,0.4402710880028408,0.5321229720741583,1.2086257183085063
SDC1,2,170,137,0.9050137078393207,0.6984240680510195,0.1161253720651535,0.13297908575678213,0.22,0.1424599484362182,0.8143433829499689,0.7061579242243249,0.4408422695277236,0.45906362966023095,1.0413330367314768
SDE2,2,134,77,0.919434486122376,0.7519011254386369,0.17886856417671207,0.09220302898450917,0.22,0.1841180874191558,0.8561817960015028,0.7046121009944796,0.45073855036607363,0.49158244713394067,1.090615470606054
SDHC,3,91,143,0.9495319268778839,0.8018152744387259,0.23637565459749718,0.18217067615325797,0.17,0.14956366034074217,0.8823922150305566,0.8246752731485306,0.43895604513443315,0.5094207581586085,1.1605279211892752
SEC61A1,2,129,207,0.9552120437111967,0.8047780396157166,0.43018700648540276,0.34520885642542415,0.36,0.2304821005468931,0.8734587421592602,0.8410645413831105,0.47306292950929213,0.5372783797453013,1.1357439673938945
SEC61G,2,74,167,0.9529049664965534,0.784909509631768,0.4986229171842136,0.37721617391103013,0.31,0.26807563133606294,0.8249580161149992,0.8605280474863933,0.48169324361187965,0.5408092853846586,1.1227254717177566
SETD1A,3,60,218,0.9408376226242094,0.7798208269208842,0.41880372423351536,0.3375968933071704,0.25,0.1938537461228272,0.8187911835545097,0.8221444018670182,0.49475326487185495,0.5153430219481839,1.0416161915889528
SETDB1,3,123,308,0.9408031825097953,0.7972221117691347,0.05847040693760964,0.14519481674844514,0.13,0.10211331715457646,0.9068717694971729,0.8216619621500775,0.4290162512619128,0.5252929159451214,1.224412600119211
SF1,2,18,56,0.9136341719825329,0.6887516571486596,0.21262987428540953,0.16529256382435425,0.23,0.16426476670995782,0.792980022928685,0.7479481804621999,0.42003128231238573,0.46870771057565913,1.1158875996959574
SF3A2,3,236,363,0.9460144546189058,0.7938573956339869,0.34256305002384435,0.23425413001434428,0.27,0.21416114250395263,0.8957241310971003,0.8105499672912506,0.4762930217241259,0.5265005070725034,1.1054129957909151
SF3B5,2,55,156,0.9362469304953815,0.7178150284228081,0.623152785534952,0.5191413282402463,0.44,0.38181775238992605,0.7404175937745571,0.6910267302177505,0.49407153917489877,0.47712862292451336,0.9657075452357454
SFPQ,2,185,128,0.876458435312511,0.6154846832891486,0.3894997586893717,0.3974658743090377,0.3,0.2148082778459263,0.7032271362123187,0.6532477372896888,0.4872882399121232,0.5120026217440148,1.0507181772520648
SFSWAP,3,145,110,0.9435580770460209,0.7855921154657007,0.14734608279380593,0.13831947644002077,0.2,0.16578701443761185,0.8853576980724536,0.7666255048355773,0.45609003955049343,0.5308674687132916,1.163953191341263
SKA3,2,109,120,0.9082137484151048,0.7033790125571237,0.10279101580323083,0.14314650943047508,0.13,0.09944481106363667,0.8095175296122998,0.7278985694960477,0.42983086155838646,0.45512004843190645,1.0588351804090572
SLBP,3,63,157,0.9377538017981091,0.7751381021303658,0.29457171666217863,0.2208412172325384,0.33,0.2715599449428534,0.9076839091626892,0.7609204601090727,0.4132069169368089,0.5253331441583383,1.2713560928243508
SLC39A9,3,724,184,0.9193980401427614,0.7584883861199798,0.09451140806646013,0.0889203053441122,0.21,0.14166840727860694,0.8729670198493448,0.7401892046234734,0.448500828044867,0.4915581350394821,1.0960027124638454
SLC7A6OS,3,36,206,0.9242351034470886,0.7339158597187856,0.2442763138114137,0.21030376363451803,0.31,0.19005347037325962,0.8427211013252893,0.791933115669921,0.45548667670683246,0.5409988913160519,1.187738098839886
SLU7,3,195,406,0.9353795837263762,0.7422458254866575,0.4436110309034846,0.41076878813833484,0.28,0.18594139862612966,0.7688823328041092,0.7205752794231459,0.5138418013990138,0.5012671350010255,0.9755281175664707
SMC1A,3,156,201,0.9293802642190785,0.7513890140557861,0.481523260075121,0.39701396547548723,0.36,0.31449197881683383,0.7930468041142043,0.7614471400968923,0.515431424629539,0.5032803118940185,0.9764253362927815
SMC3,1,42,21,0.8902867897707502,0.675157469766955,0.3505562981160054,0.28311569235161366,0.31,0.2473421039988377,0.6702199918637803,0.5317511941642907,0.4879449518846441,0.40652367493986796,0.8331342809027198
SMC4,2,169,64,0.8910556801335673,0.6479895346003818,0.3562485284822913,0.2356030543559037,0.33,0.2624512235286,0.8002979325358284,0.6549630553672763,0.43529625979556685,0.446121552679021,1.0248687701563308
SMG5,3,82,822,0.9265607334287336,0.7684871402228735,0.42330589234701055,0.28324520087812616,0.2,0.18151591929182087,0.9094969504808771,0.8623844212772728,0.42841161196642435,0.5173080116581518,1.2075022831633042
SMN2,2,319,870,0.930641738531932,0.7294006078532159,0.5115714025716116,0.4540189949867102,0.43,0.30726425027328874,0.7942740593034199,0.7226190036189898,0.46647345113316835,0.465380438756829,0.9976568390971607
SMU1,1,101,77,0.8900132655049307,0.6588128728567699,0.5555610872292721,0.4685593802138901,0.38,0.32385413837170146,0.6824039232133775,0.5588142694762105,0.5315454556075478,0.42622271699381914,0.8018556164460051
SNAPC1,3,96,147,0.9485867826494293,0.7955613066273217,0.30703364016162504,0.2609557277799632,0.26,0.1717583606918083,0.8968702222147492,0.8467032971414207,0.4446387123149822,0.5326595333709354,1.1979602914421819
SNIP1,3,43,113,0.9322106824406451,0.7387456957904064,0.34498777714409057,0.2516120841698599,0.24,0.21681005761972139,0.8533163285313635,0.8135447952756354,0.44762615803940353,0.5378879374137642,1.2016454260699412
SNRNP200,3,92,207,0.9381868518427712,0.7447481635291293,0.5727940527401044,0.4484866085997941,0.42,0.41246247073431686,0.7798693601262128,0.7424726053578645,0.509214447664546,0.49586591333648766,0.9737860068049128
SNRNP70,2,85,96,0.9301778732734989,0.7361856187464961,0.5791741949134384,0.4719697222132933,0.37,0.3322606082595943,0.783829803955177,0.7411979895603004,0.5016032423335074,0.49097887371491133,0.9788191592275958
SNRPB,3,120,97,0.9409084584107501,0.7390840164672231,0.5680676447828149,0.46231110010570386,0.44,0.39875223564337114,0.8210819524148555,0.7805277807823582,0.4944651254948434,0.5133241275614373,1.038140185652767
SNRPC,3,28,218,0.9255362891989577,0.7180809176893984,0.4139110739922892,0.3318703552820863,0.32,0.22147716499612163,0.8028051490005949,0.8010877718663206,0.4655423983331406,0.4971385473283209,1.0678695182857976
SNRPD1,3,113,88,0.9401293037065361,0.7331871537669221,0.6556644339816164,0.5211358583866323,0.47,0.4371629108529922,0.7780526672389108,0.7725394252903558,0.48907094642804455,0.5038060318029581,1.0301287066452116
SNRPD3,3,120,89,0.9412088425784026,0.7449693220943019,0.6306901110490162,0.5200740641263072,0.51,0.46263175525771116,0.7833776664079811,0.7796520157465235,0.5035639284400889,0.5111254125335621,1.0150159165823047
SNRPF,3,92,86,0.9503770496137125,0.77223476228608,0.6640361798395346,0.5826246661163071,0.48,0.41306295277069727,0.7993699146898731,0.814239027074465,0.48371200858835395,0.5276739807857249,1.0908845769961801
SNW1,1,115,88,0.8945084452333425,0.7092441848921308,0.28971840496228346,0.2319417949359779,0.26,0.19140826630664334,0.7870660731723105,0.6972275131923482,0.47190393377406653,0.4889180877612712,1.0360542525903333
SPC24,1,95,69,0.8734833831762346,0.6383689761304913,0.5099946499233771,0.4128101697065032,0.43,0.3666429918195933,0.7414908159029419,0.6400804252259243,0.5262558170467582,0.48164755882681987,0.9152346331816011
SPCS3,3,115,277,0.9401532102089742,0.7955540753866528,0.24473628862676977,0.17837419560025733,0.19,0.12581276692302595,0.8951378591817795,0.8786659287064335,0.4419408106069506,0.5194769702264972,1.1754446432738672
SRBD1,2,143,189,0.9182192847521485,0.7130416748097829,0.3698617641379428,0.22952211153742313,0.31,0.23538051730077497,0.8147725024536103,0.7041728828285773,0.45666699110617,0.45186208574754827,0.9894782952414277
SRRM1,3,136,151,0.9413646217090482,0.7928108767316475,0.292605392832601,0.19356749619071656,0.25,0.20333834259046196,0.9136013726694214,0.7915640858065014,0.42891578339618186,0.5314897705660799,1.2391471210647456
SRRM2,3,146,135,0.9367083367103586,0.7831992217648666,0.12081567089040403,0.1151885811352835,0.25,0.15782593191655425,0.8830445426013961,0.7995432572227753,0.45102855515152857,0.5086411833478615,1.1277360740488294
SRSF1,3,117,90,0.93111661577528,0.7695704297790283,0.3357287725634482,0.2621612396395626,0.28,0.1929588600446539,0.8655950019348038,0.7870754888122059,0.47581421863332146,0.5356651342569504,1.1257862880551899
SRSF10,2,120,172,0.9242719514963524,0.7689285359868426,0.17409920117130018,0.17642611396518468,0.12,0.08237166249249801,0.8814182858924228,0.8359753983676949,0.43569666929387435,0.4981375937814645,1.1433128078662134
SRSF3,1,15,25,0.8289427934255403,0.5876308776331377,0.4551441973685281,0.3815259950884555,0.27,0.19316568801379969,0.5416396295053518,0.6098507091246925,0.5368434755776192,0.45266700872088966,0.8432010835222121
SRSF7,2,100,189,0.8865081156723025,0.6622765510774469,0.2599452853396589,0.25587288258197666,0.17,0.13592534183773128,0.798589339488628,0.686645585243684,0.4387580828167731,0.4545088847667905,1.0358985787564607
SS18L2,1,130,34,0.9142435136274983,0.7018121437557991,0.30286738303387184,0.21752620219984944,0.19,0.1496022193366128,0.7073316553613659,0.6135348505784453,0.44996472315813885,0.38856377704046785,0.8635427365902212
SSBP1,1,115,38,0.9271268746122037,0.7599313724965313,0.3598002704093907,0.0060109118664544384,0.23,0.19121587704328227,0.834900415831367,0.6477933155018717,0.4666332132909849,0.51920681318406,1.1126657667499409
SSU72,3,55,627,0.9441165891397667,0.7772236202769599,0.356944379940751,0.2851207101026747,0.28,0.21931695264751921,0.8600535814370642,0.8160183471193961,0.4592170877351041,0.5308020307226795,1.1558847293374703
STARD7,1,98,23,0.9076052746574849,0.688811734263312,0.020269521355961287,-0.001144713957397712,0.14,0.10436728546213296,0.7055935166173667,0.5936789333100144,0.44392629772389136,0.39346479902973047,0.8863290870214738
STRAP,3,91,197,0.9477504828037265,0.7937394657432867,0.22441158005324507,0.1736282639055339,0.15,0.10629203892765199,0.8985393084233959,0.8424357913790884,0.4225931889188603,0.4984572927251921,1.1795203850900073
SUGP1,3,146,122,0.939526865122811,0.7844686517179408,0.10626594687824763,0.1110675017941129,0.22,0.15438156041120885,0.8972182238138809,0.8213017750790297,0.44324833372505584,0.5377008051178053,1.213091515692922
SUPT16H,3,82,114,0.9531161630300662,0.7918661046758566,0.6197878988352811,0.5311003273467665,0.42,0.36387462891751077,0.8457856431473494,0.8555507840757036,0.48838633764757466,0.5474082345894243,1.1208508125301664
SUPT5H,2,367,77,0.9404134389451458,0.7688528285743798,0.6676797422016197,0.550524008120689,0.49,0.49709468644500193,0.7274873691559001,0.8784355353020787,0.6061308450641242,0.6407495466792217,1.0571142210066753
SUPV3L1,2,74,96,0.947888677828764,0.8009294808515526,0.2893809375882818,0.10876157014414443,0.16,0.15212984301366106,0.8687238380077154,0.7750068854114097,0.4463400420952846,0.5133085865394028,1.1500392674368864
SURF6,3,113,224,0.943447064614129,0.7890684194214581,0.16579231267304043,0.08270983664336051,0.25,0.16833881116985963,0.9066020416551637,0.815015317972577,0.4291199021005829,0.5370663827245163,1.2515531616687867
TADA3,3,139,185,0.9394196835971442,0.7948189728370231,0.3231764410813195,0.17253689267129962,0.3,0.2262431751949677,0.9190046589105854,0.8048383759583742,0.46734715418307765,0.5707740401311251,1.2213063090450917
TAF10,3,38,187,0.9350655143430104,0.7761092303810486,0.5055359817784738,0.35296572652775327,0.46,0.41584344010208063,0.858461047683382,0.8399566280045312,0.49824655101921317,0.6267752927356802,1.2579621050540695
TAF1C,2,128,127,0.9453186306381318,0.7983515703340185,0.14397687893383485,0.009425993102472769,0.25,0.17548796832481178,0.900729681092439,0.7945905214376691,0.45028171302452863,0.5470161893202753,1.2148309854683512
TAF6,3,111,211,0.931373752320327,0.7791494356179707,0.2634271618268672,0.15680049133376464,0.28,0.20917329939088014,0.875918034639874,0.8244540190623612,0.47818612737630034,0.5755517818478241,1.2036145276099954
TAF7,3,84,177,0.9336967593974156,0.7799884053342697,0.3654790909306853,0.3261668571059893,0.3,0.25285994606875134,0.818572167571741,0.8300975202741028,0.48690301039809625,0.6131197253388836,1.2592234996562384
TBCB,3,97,122,0.9378842931852271,0.7620473419536804,0.2880214552926197,0.2336765711128141,0.31,0.17455470886391766,0.8813064353202532,0.7976509136518298,0.4525444424557801,0.5412517939091868,1.1960190672364381
TBL3,1,70,47,0.9198070330424353,0.7574646819399545,0.2690928075121093,0.06732536619527121,0.35,0.2609795698818192,0.8427964539327679,0.7661601819545208,0.47549352674413836,0.5369862194562015,1.1293239086552551
TCERG1,3,93,154,0.9384035567836506,0.7847988989870714,0.20670107064208257,0.17479790566447262,0.2,0.13167844507157153,0.8814976926389804,0.796718333969528,0.43958076653170763,0.5240898241575693,1.1922491886306723
TCOF1,3,86,177,0.9332109777062677,0.7638392792527567,0.06917874624353076,0.041601321910762115,0.18,0.14606934976484995,0.8556337958390285,0.7444375276247994,0.46040271050330067,0.5043696401227346,1.0954966546925926
TELO2,2,73,143,0.9349996860323552,0.7744435401306008,0.3018302006769107,0.2332530517115079,0.23,0.18091256944888662,0.8992587530744921,0.8364894686131866,0.46262804983463796,0.5826406692832637,1.2594148947461665
TERF2,3,47,223,0.9423532506069976,0.7648620096818459,0.2998021639012246,0.20150774591712906,0.29,0.20324479023811964,0.8778823291530321,0.8175517840414515,0.44745323979395807,0.5353523746026161,1.1964431476341575
THAP11,3,60,392,0.943503999157003,0.7975546163757128,0.14922454691917528,0.13495251086804738,0.16,0.10301658813750081,0.9037742699497718,0.8389882904507168,0.4325050473519932,0.525526654009034,1.2150763212494309
