,mean_pcc,mean_pcc,mean_pcc,mean_pcc,mean_spearman,mean_spearman,mean_spearman,mean_spearman,pcc_delta,pcc_delta,pcc_delta,pcc_delta,spearman_delta,spearman_delta,spearman_delta,spearman_delta,topk_de_overlap,topk_de_overlap,topk_de_overlap,topk_de_overlap,auprc,auprc,auprc,auprc,pra_all_genes,pra_all_genes,pra_all_genes,pra_all_genes,pra_top100_true_de,pra_top100_true_de,pra_top100_true_de,pra_top100_true_de,range_width_ratio,range_width_ratio,range_width_ratio,range_width_ratio
,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count
source_coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.8993547075438325,0.02743746664735622,0.9060921105546078,75,0.6976521218797521,0.05698143231731646,0.7083757715650032,75,0.2550637572972061,0.15591416872622033,0.26085475734809543,75,0.18290176595745447,0.12972213731861715,0.17341283293785464,75,0.2598666666666667,0.07613099190164231,0.26,75,0.19436752393262696,0.06734616177882108,0.181526918738474,75,0.7682617233493122,0.07078063368499354,0.7760196900649787,75,0.6618446016156264,0.07286940162852053,0.6632716045318378,75,1.0204789314114464,0.1274733827904073,1.0218682905564147,75
2,0.9267094878791462,0.02240436163890066,0.9315447254404696,162,0.7484023163742753,0.05444156693916839,0.768451757337879,162,0.30542260307934194,0.15843598113509455,0.27392534121609813,162,0.22058395576324172,0.12973864297327842,0.18964278844544502,162,0.2799382716049383,0.0943266224026309,0.26,162,0.2171303861043209,0.09168833547531687,0.1865429107520426,162,0.8468364350868813,0.04801791447956438,0.8538712880400241,162,0.7613964946158833,0.05335618605233241,0.7718715228047409,162,1.1204351329072486,0.0850594838033699,1.133466152283365,162
3,0.9350071218900888,0.00998687993851822,0.9366321467364285,343,0.7717862571271,0.02324894797790236,0.7750817223956804,343,0.32030054499546684,0.15074730852463294,0.30703364016162504,343,0.22433102814589537,0.13054711047596335,0.22469296974954556,343,0.2862099125364432,0.0889949220953884,0.28,343,0.21885826015176285,0.07647032042615211,0.20810474569917478,343,0.8726366855034696,0.03473150913014299,0.8814976926389804,343,0.8033194701734642,0.03387425580904283,0.8079034529334472,343,1.1567838755877577,0.06776751286474449,1.1611798364077945,343
