condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50
PAM16+ctrl,43.0,2000.0,5000.0,0.9944868621421967,0.9465935703187294,0.8591759248573625,0.6513555514138546,0.9889514343813062,0.0014349503041489622,1.4627616545506124,0.49789586299218075,0.7016660942512734
PCF11+ctrl,393.0,2000.0,5000.0,0.9932610768282855,0.9686858786514349,0.5101380690248181,0.36551151186123276,0.9861788973212242,0.0016803475452514469,0.7577848019723138,0.545896093015128,0.36105922103325794
PDCD2+ctrl,59.0,2000.0,5000.0,0.9922800303362376,0.9642666007432337,0.06429491705308502,0.07651441021624909,0.983709929510951,0.0019766784910359514,1.2779683607965806,0.5185155442602802,0.6368791942380969
PET117+ctrl,80.0,2000.0,5000.0,0.9936535160651134,0.9692098362796545,-0.19512127946963942,-0.07434790147883781,0.9872138537466526,0.001616668284091618,1.0906305320241676,0.5264186927726516,0.5521345400667
PGPEP1+ctrl,51.0,2000.0,5000.0,0.9942978155951984,0.9497076314793367,0.568283786826089,0.4155170247405706,0.9885030770674348,0.0014549470254860513,1.242231570544459,0.46218657677000224,0.5258934228477904
PHF5A+ctrl,197.0,2000.0,5000.0,0.9929324293147601,0.9617682338858115,0.7400800461674669,0.6274192367118275,0.9856234490871429,0.001862115290525763,0.9139057943790558,0.5397763351557282,0.4561825930087409
PIAS4+ctrl,173.0,2000.0,5000.0,0.9944152529415416,0.971088379570841,0.650800282107044,0.4404677054158507,0.9888525260612369,0.001411609550865928,0.8993255820359418,0.5011451311194988,0.4339612754853737
POLA1+ctrl,195.0,2000.0,5000.0,0.998866654862345,0.9868249654966821,0.9210458832095886,0.7660824042136821,0.9977302991319448,0.0002863483737310877,0.820598723470463,0.4958751500978712,0.37400619883863484
POLD2+ctrl,63.0,2000.0,5000.0,0.9971230546673785,0.9694850976186717,0.8128846242033981,0.5992922455060729,0.9941544281318784,0.0007404283566879399,1.0260166496765273,0.48223085163596047,0.44832592856295156
POLE+ctrl,154.0,2000.0,5000.0,0.9967876276478883,0.9787723698068945,0.8734885524159931,0.7164458391550282,0.9929060158319771,0.0008698572822777504,0.8911028580479814,0.47944860706216025,0.4046739999006943
