condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50
POLR1E+ctrl,202.0,2000.0,5000.0,0.9977991987541133,0.9856766917867237,0.7547156163986377,0.6020833158882327,0.9955246355384588,0.0005519323362748121,0.8128282338774597,0.5218484391407135,0.3807558364772643
POLR2E+ctrl,93.0,2000.0,5000.0,0.9960076022044119,0.9677378814687411,0.7443251675397439,0.495671277554851,0.9917283924296498,0.0010003641804396755,1.1393815304101444,0.5111922863797775,0.5433022749573683
POLR2F+ctrl,209.0,2000.0,5000.0,0.9974145907408016,0.9821787252947212,0.9374867645767796,0.8302985955518709,0.9948313143104315,0.0005990256328176656,0.954841167541703,0.5337990613177711,0.44393304487621066
POLR3B+ctrl,109.0,2000.0,5000.0,0.9974173885755183,0.9732308227692327,0.473628004786655,0.3182145265198554,0.9943400644697249,0.0007251968057042034,1.046050030232981,0.5166326335611697,0.5040896973470265
POLR3C+ctrl,169.0,2000.0,5000.0,0.9984055767198079,0.9823688215027528,0.3419743691243401,0.2301975595284766,0.9962435422930866,0.0004899921385770847,0.8618666498693731,0.5172855602049726,0.4126970031818876
POLR3D+ctrl,108.0,2000.0,5000.0,0.9977558068823223,0.9754804602426298,0.5512006058442128,0.39336608555496577,0.9951640479266644,0.000617204442183656,1.0678657258696274,0.5119828685504947,0.5038962599941208
POLR3F+ctrl,156.0,2000.0,5000.0,0.9979302601919487,0.9807433162452704,0.424672593749168,0.304380569517833,0.9952203542925417,0.0006177166789952006,0.8988114411661463,0.509100119338281,0.43146613239289905
POP4+ctrl,116.0,2000.0,5000.0,0.9972858372763154,0.9788443985137757,0.8064303876040008,0.48623070888922826,0.9944939422421157,0.0006653468559299297,1.0100702781855706,0.5246461014805742,0.5017644683978777
PPP1R11+ctrl,69.0,2000.0,5000.0,0.9952685050498984,0.9598567750790021,0.12735723627822504,0.10969147299018932,0.9904961502179503,0.0012528322352008139,1.1160734997962654,0.5024893140662164,0.5326117063376844
PPP4R2+ctrl,162.0,2000.0,5000.0,0.9969661821370198,0.9795595734863829,0.2534809488242151,0.23577850060011607,0.9938972028903663,0.0007831284688215062,0.8265867481542709,0.5185366219080314,0.3891301109367539
PRELID1+ctrl,122.0,2000.0,5000.0,0.997939055971588,0.9771020062200801,0.5428291289059604,0.36501469525962926,0.9956534593366086,0.0005643274915756606,0.9846664835170437,0.5179022272708135,0.47285777432566894
PRPF3+ctrl,129.0,2000.0,5000.0,0.9931606412506211,0.9645155196829175,0.9254444706815194,0.8397463980781638,0.9861853308975697,0.001726268577174237,1.0729076664539037,0.5188972899639128,0.5104523035224411
PRPF31+ctrl,23.0,2000.0,5000.0,0.9854123968235714,0.8915697201540114,0.8120412663131427,0.6725614266787399,0.9707954339683056,0.0038268810237699524,1.9938437477317505,0.528042718772001,0.9286934318801243
PRPF4B+ctrl,160.0,2000.0,5000.0,0.9964089554685354,0.975598846631368,0.3994045565119775,0.3453659144397917,0.9927319209091365,0.0009511430634748173,0.902867992867278,0.523403141532869,0.4472100794747106
PRPF8+ctrl,91.0,2000.0,5000.0,0.9969349256042115,0.9700938047950344,0.8970087018502451,0.7665702564460033,0.9937954503111541,0.0007774330896839175,1.1602472195264517,0.499964075564884,0.524877903033206
PSMA2+ctrl,38.0,2000.0,5000.0,0.9931072429888096,0.9442168953806173,0.5275863160187445,0.35417764735210633,0.986018868163228,0.0017870004156950714,1.4508170118014545,0.4980777429266382,0.7029108824317697
PSMA3+ctrl,194.0,2000.0,5000.0,0.9911380482586148,0.9723708778708351,0.9007477624275351,0.7951820486325349,0.9823440704494715,0.0021700382430857082,0.9279415973699952,0.5159670804676497,0.45025360189235386
PSMA6+ctrl,18.0,2000.0,5000.0,0.9901840785037115,0.9144475215306825,0.6284259888815917,0.4287261411696246,0.9801723230630159,0.0025325031622278373,2.0776238027163387,0.4688788575869688,1.0042557341751717
PSMB1+ctrl,106.0,2000.0,5000.0,0.9974792431919577,0.9764457545852653,0.8008303143867639,0.5617119603884784,0.9948572814464569,0.0006356334527110822,1.1043885283437147,0.5108551253214111,0.5244966525270112
PSMD1+ctrl,87.0,2000.0,5000.0,0.995890317144041,0.9682530118965966,0.8545308517939716,0.6445981227268656,0.9916791189461946,0.0010077486471538246,1.1628771993895095,0.4928429086711572,0.5417651158481633
PSMD4+ctrl,285.0,2000.0,5000.0,0.9940686494047106,0.9765994706799785,0.7057139007423973,0.6121095737323828,0.9879717016592622,0.001476060440850488,0.804512483036079,0.5478111139937057,0.39778312928158294
PSMD7+ctrl,175.0,2000.0,5000.0,0.9858108778057336,0.965392278647691,0.9423585418528415,0.8664905017684159,0.9698105417191982,0.0034128546459042185,1.1213843735139073,0.5400105348791054,0.5462010129238783
PTCD1+ctrl,246.0,2000.0,5000.0,0.9987806844108789,0.9885554694379441,0.6254696614950566,0.5164392576903595,0.9974128371104598,0.0003408893433449856,0.7373289646201121,0.5322079266247008,0.3497405928826989
PUF60+ctrl,52.0,2000.0,5000.0,0.994241352740925,0.947599952275422,0.4624215600174689,0.30885335542495923,0.9884355561807752,0.0015051197342770344,1.333364964523168,0.5067095329326604,0.6405245477492356
