model,context,condition,n_true_cells,n_pred_cells,n_tfs,tf_activity_mean_pcc,tf_activity_mean_spearman,tf_activity_delta_pcc,tf_activity_delta_spearman,tf_activity_topk_overlap,tf_activity_auprc
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,FCF1,225,2000,86,0.9920538716564475,0.9896221519883012,0.30998861840833897,0.37217793292136425,0.32,0.35285273881695073
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,FNTA,69,2000,86,0.9965299971374413,0.9949054200669843,0.5273987968602866,0.4704467191848672,0.44,0.5414943195691623
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,FTSJ3,153,2000,86,0.9743325055550633,0.9777159299966979,0.6721637332148401,0.6467569224963441,0.48,0.5853061658439209
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GAB2,637,2000,86,0.9940282334422276,0.9947356007358837,0.3725965068356292,0.3841784989858012,0.44,0.504945994715678
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GAR1,121,2000,86,0.9842924943499458,0.9839237699891504,-0.03385763205109972,-0.046521062314260106,0.36,0.3333927108004535
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GARS,148,2000,86,0.9931281085225648,0.988206990895797,0.15693338048339314,0.0872210953346856,0.36,0.4051449034186959
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GATA1,95,2000,86,0.9226198435182761,0.9351667531487335,0.5686168830345697,0.5350724090758998,0.4,0.4028002052647041
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GBF1,155,2000,86,0.9462854145252694,0.9332232652483607,0.8040713323790444,0.8071984527572054,0.76,0.7973369260121503
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GEMIN5,128,2000,86,0.995944029718398,0.9941317986697487,0.7864875134469067,0.7018161234020472,0.56,0.6589621538010025
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GFER,198,2000,86,0.9958854350888885,0.99458465021935,0.3819463549608183,0.3250058965045521,0.4,0.44529155375360324
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GFM1,230,2000,86,0.9980467948598654,0.9971696778149912,0.5893538638013568,0.6289636303599226,0.48,0.4987530907490583
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GINS1,181,2000,86,0.99508372894308,0.9936034718618802,0.7801138271729972,0.7035897919713193,0.6,0.6829969736243954
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GINS2,130,2000,86,0.9973480567424248,0.9940751922260483,0.7364392305767407,0.6988725883296382,0.56,0.6301359847047737
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GINS3,98,2000,86,0.9957616341935024,0.9939997169677814,0.5471883824757052,0.5103353931789235,0.56,0.5960375500196025
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GINS4,58,2000,86,0.9965319140120393,0.9933581772725127,0.7353501595924389,0.6207745648379641,0.56,0.6455315771246666
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GLE1,54,2000,86,0.9924539042355256,0.9914712958158403,0.7371029716765731,0.6855889428746638,0.56,0.6676223936396792
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GMPS,94,2000,86,0.9950473411401711,0.9942638803717156,0.3841604521137155,0.3804424737015897,0.44,0.41537209502558353
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GNL2,295,2000,86,0.9939055705164083,0.9921694419548093,0.77311707473984,0.7531392990235387,0.64,0.710811797706453
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GNL3,29,2000,86,0.9853866281505554,0.9841879333930845,0.5923693027006585,0.5715269588188121,0.44,0.468427077339779
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GNL3L,66,2000,86,0.9942149291034724,0.9925656870607104,0.6717764082512515,0.676531911882636,0.48,0.48821286352898824
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GOLT1B,269,2000,86,0.9974972001068771,0.9967168262653899,0.2251736784690344,0.26928628708901364,0.4,0.41124522084399273
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GPKOW,105,2000,86,0.9979123325891887,0.996018680126421,0.802554652061864,0.7049294778055568,0.64,0.7299685640675757
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GPN1,76,2000,86,0.9915424713059705,0.9875654512005283,0.7864494697052518,0.7821784046417283,0.6,0.5769883303820398
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GPN2,42,2000,86,0.9894245641398294,0.9875465823859616,0.5534844666474972,0.5188452285485164,0.44,0.4235357810758384
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GPN3,250,2000,86,0.9934310553014346,0.9901127411670362,0.8599859423062177,0.8520118873531771,0.64,0.8174988614505263
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GPS1,372,2000,86,0.9939698821342242,0.9942827491862823,0.41742815962367796,0.4489362705788009,0.44,0.4955870099262193
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GRB2,53,2000,86,0.9959572487202447,0.9947544695504504,0.10233180581482759,0.04844568140006604,0.28,0.32340308426809916
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GRPEL1,96,2000,86,0.992464704985169,0.9909429690079722,0.682549212968713,0.6213594980895326,0.52,0.6306168572909467
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GRSF1,146,2000,86,0.9968537403736379,0.9963017123449218,0.5259041413497904,0.5155620548139063,0.36,0.3789809787472265
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GSPT1,84,2000,86,0.9819434214421927,0.9802820887777726,0.8079170660054654,0.75998867871126,0.56,0.6567441367512362
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GTF2A1,105,2000,86,0.9936217945954333,0.9939242417095147,0.28757137473886357,0.284966271993962,0.56,0.6149326770253672
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GTF2A2,144,2000,86,0.9960870837485505,0.9959998113118542,0.5324108031223952,0.5424878532006226,0.36,0.4881584723735593
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GTF2B,34,2000,86,0.9926847567030904,0.9901693476107363,0.6818162910698023,0.6541723666210669,0.48,0.5647210016741804
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GTF2E1,176,2000,86,0.997440791819783,0.9968300391527902,0.755554716833886,0.673644983253927,0.6,0.6980105554824501
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GTF2E2,69,2000,86,0.9929050148599154,0.9899240530213689,0.6984349798675772,0.6475305438935799,0.6,0.6048677543950458
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GTF2F2,52,2000,86,0.9937628808843706,0.991980753809142,0.7290039822352363,0.6766828623991697,0.48,0.5774387014427359
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GTF2H1,409,2000,86,0.9954828518119966,0.9933770460870797,0.8478783790036324,0.817991414689372,0.72,0.7999906753037214
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GTF2H4,108,2000,86,0.9950609933415293,0.9930562762394453,0.4630135031127075,0.34304448323034104,0.44,0.508639902395754
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GTF3C3,129,2000,86,0.9947919313260924,0.992999669795745,0.33810607852328023,0.21545355913014763,0.56,0.5904128187724983
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GTPBP4,48,2000,86,0.9928211138846673,0.9911127883390726,0.5032818020595928,0.4782961460446247,0.52,0.4671807310304979
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,GUCD1,247,2000,86,0.9959098664879154,0.9956035662059531,0.645772009797887,0.627567338081985,0.52,0.4933426899352469
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HARS,263,2000,86,0.9662969225720709,0.9617717816878153,0.7715467170750859,0.718703712439266,0.64,0.7588196925898996
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HARS2,62,2000,86,0.9869786134112253,0.9847728666446529,0.6571353882667115,0.5899995282796358,0.48,0.4806694494262052
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HAUS4,183,2000,86,0.9848618793161087,0.9826595594131797,0.5961081702479961,0.4900891551488277,0.44,0.47732917986850926
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HAUS5,153,2000,86,0.9890121879755946,0.9876786640879286,0.4830519740324175,0.3262512382659559,0.44,0.47815518187805667
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HBS1L,120,2000,86,0.9804052266708063,0.982168970234445,0.7465959733778108,0.6952309071182603,0.64,0.7260281628862264
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HDAC7,148,2000,86,0.9804016659508151,0.9820746261616115,0.39207106213020426,0.2639464125666305,0.44,0.5212674253721263
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HEATR1,216,2000,86,0.9898807318066423,0.9871692060946271,0.5478149280478989,0.5769800462285957,0.52,0.4203507560837263
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HGS,96,2000,86,0.9905470838370803,0.9883013349686307,0.7721751637894122,0.7023633190244822,0.64,0.6283999878141819
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HINFP,157,2000,86,0.9959087263047168,0.9950186329543845,0.5606804794162992,0.5209207981508562,0.56,0.5588878310068449
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HIRA,228,2000,86,0.9986477353735547,0.997528185291759,0.5713512538857736,0.4864286051228832,0.4,0.5341693140509108
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HMGCS1,216,2000,86,0.994283122635683,0.9931317514977122,0.24130272272731496,0.2881739704703052,0.44,0.43199895325234167
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HNRNPC,273,2000,86,0.9892618625327481,0.9859049955186566,0.5907515815544444,0.6208689089107977,0.48,0.5481944196233178
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HNRNPH1,92,2000,86,0.9960469417302174,0.9942261427425821,0.7097869612167845,0.5196188499457521,0.48,0.5860541562340672
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HNRNPL,55,2000,86,0.995307265140409,0.9936034718618802,0.7422026562355433,0.7074578989574979,0.56,0.6072437864706601
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HNRNPM,128,2000,86,0.9975279235866171,0.9950186329543845,0.6853738504763047,0.5446955045049295,0.56,0.6372995950397635
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HNRNPU,73,2000,86,0.9964633841050873,0.9948110759941506,0.44205475587374854,0.3691966602198216,0.44,0.4704595296726239
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HSCB,85,2000,86,0.9944552670944935,0.9920939666965422,0.3761364852565376,0.26573894995046937,0.52,0.5623794748686387
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HSD17B12,135,2000,86,0.9966854657092691,0.9928298504646446,0.6759926553084183,0.7051559035803575,0.56,0.6116795661715204
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HSF1,87,2000,86,0.9967990028728372,0.9957167790933535,0.4726817128332913,0.43650172177932917,0.52,0.5135069607345
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HSPA5,202,2000,86,0.9333967087026878,0.929223076560215,0.7642382320936951,0.7931411859049955,0.6,0.7189648395503638
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HSPA8,146,2000,86,0.9856820194613921,0.9892259068824001,0.5569146554350615,0.5548091891126941,0.64,0.704862507054411
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HSPA9,374,2000,86,0.9520313941903268,0.9445068163592621,0.7712289500313053,0.7305155903580357,0.68,0.6759354185859836
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HSPE1,25,2000,86,0.986761052977214,0.9867163545450257,0.643614928555728,0.5988490023114298,0.44,0.5680981956481884
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HUWE1,77,2000,86,0.9951166361118285,0.9938487664512476,0.4068284694022668,0.26619180150007077,0.44,0.5007651919107557
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,HYPK,121,2000,86,0.9992261386497004,0.9976413981791593,0.6741790619141387,0.6167743761498183,0.52,0.6101022280675064
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,IARS,45,2000,86,0.981007065028763,0.9789990093872352,0.703790633187729,0.6537572527005991,0.52,0.5477485004990581
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,IARS2,185,2000,86,0.9934502005354299,0.9899995282796358,0.5382813698430782,0.5306571064672863,0.36,0.438709397692257
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,ICE1,319,2000,86,0.9790222434121382,0.9744704938912213,0.8493865355601605,0.8241237794235577,0.64,0.7427163629518485
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,IGBP1,245,2000,86,0.9755965759893445,0.9732251521298173,0.5103277545542988,0.40914194065757814,0.52,0.5464423181081369
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,IK,123,2000,86,0.9797834528800821,0.9752441152884569,0.564308398036171,0.5145997452710034,0.36,0.44123614755864826
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,ILF2,53,2000,86,0.9929359291343972,0.9908486249351385,0.1314495897778551,0.04259634888438134,0.52,0.5592918134344556
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,ILF3,125,2000,86,0.9963612143632109,0.9953582716165857,0.28469707309159553,0.3423274682768055,0.32,0.29879640972967086
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,IMP4,148,2000,86,0.9913988562698459,0.9896410208028681,0.3025135562287529,0.31542053870465586,0.4,0.43927834468027915
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,IMPDH2,70,2000,86,0.9964588735067719,0.99458465021935,0.43095911412260834,0.4200858531062786,0.4,0.43355345509594073
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INO80,143,2000,86,0.9879221388472028,0.9850181612340204,0.28559325837759053,0.2189065521958583,0.4,0.4346737521151315
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INO80B,115,2000,86,0.9976662133643073,0.9961884994575215,0.2835642133223535,0.28498514080852866,0.36,0.33999073894779586
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INTS1,183,2000,86,0.9940582472800454,0.9915467710741073,-0.01224269741060391,-0.0617104580404736,0.4,0.4359187153108457
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INTS2,351,2000,86,0.9778455693255751,0.9821123637907448,0.803897114433253,0.7639133921411386,0.72,0.6849102066242492
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INTS3,103,2000,86,0.9901636774433864,0.9895844143591679,0.6841906430824399,0.6406622953912919,0.4,0.4438091205812348
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INTS4,47,2000,86,0.9852912809856998,0.9814708240954761,0.7761055682769646,0.7507052219444312,0.6,0.6831790682481151
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INTS5,62,2000,86,0.9878379664359328,0.985659700929289,0.6422264597906592,0.5468842869946696,0.48,0.5690542633024506
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INTS6,112,2000,86,0.995851942807976,0.9934902589744797,-0.07443886286709392,-0.05244587008821171,0.32,0.3814428819617454
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INTS7,78,2000,86,0.9907880894672947,0.988886268220199,0.6816895444273897,0.6013774234633709,0.52,0.5705808530167623
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INTS8,307,2000,86,0.9909660248593402,0.9904523798292372,0.8730232584240276,0.8364451153356289,0.76,0.7412112674115721
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,INTS9,222,2000,86,0.9898299080739271,0.9881692532666635,0.8029183754353448,0.770064625689891,0.52,0.608001168491807
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,IPO13,51,2000,86,0.9876435111874149,0.98599933959149,0.26388704773914423,0.1715835652625124,0.28,0.3409869055652563
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,IPO9,173,2000,86,0.9974352381334202,0.9967545638945233,-0.25736494451029135,-0.0867682437850842,0.28,0.33933355439684815
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,ISCU,32,2000,86,0.9888693553670184,0.9848106042737865,0.5861397263557915,0.5055238454644086,0.36,0.40897925107021715
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,ISG20L2,72,2000,86,0.9877633365968885,0.9886409736308315,0.6704286964556664,0.6570970328789094,0.6,0.6787664480331551
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,JAZF1,209,2000,86,0.9959175510634697,0.9946601254776167,0.5028982415918942,0.48295674324260573,0.44,0.5042243524394964
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KANSL1,41,2000,86,0.9902128271376062,0.9884145478560308,0.6531003115721998,0.5049200433982735,0.56,0.7012228258951521
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KANSL2,151,2000,86,0.9929416755723085,0.9917920656634747,0.5636702509606601,0.5032595877164017,0.4,0.43722442402265554
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KANSL3,182,2000,86,0.9968434143040396,0.9959809424972875,0.5033898084765643,0.4077645171942073,0.36,0.4235139250971554
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KARS,45,2000,86,0.9901992131001104,0.9842068022076512,0.6337007889724605,0.5857917826312562,0.52,0.5422492413170398
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KAT8,254,2000,86,0.9940789733894972,0.9937355535638474,0.339079934700916,0.25249304212462853,0.48,0.4451684714987399
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KCTD10,75,2000,86,0.997377527939322,0.9950186329543845,0.7712506339143692,0.6912873248738148,0.52,0.6851358906986038
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KIF20A,95,2000,86,0.9926393709313793,0.990603330345771,0.1282772555283221,0.14558233878956553,0.24,0.3937074979966714
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KIN,144,2000,86,0.9981233315831176,0.9962451059012217,0.619435155105138,0.5504504929477805,0.6,0.6174099301163185
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KPNB1,214,2000,86,0.9696169334592274,0.9672060002830322,0.761404194134042,0.6847209774045946,0.56,0.620357702635833
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KRI1,51,2000,86,0.9884018661100221,0.9879805651209963,-0.0675008464730037,0.06942780319826407,0.44,0.4148325070595473
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,KRR1,398,2000,86,0.9938735919614139,0.9922071795839426,0.38134802213732627,0.4626916363979433,0.44,0.4885997014902685
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LAMTOR2,64,2000,86,0.9915959496826707,0.9899240530213689,0.16162981228801834,0.2235294117647059,0.28,0.361757888588622
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LAMTOR4,123,2000,86,0.9938951961615515,0.9939997169677814,-0.10046955761031091,-0.0076324354922402,0.36,0.33250945343928034
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LARS,74,2000,86,0.9618174007365219,0.9571489221189677,0.6824305383096184,0.6412660974574272,0.52,0.6803309708937186
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LAS1L,75,2000,86,0.9932653504181573,0.9916977215906411,0.4693124306538656,0.4153875182791641,0.44,0.43075220144438786
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LETM1,110,2000,86,0.9966795290617373,0.9956979102787866,0.4660061596893597,0.440766073871409,0.4,0.4842540845383886
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LIN54,281,2000,86,0.9989242292189842,0.9980565120996272,-0.4952580301652486,-0.4360866078588612,0.44,0.5527338922301145
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LONP1,109,2000,86,0.9974940677018991,0.9958865984244538,0.7014926697130537,0.6962120854757299,0.44,0.4670094787306034
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LRPPRC,92,2000,86,0.9985675875261897,0.9972640218878248,0.4249989305293489,0.4678239539600924,0.32,0.2914809045928477
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LSG1,106,2000,86,0.9877392584161583,0.9867352233595924,0.6358216504205555,0.5633190244822869,0.52,0.5266340800847691
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LSM10,122,2000,86,0.9945509813224942,0.9932449643851123,0.21242272527227024,0.25002122741638755,0.52,0.5048202176137404
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LSM11,130,2000,86,0.9975488415518262,0.9967923015236568,0.6496646168675895,0.6513986508797583,0.6,0.5558373056021847
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LSM2,269,2000,86,0.9616028695272516,0.9621491579791499,0.7212011081659593,0.711231661870843,0.48,0.5872654971650497
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LSM3,64,2000,86,0.9840359582764943,0.9854144063399216,0.6563524133965989,0.5559224491721307,0.56,0.5589653572639608
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LSM4,68,2000,86,0.9772223883678501,0.9740931175998867,0.8032361621173459,0.7065144582291617,0.72,0.7820137833812473
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LSM5,139,2000,86,0.9865891925704336,0.985320062267088,0.6835225550890016,0.6214349733477994,0.52,0.527952781125055
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LSM6,423,2000,86,0.9787890277373514,0.9806217274399736,0.8072599774901887,0.7474409170243879,0.64,0.6578801949871873
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LSM7,126,2000,86,0.987630188686112,0.9855842256710222,0.7857646195166899,0.7068918345204963,0.6,0.6860433623839307
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LTV1,259,2000,86,0.9930663153092948,0.9911882635973395,0.4820916506541076,0.5339402802018963,0.48,0.5373729864461742
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,LUC7L3,34,2000,86,0.9892753201294989,0.9880371715646964,0.2582238929637983,0.1978112175102599,0.44,0.5327345573055363
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MAD2L1,103,2000,86,0.9886194101704282,0.987320156611161,0.4995200558735796,0.5747157884805886,0.52,0.5692589446481043
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MAGOH,149,2000,86,0.9943706311098,0.9947356007358837,0.5712832527134152,0.5178074437473466,0.4,0.43215764817114305
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MAK16,183,2000,86,0.9905742966912023,0.9896032831737345,0.7529292197881506,0.7405537997075334,0.6,0.6947731452376861
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MARS,81,2000,86,0.9868322795319996,0.982225576678145,0.8440064239299084,0.7639511297702721,0.76,0.8116656907325839
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MARS2,74,2000,86,0.9985825055582015,0.997735742251993,0.25561187601488033,0.32255295061087785,0.36,0.3478343137437677
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MAT2A,30,2000,86,0.9887753545489985,0.9852068493796876,0.7351129068353539,0.6560592480777395,0.72,0.7523864695058503
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MAU2,61,2000,86,0.9884394629165894,0.987320156611161,0.6469645626130274,0.5912637388556063,0.48,0.4888037786816782
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MAX,161,2000,86,0.9572380774691944,0.957752724185103,-0.14506159668953805,0.14833718571630736,0.48,0.5462688945779991
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MCM10,190,2000,86,0.9950687480977926,0.9942638803717156,0.548473010125989,0.43693570451436387,0.56,0.5601843888100031
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MCM2,114,2000,86,0.9952320040772933,0.9942638803717156,0.4383925065018206,0.37868767394688424,0.44,0.4252986567638659
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MCM3,104,2000,86,0.9959367991212416,0.9944903061465162,0.5773956160516318,0.3791593943110524,0.52,0.5914032339258778
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MCM3AP,100,2000,86,0.9933643348086891,0.9905655927166376,0.5558426460813002,0.4846360677390443,0.6,0.6185566870756048
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MCM4,69,2000,86,0.9925969660785805,0.9928109816500778,0.3862487094552429,0.40091513750648616,0.56,0.623535724531292
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MCM6,84,2000,86,0.9961948439927074,0.995056370583518,0.5182731626971897,0.4120100004717204,0.4,0.4494881353106854
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MCMBP,141,2000,86,0.9937019004869091,0.9937921600075474,0.1999421432717204,0.1735081843483183,0.48,0.5247443478248661
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MDN1,68,2000,86,0.9858480286044314,0.9841501957639511,0.4401331596613653,0.4111609038162177,0.32,0.46649673825186017
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MED1,233,2000,86,0.9751204616388305,0.9792631727911693,0.8501059201074572,0.8288032454361055,0.64,0.659773980908287
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MED10,454,2000,86,0.9831739861339527,0.9830369357045142,0.7564921943788608,0.6893249681588755,0.6,0.6175550365355214
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MED11,227,2000,86,0.9824598033444334,0.9822633143072784,0.687004862081725,0.6168121137789518,0.64,0.6379828458266819
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MED12,567,2000,86,0.9719961874855952,0.9774517665927638,0.8145026744540249,0.7660078305580452,0.68,0.761416979033176
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MED14,114,2000,86,0.9895309708811162,0.9876031888296617,0.8183996374920481,0.76868720222652,0.64,0.6631005959642249
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MED17,143,2000,86,0.98018255202241,0.9783952073211,0.8496832337693362,0.842068022076513,0.72,0.7426900663754353
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MED19,526,2000,86,0.9866487710531963,0.9879616963064295,0.8403223375535118,0.7949148544742677,0.6,0.6197347833522269
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MED20,78,2000,86,0.9868667590793854,0.9853955375253549,0.7083728667148812,0.6420208500400963,0.52,0.5434359634844619
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MED21,61,2000,86,0.9770325331463675,0.9727534317656492,0.8353534204309144,0.8118401811406198,0.68,0.6924519738173439
TxPert_official_cell_gat_k562_all_fixed2000_trrustTF,K562,MED22,279,2000,86,0.9852936312646156,0.9841313269493844,0.8160002212865004,0.7887070144818151,0.6,0.6783051543500295
