condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50,repeat
TBL3+ctrl,70,2000,5000,0.9972073780421519,0.9699356379974251,0.8675550575484804,0.5872406842877211,0.9944139034487307,0.0006516414513994384,1.2093702682495395,0.48864472468084125,0.5609742738896327,0
TCP1+ctrl,63,2000,5000,0.9962339774108292,0.9633147662268297,0.8510633582453205,0.7146403186679157,0.9924736442044377,0.0009509782821030898,1.2069521044258016,0.5072711996497804,0.5644383261606343,0
TEX10+ctrl,153,2000,5000,0.9960045958914958,0.9775926543677061,0.6902820485629596,0.49945408147012393,0.9920051163062453,0.0010292219744863986,0.8747230542878469,0.5102849704136695,0.4308861352657736,0
THOC7+ctrl,104,2000,5000,0.997305681319159,0.973569605150784,0.7004058248787053,0.5437403191517122,0.9945299527607858,0.000696256760620039,1.0090726121010343,0.48332099953018065,0.4594956031323536,0
TRMT10C+ctrl,67,2000,5000,0.9954089364922449,0.9685489164772018,0.4326873591956076,0.29001241781337755,0.9904595399275422,0.0012683197549878105,1.1360751798982773,0.5189033206845227,0.5523824633747693,0
TRMT5+ctrl,93,2000,5000,0.997453527130007,0.9743730661663078,0.7714146663301975,0.5587101020500402,0.9947747546248138,0.0006919097573832658,1.013841901943684,0.49994400502844977,0.4681325815755285,0
TSEN2+ctrl,168,2000,5000,0.9947850124893621,0.9785635673025425,-0.019091372976979454,0.05188400007785042,0.9887648159638047,0.0015084150513294593,0.8640230312971405,0.5268681467929422,0.4486809408220263,0
TSR1+ctrl,109,2000,5000,0.9978701096865661,0.9777135945965437,0.8473657389090461,0.5924414842416592,0.9953256887383759,0.0005635189143806019,1.0548968595123864,0.5146400069339295,0.5018694092967092,0
TSR2+ctrl,486,2000,5000,0.9949011540795553,0.9868719130025615,0.942958590475905,0.8767957736840032,0.9878363087773323,0.0013717900970008608,0.6726729488317976,0.5498357410978025,0.3303154971976183,0
TTC27+ctrl,87,2000,5000,0.9942245752583185,0.961075053426068,0.20357174535763295,0.18149368890188267,0.9883933095261455,0.0015172331658602556,1.0676991472956596,0.5097978822586854,0.5262741258261757,0
TXN+ctrl,81,2000,5000,0.9959680747471068,0.9684282568811301,0.6511327618206019,0.4850583310168987,0.9918817784637213,0.0010222252016358557,1.0398320811846893,0.49393141960173786,0.5013747568310459,0
U2AF1+ctrl,141,2000,5000,0.9869420043997791,0.9415497135631827,0.7270147930067455,0.6370930477703025,0.9739189371466637,0.003369271179227712,1.043421199990335,0.5199500416019891,0.5342648415174265,0
UQCRB+ctrl,93,2000,5000,0.9974544043202659,0.9744370108814805,0.492168381774561,0.3446548554275528,0.9948168327100575,0.0006740036683045436,1.0183837943460994,0.5251024803911917,0.501094402166625,0
USP36+ctrl,151,2000,5000,0.9981253278899632,0.9829155860678035,0.243924018295689,0.15086452017344304,0.9962419194635004,0.0004780738481120154,0.8927755358839541,0.5310726346371517,0.4337164937022666,0
UTP3+ctrl,27,2000,5000,0.9905708148811331,0.9336581575490065,0.8063028650998929,0.5295897052475881,0.9800639618188143,0.0022650800128242474,1.7371676928061954,0.4963827772547184,0.8015651732263335,0
