condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50,repeat
VPS29+ctrl,146,2000,5000,0.996748381698634,0.9742042577669324,0.5322946677541661,0.4403151015057391,0.993449485860765,0.0008471540888661639,0.937215675003709,0.5204092191899644,0.4592281527024585,0
VPS54+ctrl,306,2000,5000,0.9991498688148367,0.9901619220064769,0.7055851720349107,0.5285497641720462,0.9982200383674353,0.00022739181897532616,0.701586229711858,0.5117682808127165,0.3180140538310237,0
VPS72+ctrl,95,2000,5000,0.9925363426851543,0.9571059556581794,0.061674378554103175,0.0986748207037292,0.9817991741001606,0.0025325873491052068,1.0460327512760166,0.5271573776633792,0.5437511429168627,0
WBP11+ctrl,205,2000,5000,0.9939223707488068,0.965017592840704,0.51534471217747,0.34175977110299754,0.9877678789198399,0.001548746151799782,0.8954293036711307,0.5128191748802544,0.42075695123484,0
WDHD1+ctrl,175,2000,5000,0.9973148273201459,0.9805326325973052,0.5673079743900004,0.3653064687913282,0.9942378359846771,0.0007564495579002605,0.8092398635122738,0.5223795012280387,0.3996648408140555,0
WDR12+ctrl,174,2000,5000,0.998299642509922,0.9859697562304535,0.9206447646447501,0.7867023859378572,0.9965341603383422,0.000436622979035479,0.8161283715439752,0.5033837885144645,0.3754815624120693,0
WDR3+ctrl,329,2000,5000,0.9991374582728747,0.9919719158466838,0.9655022200485829,0.8354994804642393,0.9982455284334719,0.00020165036101630251,0.7211702213483748,0.5357140364829247,0.32799608476635916,0
WDR43+ctrl,47,2000,5000,0.9859096440323268,0.9422057343783589,0.7077951903902415,0.5045384266178639,0.9700346831232309,0.0033660084516533204,1.4292571956080018,0.4966260502611757,0.6909467529213172,0
WDR5+ctrl,75,2000,5000,0.9797739644574849,0.9423248571365577,0.18876488106370332,0.1721468342660049,0.9592811837792397,0.004959521040922757,1.2313815193829682,0.522393366636482,0.6639050593355322,0
WDR70+ctrl,29,2000,5000,0.9927404490881793,0.9307335329848596,0.6139241799930398,0.4766372085078062,0.9854817725718021,0.001882450903294196,1.7436641710678373,0.5228750826894158,0.840146177840439,0
WDR82+ctrl,86,2000,5000,0.9833876402393811,0.9379197108512984,0.6017760336031133,0.4878960604469709,0.9635946713387966,0.00421349581341912,1.2834394129802544,0.5017082100101842,0.6222675842352661,0
WDTC1+ctrl,107,2000,5000,0.9919299556720547,0.9586204285828313,0.3199519792852725,0.27485169862705017,0.9838209114968777,0.002034029482550548,1.0867511104556111,0.5229834543313425,0.5441486178354142,0
XPO1+ctrl,139,2000,5000,0.9793027943185065,0.9380410140336404,0.6598212413825494,0.5261945507302968,0.9567633233964443,0.005248761945756388,1.0972380572333582,0.5262078927359208,0.5764683751131612,0
XRCC6+ctrl,26,2000,5000,0.9870253828029683,0.9216454283903586,0.4477139887426664,0.2189086315613605,0.974175876006484,0.0033827140443844087,1.5824854595080133,0.5042137437698859,0.7825312110300326,0
YEATS2+ctrl,233,2000,5000,0.9959705663673823,0.9858499206256572,0.3051996565630652,0.17492890900975125,0.9918992314487696,0.001003178964629055,0.780281714696382,0.5106599317533154,0.3878837521718641,0
ZBTB17+ctrl,158,2000,5000,0.9967439407548496,0.9759090236517824,0.21096522493622535,0.20010381950656025,0.9934013350866735,0.0008517912178195473,0.9083465745541771,0.5207698643664495,0.4341835168911801,0
ZCRB1+ctrl,141,2000,5000,0.9976531092251476,0.9780005713440226,0.4079061865373814,0.313013410087561,0.9948025834746659,0.0006809225087957133,0.882951648046745,0.52306669986392,0.42776249136887584,0
ZNF335+ctrl,140,2000,5000,0.9979981032756609,0.9805109731479712,0.2591286727137414,0.190447245119602,0.9958826950751245,0.0005327269623086093,0.9072044514204773,0.5174185659765027,0.44114154220762913,0
ZNHIT6+ctrl,116,2000,5000,0.9937927594409153,0.9743182064607281,0.09121214522497825,0.03204647610170462,0.9870161367580295,0.001577855326929564,1.0029822611886512,0.5223905401368527,0.5223401526745162,0
