model,aggregation,delta_PCC_up,delta_Spearman_up,TopK_DE_overlap_up,AUPRC_up,Wasserstein_down,E_distance_down,KL_down,PRA_q10_q90_all_up,PRA_q10_q90_top100DE_up,PRA_q10_q90_nonzero_up,pred_true_qrange_ratio,true_qrange_mean,pred_qrange_mean
Scouter_GenePTv1_official40_fixed2000,condition_mean,0.4022648447456446,0.28534722649299665,0.3758823529411765,0.3408183792571054,1.0063566948396339,0.6746865682347628,9.695869523515471,0.08951605690433224,0.16606429808214387,0.08959791226124109,0.10629658778448736,0.40349637454607307,0.042784356553183245
Scouter_GenePTv1_official40_fixed2000,condition_median,0.3966923542039301,0.2510042144332294,0.335,0.27495003166448206,1.0037595006777442,0.675834574825223,9.79868058604173,0.08931926745944302,0.1672383380069984,0.08937111536590334,0.10567043177158962,0.40140989315792924,0.04254786096428405
Scouter_GenePTv1_official40_fixed2000,cell_weighted,0.4110361408054818,0.3037686825183533,0.38920649772579596,0.3576224390642311,0.9117044242001372,0.6381136412376284,9.344378080717567,0.08898433195757843,0.16335713063311316,0.08900595414318666,0.10508094237231928,0.4082200068389007,0.04279517969843461
