model,aggregation,delta_PCC_up,delta_Spearman_up,TopK_DE_overlap_up,AUPRC_up,Native_Wasserstein_down,Native_E_distance_down,Native_KL_down,PRA_q10_q90_all_up,PRA_q10_q90_top100DE_up,pred_true_qrange_ratio,GGE_Wasserstein_PCA50_down,GGE_MMD_PCA50_down,GGE_Energy_PCA50_down
Scouter_GenePTv1_40ep_fixed2000,condition_mean,0.4022648447456446,0.28534722649299665,0.3758823529411765,0.3408183792571054,1.0063566948396339,0.6746865682347628,9.695869523515471,0.08951605690433224,0.16606429808214387,0.10629658778448736,1.0511884557171114,0.48476528903414134,0.5077227504648616
Scouter_GenePTv1_40ep_fixed2000,condition_median,0.3966923542039301,0.2510042144332294,0.335,0.27495003166448206,1.0037595006777442,0.675834574825223,9.79868058604173,0.08931926745944302,0.1672383380069984,0.10567043177158962,1.01984596650894,0.4854400432208945,0.49931943223829733
Scouter_GenePTv1_40ep_fixed2000,cell_weighted,0.4110361408054818,0.3037686825183533,0.38920649772579596,0.3576224390642311,0.9117044242001372,0.6381136412376284,9.344378080717567,0.08898433195757843,0.16335713063311316,0.10508094237231928,0.9278546660984901,0.48771059185579735,0.45212261098113765
SCPLAD_GO_1300k_fixed2000,condition_mean,0.4760198908944768,0.3530793411100409,0.4117647058823529,0.39195514742852966,0.26975227473604035,0.20691899825916044,0.34550460124749616,0.8632175894116019,0.8561615986778153,1.0876545920295537,0.8166615579654917,0.1879616152727101,0.26953918572516966
SCPLAD_GO_1300k_fixed2000,condition_median,0.49296790212890884,0.32834262722935686,0.38,0.3304330167696109,0.2607962653105355,0.19822013812425474,0.2977449030143072,0.8702629051204409,0.880505514290523,1.0796591856435644,NA,NA,NA
SCPLAD_GO_1300k_fixed2000,cell_weighted,0.5138898068452159,0.3937272163706339,0.42983053931124104,0.41429476437636276,0.2550044728524719,0.19242735933897268,0.30106912106854744,0.8724744986058834,0.8569546605378382,1.07376423954842,NA,NA,NA
