model,delta_PCC_up,delta_Spearman_up,TopK_DE_overlap_up,AUPRC_up,Wasserstein_down,E_distance_down,KL_down,PRA_all_up,PRA_top100DE_up,qrange_ratio
Scouter_GenePTv1_40ep_fixed2000,0.4022648447456446,0.28534722649299665,0.3758823529411765,0.3408183792571054,1.0063566948396339,0.6746865682347628,9.695869523515471,0.08951605690433224,0.16606429808214387,0.10629658778448736
SCPLAD_Reactome_1200k_fixed2000,0.42034436119124186,0.31483435933920906,0.39544117647058824,0.3602460445011771,0.29930880665565385,0.22274029559238145,0.31616202488791506,0.7443894038120776,0.7287187890008364,1.1514753738975807
CellFlow_ESM2_1000k_fixed2000,0.2786480430136983,0.19614042941235502,NA,NA,NA,NA,NA,0.6745165702328378,0.6017257369333837,0.8591944258430884
