condition,n_test_cells,n_pred_cells,n_genes,wasserstein_1_pca50,mmd_pca50,energy_pca50
SMG5+ctrl,82,2000,5000,1.1539895165348202,0.2993690255795276,0.3348356902599335
HNRNPH1+ctrl,92,2000,5000,1.1844755129929145,0.29912641078233493,0.3051096045970917
RPL10A+ctrl,195,2000,5000,0.9880380346073935,0.303921816267273,0.2760296523571014
EIF3E+ctrl,171,2000,5000,0.9644849146899294,0.31827908780021635,0.2917570984363556
MRPS14+ctrl,82,2000,5000,1.2301388585467528,0.29909190029265625,0.33091360807418824
EIF3M+ctrl,209,2000,5000,0.9039845910134534,0.31222609318345035,0.2731298828125
RPL13+ctrl,243,2000,5000,0.9157618575331605,0.301305055315067,0.2768509191274643
SNAPC3+ctrl,201,2000,5000,0.8894874236855044,0.3019737460755023,0.24017401099205016
NBAS+ctrl,94,2000,5000,1.1619988758172441,0.29571327369874667,0.3076158130168915
ELP5+ctrl,167,2000,5000,0.9127114676541376,0.2989841260759929,0.24494012713432312
RPS6+ctrl,165,2000,5000,1.0683400424718859,0.3218194080596936,0.3243687391281128
SEC13+ctrl,43,2000,5000,1.5175461843733575,0.3050145708404265,0.39603633823848905
SFSWAP+ctrl,145,2000,5000,1.015916622990935,0.2998637879009156,0.2762578046321869
SLU7+ctrl,195,2000,5000,1.1462463047353504,0.2951814789775533,0.3240885317325592
POLA1+ctrl,195,2000,5000,0.9166456282039483,0.3003422450086431,0.24809172868728638
GFER+ctrl,198,2000,5000,0.8595828036082476,0.2996274465158775,0.23203583359718322
C1QBP+ctrl,189,2000,5000,0.9216767066571291,0.299934394264805,0.24523770809173584
SNRNP200+ctrl,92,2000,5000,1.336937884947528,0.2992450999679431,0.349247088432312
NUDC+ctrl,106,2000,5000,1.1242220499521156,0.3021244506899794,0.30225820899009703
PCF11+ctrl,393,2000,5000,0.8310508570908248,0.2916100669058242,0.2207695573568344
PSMA3+ctrl,194,2000,5000,1.0371570311147797,0.3059555128974272,0.31170895576477053
RPS26+ctrl,73,2000,5000,1.2915312956564435,0.3157882965957308,0.3516163218021393
GRPEL1+ctrl,96,2000,5000,1.217438622103849,0.3034016411535207,0.33049348354339597
PHF5A+ctrl,197,2000,5000,0.9966986325173284,0.3068654229190156,0.28540180444717406
ZNHIT6+ctrl,116,2000,5000,1.0703879365434164,0.3023338204577778,0.30009389996528624
SRBD1+ctrl,143,2000,5000,1.0450249370893503,0.2941163351556822,0.2627798247337341
MFAP1+ctrl,164,2000,5000,1.1102286073613186,0.30248590144643395,0.29131906509399413
RPS19+ctrl,410,2000,5000,0.8299711461457902,0.311644211963743,0.2596716779470444
ARGLU1+ctrl,367,2000,5000,0.7245815219091665,0.2952117801573724,0.19661766648292542
GTF2E2+ctrl,69,2000,5000,1.2909569110284034,0.2970714347498827,0.3263096380233765
DYNLRB1+ctrl,192,2000,5000,0.9695803429776183,0.2951552465553923,0.24837382435798644
TSR2+ctrl,486,2000,5000,0.7975700809636418,0.30624229484161825,0.26260114669799806
COG2+ctrl,332,2000,5000,0.7526402187985874,0.2983325066267162,0.20635749161243438
SFPQ+ctrl,185,2000,5000,1.1709872426030201,0.3137789906214788,0.3712365412712097
