,mean_pcc,mean_pcc,mean_spearman,mean_spearman,delta_pcc,delta_pcc,delta_spearman,delta_spearman,top100_de_overlap,top100_de_overlap,auprc,auprc,erc_all,erc_all,erc_100,erc_100,csa_100_pearson,csa_100_pearson
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
baseline,,,,,,,,,,,,,,,,,,
cell_weighted,0.9911257149435638,4.069652996865679e-06,0.9622360590190163,2.0436629242127515e-05,0.304373078196881,0.00047874045432925224,0.21968773416837628,0.0008498436994889669,0.2711528326745718,0.00020186499928913183,0.22670462182575424,0.00019849969460404733,0.873415119839111,6.696096376666506e-05,0.7568874237010205,0.00013642579641248465,0.6015847950839069,0.0006974030255187952
condition_balanced,0.9906306463561697,3.915064622244814e-06,0.9596555920884707,2.0938235400916033e-05,0.30446942983948305,0.0003869815493391258,0.22188108937879628,0.000771163442875062,0.2683333333333333,0.0006641414050660121,0.2190246671506977,0.00019295755729436043,0.8701813361110909,6.719627491447181e-05,0.7580704610706936,0.00013348655617063124,0.6015847951401682,0.0006974030736807056
