gene_rank,mean_delta_vs_control,q10_vs_control,q90_vs_control,min_vs_control,max_vs_control,abs_mean_delta
224,-0.022412326298920548,-0.36531412380210027,0.2362671428403211,-0.6794018748748467,1.3426765297490288,0.022412326298920548
225,-0.02148959840035972,-0.29152409509794625,0.25549056174565943,-0.8542345545825111,0.5653769587841988,0.02148959840035972
226,-0.020842454198930334,-0.2783119037585782,0.21751496876179602,-0.5949715085168673,0.8645780733231777,0.020842454198930334
227,-0.02055725808897658,-0.28096272202022443,0.3007391012612151,-0.8283659210394484,0.801692764365778,0.02055725808897658
228,-0.02017646713033298,-0.3683502159868153,0.26879962047108136,-0.932663420793899,2.197130600077241,0.02017646713033298
229,0.02014537933461998,-0.28385414345997684,0.3305379335410088,-1.196342986631061,1.4907225276266203,0.02014537933461998
230,-0.02002077126559117,-0.20452994513923198,0.18818317140300345,-0.948774123318332,1.2240286993914098,0.02002077126559117
231,-0.01980777519753787,-0.2862699863554775,0.2827641375922807,-0.6473018538085908,0.7491012463523716,0.01980777519753787
232,0.01931569476402344,-0.21058203870888778,0.34740890471400787,-0.6270540921816599,0.7611322116593782,0.01931569476402344
233,-0.01905584373751437,-0.23897739430523857,0.26012414948589346,-1.9768807790698881,1.5568411515470553,0.01905584373751437
234,-0.01893826094135119,-0.343008521944361,0.22663828519092397,-2.033232520004967,5.1237834791618315,0.01893826094135119
235,-0.018861062732591215,-0.27789595683540425,0.20186683920890178,-0.4450822752222309,0.7219326585274102,0.018861062732591215
