gene_rank,mean_delta_vs_control,q10_vs_control,q90_vs_control,min_vs_control,max_vs_control,abs_mean_delta
236,-0.018649622344905074,-0.2597942462445066,0.21045186727757606,-0.9583012414139934,0.6452526152780801,0.018649622344905074
237,0.01857090922387458,-0.23306226089669108,0.3473602910971764,-1.0722288743356807,1.2357151945099938,0.01857090922387458
238,-0.01811583910823099,-0.39882658923013736,0.31943955714009215,-0.703857995081689,1.6167928672800402,0.01811583910823099
239,-0.018041613536406653,-0.27824897828303796,0.21954602365576484,-1.3206249430440087,0.5876033715699892,0.018041613536406653
240,-0.017743346115683987,-0.3032291653111983,0.2438174679704441,-1.8323410256308352,0.714917822610123,0.017743346115683987
241,0.01729683150942242,-0.30457992754868923,0.3278433049611298,-0.7619183457841099,0.9501002173084994,0.01729683150942242
242,0.01699548598571314,-0.31090933188977554,0.34710055155532793,-0.6293785772517113,0.6842862959607892,0.01699548598571314
243,0.01696204308328986,-0.22060712250731182,0.2586273447767227,-0.9218515310909708,1.02766089695714,0.01696204308328986
244,-0.016909748520823564,-0.2767581745570025,0.2740110704322139,-0.7035589296555396,0.6895416969625309,0.016909748520823564
245,-0.01680166099386867,-0.30187299260877115,0.29209975633630453,-1.239322914291965,0.8322582053144736,0.01680166099386867
246,0.016560096282161103,-0.27738945400543386,0.37127582084613003,-2.365382102563834,1.4233930026003199,0.016560096282161103
247,-0.016289713864671134,-0.34249517069735025,0.2497927404630921,-0.8917318963456107,1.9969017186204674,0.016289713864671134
248,-0.015994649857810572,-0.2716278474421103,0.261149182360245,-1.0470661198004871,0.7497621718395797,0.015994649857810572
249,0.015669920792379898,-0.28500325993707787,0.38833792864801747,-0.6286166916064633,0.9677973908319546,0.015669920792379898
250,-0.015518563259595906,-0.2896217517760749,0.22490743976416827,-1.009065549581348,1.2035794413432153,0.015518563259595906
251,-0.01499576963924696,-0.33412149350423276,0.29845456164234646,-1.7594880180255643,2.105973105724783,0.01499576963924696
252,0.014669381270146475,-0.32032153154977105,0.2925855716183548,-0.9826901475018115,0.7078019412042726,0.014669381270146475
253,0.014616583035540446,-0.25182537421200907,0.2831597178605262,-0.6919060947598885,1.2070059659859984,0.014616583035540446
254,0.014261133126603235,-0.29614786365533186,0.2981544278591432,-0.747335898501803,0.5221887991176409,0.014261133126603235
255,0.013721910722129995,-0.22778019720414341,0.21077952409364353,-0.5327964929193951,0.8243792190100555,0.013721910722129995
256,-0.013494797904882486,-0.2823836750105323,0.2579989166342292,-1.0836036437470233,0.6536570456163677,0.013494797904882486
257,0.012795883947123585,-0.22488307337829141,0.2418139202740757,-0.4851552499114478,0.6882194099788111,0.012795883947123585
258,0.012678455169236791,-0.3442678250949836,0.2607976331528217,-1.5699599978511873,1.1618606275437762,0.012678455169236791
259,0.012183645302725052,-0.2271078958392855,0.2415864535478358,-1.0990224083713263,0.6170510448513439,0.012183645302725052
260,0.012034798265109725,-0.26563191227854205,0.2685462729250954,-0.852553399773515,0.8791308320989256,0.012034798265109725
261,-0.011538630823454212,-0.30769087160482633,0.30047968056319935,-0.5578362597656407,0.8491160169928206,0.011538630823454212
262,-0.01145843319122763,-0.2719198474380978,0.22308377209899435,-0.5026865885865883,0.47315751816363216,0.01145843319122763
263,-0.011224477598961221,-0.2530602139096511,0.24151525682346203,-0.9891683785607596,0.8227740658828204,0.011224477598961221
264,0.011038070403366396,-0.23574996895166522,0.2960568547196991,-1.0413954127493636,0.9389466278794341,0.011038070403366396
265,-0.011002559932070092,-0.2907062214341443,0.25273747990245193,-0.7321155551519805,2.046301842196063,0.011002559932070092
266,0.010686435001642179,-0.18619054167504492,0.21297663494558464,-0.7193071233544428,0.5067114434927592,0.010686435001642179
267,0.010317943841547637,-0.23723442481966475,0.29423301550859116,-0.4993695030560858,0.7619267302112638,0.010317943841547637
268,-0.010261884128016522,-0.32994982257556854,0.2915116481050654,-0.8951664515050088,0.5964669400106383,0.010261884128016522
269,0.010074132868601374,-0.27575737762441144,0.342157917348472,-0.8649057235398228,0.6109506564068423,0.010074132868601374
270,-0.009556351211263938,-0.23506372772953318,0.2406617428483922,-1.4909044299260101,0.6627476205512722,0.009556351211263938
271,-0.009466166507925674,-0.2699499576387506,0.2657756750710366,-1.0145293174566554,0.6121224680011221,0.009466166507925674
272,-0.009341843444345521,-0.2931825351320652,0.2850990484598082,-0.875755609583979,0.9437252907319925,0.009341843444345521
273,0.009331568844516464,-0.2466460585680218,0.2514475011469185,-0.5239232824671014,0.8625358168688078,0.009331568844516464
274,-0.009106119573077843,-0.2511504837142213,0.2249910546410015,-0.5869275505596425,0.9998475673592003,0.009106119573077843
275,0.008191019516293493,-0.28927621672527865,0.34118148751419436,-1.1479392013987357,0.6853463554989087,0.008191019516293493
276,0.007737102570151535,-0.3291286560724058,0.291001995861981,-0.9102550721191391,3.832126377126246,0.007737102570151535
277,-0.007628477829325977,-0.2394038812359399,0.2581885342531098,-0.9227746121956386,1.2846828905654304,0.007628477829325977
278,0.007334129544282085,-0.31693945023256404,0.3188329266639127,-1.3099798778805152,0.9957211750332788,0.007334129544282085
279,0.007235679012578451,-0.24708413626319492,0.377459113280494,-1.0425176696408076,1.1496663425282456,0.007235679012578451
280,-0.0069793878480430985,-0.3320147238166381,0.32088562285490485,-2.105272644041063,1.0427748744378438,0.0069793878480430985
281,0.006378174357114377,-0.26222742201997334,0.3234335664763065,-0.7406525292081069,1.3074339864230489,0.006378174357114377
282,-0.005505321070316113,-0.24544607915917627,0.19951666987192315,-0.6409603002228336,0.5125082947888673,0.005505321070316113
283,-0.004799045948671817,-0.3120031849964879,0.33731245068881616,-1.045386556407998,1.2246389221907035,0.004799045948671817
284,0.004498681906375826,-0.2824035304683452,0.3002632838912576,-0.628923953895034,1.9993072324309427,0.004498681906375826
285,-0.003457927605249893,-0.25488539067197885,0.24643660984172938,-0.879056016130558,0.9841895290396322,0.003457927605249893
286,0.0032858313632278305,-0.2654454255563044,0.2483290842030214,-0.49987385256927114,1.0061237358253576,0.0032858313632278305
287,0.003183511675872668,-0.21512808661082983,0.2154558004929459,-0.43574949875121305,0.6061905796953928,0.003183511675872668
288,-0.0030894327765085554,-0.2638831390834816,0.24816937199155084,-0.4988379922750494,1.6200029035071735,0.0030894327765085554
289,0.003061738405605035,-0.24865281802265612,0.2752993141537049,-1.0733753217693667,1.1022515595348377,0.003061738405605035
290,-0.0030001781015529722,-0.27036865000646415,0.28326214851326803,-1.0292380016206246,1.2205009887035358,0.0030001781015529722
291,-0.0025658391289680883,-0.299448352225132,0.33193711065921,-1.3427136140773683,0.6356270665247922,0.0025658391289680883
292,-0.0023444753706182127,-0.29193604144142055,0.23094240267332294,-0.8323937850584509,0.9276978583547382,0.0023444753706182127
293,-0.0020691210311693103,-0.28189354433260394,0.2887641004571009,-0.5746388501497915,1.1182014019426039,0.0020691210311693103
294,0.0018350029859961422,-0.2552169780401298,0.2389061002626593,-0.44900708413043533,1.1540480444765724,0.0018350029859961422
295,-0.001508066657340494,-0.24927984248335208,0.26732019749286506,-0.6083886508644217,1.3637002134160865,0.001508066657340494
296,-0.0014678445544278756,-0.2746003978571835,0.2628021365559282,-0.5700928077815126,0.8559694686283151,0.0014678445544278756
297,0.0013879525777136551,-0.24942412860433305,0.32125605889693487,-1.5377712813693383,0.75359196280387,0.0013879525777136551
298,-0.0013196172161783302,-0.2630738794898042,0.2390556290311658,-1.086176507424834,1.1464626461303653,0.0013196172161783302
299,-0.0011203041242992336,-0.3612810568380198,0.3400479661652689,-0.9390741720377632,0.7892889833927825,0.0011203041242992336
300,-0.0010014494533038155,-0.284217620595247,0.3372359104610873,-1.6475023937783317,0.884394455534317,0.0010014494533038155
