rank,gene,mean_delta_vs_control,q10_delta_vs_control,q90_delta_vs_control,min_delta_vs_control,max_delta_vs_control,abs_mean_delta_rank_value
163,DNMT1,-0.32773335535734827,-0.972497017659341,0.4303689167126069,-0.972497017659341,1.2157704517467869,0.32773335535734827
164,CDK1,-0.32723345718505276,-0.6162301946474678,0.4977100204633109,-0.6162301946474678,1.4075468134091729,0.32723345718505276
165,POLR3K,-0.32674971268941494,-0.7015228714927562,0.38011648988877456,-0.7015228714927562,1.2126696858421437,0.32674971268941494
166,SNRPG,-0.32519601519038155,-1.1496233584539772,0.45252560356689625,-1.4770510317938212,1.0000607846124288,0.32519601519038155
167,MAD2L1,-0.32488117662766663,-0.7867902308907924,0.4947242945227208,-0.7867902308907924,1.1374925583395543,0.32488117662766663
168,TAF9,-0.3240381668447325,-0.7484885065640494,0.28967248510465143,-0.7484885065640494,0.6754819543276742,0.3240381668447325
169,PRXL2A,0.3238343866823981,-0.6168482593614663,1.231060332862655,-0.6168482593614663,1.8208436675947106,0.3238343866823981
170,GRN,0.32265149271682547,-0.38000239467850655,1.026850112912741,-0.38000239467850655,1.8938618745780853,0.32265149271682547
171,DIAPH1,-0.3220842342830987,-0.7687930780220014,0.33705294553756887,-0.7687930780220014,0.9423251432609576,0.3220842342830987
172,BANF1,-0.3219706385372376,-0.8904719680171047,0.27710839811753885,-1.4312130063395534,0.7367524058003392,0.3219706385372376
173,CCNA2,-0.3206726502004306,-0.6817400581186399,0.573766838854016,-0.6817400581186399,1.2195852869207278,0.3206726502004306
174,PAFAH1B3,-0.31993232363135604,-0.8368482956172679,0.336532150816753,-0.8368482956172679,1.0194961658237722,0.31993232363135604
175,SYNCRIP,-0.318989829054118,-1.1207527636956638,0.32872803216462665,-1.1207527636956638,0.926987934165054,0.318989829054118
176,WDR34,-0.3178022644017853,-0.5525355544799698,0.2217132839447128,-0.5525355544799698,0.8448097500091659,0.3178022644017853
177,CD99,-0.31744932450052493,-1.081703526945874,0.2941000151912719,-1.081703526945874,1.0241323876659425,0.31744932450052493
178,TTC37,-0.3163225140636225,-0.428278748325449,0.08511085099782369,-0.428278748325449,0.7706890661200466,0.3163225140636225
179,TOP2B,-0.3157220837585375,-0.8830354570402704,0.38634711513380177,-0.8830354570402704,1.2994808794007695,0.3157220837585375
180,SERBP1,-0.3153956204714137,-0.9719406858389061,0.4122331604059058,-2.138194371790139,0.8866569503839332,0.3153956204714137
181,PA2G4,-0.3148491298199846,-1.2495618148232335,0.6142968015288476,-1.8545789881134862,1.4434473352049952,0.3148491298199846
182,NME1,-0.3147593692508131,-1.1032653006567712,0.4018145767197852,-1.7871301921858544,0.8073043075547461,0.3147593692508131
183,ATAD2,-0.31438766293465353,-0.697517611775212,0.43369548102874284,-0.697517611775212,1.180210373606868,0.31438766293465353
184,CHD1,-0.3134686545944875,-0.737637785483058,0.27115811963016184,-0.737637785483058,0.8484292950146837,0.3134686545944875
185,THRAP3,-0.3111891314808896,-1.1688586796937919,0.3569580231489204,-1.1688586796937919,0.7628723059476876,0.3111891314808896
186,SNRPA1,-0.3110460360339848,-0.8990546335753818,0.3462535272064783,-0.8990546335753818,1.3365863690796473,0.3110460360339848
187,CENPU,-0.3108509881742999,-0.5847235588726147,0.347147473842229,-0.5847235588726147,1.062055739909734,0.3108509881742999
188,PPIH,-0.30999955402546353,-0.5806994754301243,0.25156987128389535,-0.5806994754301243,1.4068447035325833,0.30999955402546353
189,EIF4A2,0.30908457124174815,-0.8272953919371046,0.9695943900147997,-0.8272953919371046,1.6551856108705127,0.30908457124174815
190,RPA3,-0.30869751873166623,-0.7985045703833517,0.32065553341456077,-0.7985045703833517,0.9966341463143412,0.30869751873166623
191,CARHSP1,-0.30865070587330984,-0.9012736323862777,0.4316960092992078,-0.9012736323862777,1.611683940550734,0.30865070587330984
192,BAZ1A,-0.3084400723858773,-0.7594952195977915,0.4535708337927113,-0.7594952195977915,1.2567956834936391,0.3084400723858773
193,PARP1,-0.3067675798835912,-1.1916625338458746,0.7016604107952386,-1.1916625338458746,1.1725602311229975,0.3067675798835912
194,CKLF,-0.30674861523219427,-0.8282554656198682,0.26458787620752433,-0.8282554656198682,0.8618456810781299,0.30674861523219427
195,HSPE1,-0.3059277323939908,-1.2011152867071322,0.5880061265237635,-2.2351006869070225,1.2053309079416104,0.3059277323939908
196,PSMD2,-0.305572009751716,-1.355748930380184,0.4118381114746743,-1.355748930380184,0.8707646938111002,0.305572009751716
197,RTRAF,-0.3049210067100165,-1.2470511915780234,0.2773820636175943,-1.2470511915780234,0.7700868127249552,0.3049210067100165
198,HMGB3,-0.3047088261115942,-0.5585884530893858,0.2461409489758912,-0.5585884530893858,0.986561707700104,0.3047088261115942
199,FEN1,-0.30382572929261964,-0.5672728031565522,0.31180707517367845,-0.5672728031565522,1.3763388187001373,0.30382572929261964
200,TCF7,-0.30376080993180543,-0.4094174846964946,0.1056196942967305,-0.4094174846964946,0.962830449644936,0.30376080993180543
201,CCNB2,-0.30372533783762046,-0.5670689115151202,0.38670093921577525,-0.5670689115151202,1.2601355543509687,0.30372533783762046
202,PPIA,-0.3025787010406704,-0.7125181260091294,0.131317728521205,-2.581664973734044,0.7702885327356825,0.3025787010406704
203,KIF11,-0.30221613203959946,-0.548123955573674,0.37583063856161036,-0.548123955573674,1.707594037208919,0.30221613203959946
204,TPR,-0.30218481211096976,-1.1627858341307107,0.30487912291579805,-1.1627858341307107,0.7999396860032615,0.30218481211096976
205,BRCA2,-0.30197067643681275,-0.43250172629174366,0.20598003373328033,-0.43250172629174366,0.8936461876410566,0.30197067643681275
206,KNL1,-0.3013332359927758,-0.48914067332663635,0.28591521198830505,-0.48914067332663635,1.2877161067255487,0.3013332359927758
207,SH3BGRL3,0.3012090980449484,-1.4218073515037186,1.5568764062782638,-1.4218073515037186,2.210199532117497,0.3012090980449484
208,SEPHS1,-0.30107528282188,-0.5702655044610087,0.27072810258321134,-0.5702655044610087,0.9282492670004782,0.30107528282188
209,CD59,0.30053304856589846,-0.8232389433644488,1.3606808678843305,-0.8232389433644488,2.0654479520060347,0.30053304856589846
210,CKAP5,-0.3005235491591596,-0.6495166456959613,0.274437948439323,-0.6495166456959613,1.2014933192469708,0.3005235491591596
211,TTC3,0.30037148386884877,-0.3933672757946515,0.8661405710376239,-1.0687695117794538,1.757692995468471,0.30037148386884877
212,MRPS16,-0.2999380388984519,-0.8586766321396107,0.30074481179959833,-0.8586766321396107,1.1436341207290417,0.2999380388984519
