method,family,condition_norm,n_test_cells,delta_pcc,topk_de,pra_all,csa_pearson
TxPert,model,ARGLU1,367,-0.0795863419771194,0.17,0.0714709742775571,0.2659697127595056
TxPert,model,ARIH1,57,0.4541335105895996,0.44,0.0698096591544071,0.1176722260628288
TxPert,model,ARPC4,188,0.1650384962558746,0.23,0.0759816998337728,0.1778737158995414
TxPert,model,ATP6AP1,114,0.7194762229919434,0.51,0.0702242028925659,0.2343913970515633
TxPert,model,BGLAP,236,0.7687267065048218,0.71,0.0689278411239852,0.1414924032954554
TxPert,model,BMS1,18,0.7297606468200684,0.69,0.0771006717060937,0.0912635163921655
TxPert,model,BRIX1,95,0.5670790672302246,0.47,0.0641171800896883,0.0731497083237971
TxPert,model,BYSL,87,0.8982750177383423,0.82,0.0752847624023217,0.4045695522349884
TxPert,model,C1QBP,189,0.5409342050552368,0.45,0.0665727246402386,0.1356462627486054
TxPert,model,CCDC86,235,0.8285083770751953,0.69,0.0742562814944819,0.2010821224945949
TxPert,model,CDC123,96,0.3126705884933471,0.21,0.0704680864047969,0.2135438056548919
TxPert,model,CDC23,158,0.5905148983001709,0.49,0.0721633472458498,0.081615946984074
TxPert,model,CDC40,84,0.7138181328773499,0.52,0.0608417832966839,0.307521923750913
TxPert,model,CENPC,116,0.7178415060043335,0.6,0.0671680230947092,0.0998887076083061
TxPert,model,CENPE,171,0.6050773859024048,0.42,0.0707774285866265,0.1152995425664026
TxPert,model,CHERP,54,0.5134957432746887,0.37,0.0729552939744369,0.1380471801688927
TxPert,model,CHMP6,620,0.8944671154022217,0.67,0.081196563999446,0.6573841837867692
TxPert,model,CNIH4,65,0.3469109237194061,0.36,0.0697803780253167,0.0793669343797379
TxPert,model,COG2,332,0.4717860221862793,0.29,0.0736281964072274,0.2044772933013695
TxPert,model,CPSF3,575,0.7308135032653809,0.49,0.0728953957172799,0.1808368126465702
TxPert,model,CPSF4,57,0.473431646823883,0.3,0.0632367629924709,0.0942013316896007
TxPert,model,CSTF1,129,0.454425036907196,0.39,0.0662481463272329,0.1448420745831627
TxPert,model,CSTF3,59,0.3396567702293396,0.29,0.0649788866093081,0.1466730294201226
TxPert,model,CTR9,197,0.7655693292617798,0.57,0.0613339290013766,0.3127921158150091
TxPert,model,CUL1,181,0.3321366608142853,0.29,0.0683170674090344,0.1784779789908998
TxPert,model,CWC15,144,0.8831852674484253,0.66,0.0717504833286696,0.468429507413135
TxPert,model,CWC22,28,0.688693642616272,0.47,0.0728314939561244,0.3118217991705742
TxPert,model,DAD1,71,0.2367052286863327,0.21,0.0694167444419174,0.1686857042333622
TxPert,model,DBR1,96,0.202606201171875,0.27,0.0622328096436146,0.1170201722320094
TxPert,model,DDOST,74,0.3354585468769073,0.23,0.0708982711382973,0.0713152894200722
TxPert,model,DDX41,259,0.3477009832859039,0.29,0.0634601585188517,0.2339789242177771
TxPert,model,DDX49,41,0.5100703239440918,0.51,0.0682874726593323,0.3649343768691868
TxPert,model,DDX5,130,-0.0523100718855857,0.2,0.0680313273342773,0.1624792163739628
TxPert,model,DDX52,106,0.8731018900871277,0.81,0.071436891060744,0.3640237083885243
TxPert,model,DDX54,68,0.7097080945968628,0.64,0.0756096857560504,0.0675601212113573
TxPert,model,DERL2,122,0.4611949324607849,0.34,0.0653211449132969,0.1181330563794945
TxPert,model,DHX37,202,0.8334481716156006,0.77,0.0680851608006785,0.3790391950572973
TxPert,model,DLD,283,0.3729856312274933,0.3,0.0682089850603931,0.0867200887252268
TxPert,model,DNAJC8,260,0.3181418478488922,0.21,0.065790101268067,0.1832686769563212
TxPert,model,DNTTIP2,235,0.9544249773025512,0.88,0.0669088188619516,0.357575049181648
TxPert,model,DONSON,688,0.8520218133926392,0.72,0.0701478767603289,0.1649827987833389
TxPert,model,DPH2,161,0.1197148188948631,0.23,0.0720323401702928,0.2026960636324465
TxPert,model,DYNC1H1,217,0.7949482202529907,0.64,0.0659742945993493,0.1096340567695834
TxPert,model,DYNLRB1,192,0.6462099552154541,0.54,0.0660969042645492,0.0791960105557643
TxPert,model,E4F1,130,0.3329876065254211,0.21,0.0645994136125369,0.1407909281087099
TxPert,model,EBNA1BP2,68,0.8534282445907593,0.78,0.0810580954189001,0.1090203076532988
TxPert,model,ECD,69,0.5917443633079529,0.41,0.0639575314281904,0.1429613803982906
TxPert,model,EIF2B3,96,0.9409615993499756,0.81,0.0665933584070283,0.1911098676416915
TxPert,model,EIF2S1,208,0.92676043510437,0.72,0.0582644199748131,0.1928139712112729
TxPert,model,EIF3E,171,0.5428698062896729,0.4,0.0736137484059448,0.1717676064939346
TxPert,model,EIF3F,36,0.4997240304946899,0.43,0.0742139156885255,0.099868922244244
TxPert,model,EIF3G,52,0.7066941261291504,0.53,0.0711576721659022,0.1625800870176508
TxPert,model,EIF3J,72,0.3933376669883728,0.36,0.0693232504712047,0.1231808413370259
TxPert,model,EIF3M,209,0.6468934416770935,0.47,0.0730822564030825,0.2747071389061661
TxPert,model,EIF5A,100,0.4196837544441223,0.3,0.0668317762492356,0.1887573531559893
TxPert,model,ELP5,167,0.3602509200572967,0.34,0.0734372085289643,0.2388466460098591
TxPert,model,EXOC7,32,0.3627772927284241,0.36,0.0614945945471323,0.0625537653564697
TxPert,model,EXOSC10,77,0.5729341506958008,0.59,0.0754421041014268,0.4258204780990077
TxPert,model,EXOSC2,209,0.9427474141120912,0.77,0.0639720480828768,0.4963663221893595
TxPert,model,FAM50A,38,0.3338412642478943,0.23,0.0634379101894883,0.0801390399591602
TxPert,model,FASTKD5,182,0.3645592033863067,0.58,0.0732043376533037,0.3771588581736319
TxPert,model,FCF1,225,0.962040901184082,0.9,0.0724134523025377,0.3630435743684035
TxPert,model,FTSJ3,153,0.2420923709869384,0.25,0.0675753426947454,0.058411905956012
TxPert,model,GFER,198,0.7447800040245056,0.59,0.0711228237550687,0.261073069814739
TxPert,model,GFM1,230,0.6738176345825195,0.49,0.0708918868743488,0.2349301197184172
TxPert,model,GNL3,29,0.7601822018623352,0.65,0.0758057112817248,0.0737274943943647
TxPert,model,GNL3L,66,0.7432530522346497,0.58,0.0738972207406997,0.1150295008320244
TxPert,model,GPKOW,105,0.4846299290657043,0.31,0.0634445122689723,0.172540520726748
TxPert,model,GRPEL1,96,0.9199679493904114,0.83,0.0671228516429544,0.3862649164944034
TxPert,model,GTF2E1,176,0.7849752902984619,0.66,0.0678627291299948,0.3070041060510181
TxPert,model,GTF2E2,69,0.7212942242622375,0.55,0.0697129065447786,0.1864124390096806
TxPert,model,HAUS5,153,0.6129489541053772,0.53,0.0679981022638425,0.121599248030917
TxPert,model,HEATR1,216,0.8197493553161621,0.64,0.0672423411849679,0.2054844862753108
TxPert,model,HGS,96,0.6390336751937866,0.37,0.0643966357093761,0.1578575211768956
TxPert,model,HIRA,228,0.1608442664146423,0.22,0.0760869514330891,0.1524670079025388
TxPert,model,HNRNPH1,92,0.269560694694519,0.24,0.059281787117735,0.129388785313513
TxPert,model,HNRNPM,128,0.4124831259250641,0.38,0.0701931568489767,0.095971428241964
TxPert,model,HNRNPU,73,0.2497891634702682,0.24,0.0654806006790056,0.115313024476266
TxPert,model,HSCB,85,0.573570191860199,0.39,0.075201968968599,0.2492336564784784
TxPert,model,HSD17B12,135,0.6868186593055725,0.46,0.0654806760205043,0.1914256156512805
TxPert,model,HSPA8,146,0.4884966611862182,0.47,0.0614581871402471,0.0887984306729143
TxPert,model,HSPE1,25,0.7063233256340027,0.57,0.0695795219240007,0.2332689719159744
TxPert,model,IGBP1,245,0.6221623420715332,0.53,0.06579554260264,0.0925786653214803
TxPert,model,ISCU,32,0.5758298635482788,0.38,0.066091081880141,0.0934153394354378
TxPert,model,KRI1,51,0.7249523401260376,0.6,0.0658753549499637,0.2235752241102134
TxPert,model,LSM4,68,0.8419171571731567,0.59,0.0725709433539439,0.2263373317086957
TxPert,model,MAGOH,149,0.4878395199775696,0.39,0.0661689732957483,0.1188709763021851
TxPert,model,MCM10,190,0.767672061920166,0.63,0.0670329052728653,0.1909730442115365
TxPert,model,MCM3AP,100,0.5925228595733643,0.42,0.0663397288539478,0.1569617931365365
TxPert,model,MDN1,68,0.6048259139060974,0.45,0.0723929366370699,0.1277578095831722
TxPert,model,MED20,78,0.8869984149932861,0.73,0.0654848269066983,0.2597883756203113
TxPert,model,MED26,99,0.4865252375602722,0.36,0.0784872716794687,0.2418236548439862
TxPert,model,MED31,35,0.4931692481040954,0.4,0.0759834266564066,0.2637616203579477
TxPert,model,MED8,94,0.8510080575942993,0.64,0.0690832365865557,0.3168871732808807
TxPert,model,MFAP1,164,0.8336836099624634,0.66,0.0591260366141718,0.2070652145255779
TxPert,model,MRPL18,128,0.8516888618469238,0.67,0.072284401896332,0.1696497787252874
TxPert,model,MRPL3,146,0.794399619102478,0.65,0.0722597442593728,0.2274210548360798
TxPert,model,MRPL32,62,0.7247340083122253,0.57,0.0668852374987725,0.1909895201565877
TxPert,model,MRPL38,132,0.7257800698280334,0.56,0.0660386412675281,0.1772943847791802
TxPert,model,MRPL4,109,0.6370118260383606,0.47,0.0679555922405117,0.147209071377532
TxPert,model,MRPL49,36,0.1500007361173629,0.28,0.064652129105512,0.2762847282785904
TxPert,model,MRPL50,147,0.744323194026947,0.58,0.0727034091843924,0.3065957688933436
TxPert,model,MRPL54,112,0.6279346942901611,0.39,0.0675955533161557,0.1447831564733218
TxPert,model,MRPS11,90,0.7491129636764526,0.65,0.0661624839640783,0.2415855444568952
TxPert,model,MRPS14,82,0.6082726120948792,0.59,0.065938862677162,0.1729795249454537
TxPert,model,MRPS18A,108,0.6147029399871826,0.46,0.0737296218566967,0.2087085980625403
TxPert,model,MRPS24,132,0.4494698047637939,0.36,0.0682020822123977,0.2437941089703357
TxPert,model,MRPS26,111,0.6068782806396484,0.46,0.0688832978638782,0.2577653880516932
TxPert,model,MRPS27,76,0.5772212743759155,0.47,0.0699576567540179,0.187069503858234
TxPert,model,MTPAP,86,0.4002106487751007,0.28,0.0682688786806662,0.3005342690663247
TxPert,model,MZT1,381,0.3156012296676636,0.25,0.0696594646454293,0.2245614256067055
TxPert,model,NAA15,107,0.4113919734954834,0.24,0.0641470455185125,0.2618278066320363
TxPert,model,NARS,149,0.888925313949585,0.74,0.0637227230806209,0.2707000034530772
TxPert,model,NBAS,94,0.627779483795166,0.45,0.0683881662713949,0.1207852597885933
TxPert,model,NCAPH,64,0.5359506607055664,0.3,0.071890295540634,0.2927860481556409
TxPert,model,NDC80,171,0.8523938059806824,0.66,0.0613398557939725,0.1428908960889924
TxPert,model,NDUFA8,85,0.3409433960914612,0.31,0.0644813772849407,0.0973856701246945
TxPert,model,NEDD1,134,0.519103467464447,0.39,0.0739152405056731,0.1511811730749598
TxPert,model,NELFA,82,0.3718743920326233,0.36,0.062826692038198,0.1851691078343346
TxPert,model,NFRKB,223,0.3718003034591675,0.27,0.0655100658581462,0.2328474864182143
TxPert,model,NOL6,107,0.9303457140922546,0.9,0.0688571178553328,0.3207331502380801
TxPert,model,NOP10,124,0.7184964418411255,0.68,0.0691039500195727,0.3972640613119088
TxPert,model,NRBP1,62,0.3017692863941192,0.22,0.0643557250459734,0.306950204279246
TxPert,model,NSA2,71,0.7397881746292114,0.59,0.0807802595962526,0.1875802485307794
TxPert,model,NUBP1,144,0.6238417029380798,0.47,0.0710245905751508,0.1310193670030207
TxPert,model,NUDC,106,0.3122067451477051,0.28,0.066416490023735,0.1957061129616079
TxPert,model,NUP54,266,0.777653694152832,0.57,0.0709758031958262,0.2465126875898869
TxPert,model,NUTF2,44,0.7408782243728638,0.53,0.0738983982230453,0.0795359636042243
TxPert,model,OGFOD1,101,0.3211911916732788,0.24,0.0680434103755434,0.1351336706177159
TxPert,model,OPA1,53,0.4158069193363189,0.2,0.0678158175095791,0.1684691527011051
TxPert,model,ORC5,89,0.4385074973106384,0.27,0.0746023427601189,0.084730474884465
TxPert,model,OXA1L,305,0.8645408153533936,0.54,0.0675860887330922,0.4027767087933213
TxPert,model,PAM16,43,0.8591758608818054,0.7,0.0635949256278131,0.2905340337538941
TxPert,model,PCF11,393,0.5101380348205566,0.33,0.0658923386337384,0.2692338090159804
TxPert,model,PDCD2,59,0.0642949044704437,0.11,0.0656039504505537,0.3749002844857416
TxPert,model,PET117,80,-0.1951212584972381,0.14,0.0708009474432833,0.2469177198376762
TxPert,model,PGPEP1,51,0.5682837963104248,0.41,0.0672521217690235,0.0420622552028754
TxPert,model,PHF5A,197,0.7400800585746765,0.52,0.0658353568667709,0.1999489943448648
TxPert,model,PIAS4,173,0.6508002281188965,0.46,0.0645846522290065,0.1375118721433304
TxPert,model,POLA1,195,0.9210458397865297,0.8,0.0756553797433556,0.2070184861152743
TxPert,model,POLD2,63,0.8128846287727356,0.69,0.0725523713097992,0.1558334127027991
TxPert,model,POLE,154,0.8734885454177856,0.74,0.0728195003692911,0.0945326139510787
TxPert,model,POLR1E,202,0.7547156810760498,0.62,0.0699175934173615,0.2338831206354532
TxPert,model,POLR2E,93,0.7443251609802246,0.6,0.0673161259394924,0.2689212738122836
TxPert,model,POLR2F,209,0.93748676776886,0.73,0.0592686541714947,0.2645229061641108
TxPert,model,POLR3B,109,0.4736279845237732,0.38,0.0661398370244361,0.1303956292023762
TxPert,model,POLR3C,169,0.3419743776321411,0.27,0.0689068284541483,0.1488986271696964
TxPert,model,POLR3D,108,0.5512005686759949,0.42,0.0674570503981585,0.111139980683077
TxPert,model,POLR3F,156,0.4246726036071777,0.27,0.06851653459039,0.0893723781354702
TxPert,model,POP4,116,0.8064303398132324,0.73,0.0706885242639606,0.3426258181690406
TxPert,model,PPP1R11,69,0.1273572742938995,0.22,0.0681888358188208,0.0966782581190632
TxPert,model,PPP4R2,162,0.2534809410572052,0.23,0.071854856379152,0.1055225355985961
TxPert,model,PRELID1,122,0.5428290367126465,0.41,0.068502239361645,0.1309992245466195
TxPert,model,PRPF3,129,0.9254443645477296,0.69,0.0635311269090714,0.1638229187147135
TxPert,model,PRPF31,23,0.8120412230491638,0.59,0.0550500850256291,0.1099335466942232
TxPert,model,PRPF4B,160,0.3994045555591583,0.31,0.0649949930325757,0.2119936901249067
TxPert,model,PRPF8,91,0.8970086574554443,0.7,0.0602693275767139,0.1376765812380767
TxPert,model,PSMA2,38,0.5275863409042358,0.39,0.0872029407583929,0.1042742903434731
TxPert,model,PSMA3,194,0.900747776031494,0.65,0.0732751132804619,0.514555323464031
TxPert,model,PSMA6,18,0.6284259557723999,0.47,0.0917569526800084,0.1668211264681291
TxPert,model,PSMB1,106,0.8008303642272949,0.69,0.0741837584034725,0.464849513531172
TxPert,model,PSMD1,87,0.854530930519104,0.74,0.0795600423271196,0.5304485051744128
TxPert,model,PSMD4,285,0.7057138681411743,0.57,0.0737039185046979,0.3904489780971552
TxPert,model,PSMD7,175,0.942358374595642,0.77,0.0607573692707845,0.5395990274119626
TxPert,model,PTCD1,246,0.6254697442054749,0.53,0.0740136131032407,0.2775341183524098
TxPert,model,PUF60,52,0.4624215364456177,0.34,0.060346706910179,0.1091494677528426
TxPert,model,PWP2,51,0.7727561593055725,0.72,0.0730519532214895,0.4110727528847441
TxPert,model,QARS,376,0.951324701309204,0.8,0.0660762887552692,0.275917449803304
TxPert,model,RARS2,139,0.7448480129241943,0.52,0.0728687520126056,0.1354512198870935
TxPert,model,RBM19,37,0.4571163356304168,0.5,0.0672357204885745,0.2663910945155359
TxPert,model,RBM28,55,0.7396993637084961,0.53,0.0766785933081292,0.1272947186930479
TxPert,model,RBM39,49,0.3502029776573181,0.27,0.0710343942222821,0.1497838045833188
TxPert,model,RBM42,68,0.2247053980827331,0.27,0.0650529830490875,0.1174942635147045
TxPert,model,RBX1,41,0.5672296285629272,0.35,0.0679082416630901,0.1800342526349739
TxPert,model,RCC1,162,0.4045361280441284,0.32,0.069922474853281,0.2296102749027029
TxPert,model,RFC3,211,0.8866003751754761,0.8,0.0775286808930764,0.2413654473876328
TxPert,model,RFC4,58,0.7550432085990906,0.63,0.0789184586975563,0.190454939020652
TxPert,model,RIOK1,290,0.9557846188545228,0.91,0.0728669068098275,0.4272691381335389
TxPert,model,RNF40,185,0.4521389305591583,0.34,0.0657451929352988,0.1585704762861134
TxPert,model,RNGTT,110,0.4913049340248108,0.36,0.0716301814084959,0.1590493787814628
TxPert,model,RNMT,106,0.4902094304561615,0.56,0.0719212379130682,0.4684623179289237
TxPert,model,RPF1,108,0.8554912209510803,0.71,0.0795056699182404,0.1289239211804108
TxPert,model,RPL10,215,0.9111789464950562,0.81,0.0717322971149403,0.1415243266787523
TxPert,model,RPL10A,195,0.8651069402694702,0.71,0.073933567114454,0.0729285880371488
TxPert,model,RPL11,315,0.9705547094345092,0.87,0.0758277761277505,0.1446270704447463
TxPert,model,RPL13,243,0.9050437808036804,0.87,0.0723981667519327,0.1174382658413315
TxPert,model,RPL18,229,0.9748231768608092,0.85,0.0712171792959316,0.150991385940971
TxPert,model,RPL35A,97,0.8971347808837891,0.78,0.0710722819246802,0.1021305590573021
TxPert,model,RPL8,290,0.9816917777061462,0.9,0.077318714415724,0.1415688566606447
TxPert,model,RPL9,180,0.964262843132019,0.84,0.0728443961699668,0.1259716236896647
TxPert,model,RPP14,53,0.8266289234161377,0.83,0.0699707944097949,0.2786018149173049
TxPert,model,RPS14,156,0.8813133239746094,0.91,0.0752225103214615,0.3091313598070298
TxPert,model,RPS19,410,0.918273627758026,0.93,0.0701614823491137,0.3381257964106601
TxPert,model,RPS21,63,0.7243969440460205,0.69,0.0703940343377023,0.2448986334208133
TxPert,model,RPS23,98,0.7221049070358276,0.55,0.0734624503213603,0.3062774413654626
TxPert,model,RPS26,73,0.9121721982955932,0.81,0.0710687217379976,0.2812719661214488
TxPert,model,RPS5,127,0.9013500809669496,0.93,0.0718137301043164,0.3062617817927424
TxPert,model,RPS6,165,0.9154687523841858,0.88,0.0651656298017331,0.2838460821667513
TxPert,model,RRN3,38,0.573530912399292,0.43,0.0684081133974989,0.1844052143356963
TxPert,model,RRP7A,40,0.7737573385238647,0.77,0.0639432103856348,0.300961604247303
TxPert,model,SAP18,40,0.447458803653717,0.36,0.0604377217834984,0.3356252650303978
TxPert,model,SART3,142,0.5036846399307251,0.36,0.0669072600739626,0.3117349979187177
TxPert,model,SCAF1,158,0.6787524223327637,0.54,0.0669128183580136,0.0833556343796932
TxPert,model,SCFD1,103,0.713174045085907,0.56,0.0722637223976777,0.1964830096121862
TxPert,model,SDC1,170,0.4013958871364593,0.36,0.0654163543453303,0.152253660130648
TxPert,model,SEC13,43,0.4686981439590454,0.46,0.066025380056465,0.1017672511114231
TxPert,model,SF3A2,236,0.7292246222496033,0.44,0.0659652418689551,0.274927572621273
TxPert,model,SF3B2,197,0.8861203193664551,0.66,0.0596637227687343,0.2818837296152094
TxPert,model,SF3B3,215,0.8846166133880615,0.7,0.0583035894823055,0.3839100556068432
TxPert,model,SFPQ,185,0.6267861723899841,0.48,0.0554583612902567,0.0635568369607504
TxPert,model,SFSWAP,145,0.4061357975006103,0.24,0.0691397806929151,0.151742228298702
TxPert,model,SIN3A,217,0.3094490170478821,0.29,0.071096349301654,0.1091084836671374
TxPert,model,SLU7,195,0.8205527067184448,0.53,0.0579609969603766,0.2045159830166689
TxPert,model,SMC4,169,0.7561353445053101,0.61,0.0764941351084194,0.2810798873794918
TxPert,model,SMG5,82,0.2424513101577758,0.23,0.0698644983092141,0.0991129146759847
TxPert,model,SNAPC3,201,0.4740293025970459,0.35,0.0693803984092688,0.1660919868484246
TxPert,model,SNRNP200,92,0.908666491508484,0.64,0.0566921080129532,0.2711316770500018
TxPert,model,SNRNP27,42,0.1573460549116134,0.14,0.0600232354306896,0.1256387124962523
TxPert,model,SNRNP48,179,0.7544907331466675,0.61,0.0692948910306364,0.0732424824235557
TxPert,model,SNRPD1,113,0.9016660451889038,0.74,0.0584475851676689,0.2792644346192455
TxPert,model,SNRPE,128,0.9425930976867676,0.77,0.0624939346222409,0.340510061656596
TxPert,model,SNRPG,325,0.8718887567520142,0.65,0.0623007012268628,0.2922559763984464
TxPert,model,SON,238,0.6816734671592712,0.54,0.0615032407546873,0.0723296039384364
TxPert,model,SPC25,181,0.8970177173614502,0.77,0.0588885739878686,0.1118011570475316
TxPert,model,SPCS3,115,0.2964211106300354,0.14,0.0717404596642988,0.1292253552333062
TxPert,model,SRBD1,143,0.6975374817848206,0.55,0.0683492937162205,0.1593322360195215
TxPert,model,SRFBP1,73,0.3016456961631775,0.23,0.0682861926521389,0.3747111374606136
TxPert,model,SRP68,158,0.4540973007678985,0.34,0.0673441200471444,0.0847327531610028
TxPert,model,SRRM1,136,0.4226437211036682,0.24,0.0684010409991077,0.2018116367604767
TxPert,model,SSRP1,440,0.7967948913574219,0.6,0.0586108912826959,0.1753590161995783
TxPert,model,SUGT1,94,-0.1681207120418548,0.13,0.0756303882197001,0.0552343982319519
TxPert,model,SURF6,113,0.7649750113487244,0.56,0.0783061884676398,0.1786842147356103
TxPert,model,TAF10,38,0.8407337069511414,0.72,0.0649573004441641,0.2669110138398787
TxPert,model,TAF6,111,0.804151177406311,0.67,0.0690148882144408,0.3551551130738144
TxPert,model,TBL3,70,0.8675550222396851,0.76,0.0713539065251428,0.2804074684126304
TxPert,model,TCP1,63,0.8510633707046509,0.67,0.0815041368832396,0.1318118509017334
TxPert,model,TEX10,153,0.6902821063995361,0.53,0.0711012312699625,0.2065419599286649
TxPert,model,THOC7,104,0.7004058361053467,0.52,0.0730828725169243,0.1485309031370062
TxPert,model,TRMT10C,67,0.4326874017715454,0.37,0.0745036559698414,0.2832341055084851
TxPert,model,TRMT5,93,0.7714146375656128,0.52,0.0721866775083705,0.1877841441970087
TxPert,model,TSEN2,168,-0.0190913639962673,0.26,0.0701349652201351,0.27015171710225
TxPert,model,TSR1,109,0.8473657369613647,0.87,0.0718847607397763,0.3643494591854099
TxPert,model,TSR2,486,0.9429585933685304,0.81,0.0694998602107562,0.322071886289457
TxPert,model,TTC27,87,0.2035717517137527,0.26,0.0750934810342043,0.1411577632457609
TxPert,model,TXN,81,0.6511327624320984,0.48,0.0744551154020387,0.0807289549700391
TxPert,model,U2AF1,141,0.7270146608352661,0.46,0.0613000026308198,0.1114420366923634
TxPert,model,UQCRB,93,0.4921683967113495,0.42,0.0742218448308612,0.192820293631507
TxPert,model,USP36,151,0.2439240217208862,0.22,0.0691857778936422,0.3821949316656049
TxPert,model,UTP3,27,0.8063028454780579,0.73,0.0726295373770569,0.2798147701638816
TxPert,model,VPS29,146,0.5322946310043335,0.26,0.0691116050311185,0.1506797364243778
TxPert,model,VPS54,306,0.7055851221084595,0.51,0.0709904327659511,0.1935521170385845
TxPert,model,VPS72,95,0.0616743713617324,0.16,0.0752464615487888,0.1854809556476508
TxPert,model,WBP11,205,0.5153447389602661,0.42,0.0655971231272944,0.1104708311992641
TxPert,model,WDHD1,175,0.5673080682754517,0.3,0.077240675154263,0.2346329588080679
TxPert,model,WDR12,174,0.9206447005271912,0.81,0.0728997581589878,0.1574993841851517
TxPert,model,WDR3,329,0.9655022621154784,0.91,0.0710522832207768,0.4172805867047779
TxPert,model,WDR43,47,0.707795262336731,0.61,0.0645507239454844,0.2053443773539851
TxPert,model,WDR5,75,0.1887648850679397,0.17,0.0647843822743431,0.3688396618278593
TxPert,model,WDR70,29,0.6139241456985474,0.38,0.0730298033194596,0.165642592384993
TxPert,model,WDR82,86,0.6017760038375854,0.41,0.0585562810367492,0.1481055973926049
TxPert,model,WDTC1,107,0.3199519515037536,0.24,0.0659587730811535,0.1458471208045716
TxPert,model,XPO1,139,0.6598212718963623,0.48,0.0594143001812297,0.0516855048077237
TxPert,model,XRCC6,26,0.4477139711380005,0.42,0.0734195825917228,0.2037946283166823
TxPert,model,YEATS2,233,0.3051996529102325,0.26,0.0712942460774106,0.3769183129828689
TxPert,model,ZBTB17,158,0.2109652161598205,0.22,0.069492696778034,0.1830279144374728
TxPert,model,ZCRB1,141,0.407906174659729,0.33,0.0738640943526667,0.1763005348373496
TxPert,model,ZNF335,140,0.2591286599636078,0.18,0.070453290378495,0.1002891689913142
TxPert,model,ZNHIT6,116,0.0912121534347534,0.26,0.0692845667443815,0.333721563523546
CellFlow,model,ACTR8,242,0.2509865164756775,0.21,0.7326572571887393,0.6381828523301545
CellFlow,model,ALG13,167,0.0374868027865886,0.18,0.76073866963436,0.3725464174508446
CellFlow,model,ANKRD11,184,-0.0711898356676101,0.22,0.8393080883495306,
CellFlow,model,AP2S1,96,0.1368489563465118,0.19,0.7964342898178645,0.5067446819723881
CellFlow,model,ARGLU1,367,0.1236572787165641,0.25,0.7920244182951875,0.7215837947078421
CellFlow,model,ARIH1,57,0.2214520871639251,0.24,0.7422974749945909,
CellFlow,model,ARPC4,188,0.1215676516294479,0.18,0.7507219223763132,0.408384657997483
CellFlow,model,ATP6AP1,114,0.0682213604450225,0.15,0.7637943578153559,0.5827514581579581
CellFlow,model,BGLAP,236,0.2488329708576202,0.2,0.7509116584865926,0.5793620151542428
CellFlow,model,BMS1,18,0.4610154032707214,0.44,0.7425314000912031,0.177658693605067
CellFlow,model,BRIX1,95,0.3986569046974182,0.32,0.656776089852773,0.6156165833745729
CellFlow,model,BYSL,87,0.6803632974624634,0.67,0.7440139630834016,0.8049792350498849
CellFlow,model,C1QBP,189,-0.0131490249186754,0.3,0.7285413035715713,0.556751147741619
CellFlow,model,CCDC86,235,0.4274892807006836,0.31,0.8125847938266332,
CellFlow,model,CDC123,96,-0.1096584573388099,0.21,0.773308692725442,0.4698272626461316
CellFlow,model,CDC23,158,0.1228104829788208,0.26,0.8098450962664447,0.5070902144026967
CellFlow,model,CDC40,84,0.4890862107276916,0.3,0.7038570037094837,
CellFlow,model,CENPC,116,0.1772819757461547,0.2,0.7101976591224671,
CellFlow,model,CENPE,171,0.4253778457641601,0.36,0.7806051839002818,
CellFlow,model,CHERP,54,0.0537318661808967,0.19,0.7407499528561468,0.4381789916059425
CellFlow,model,CHMP6,620,0.3622087240219116,0.22,0.7818485267373745,0.730391641870048
CellFlow,model,CNIH4,65,0.263568103313446,0.24,0.6873383834268989,0.4354714246725976
CellFlow,model,COG2,332,0.0122110713273286,0.13,0.7801065978120635,
CellFlow,model,CPSF3,575,0.2652949690818786,0.22,0.7317478631704875,0.5954484893231284
CellFlow,model,CPSF4,57,0.1815834939479828,0.18,0.6070491624548062,0.2706626453247264
CellFlow,model,CSTF1,129,0.2568702101707458,0.14,0.7605201349880233,0.5335547291633163
CellFlow,model,CSTF3,59,0.2438521087169647,0.16,0.6865309844963795,0.3433282812221025
CellFlow,model,CTR9,197,-0.0894711911678314,0.19,0.5507981854822618,0.3477211397680658
CellFlow,model,CUL1,181,-0.053765382617712,0.19,0.7418001560121282,0.5405944300614745
CellFlow,model,CWC15,144,0.4556744992733001,0.24,0.7294438184562134,0.8080446397231362
CellFlow,model,CWC22,28,0.1103766337037086,0.23,0.7135774713012171,0.3796058196800038
CellFlow,model,DAD1,71,0.0513980090618133,0.16,0.7489629035855397,0.3219380957020963
CellFlow,model,DBR1,96,0.0573198422789573,0.21,0.7104554810895821,0.3410097164580474
CellFlow,model,DDOST,74,0.0316343382000923,0.26,0.7241468664888283,0.3485649439717923
CellFlow,model,DDX41,259,0.1654973477125167,0.2,0.6602234990480548,0.6058903734309559
CellFlow,model,DDX49,41,0.3867398500442505,0.41,0.6856951748479687,0.6051705595590376
CellFlow,model,DDX5,130,-0.1160330176353454,0.19,0.804017258111278,0.4529663644896198
CellFlow,model,DDX52,106,0.5760266780853271,0.46,0.7339303651885195,0.6875173142854544
CellFlow,model,DDX54,68,0.4802611172199249,0.39,0.7812339151269589,0.4687613615504634
CellFlow,model,DERL2,122,0.3609981536865234,0.34,0.7416073118750076,
