1784394205.664561055	3	5618	72
1784394215.761984813	1	5620	0
1784394215.761984813	3	5618	0
1784394225.905761757	1	5620	0
1784394225.905761757	3	5618	0
1784394235.995894186	1	5620	0
1784394235.995894186	3	5618	0
1784394246.463989211	1	5620	100
1784394246.463989211	3	5618	53
1784394256.558543740	1	5620	0
1784394256.558543740	3	5618	0
1784394266.965084489	1	5620	0
1784394266.965084489	3	5618	0
1784394277.065065354	1	5620	100
1784394277.065065354	3	5618	0
1784394287.432425699	1	5620	0
1784394287.432425699	3	5618	0
1784394297.560951170	1	5620	0
1784394297.560951170	3	5618	0
1784394307.847196515	1	5620	0
1784394307.847196515	3	5618	0
1784394317.944664734	1	5620	100
1784394317.944664734	3	5618	0
1784394328.312522027	1	5620	0
1784394328.312522027	3	5618	100
1784394338.397410198	1	5620	0
1784394338.397410198	3	5618	0
1784394348.809336313	1	5620	100
1784394348.809336313	3	5618	0
1784394358.913746300	1	5620	0
1784394358.913746300	3	5618	100
1784394369.422307233	1	5620	0
1784394369.422307233	3	5618	0
1784394379.504052743	1	5620	100
1784394379.504052743	3	5618	0
1784394389.788686397	1	5620	0
1784394389.788686397	3	5618	100
1784394399.909755341	1	5620	0
1784394399.909755341	3	5618	0
1784394410.217153806	1	5620	100
1784394410.217153806	3	5618	0
1784394420.325354631	1	5620	0
1784394420.325354631	3	5618	60
1784394430.725520902	1	5620	0
1784394430.725520902	3	5618	0
1784394440.832526331	1	5620	100
1784394440.832526331	3	5618	0
1784394451.131497750	1	5620	78
1784394451.131497750	3	5618	73
1784394461.243222723	1	5620	36
1784394461.243222723	3	5618	8
1784394471.676480999	1	5620	100
1784394471.676480999	3	5618	0
1784394481.779663216	1	5620	0
1784394481.779663216	3	5618	100
1784394492.152494656	1	5620	0
1784394492.152494656	3	5618	100
1784394502.232350481	1	5620	100
1784394502.232350481	3	5618	23
1784394512.841339896	1	5620	0
1784394512.841339896	3	5618	100
1784394522.958101000	1	5620	0
1784394522.958101000	3	5618	0
1784394533.415604249	1	5620	100
1784394533.415604249	3	5618	0
1784394543.514041718	1	5620	0
1784394543.514041718	3	5618	100
1784394553.868090911	1	5620	0
1784394553.868090911	3	5618	0
1784394563.971507438	1	5620	0
1784394563.971507438	3	5618	100
1784394574.466434636	1	5620	0
1784394574.466434636	3	5618	100
1784394584.564425456	1	5620	0
1784394584.564425456	3	5618	0
1784394594.925498485	1	5620	0
1784394594.925498485	3	5618	100
1784394605.034749587	1	5620	0
1784394605.034749587	3	5618	100
1784394615.339907070	1	5620	0
1784394615.339907070	3	5618	0
1784394625.429474327	1	5620	0
1784394625.429474327	3	5618	100
1784394635.866409974	1	5620	0
1784394635.866409974	3	5618	100
