condition,n_true_cells,n_pred_cells,mean_pcc,mean_spearman,delta_pcc,delta_spearman,pra_all_genes,pra_top100_true_de,pra_nonzero_genes,true_range_mean,pred_range_mean,range_width_ratio,csa_pearson,csa_spearman,n_corr_pairs
CMTR1,138,2000,0.9886680452620389,0.978180283261281,0.4753527546683801,-0.021452217892898768,0.8463151348158766,0.6868197877616623,0.8463151348158766,0.494189465512257,0.4502213115626081,0.9110297444030485,0.6045488386036689,0.5924607202248424,4950
CNOT2,64,2000,0.99278093314131,0.9592297576735198,0.2923004766808039,0.15187360002895695,0.9068048079823796,0.8526322321929678,0.9068048079823796,0.4463021041420878,0.46227940758679137,1.0357992779743295,0.37223366425126503,0.3211440824377904,4950
CNOT3,303,2000,0.9891857060665871,0.9570247760688185,0.32494136757579084,0.2086421884745814,0.8776012646568004,0.7361680878117032,0.8776012646568004,0.47658473080499797,0.45580887950435606,0.9564067845194761,0.5920221174273909,0.5754675710523413,4950
COPB1,56,2000,0.9763359995347612,0.859083994417099,0.5064818510453789,0.31576823521318365,0.8683096461290123,0.8346812473310886,0.8693470531136348,0.4859377120672625,0.539213720551925,1.1096354451718982,0.5555756470052319,0.5505284726852014,4851
COPS2,44,2000,0.9906771640340549,0.9314868439765556,0.21383770808826566,0.16917329392784214,0.8640855251032069,0.8702379219206088,0.8643433841080125,0.44286704593446996,0.47277221659012675,1.0675262705927753,0.12427303295598742,0.10288197193867671,4950
COPS4,253,2000,0.9956272350634874,0.9715067154261734,0.2806979443544392,0.2287188586890785,0.8927444098731828,0.8784330729585922,0.8927444098731828,0.45723421305666967,0.4585983229288444,1.002983372204853,0.4083348489274195,0.3512680394045694,4950
COX11,103,2000,0.9976830717343912,0.977510915302104,0.17746480530584072,0.1402379811593209,0.8935930186905433,0.9164085921212586,0.8935930186905433,0.4310647512877222,0.43319006786768693,1.0049303649261792,0.40357313697071723,0.316006943791424,4950
COX17,129,2000,0.997971315277565,0.9786029796742874,0.2645646106904794,0.17509107939506152,0.8929276311471814,0.8951797788486554,0.8931940971666226,0.439793298492177,0.43609346070238386,0.9915873031300135,0.3430479290471387,0.27962253612711896,4851
COX7C,154,2000,0.9981295354142572,0.9813683688371707,0.43235479294582,0.2894695851495808,0.8988278913354373,0.8981030266616647,0.8988278913354373,0.44216639882215897,0.44125229042064557,0.9979326371626727,0.4188246034672177,0.35399370553010023,4950
CPSF1,48,2000,0.9915762358976,0.943218347442441,0.22506166135343142,0.1541736560586249,0.8331353922871834,0.8132386628609792,0.8333840152034135,0.45122795223674095,0.44558901741052154,0.9875031130644761,0.2280766007035403,0.21223161332782145,4950
CPSF3,575,2000,0.9930300173887738,0.9719589995908183,0.28541997483562787,0.23032112196081295,0.8769170583961636,0.8199754459401308,0.8769170583961636,0.4614096723888114,0.45244425009177053,0.9805694751557336,0.38665381892432393,0.3628046195070415,4950
CPSF4,57,2000,0.9862195344702673,0.9315179179073515,0.3205224977942699,0.27210626625783035,0.789132003973003,0.7793418955635039,0.7896031275574645,0.484055798273169,0.45911737643656014,0.9484802549409028,0.19320306115964597,0.18021606699023315,4950
CPSF6,43,2000,0.9822538161736917,0.9105894533889588,0.2790207525576766,0.1567746444669994,0.8553315298092219,0.8032865371959496,0.8558421754986602,0.4609567593125214,0.4856746574412302,1.0536230071326937,0.2774255617625115,0.23744958422404178,4950
CSE1L,373,2000,0.9783662110740877,0.9021381783412638,0.4428295145843234,0.3107761892341993,0.890918192644083,0.7876504207996892,0.8911840590101363,0.4669335196817156,0.5060995119708027,1.083879138676943,0.46295009333148746,0.44127545957541825,4851
CSNK1A1,131,2000,0.9971295814314546,0.9756224974373122,0.16166046817016622,0.10602150850194483,0.8395119630653254,0.8281786890405999,0.8397624888674936,0.46491713773432525,0.43490305348971275,0.9354420580293074,0.4186477431745877,0.3510586308200277,4851
CSNK2B,103,2000,0.9923194223877212,0.9513227008372616,0.2148494401850188,0.16068022800190207,0.8854499866401998,0.8902510281851193,0.8854499866401998,0.45781746181550476,0.47893411739679903,1.0461245952400087,0.350473408735457,0.2471756666967155,4950
CSTF3,59,2000,0.9909056347999113,0.9457091886010434,0.3134289346905387,0.21233494302941397,0.8388420770414897,0.8366131884600404,0.8393428782815143,0.45830841632493224,0.46202124997329275,1.0081011463789413,0.29120379371566557,0.2631284778031181,4950
CTR9,197,2000,0.9824314774389011,0.9279182664403165,0.42480178354882797,0.41747749021378494,0.7620429711354622,0.715549968016285,0.7622703787663591,0.4874950111650269,0.46289977819948064,0.9495477042888192,0.3739422849326853,0.3679741835906021,4950
CUL2,84,2000,0.995527833495756,0.9688456342155226,0.16098368968789956,0.07403374965349341,0.9089514347223426,0.9007671308783389,0.9089514347223426,0.4322487379413161,0.4516006475035339,1.0447702848287836,0.36147649179432967,0.2767045689601874,4950
CUL7,33,2000,0.9876353079210656,0.9115789592268513,0.4205146806418331,0.2618769550110161,0.8627850622886869,0.9273667434296696,0.8648491413850714,0.4566097975995276,0.515524173075416,1.1290256242755952,0.44816947347794867,0.44406494789850537,4950
CWC15,144,2000,0.9902012364784604,0.938766582139704,0.6496548673911035,0.5891091623463292,0.8905667841116521,0.8850976610285071,0.8905667841116521,0.4418147645492847,0.495354803941679,1.1211820710319453,0.721220984365777,0.7215627573581803,4950
CWC22,28,2000,0.9788443983179518,0.8719334470065443,0.5837159956346857,0.47187656789745647,0.8698508270043125,0.9130041310460583,0.8745470822190928,0.4501403968554515,0.5336679381406051,1.185558839004595,0.6044183731799994,0.6243898895225487,4950
CWF19L2,187,2000,0.9949312888809331,0.9701149472633144,0.5223495551466565,0.4275914250644852,0.8848413040983799,0.8086200610216174,0.8851053570091821,0.4654754577324613,0.45051732949489476,0.9678648193632324,0.4586881856183617,0.4422072275776911,4950
CXXC1,115,2000,0.992412188225814,0.9704085030159596,0.10703445576417106,0.0572011116511751,0.8628371465140232,0.7589283298554025,0.8628371465140232,0.4566788075825196,0.43792803240923317,0.9589409789739191,0.39871227469986276,0.3040203433448922,4950
CYCS,162,2000,0.9971903990558556,0.9823634021559906,0.24999873046952678,0.1966355226376747,0.9061425124964495,0.9017275771843597,0.9061425124964495,0.4334684817040415,0.43615255100122746,1.006192051668241,0.47160451829291816,0.4025522003311011,4950
DAD1,71,2000,0.9928393039974951,0.9661055942392944,-0.006125069795082432,0.038578585931486,0.8753903837233964,0.8105606416412434,0.8753903837233964,0.43885787527537007,0.45128279274072136,1.028311915729975,0.18483444339688113,0.12020168827133372,4950
DAP3,141,2000,0.9975417146299359,0.9805477485006305,0.3268671148698404,0.18769286295096246,0.882069607359435,0.8681176263585167,0.882069607359435,0.44255637746473203,0.4330100314063327,0.9784290627617253,0.4923248075655045,0.41623334882427016,4950
DARS,60,2000,0.9872225095695395,0.913783027205906,0.5828876483446712,0.36758435854219945,0.8656329015248236,0.8859112742445571,0.8658912222951981,0.4524350886137574,0.4775975122552857,1.0556155208086748,0.44392608601640443,0.4148662115870488,4950
DDB1,85,2000,0.9954063723579274,0.9670118302111554,0.30589980335986083,0.1670564147659257,0.8912273807476522,0.8730714267472699,0.8912273807476522,0.45513546222683093,0.45898366234632587,1.0084550432878083,0.39827782249907556,0.3735576288225403,4950
DDX10,97,2000,0.9935368782318184,0.9613721415072987,0.6058160868087954,0.2553858337729736,0.8916791012918089,0.9243407003423648,0.8919451947269901,0.45767044429189413,0.4708574495983599,1.0288132982647278,0.5729999726546443,0.5206638214855771,4851
DDX18,112,2000,0.9887430044548035,0.9537217936157428,0.7159970982473902,0.45345227721432874,0.8833468766666659,0.878593989458967,0.8833468766666659,0.4934099935848702,0.4869993098300314,0.9870073697163376,0.5651577488770281,0.5175314663358882,4950
DDX23,126,2000,0.9913155411119089,0.9437144824272877,0.583550066578446,0.46803579907214826,0.8864970428495621,0.8880124757743987,0.8867615898632445,0.4577778473380855,0.47226755749288385,1.0316522521186453,0.6371655193067524,0.6327627323966687,4851
DDX41,259,2000,0.9896746753342703,0.9386893636614256,0.7085954794600869,0.6986109895966958,0.8775759958962184,0.9191231254117814,0.8775759958962184,0.4522526567019435,0.5176652227887087,1.1446371926644168,0.7846697980324373,0.7796333661041402,4950
DDX46,132,2000,0.9862283758024767,0.9296708205026202,0.4612407474102354,0.37549937348096013,0.8977837724352931,0.8899492218069893,0.8977837724352931,0.4466434487295038,0.4892683886612827,1.0954339061698728,0.34865201537931134,0.3284240242127337,4950
DDX47,313,2000,0.9899943325287899,0.9653465103596903,0.6945987404480418,0.42545141046841334,0.9054890019752668,0.8955322193547537,0.9054890019752668,0.4892401744071439,0.48751661187647843,0.9964770421858252,0.6337939997732415,0.5994669164648112,4950
DDX5,130,2000,0.9973049676967299,0.9794316954373552,0.03253649112631075,0.05273754141178831,0.9052533682655274,0.8685608999942025,0.9052533682655274,0.4274871360043816,0.4369246044477921,1.0220765899784827,0.2803949978133272,0.2247055705698352,4950
DDX52,106,2000,0.9934731579245717,0.9673381624366565,0.6008176563105262,0.2181246520178135,0.8836074113017592,0.8963065474126861,0.8836074113017592,0.47058091018802367,0.46470328361897073,0.9875098281360314,0.5510325589530776,0.525800470961733,4950
DDX55,150,2000,0.9967301816397799,0.9787571407083245,0.1422323211428675,0.0863705934258424,0.9155451189217342,0.8982275196981583,0.9155451189217342,0.4244114821085479,0.43787524138615774,1.031723338146947,0.48240607843620814,0.3466272685826119,4950
DDX59,152,2000,0.9980864160786563,0.982001597318651,0.20179992688398848,0.15854451728734525,0.8958130225522137,0.922989238816338,0.896080349625491,0.438945633171433,0.440512080594474,1.0035686364528495,0.4578244755847713,0.30520211401022124,4950
DENR,228,2000,0.997923585830583,0.9851025111326787,0.14237499827975159,0.13716393283133613,0.9040978887236437,0.8885786038335521,0.9040978887236437,0.44003850387404897,0.43642995587187816,0.9917994496199856,0.49509148587579477,0.33859419140731867,4950
DHX16,305,2000,0.9906063405857907,0.9418844129354493,0.6874228133631095,0.6301615724084934,0.8777693039924856,0.8465708102290403,0.8777693039924856,0.4837417514439061,0.501446856630895,1.0366003032984823,0.7534533222128373,0.743984247039084,4950
DHX33,127,2000,0.9965903780020642,0.9811349645123717,0.2410599528519438,0.10204759813974414,0.8569839326870009,0.8090626758929568,0.8569839326870009,0.4689593523296224,0.43465147975261,0.9268425255301801,0.5760809796955895,0.5098310192768499,4950
DHX36,248,2000,0.9953899142973838,0.9808852409317746,0.14425329167572823,0.10910602308725031,0.8824662562252095,0.7920173804076899,0.8827296003780668,0.46128886947475,0.44024955707585267,0.9543901374278654,0.5807163068263789,0.5159109525669633,4851
DHX37,202,2000,0.9951130937566056,0.9785789505188076,0.580487154923291,0.20180887870607203,0.8739150765102095,0.8554795156306764,0.8739150765102095,0.47088482562443673,0.4532655995070206,0.9625827064614401,0.5934328884533594,0.5413084317595027,4950
DIS3,40,2000,0.9878713567846285,0.926056717867586,0.5352817479236248,0.24388942928459462,0.8524146542803408,0.7720469522895752,0.8536880553175089,0.46410392656175514,0.4725960355394145,1.0182978387138273,0.5324769947172744,0.5056143051810266,4851
DKC1,51,2000,0.9931463793917515,0.9568215082307395,0.4250288571052662,0.1259899638797604,0.8389268757735192,0.8840118672908752,0.8391772269748841,0.45949193471175814,0.4604708178942554,1.0021303380696072,0.4194812987486187,0.33908977405225105,4851
DLD,283,2000,0.9878843527744049,0.9482870586299331,0.3704666719846366,0.2643210594825235,0.8967538792518391,0.7463989500797247,0.8967538792518391,0.458965393511005,0.4637572059323368,1.0104404436253263,0.4606252264992597,0.4386525250243893,4950
DMAP1,71,2000,0.9850439744036309,0.9356060442093422,0.25119838534371913,0.18915995445682796,0.8533619360689583,0.6916462657837747,0.8533619360689583,0.4393394818942914,0.44667937405438557,1.0167066296008287,0.4302517820218121,0.4172166402910638,4950
DNAJC17,30,2000,0.9873956784272032,0.9139110264698153,0.6475560777119689,0.5444480151806377,0.8880743854432037,0.9110739763015998,0.8915319976057559,0.4392663318895,0.5120649020244654,1.1657276080425902,0.5336349269997298,0.541466444980435,4950
DNAJC8,260,2000,0.9987058008430957,0.9881076731415132,0.1312726098772068,0.10127848323395268,0.898301337983725,0.8844236127776819,0.898301337983725,0.4473437309958627,0.4341483871158,0.9705028758182966,0.25793243236308355,0.23430450202922837,4950
DNM1L,144,2000,0.9975210967738684,0.9812303479960495,0.28121792357192676,0.17727034667776437,0.8854658771183026,0.8696700095957707,0.8854658771183026,0.44109427477577656,0.4326532584342769,0.9808634420511919,0.551605427010264,0.4928185525447461,4950
DNMT1,146,2000,0.9968407685190301,0.9779135627260421,-0.058661982773247495,-0.034963214898655774,0.908105687902242,0.8892511632857549,0.9083766833328305,0.4311271947241768,0.45421761352828177,1.0535582272496062,0.24265881202676326,0.20063046380580898,4851
DNTTIP2,235,2000,0.9904175227628634,0.9620699454168351,0.7030207541696183,0.41566291890114815,0.9012453958569528,0.9081792666641283,0.9012453958569528,0.4892027915222014,0.48463310728659253,0.9906588960214663,0.6523316026444308,0.6337652799488662,4950
DR1,103,2000,0.997362184132422,0.9769191828911566,0.07052001293384348,0.07923667435649559,0.9085750208827724,0.8917952188720275,0.9088461563709498,0.4129936628870506,0.4401226604291792,1.0656886275096715,0.31681194259741113,0.236460812912532,4851
DSN1,234,2000,0.995607050980846,0.9764603234227787,0.5253185809356982,0.37653320163345444,0.8627148263759837,0.7609413731146675,0.862972276339092,0.5031174382268228,0.45758340278340887,0.9094961909910038,0.5615008805701134,0.5294781793976246,4950
DTL,87,2000,0.9940999854062533,0.9691307813409051,0.35071504106874524,0.21703823545461265,0.897129317960105,0.7335933593055011,0.8973970378401289,0.44258711970809117,0.43392420686666955,0.9804266273013061,0.5819572088930074,0.5908254354852148,4851
DUT,46,2000,0.9915193514176163,0.9435482289135985,0.31065235410197944,0.15718636515373763,0.9113231558057662,0.88737379797164,0.9113231558057662,0.4172458669264092,0.46062491561326735,1.1039651703844375,0.26546635620617615,0.24881195228785483,4950
DYNC1H1,217,2000,0.997259753959899,0.9816921607275133,0.4232438384653623,0.30052094318226485,0.8729302216094885,0.7528065985054913,0.87319072003432,0.481332292357073,0.4419840427467863,0.9182513631069448,0.5869684001341294,0.5748390264733221,4851
DYNC1I2,239,2000,0.9966919637691964,0.9807065740908847,0.4604731783039662,0.30536096796051493,0.8994851959532705,0.8066315368372672,0.8994851959532705,0.47739495435387336,0.45471931689456097,0.9525012847799881,0.5894307958951163,0.5873895285933771,4950
EBNA1BP2,68,2000,0.9928019894471389,0.9572127407976544,0.48292994347180945,0.3095602337391023,0.9175811220437912,0.8979747954810994,0.9175811220437912,0.4288078743715489,0.4698967069284636,1.0958210519312945,0.39869449306531574,0.3116532196090766,4950
ECD,69,2000,0.9950510007924759,0.9616960496929295,0.48661789020902946,0.3773652542747505,0.8745728342878237,0.8558796056439216,0.8745728342878237,0.46322126373168543,0.4513138408070962,0.9742942874176231,0.49654816751724307,0.5037046291037126,4950
EEF2,196,2000,0.9894558889257764,0.9671915296904812,0.30819455315897637,0.1212189101728433,0.8770740968678433,0.7858195667347188,0.8770740968678433,0.4705037216640351,0.45855075813842266,0.9745953693431119,0.4487677046107133,0.33887686268616546,4950
EIF1AX,95,2000,0.9929545692338811,0.961498593038256,0.5184563428498725,0.3495885095779324,0.8909495679903068,0.8513478374720442,0.8909495679903068,0.4412961009365279,0.4578098641740585,1.0374210259920142,0.6130375855534536,0.5999757868605873,4950
EIF2B1,162,2000,0.9939764146509945,0.9623017298916473,0.5611884445515103,0.3915075467112658,0.895640717563003,0.9311734671332078,0.895640717563003,0.45390626548307117,0.4741737671179479,1.0446512699418111,0.5695787726827459,0.5312343207659483,4950
EIF2B5,412,2000,0.9879468675458428,0.9332555953602855,0.6674006148620315,0.4955874782942571,0.8578523461907516,0.8542032539552225,0.8578523461907516,0.4915072715485599,0.4821648823927538,0.9809923484218349,0.6053802770667712,0.5885029803892593,4950
EIF2S1,208,2000,0.9769710178962409,0.9027381578405392,0.7007587954192032,0.5441387531917409,0.8362884351817867,0.807346501714229,0.8362884351817867,0.5373781028717117,0.5219492608560496,0.9712886482606978,0.5271479651845329,0.5238022583539397,4950
EIF2S2,76,2000,0.9868085961368763,0.9301800396541953,0.4928822769415893,0.32749127532197114,0.8810067566999903,0.8735163224094957,0.8810067566999903,0.4678941935318609,0.491334425956559,1.0500972703824103,0.4650886950485324,0.4357985095415134,4950
EIF2S3,46,2000,0.9727979930710878,0.880353230363747,0.6431833742667427,0.4482233173417796,0.8112266630165725,0.7733120042472816,0.8121958704992687,0.5212568824506212,0.5102499845390196,0.9788839091223253,0.5673819273006216,0.5682240190844997,4950
EIF3B,23,2000,0.9750067142536647,0.8680588078465664,0.5508445760250753,0.3675972434228975,0.7680317530553168,0.8325401177647989,0.7735704435821581,0.4606560065631081,0.4494559849311237,0.9756867787909375,0.29722296233397194,0.23793219147305597,4950
EIF3CL,44,2000,0.9842146876441129,0.9086986086744279,0.4367721305298395,0.22193919354738634,0.8516740046712655,0.8750447193953026,0.8516740046712655,0.4290488624247348,0.4579323332318882,1.0673197452866405,0.2776027188212358,0.23908268419082598,4950
EIF3D,144,2000,0.9812116288078122,0.9201388553123859,0.570983183948425,0.45690275427318133,0.8306858590477075,0.8374538756741421,0.8306858590477075,0.4598987180446243,0.4574000728776711,0.9945669448194022,0.5389526950548061,0.519089383866148,4950
EIF3E,171,2000,0.9839601701332239,0.9324510298272441,0.5002204986912596,0.39328832994134816,0.8788204555772385,0.8387176120686521,0.8788204555772385,0.4255542280619213,0.45408153743834606,1.0670356368822576,0.445164345597592,0.39923008733752313,4950
EIF3I,44,2000,0.981571250922478,0.8972277079311498,0.6023402026726931,0.39997010917965425,0.8269351018585537,0.8742074567374601,0.8269351018585537,0.4383525137773989,0.4461670288782616,1.0178269878168444,0.3777855766101565,0.3346252672579901,4950
EIF3J,72,2000,0.9967149892366565,0.971429976148206,0.26440492944522764,0.15266075472357735,0.8732064286447406,0.8752492073289201,0.8732064286447406,0.43124764520310416,0.43413408607288123,1.0066932094237537,0.33453457414156396,0.241451769148984,4950
EIF3M,209,2000,0.9908871216067233,0.9403207354844878,0.6491596607683829,0.4416400433987507,0.868322506907085,0.9044288416775608,0.868322506907085,0.44206207740100595,0.4473594001972097,1.0119831873105156,0.6050849497079293,0.5449975575094926,4950
EIF4E,324,2000,0.9884224971549032,0.9363748953000689,0.5334727051163763,0.28897626085565614,0.8593419562098393,0.9036833615623788,0.8593419562098393,0.45219712287480973,0.4501172071093095,0.9954004003690222,0.5473087200566237,0.4992029676052819,4950
EIF4G2,205,2000,0.9961072156531832,0.9809827432200183,0.438075404932466,0.2892095472920808,0.8881356733469882,0.8073648599997856,0.8881356733469882,0.4428957531139752,0.43180432936351987,0.9749570109398381,0.594862603217116,0.5468056085861183,4950
EIF5,94,2000,0.9939884961311348,0.9656534047039662,0.35723616653862983,0.26255382768038005,0.8994689283355569,0.9154504014100928,0.8994689283355569,0.441342835295901,0.46231683657322226,1.0475231251641999,0.3103869197433704,0.25461965852890545,4950
EIF6,107,2000,0.993662747748018,0.9690676807919971,0.34851217186205957,0.16574637510820647,0.9090257801807023,0.8595276818707197,0.9090257801807023,0.43973015979030183,0.45600458084100537,1.0370099942391136,0.3771957562498609,0.2739567382185149,4950
ERCC2,116,2000,0.9944068796189901,0.9673634147636744,0.21910997175370703,0.11847054600291791,0.8656567169866133,0.8859303567033858,0.8656567169866133,0.46804643488157904,0.45630196871253764,0.9749074556649759,0.2958191988801231,0.2533329418333776,4950
ESF1,121,2000,0.9950027948121717,0.9759201792830594,0.3680425721575614,0.12047426793771294,0.8591583258509233,0.7943441777876383,0.8594147144888973,0.4670762635682996,0.44159961999517655,0.9454550466062206,0.5457815475558933,0.5013841781455763,4851
ETF1,40,2000,0.9876302802639411,0.910534644841681,0.6343710605418839,0.45123619657849207,0.8659135957679005,0.8672943019790567,0.8669481400878145,0.4570513498602627,0.491470948827238,1.0753079237692207,0.5506420352833125,0.5328513956511499,4950
EXOC7,32,2000,0.9890621913603764,0.9191182137476964,0.3917010567249936,0.21538377152933808,0.8220597669147249,0.835287950775126,0.8252603589991488,0.4725591461683196,0.47912780341071587,1.01390015865031,0.35746072631439335,0.3410167218973349,4950
EXOSC10,77,2000,0.9962808761961677,0.9755226456656297,0.39593837901753626,0.1194294181780696,0.8761803535898984,0.8427465649292171,0.8761803535898984,0.4526731122187329,0.4374495715937281,0.9663696608484549,0.5799541141431694,0.5481796636087582,4950
EXOSC2,209,2000,0.9877083954839332,0.9424277773394915,0.6112687026775954,0.3324460542368891,0.8419452609023859,0.8261597284274679,0.8419452609023859,0.5017219535846416,0.48041780631070163,0.9575379217570452,0.6323534783576485,0.5694592736698556,4950
EXOSC3,44,2000,0.9840363528521506,0.9195641266550943,0.5368541837606262,0.2390981918135217,0.812913545087839,0.8031950049385675,0.8133988666072942,0.49053886812758196,0.478867594435934,0.9762072198309786,0.59858286529387,0.5384136676315044,4950
EXOSC7,84,2000,0.9939844025491585,0.9547627387212577,0.3518311167126707,0.19038811617792745,0.8801170476948837,0.9056591283679731,0.8803796908007312,0.4475795709472461,0.4729262959308338,1.056630632992561,0.3882060900624644,0.3237780628190365,4851
FAM136A,40,2000,0.973845842274831,0.8967180835661972,0.19750505225340334,0.12269158066637008,0.7136479899577146,0.5457662450879337,0.7155692678247859,0.544517486146818,0.4365664638352869,0.8017491943318119,0.45090284271183023,0.4502595545396607,4950
FAM32A,332,2000,0.9903493621284088,0.9412911084670993,0.6357037097865265,0.5538209620171949,0.8916134471351759,0.8667408717553813,0.8918795209779496,0.47966803788343076,0.49030352039858643,1.022172568221055,0.6745928211005984,0.6644823962757445,4851
FARSA,128,2000,0.9877195771100733,0.9276246173328234,0.6045207802975516,0.413555988243557,0.8539119140344396,0.8945493564381053,0.8539119140344396,0.4682806263920053,0.47823273063637883,1.0212524146226762,0.6383351347153261,0.6137717980966312,4950
FBL,124,2000,0.9883083099369713,0.9507057409514401,0.68691195635162,0.4613843706737416,0.9128078072217257,0.9058465058767432,0.9128078072217257,0.4754507157644858,0.4973045996034093,1.0459645398664272,0.5242903478472882,0.4792928432864473,4950
FBXO5,233,2000,0.9983894615344675,0.9862169057932826,-0.0009172657382027199,0.009050273611301889,0.9166354502745684,0.8742372728126306,0.9169089911430478,0.43578130106012697,0.43800317824945034,1.0050985830115529,0.44917532869473886,0.36507579080697744,4851
FTSJ3,153,2000,0.9912409116182752,0.9548470658685086,0.44983660064806347,0.3413182730709959,0.8759291423770986,0.8053553328412145,0.8759291423770986,0.4912211743096749,0.480867287739228,0.9789221293764082,0.5593895956121547,0.5472250329662416,4950
GARS,148,2000,0.9916048625773058,0.9623942008952444,0.07525147050980856,0.03314684116836048,0.8853077489809589,0.8691675512696325,0.8855719410874885,0.45982275351499685,0.46876527022613174,1.0194477251251681,0.23185757885058578,0.1730176903041319,4851
GBF1,155,2000,0.9896308036186013,0.9556668925295341,0.5138270763807484,0.41073917171114577,0.8859095642736617,0.7409931549346941,0.8859095642736617,0.47769286723847454,0.4746654893564887,0.9936624805890198,0.5740831671432352,0.5651606619365392,4950
GFER,198,2000,0.9973416902669231,0.9811713203311663,0.21358267143905738,0.17863687557691185,0.9007121095008693,0.8413047637566214,0.9007121095008693,0.44199893727214,0.43716319275554283,0.9890593528639792,0.35552651803320673,0.3046008309255115,4950
GFM1,230,2000,0.9977995839315562,0.9840310880589904,0.3899412960850251,0.19972721057125012,0.8879623155121878,0.8510654343147707,0.8879623155121878,0.43251947001276225,0.4226973495677172,0.9772908946326412,0.442426824157801,0.38599338508783165,4950
GINS2,130,2000,0.9931332680645255,0.9668251641661407,0.36161256557624954,0.2103065875222577,0.915055638054801,0.8075461575509493,0.915328707478273,0.4283948716616397,0.4414108991849783,1.0303832237043837,0.5652844730618799,0.5652930899240698,4851
GINS3,98,2000,0.99563260286254,0.9716608481032772,0.25209686221307115,0.1379858741549034,0.922907938882146,0.8613288030081568,0.922907938882146,0.4269002887418133,0.44410810882377344,1.0403087328181218,0.5166416859523241,0.4632054239682146,4950
GLE1,54,2000,0.9943005333665211,0.9578727637135358,0.331425413679153,0.2415731667896273,0.8721771423179657,0.8342247006584816,0.8721771423179657,0.45120741446860374,0.4495036350773496,0.9962239331649724,0.4588425997101167,0.43395189942944923,4950
GMPS,94,2000,0.9961405375018806,0.9695016623086,0.1342539271148857,0.07360510019620009,0.8997008425049547,0.9153514071408979,0.8997008425049547,0.43644249460533224,0.46384777400476224,1.0627923932940768,0.33320438451017037,0.24352558468226096,4950
GNL3,29,2000,0.9902079399812788,0.9344768915514051,0.3387958009801294,0.16584295882298192,0.8958224339502345,0.8297696225520623,0.8966249025384253,0.40960653469962255,0.44944835688648227,1.0972684951019935,0.27344280945741245,0.17413051411118463,4950
GNL3L,66,2000,0.9955757063861592,0.9645345162659795,0.2987881740509257,0.1731240691745046,0.9138371024304929,0.9036811250097077,0.9138371024304929,0.41917755061800555,0.45860453683868796,1.0940579361227116,0.30405938697704626,0.25717553418085676,4950
GPN1,76,2000,0.9862236780464964,0.9294713473195111,0.5662416716806379,0.40969651818005465,0.8496007272829799,0.8647137979800255,0.8496007272829799,0.5083530056457033,0.5029168123217092,0.989306243581364,0.49079945612574033,0.4870591566265064,4950
GPN2,42,2000,0.9854729352319254,0.9199582015744624,0.39329606212095747,0.2535608181876048,0.8533588729785568,0.8702756396749136,0.8536135309531847,0.46864534645943695,0.48651939510667336,1.0381397967586252,0.2994237620199167,0.2678778869440907,4950
GPN3,250,2000,0.9857356881934013,0.9325018339814741,0.6330735953432813,0.47327047302606334,0.8301266933692575,0.8760550160263014,0.8301266933692575,0.5374439054446601,0.5090220785888578,0.9471166459624215,0.5973266837823441,0.604619876676104,4950
GRB2,53,2000,0.9955806558371115,0.9619297659439946,0.08484376407271293,0.0776828877401411,0.8470644941065133,0.7968317974937793,0.8470644941065133,0.4528773014933797,0.4359624534821737,0.962650241948689,0.37580162658762173,0.25422820279876285,4950
GRSF1,146,2000,0.9976496856306298,0.9818960126671861,0.23221319092952594,0.1288907054644809,0.8799502814170953,0.8485602981194053,0.8799502814170953,0.44993734194148055,0.4355518628144499,0.968027795280927,0.4051253505959415,0.35134931457770524,4950
GTF2B,34,2000,0.9912063255553119,0.9364356457228777,0.33433434570747717,0.21823724433658975,0.8325231078916719,0.8226891876463912,0.8340159765848428,0.45345796375293146,0.46010117548010004,1.0146500935294793,0.28275076028016405,0.25604375392956874,4851
GTF2E1,176,2000,0.9957820683735475,0.974485179860244,0.3402441488362934,0.2394711186224372,0.88648715066827,0.8887915261136966,0.88648715066827,0.46948750536257583,0.46165425529497073,0.983315296336356,0.43507369218286246,0.40624363085528037,4950
GTF2F2,52,2000,0.9887269976652013,0.9328214395600588,0.3813315249881291,0.2590531375022553,0.8464762330506554,0.8882480392705273,0.8467288371190084,0.47337651456881813,0.4823342967646402,1.0189231441165811,0.25806297311563026,0.23282923828225915,4950
HARS2,62,2000,0.9873549386736722,0.9313120372794086,0.31963968694887546,0.19881897113425986,0.8860160584845002,0.883859337618083,0.8860160584845002,0.42876935745822814,0.4737557799662887,1.1049198378483587,0.32119697260648467,0.2636759404776952,4950
HAUS5,153,2000,0.9976284678645848,0.9816178043877937,0.2403510514951038,0.20009495124754637,0.9042243270789162,0.8337764561827615,0.9042243270789162,0.4517718911842224,0.43934992506537074,0.9725038762121103,0.38307825508184956,0.3318570583351518,4950
HBS1L,120,2000,0.9846220667455376,0.943273141808571,0.6424426420907795,0.4720974368646565,0.8102807023635868,0.6507997580642271,0.8105225050202157,0.5093542497947386,0.45105117409643425,0.8855352938016076,0.5689881121526644,0.5637511478699299,4851
HDAC7,148,2000,0.9933746018010483,0.9663073398004733,0.3713461325806992,0.22767994572424344,0.9163850337827428,0.7853662817020921,0.9163850337827428,0.4326064978835123,0.4475100344103353,1.0344505370474826,0.5068460415400264,0.514531981856589,4950
