condition,n_true_cells,n_pred_cells,mean_pcc,mean_spearman,delta_pcc,delta_spearman,pra_all_genes,pra_top100_true_de,pra_nonzero_genes,true_range_mean,pred_range_mean,range_width_ratio,csa_pearson,csa_spearman,n_corr_pairs
CDC6,153,2000,0.9908478244521581,0.9424875967681862,0.42742817057948396,0.2288371638147518,0.9164715990205712,0.8955081900739019,0.9167450909928244,0.45538236807391663,0.4955782557571496,1.0882684083061036,0.47495727327623344,0.47452171528681897,4851
CDC73,140,2000,0.9839185524871479,0.931885838868619,0.4764787054502674,0.4334355169158191,0.7887686094627231,0.7278244437210245,0.7887686094627231,0.5042343717486307,0.47962624960169736,0.9511970364622995,0.3561168193688711,0.34317724868501254,4950
CENPE,171,2000,0.9969647440711145,0.9782366514281626,0.2633720483376131,0.2043882298184969,0.8969122186226444,0.826010902577572,0.8971798737162351,0.45832096527915156,0.4412857464870727,0.9628312259073389,0.4177338661583741,0.3735681125188027,4851
CENPK,93,2000,0.9946261890699367,0.9560048727636543,0.5934485945237746,0.46511354381496256,0.8734570459776346,0.8854209648913269,0.8734570459776346,0.4738448644381434,0.46846806224630627,0.9886528007753326,0.45848464150373547,0.4294761006733528,4950
CEP192,184,2000,0.997481229823839,0.9802656792176698,0.3401499145412339,0.2539239408257992,0.9036498462012832,0.8510007002220492,0.9039195119267983,0.45449132689926125,0.4443555262910316,0.9776985614789039,0.5597988502230073,0.5493465159072528,4851
CHCHD4,132,2000,0.9939308667284658,0.9650118418330375,0.5216909431898074,0.38286259149212387,0.9084510776196888,0.9412499001741734,0.9084510776196888,0.44201762928496297,0.4727941472524543,1.0696273298442964,0.5124570207232884,0.4635553172834255,4950
CHD4,33,2000,0.9917720402531318,0.9346247065000864,0.11569840770750066,0.0868213128612809,0.8579299178862877,0.8409313227549897,0.8612701661440061,0.4254866530954269,0.4568804853799938,1.0737833286152285,0.08772412256321843,0.06887272370203397,4950
CHEK1,205,2000,0.9929369546779595,0.9652290807941595,0.25916604370000346,0.28091140310214874,0.8716008619521183,0.7123232941343184,0.8718609636715907,0.4601346261368126,0.4614092765208991,1.002770146570117,0.36513124273669073,0.32543630210617824,4851
CHMP1A,71,2000,0.9947423161687792,0.9667682607223161,0.18959912295232262,0.15165312264233008,0.8818983011754785,0.8184937304859443,0.8818983011754785,0.44459857631625876,0.4549545917341177,1.0232929337532628,0.38469261207720173,0.35891132153376254,4950
CHMP2A,61,2000,0.9913624780268477,0.9445835982176244,0.40021969298812193,0.3285270894156473,0.8580562459950052,0.5550344608157989,0.8583123057520912,0.46745875298639045,0.4461454362568415,0.9544059745647138,0.4220716194727912,0.4009766569563177,4851
CINP,73,2000,0.9961568273270215,0.9701504358832911,0.13798665147544398,0.07706065473919718,0.8866014710819294,0.8606092799241297,0.8866014710819294,0.4245663084898828,0.43707060890732374,1.0294519133357465,0.24006512204101824,0.15934862663798022,4950
CKAP5,159,2000,0.9974206768841706,0.9792240105324302,0.32176555872360163,0.2538087352085194,0.8658656782855625,0.8032612147208852,0.8661240685208016,0.470725818690544,0.44176337076620564,0.9384727666104374,0.4913181884348111,0.422353854469606,4851
CLNS1A,46,2000,0.9925274132471386,0.9508273396233986,0.31712571113820415,0.2827340296955424,0.8863978753755719,0.8595297231525569,0.8863978753755719,0.4308396499506187,0.45055165584018886,1.0457525100911775,0.29111342304768517,0.23764825575917412,4950
CLP1,51,2000,0.9942068429718665,0.9568755567879869,0.19042184573546522,0.12066385984473188,0.8619112034350567,0.8102111530028828,0.8621684135823068,0.4441483820141749,0.4518545219264892,1.0173503496823837,0.2691617336659136,0.2441110160257778,4950
