condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50,part
NDC80+ctrl,171.0,2000.0,5000.0,0.9977599153491868,0.9807051876122072,0.8523938789783672,0.6842506932277159,0.994947331957519,0.0005986664537004,1.032924019480734,0.5130446491958098,0.4525883285087538,3
NDUFA8+ctrl,85.0,2000.0,5000.0,0.9970855446637008,0.9704150317766008,0.3409434524170913,0.1745976330250473,0.9939379207789898,0.0007882279815606,1.072543916011436,0.5182248703823977,0.5130668637601238,3
NEDD1+ctrl,134.0,2000.0,5000.0,0.997659302079213,0.980551157142046,0.5191033961272271,0.3779400057069529,0.9952843030914664,0.0006050785913999,0.8924494655314248,0.5037731627546367,0.4196424649699468,3
NELFA+ctrl,82.0,2000.0,5000.0,0.9916937592239264,0.9577361360674168,0.3718744160525203,0.2095409934056397,0.9834284950047733,0.0020455617027119,1.2061051738395812,0.5244950177587673,0.6167188044285714,3
NFRKB+ctrl,223.0,2000.0,5000.0,0.996797923425204,0.9811669192382249,0.3718002765356635,0.2192713206371654,0.9935344606637956,0.0008176242861394,0.8007088872638009,0.5394837873152184,0.3748616611133499,3
NOL6+ctrl,107.0,2000.0,5000.0,0.9949214511590612,0.9752238866003607,0.9303457021998686,0.7838525934341036,0.9886827496811748,0.0012941908392734,1.0656404079485715,0.51163607832745,0.5269462810194774,3
NOP10+ctrl,124.0,2000.0,5000.0,0.9970854329827888,0.9786178468567136,0.7184965109119725,0.4070112775959877,0.9941326091066004,0.0007207363483838,0.985960945932257,0.5186329074314139,0.4829522309970586,3
NRBP1+ctrl,62.0,2000.0,5000.0,0.9929239685907222,0.9504382099167704,0.301769334707358,0.2105197929479491,0.984913844615221,0.001822964104408,1.2628950379846773,0.503668207891772,0.5778145600479359,3
NSA2+ctrl,71.0,2000.0,5000.0,0.9967398284662516,0.9718954923071452,0.7397881442204237,0.5214241303929652,0.9933107672259212,0.0008720448643764,1.100972815028672,0.5137178937551239,0.5486466310976869,3
NUBP1+ctrl,144.0,2000.0,5000.0,0.9984453361968646,0.9826239423525408,0.6238417315715891,0.4257544017706122,0.9967080354690552,0.0004236569922806,0.8994864455940487,0.5203703254677479,0.4328057770911381,3
NUDC+ctrl,106.0,2000.0,5000.0,0.9967916281654168,0.9714558480961788,0.3122067160614864,0.2284672995711416,0.9935674881562592,0.0008114996858084,1.0588378371317868,0.5233155141842358,0.5179541336471524,3
NUP54+ctrl,266.0,2000.0,5000.0,0.9955493577405428,0.9791346755248862,0.7776537468761686,0.6345541408526243,0.9909643512219192,0.0011661427805415,0.7639456211857372,0.5233925824844659,0.3682532508635249,3
NUTF2+ctrl,44.0,2000.0,5000.0,0.9888919732139804,0.9422730808816292,0.7408781685287544,0.5628469160178766,0.9778657462447882,0.0028477438346942,1.3910296385681953,0.5021732340798101,0.701629653703462,3
OGFOD1+ctrl,101.0,2000.0,5000.0,0.992224767536608,0.9578078911033032,0.3211911697293276,0.204531398632891,0.984008064493537,0.0019988565124154,1.0505122383047554,0.5281567896814114,0.5375174055407025,3
OPA1+ctrl,53.0,2000.0,5000.0,0.9956318346957198,0.9606970546264496,0.4158069177133336,0.3145044102432727,0.9908007215708494,0.0012058381962372,1.2419610477543683,0.514066727678983,0.5964952247703873,3
ORC5+ctrl,89.0,2000.0,5000.0,0.9965927069517496,0.968950927821292,0.43850750816115,0.2105649481817586,0.9928171457722784,0.0009412198056129,1.0823169676881874,0.519059078313058,0.5499543926007908,3
OXA1L+ctrl,305.0,2000.0,5000.0,0.996718446502969,0.9846089838963596,0.864540874576243,0.703255681094618,0.9933310365304352,0.0008790041594937,0.7318361058042349,0.5425888708615237,0.3538613300814781,3
PAM16+ctrl,43.0,2000.0,5000.0,0.9944868621421968,0.9465935703187294,0.8591759248573625,0.6513555514138546,0.9889514343813062,0.0014349503041489,1.4627616545506124,0.4978958629921807,0.7016660942512734,4
PCF11+ctrl,393.0,2000.0,5000.0,0.9932610768282856,0.9686858786514349,0.5101380690248181,0.3655115118612327,0.9861788973212242,0.0016803475452514,0.7577848019723138,0.545896093015128,0.3610592210332579,4
PDCD2+ctrl,59.0,2000.0,5000.0,0.9922800303362376,0.9642666007432336,0.064294917053085,0.076514410216249,0.983709929510951,0.0019766784910359,1.2779683607965806,0.5185155442602802,0.6368791942380969,4
PET117+ctrl,80.0,2000.0,5000.0,0.9936535160651134,0.9692098362796544,-0.1951212794696394,-0.0743479014788378,0.9872138537466526,0.0016166682840916,1.0906305320241676,0.5264186927726516,0.5521345400667,4
PGPEP1+ctrl,51.0,2000.0,5000.0,0.9942978155951984,0.9497076314793368,0.568283786826089,0.4155170247405706,0.9885030770674348,0.001454947025486,1.242231570544459,0.4621865767700022,0.5258934228477904,4
PHF5A+ctrl,197.0,2000.0,5000.0,0.99293242931476,0.9617682338858116,0.7400800461674669,0.6274192367118275,0.9856234490871428,0.0018621152905257,0.9139057943790558,0.5397763351557282,0.4561825930087409,4
PIAS4+ctrl,173.0,2000.0,5000.0,0.9944152529415416,0.971088379570841,0.650800282107044,0.4404677054158507,0.9888525260612367,0.0014116095508659,0.8993255820359418,0.5011451311194988,0.4339612754853737,4
POLA1+ctrl,195.0,2000.0,5000.0,0.998866654862345,0.986824965496682,0.9210458832095886,0.7660824042136821,0.9977302991319448,0.000286348373731,0.820598723470463,0.4958751500978712,0.3740061988386348,4
POLD2+ctrl,63.0,2000.0,5000.0,0.9971230546673784,0.9694850976186716,0.8128846242033981,0.5992922455060729,0.9941544281318784,0.0007404283566879,1.0260166496765273,0.4822308516359604,0.4483259285629515,4
POLE+ctrl,154.0,2000.0,5000.0,0.9967876276478884,0.9787723698068944,0.8734885524159931,0.7164458391550282,0.9929060158319772,0.0008698572822777,0.8911028580479814,0.4794486070621602,0.4046739999006943,4
POLR1E+ctrl,202.0,2000.0,5000.0,0.9977991987541132,0.9856766917867236,0.7547156163986377,0.6020833158882327,0.9955246355384588,0.0005519323362748,0.8128282338774597,0.5218484391407135,0.3807558364772643,4
POLR2E+ctrl,93.0,2000.0,5000.0,0.996007602204412,0.9677378814687412,0.7443251675397439,0.495671277554851,0.9917283924296498,0.0010003641804396,1.1393815304101444,0.5111922863797775,0.5433022749573683,4
POLR2F+ctrl,209.0,2000.0,5000.0,0.9974145907408016,0.9821787252947212,0.9374867645767796,0.8302985955518709,0.9948313143104316,0.0005990256328176,0.954841167541703,0.5337990613177711,0.4439330448762106,4
POLR3B+ctrl,109.0,2000.0,5000.0,0.9974173885755184,0.9732308227692328,0.473628004786655,0.3182145265198554,0.9943400644697248,0.0007251968057042,1.046050030232981,0.5166326335611697,0.5040896973470265,4
POLR3C+ctrl,169.0,2000.0,5000.0,0.998405576719808,0.9823688215027528,0.3419743691243401,0.2301975595284766,0.9962435422930866,0.000489992138577,0.8618666498693731,0.5172855602049726,0.4126970031818876,4
POLR3D+ctrl,108.0,2000.0,5000.0,0.9977558068823223,0.9754804602426298,0.5512006058442128,0.3933660855549657,0.9951640479266644,0.0006172044421836,1.0678657258696274,0.5119828685504947,0.5038962599941208,4
POLR3F+ctrl,156.0,2000.0,5000.0,0.9979302601919487,0.9807433162452704,0.424672593749168,0.304380569517833,0.9952203542925416,0.0006177166789952,0.8988114411661463,0.509100119338281,0.431466132392899,4
POP4+ctrl,116.0,2000.0,5000.0,0.9972858372763154,0.9788443985137756,0.8064303876040008,0.4862307088892282,0.9944939422421156,0.0006653468559299,1.0100702781855706,0.5246461014805742,0.5017644683978777,4
PPP1R11+ctrl,69.0,2000.0,5000.0,0.9952685050498984,0.959856775079002,0.127357236278225,0.1096914729901893,0.9904961502179505,0.0012528322352008,1.1160734997962654,0.5024893140662164,0.5326117063376844,4
PPP4R2+ctrl,162.0,2000.0,5000.0,0.9969661821370198,0.9795595734863828,0.2534809488242151,0.235778500600116,0.9938972028903664,0.0007831284688215,0.8265867481542709,0.5185366219080314,0.3891301109367539,4
PRELID1+ctrl,122.0,2000.0,5000.0,0.997939055971588,0.97710200622008,0.5428291289059604,0.3650146952596292,0.9956534593366086,0.0005643274915756,0.9846664835170436,0.5179022272708135,0.4728577743256689,4
PRPF3+ctrl,129.0,2000.0,5000.0,0.9931606412506212,0.9645155196829176,0.9254444706815194,0.8397463980781638,0.9861853308975695,0.0017262685771742,1.0729076664539037,0.5188972899639128,0.5104523035224411,4
PRPF31+ctrl,23.0,2000.0,5000.0,0.9854123968235714,0.8915697201540114,0.8120412663131427,0.6725614266787399,0.9707954339683056,0.0038268810237699,1.9938437477317503,0.528042718772001,0.9286934318801244,4
PRPF4B+ctrl,160.0,2000.0,5000.0,0.9964089554685354,0.975598846631368,0.3994045565119775,0.3453659144397917,0.9927319209091364,0.0009511430634748,0.902867992867278,0.523403141532869,0.4472100794747106,4
PRPF8+ctrl,91.0,2000.0,5000.0,0.9969349256042116,0.9700938047950344,0.8970087018502451,0.7665702564460033,0.993795450311154,0.0007774330896839,1.1602472195264515,0.499964075564884,0.524877903033206,4
PSMA2+ctrl,38.0,2000.0,5000.0,0.9931072429888096,0.9442168953806171,0.5275863160187445,0.3541776473521063,0.986018868163228,0.001787000415695,1.4508170118014545,0.4980777429266382,0.7029108824317697,4
PSMA3+ctrl,194.0,2000.0,5000.0,0.9911380482586148,0.9723708778708352,0.9007477624275352,0.7951820486325349,0.9823440704494716,0.0021700382430857,0.9279415973699952,0.5159670804676497,0.4502536018923538,4
PSMA6+ctrl,18.0,2000.0,5000.0,0.9901840785037116,0.9144475215306824,0.6284259888815917,0.4287261411696246,0.980172323063016,0.0025325031622278,2.0776238027163387,0.4688788575869688,1.0042557341751717,4
PSMB1+ctrl,106.0,2000.0,5000.0,0.9974792431919576,0.9764457545852652,0.8008303143867639,0.5617119603884784,0.9948572814464568,0.000635633452711,1.1043885283437147,0.5108551253214111,0.5244966525270112,4
PSMD1+ctrl,87.0,2000.0,5000.0,0.995890317144041,0.9682530118965966,0.8545308517939716,0.6445981227268656,0.9916791189461946,0.0010077486471538,1.1628771993895095,0.4928429086711572,0.5417651158481633,4
PSMD4+ctrl,285.0,2000.0,5000.0,0.9940686494047106,0.9765994706799784,0.7057139007423973,0.6121095737323828,0.9879717016592622,0.0014760604408504,0.804512483036079,0.5478111139937057,0.3977831292815829,4
PSMD7+ctrl,175.0,2000.0,5000.0,0.9858108778057336,0.965392278647691,0.9423585418528416,0.8664905017684159,0.9698105417191982,0.0034128546459042,1.1213843735139073,0.5400105348791054,0.5462010129238783,4
PTCD1+ctrl,246.0,2000.0,5000.0,0.9987806844108787,0.988555469437944,0.6254696614950566,0.5164392576903595,0.9974128371104598,0.0003408893433449,0.7373289646201121,0.5322079266247008,0.3497405928826989,4
PUF60+ctrl,52.0,2000.0,5000.0,0.994241352740925,0.947599952275422,0.4624215600174689,0.3088533554249592,0.9884355561807752,0.001505119734277,1.333364964523168,0.5067095329326604,0.6405245477492356,4
PWP2+ctrl,51.0,2000.0,5000.0,0.9952222062032976,0.9579072947041692,0.772756092622092,0.477835521008357,0.9903855435550212,0.0011352056943584,1.1700907962731235,0.4535729926626547,0.4858676186797377,5
QARS+ctrl,376.0,2000.0,5000.0,0.996157444892936,0.9842767172270686,0.9513247314485777,0.8614978054179401,0.9922620882280172,0.0009836629242849,0.7502786107221138,0.5551008080252112,0.3625702142999912,5
RARS2+ctrl,139.0,2000.0,5000.0,0.998565065231992,0.981481510698372,0.7448480146247538,0.541755416653223,0.9971212984528393,0.0003744316724143,0.8976942095451003,0.5288384470716379,0.4264842053046371,5
RBM19+ctrl,37.0,2000.0,5000.0,0.9921294111998492,0.9451063871805924,0.4571163618120327,0.2589547495164049,0.983935821801424,0.0019277753776173,1.558788652461401,0.4901417393166619,0.7509666264410056,5
RBM28+ctrl,55.0,2000.0,5000.0,0.995072885312478,0.963624872178884,0.7396993555998254,0.5746387969033432,0.9898381056264044,0.0012911853670453,1.181014524844934,0.508822953446738,0.560212345371415,5
RBM39+ctrl,49.0,2000.0,5000.0,0.9906584308618877,0.936410434730682,0.3502029296721584,0.2709148320080992,0.981311248615384,0.002463511737616,1.2070358436733517,0.4801534282430211,0.5445404831329489,5
RBM42+ctrl,68.0,2000.0,5000.0,0.9935475805566292,0.9574271123450844,0.2247054159750845,0.1970556784422271,0.9868060294538736,0.0017451257064834,1.1981080589276156,0.523633383163239,0.6227184476636968,5
RBX1+ctrl,41.0,2000.0,5000.0,0.991127655119018,0.9427710823685546,0.5672296798333811,0.4435002090572285,0.9819579850882292,0.0022438432576601,1.3474429807160118,0.46762436710708,0.5924407541402004,5
RCC1+ctrl,162.0,2000.0,5000.0,0.9979914672641644,0.9799813333752532,0.4045361272569845,0.2196953070810849,0.995755509007722,0.0005480630505338,0.8849175540797031,0.5152625292860342,0.4184845040431224,5
RFC3+ctrl,211.0,2000.0,5000.0,0.9990543765843852,0.988414980152321,0.8866003030186876,0.7153738249716289,0.9980010585859418,0.0002565057830313,0.7408420802154322,0.5050116997425252,0.3302889232712806,5
RFC4+ctrl,58.0,2000.0,5000.0,0.997280122532001,0.9681540773893988,0.7550432385312366,0.5546318951398981,0.994522660970688,0.0007086975552942,1.0545599389531235,0.4786003864569779,0.4617789677999628,5
RIOK1+ctrl,290.0,2000.0,5000.0,0.998722294125802,0.990417598480244,0.95578463876922,0.8337020056120978,0.9974384701345116,0.0002983817043365,0.7309786928453745,0.5130247045036516,0.3298469096960215,5
RNF40+ctrl,185.0,2000.0,5000.0,0.9965911552575492,0.9788070148642803,0.4521389508903251,0.3355636593509211,0.9929957371205091,0.0008863045957521,0.8405531749382463,0.533527285637278,0.4097653682882156,5
RNGTT+ctrl,110.0,2000.0,5000.0,0.997719713080068,0.976488106259524,0.4913048460619282,0.3125218491313755,0.9953729612752796,0.0005815789720015,0.9781934409000728,0.5005336474997233,0.4508553444646703,5
RNMT+ctrl,106.0,2000.0,5000.0,0.9928453000791502,0.9709546211334878,0.4902093895744062,0.1823262336974252,0.9852019976824522,0.0018040752637491,1.062498630815374,0.5245975591050741,0.5295269207098421,5
RPF1+ctrl,108.0,2000.0,5000.0,0.9977775682587724,0.9773090163083606,0.8554912154838163,0.6607248183328501,0.99551786435768,0.0005637313146012,0.9645247074067212,0.4819725218525257,0.4415017666471605,5
RPL10+ctrl,215.0,2000.0,5000.0,0.9948775521812934,0.9867178893003968,0.9111788209255504,0.8765806069133003,0.9893637113273144,0.0012537352332652,0.8475810517322888,0.5153023465242583,0.4098348427779487,5
RPL10A+ctrl,195.0,2000.0,5000.0,0.9948304380771916,0.9854273532083948,0.8651069788060113,0.8384288586571542,0.9895964404568076,0.0012335315059017,0.8734829786167844,0.4826896679413523,0.3956886408259414,5
RPL11+ctrl,315.0,2000.0,5000.0,0.9991890591134462,0.9925785442151416,0.9705546697402748,0.904212147118187,0.9982075800653548,0.0002174141207993,0.710617787363115,0.5089527530972421,0.3201424240956461,5
RPL13+ctrl,243.0,2000.0,5000.0,0.9942526687579688,0.9888669124341424,0.905043820770844,0.896579780023191,0.9879948012530804,0.0014024574304123,0.8122258195499694,0.5272504574434069,0.3996448810122445,5
RPL18+ctrl,229.0,2000.0,5000.0,0.9964808267693764,0.9878820083152804,0.9748230475499906,0.9211652408207176,0.9923514034599066,0.0008862041679954,0.8211552629431172,0.4923372885454153,0.3821432486232687,5
RPL35A+ctrl,97.0,2000.0,5000.0,0.9928604770254206,0.9766855870268644,0.8971347964818143,0.8164843844353753,0.9847910096868872,0.0017891956981263,1.0631550253462314,0.4915973859100809,0.5132681097247055,5
RPL8+ctrl,290.0,2000.0,5000.0,0.9976324351638212,0.9899369021249927,0.9816917587819912,0.9369380605560088,0.9950627819634974,0.0005789393046749,0.7605064985914042,0.4902544316624991,0.336733891593678,5
RPL9+ctrl,180.0,2000.0,5000.0,0.996291420791646,0.9849638067981914,0.9642628529142128,0.8896533118741323,0.9919750429689884,0.0009344286875905,0.8583174467577163,0.4640120970914854,0.3937753159184767,5
RPP14+ctrl,53.0,2000.0,5000.0,0.995410934473907,0.9606819971453094,0.8266289277224159,0.523729587562892,0.9904459388926624,0.0011137743566753,1.2471299551466577,0.4893237208989889,0.560615735397835,5
RPS14+ctrl,156.0,2000.0,5000.0,0.9964303548460972,0.9861726186149046,0.8813132892226031,0.8113057413266437,0.9928440381772816,0.0008179656811465,0.9053641219901756,0.5003465268208297,0.4120316919031074,5
RPS19+ctrl,410.0,2000.0,5000.0,0.9962048266664162,0.9932340503128748,0.9182735672385324,0.926518781329224,0.9921607365831732,0.000867320713611,0.7020975208534126,0.5321955653335718,0.3118217647545376,5
RPS21+ctrl,63.0,2000.0,5000.0,0.9939204240297298,0.9649271510434024,0.7243970074039664,0.5122075515528879,0.9876696281135082,0.0014542168732085,1.241003972787299,0.5121257561558096,0.6097532359175812,5
RPS23+ctrl,98.0,2000.0,5000.0,0.9874723639934048,0.9699771195030849,0.7221049721677223,0.6611853467034139,0.9731248654425144,0.0029996424384229,1.1188953600995464,0.5281139890444216,0.5610033113518984,5
RPS26+ctrl,73.0,2000.0,5000.0,0.992851701132656,0.9699639120145565,0.912172282823545,0.8124070417442815,0.9848728142678738,0.0016800563021102,1.1678748769899472,0.4942625514652413,0.5197848573152458,5
RPS5+ctrl,127.0,2000.0,5000.0,0.994320981335454,0.983560043142007,0.9013501205788672,0.8527295816861141,0.9880372080951928,0.0013228807158631,1.010235143959965,0.5192972833070677,0.4849258953210837,5
RPS6+ctrl,165.0,2000.0,5000.0,0.9904945255439276,0.9797137139725488,0.9154688510700292,0.8741855409293824,0.9790550619363784,0.0022849775202983,0.9506656109872494,0.5144096907573534,0.4534500602118094,5
RRN3+ctrl,38.0,2000.0,5000.0,0.9855132081297426,0.9331631340385178,0.5735309277049144,0.4069437900350516,0.9684649892151356,0.0036941164518236,1.5171738514788051,0.5056108465639635,0.703958621361746,5
RRP7A+ctrl,40.0,2000.0,5000.0,0.9911126259089106,0.9453534110462593,0.7737574416024239,0.4749486583189402,0.9798831809312104,0.0022770310869182,1.4528567919738304,0.470031740182313,0.6369547658348308,5
SAP18+ctrl,40.0,2000.0,5000.0,0.9898198563958002,0.9409256077379288,0.4474587877841066,0.1982845593904177,0.9781140759587288,0.0026059069452325,1.4235383784779565,0.4848133060332171,0.6431691278693079,6
SART3+ctrl,142.0,2000.0,5000.0,0.9957728298061064,0.969926800237072,0.5036846800773758,0.4072104204359628,0.9912084136158228,0.001166699230262,0.9301079033439694,0.5413212451166509,0.4584353192315692,6
SCAF1+ctrl,158.0,2000.0,5000.0,0.9962888548927452,0.9748483894247284,0.6787523649437833,0.4986409638134755,0.992587957996875,0.0009384476976386,0.9320178515800908,0.5136716211192771,0.4364295596955393,6
SCFD1+ctrl,103.0,2000.0,5000.0,0.9977293942821228,0.9750761528910458,0.7131739862620505,0.5148874517205699,0.9949149563908576,0.0006167793334228,1.046034528234946,0.4904907583590907,0.4773769618083324,6
SDC1+ctrl,170.0,2000.0,5000.0,0.9981755485964026,0.9819024751800988,0.4013958465443621,0.2204506536230618,0.9963481144513936,0.0004683412125796,0.8367331783727107,0.5280994936500588,0.3998510154156574,6
SEC13+ctrl,43.0,2000.0,5000.0,0.9896660891289494,0.9329876936218072,0.4686981665236698,0.2436229111747633,0.9793666768819094,0.0026482486650071,1.4323483273291395,0.5069429818329824,0.6867463310840862,6
SF3A2+ctrl,236.0,2000.0,5000.0,0.9947917273677758,0.975145372637815,0.7292246533738281,0.6347123244269591,0.9889215920120478,0.0014034084305454,0.8694174637739088,0.5376397118473603,0.4380614333951899,6
SF3B2+ctrl,197.0,2000.0,5000.0,0.9811836398471644,0.932289475723579,0.8861204051880567,0.802610129474193,0.9616214111447334,0.0049075361235685,1.0432902163160749,0.5265731961735032,0.5225074276416415,6
SF3B3+ctrl,215.0,2000.0,5000.0,0.990278052194714,0.9560769286430768,0.8846166618786604,0.797713520378831,0.9803997054696084,0.0024400855041158,0.9946959406246224,0.5257876926638982,0.473774981306165,6
SFPQ+ctrl,185.0,2000.0,5000.0,0.9649103650017434,0.9063038674419058,0.6267862391001314,0.4452517428234416,0.9280197024345398,0.0094868428395202,1.0987252391713147,0.537695798831167,0.6352688610249452,6
SFSWAP+ctrl,145.0,2000.0,5000.0,0.996046848474432,0.9740885132995404,0.4061357602008311,0.3230405695358936,0.9918924383819104,0.0010646085954636,0.9463965316292,0.5215859379427722,0.4657554443087591,6
SIN3A+ctrl,217.0,2000.0,5000.0,0.997624205764044,0.9794952171958085,0.3094490190088009,0.2064030205159355,0.9952218448743224,0.0006056586737058,0.7903750293925915,0.5162382104070439,0.3689774349864024,6
SLU7+ctrl,195.0,2000.0,5000.0,0.9788628125905168,0.9243163370748368,0.8205527757153076,0.7438908658091947,0.956929448992014,0.0054022152814573,1.0565370184874925,0.5215827336667391,0.5195427809083097,6
SMC4+ctrl,169.0,2000.0,5000.0,0.9985298441287966,0.9847122194441216,0.7561352992775843,0.5480095481912953,0.9969887777697296,0.0003821931212305,0.8291886800512599,0.4774419357896333,0.3601619381162418,6
SMG5+ctrl,82.0,2000.0,5000.0,0.9821517383361068,0.9571391937165392,0.2424513120732508,0.1826862280566025,0.9642825536429882,0.004720677108174,1.0787992469967953,0.5090805885090465,0.5804797449940725,6
SNAPC3+ctrl,201.0,2000.0,5000.0,0.9976023004363108,0.9840117606717028,0.4740293106759517,0.3538781435895911,0.9948610966093838,0.0006589735764783,0.8148678431693641,0.5199018575087495,0.3878093360938531,6
SNRNP200+ctrl,92.0,2000.0,5000.0,0.9925193436978068,0.9580314632812584,0.9086664618258304,0.8274077746720268,0.9845159193500876,0.0018960082718525,1.253721477777388,0.5055947194781473,0.5762591746153444,6
SNRNP27+ctrl,42.0,2000.0,5000.0,0.9915174221511904,0.9458753347951566,0.1573460416473148,0.1617849485465778,0.9823077879846096,0.0022300545879406,1.361752584756947,0.4828273761999122,0.6178515638604218,6
SNRNP48+ctrl,179.0,2000.0,5000.0,0.9963795990662536,0.976200138718292,0.7544907553658128,0.5643634607936279,0.9926317590288818,0.0009138755267528,0.9220915407669964,0.5038897643431942,0.4147382689626369,6
SNRPD1+ctrl,113.0,2000.0,5000.0,0.9826503242572162,0.9318396125983128,0.9016660696324816,0.8395841645996664,0.9651551246643066,0.0043752427682748,1.201300819906595,0.530164557072369,0.6406082521720056,6
SNRPE+ctrl,128.0,2000.0,5000.0,0.988092565432446,0.9482492942247296,0.942593093175022,0.8744979113098925,0.9761289097368716,0.0030393519233281,1.1128587799016598,0.498595636729511,0.5618112220372597,6
SNRPG+ctrl,325.0,2000.0,5000.0,0.9963221018377012,0.9772252764884648,0.8718887736617991,0.7755452259684221,0.9922846285626292,0.0009590133463146,0.7851901790237412,0.5453176607340371,0.3764180941435423,6
SON+ctrl,238.0,2000.0,5000.0,0.9777916938971488,0.9297592014589968,0.6816735180983492,0.5769516444999127,0.9540360756218432,0.0055335069815333,0.944042036154466,0.5070074860222932,0.4667472678684761,6
SPC25+ctrl,181.0,2000.0,5000.0,0.9891364962885946,0.9592700805538258,0.897017684068076,0.7703771833985544,0.9734431728720664,0.002947508576823,1.2463921227913812,0.5121423788374908,0.6067382642535474,6
SPCS3+ctrl,115.0,2000.0,5000.0,0.997322960988778,0.9780025010379882,0.2964210938543183,0.2519400493177882,0.9945881310850382,0.0007053003631792,0.971944210949554,0.5095258419835956,0.4823253528582962,6
SRBD1+ctrl,143.0,2000.0,5000.0,0.998186498470092,0.9813469514289828,0.6975374018610776,0.4728647064706807,0.9963718713261188,0.0004526891831935,0.9673872806168456,0.5007068349296447,0.4404695089985236,6
SRFBP1+ctrl,73.0,2000.0,5000.0,0.9919574875974516,0.965604484567354,0.3016456505405034,0.2094336192253447,0.9821377024054528,0.0021135604799196,1.1836498538648843,0.5178084023012776,0.5882466555707326,6
SRP68+ctrl,158.0,2000.0,5000.0,0.994315283426051,0.9721478530619136,0.4540973080758474,0.3457839704879564,0.9883665908128024,0.001486205331537,0.9413265585523648,0.5192736972955718,0.4666169193313553,6
SRRM1+ctrl,136.0,2000.0,5000.0,0.9949275465800882,0.9712052969195212,0.4226437612184036,0.3299299514530346,0.9897346924990416,0.001332253176298,0.8781155697060606,0.5199671580209186,0.4252281538495261,6
SSRP1+ctrl,440.0,2000.0,5000.0,0.9933115972010932,0.9749197791567912,0.7967948581860288,0.6908953473163953,0.986327818594873,0.0016516576407592,0.7553449312833739,0.5814256993252427,0.3880567719719551,6
SUGT1+ctrl,94.0,2000.0,5000.0,0.9954833519025018,0.9718024180954202,-0.1681206719646441,-0.0500146251769874,0.990842523984611,0.0011869824957679,1.013528756294377,0.5087381503243746,0.5031748876993114,6
SURF6+ctrl,113.0,2000.0,5000.0,0.9972423518029404,0.9778515621529992,0.7649749994622767,0.5722284474308713,0.9941033986397088,0.0007592781537291,0.9407371804281548,0.4943409312057654,0.4439824188703076,6
TAF10+ctrl,38.0,2000.0,5000.0,0.9857680192182626,0.9293380323823344,0.8407336219437214,0.5782367339391024,0.9711517840623856,0.0032967143891618,1.614595004924127,0.5099818490589871,0.7492248043637699,6
TAF6+ctrl,111.0,2000.0,5000.0,0.995358491219236,0.9707970633584808,0.8041511642266068,0.5167565942346659,0.99067962449044,0.001126999634022,1.0743026156970612,0.5316977764452508,0.5135062184542325,6
TBL3+ctrl,70.0,2000.0,5000.0,0.997207378042152,0.9699356379974252,0.8675550575484804,0.5872406842877211,0.9944139034487308,0.0006516414513994,1.2093702682495395,0.4886447246808412,0.5609742738896327,7
TCP1+ctrl,63.0,2000.0,5000.0,0.9962339774108292,0.9633147662268297,0.8510633582453205,0.7146403186679157,0.9924736442044376,0.000950978282103,1.2069521044258016,0.5072711996497804,0.5644383261606343,7
TEX10+ctrl,153.0,2000.0,5000.0,0.9960045958914958,0.977592654367706,0.6902820485629596,0.4994540814701239,0.9920051163062452,0.0010292219744863,0.8747230542878469,0.5102849704136695,0.4308861352657736,7
THOC7+ctrl,104.0,2000.0,5000.0,0.997305681319159,0.973569605150784,0.7004058248787053,0.5437403191517122,0.9945299527607858,0.00069625676062,1.0090726121010345,0.4833209995301806,0.4594956031323536,7
TRMT10C+ctrl,67.0,2000.0,5000.0,0.9954089364922448,0.9685489164772018,0.4326873591956076,0.2900124178133775,0.9904595399275422,0.0012683197549878,1.136075179898277,0.5189033206845227,0.5523824633747693,7
TRMT5+ctrl,93.0,2000.0,5000.0,0.997453527130007,0.9743730661663078,0.7714146663301975,0.5587101020500402,0.9947747546248138,0.0006919097573832,1.013841901943684,0.4999440050284497,0.4681325815755285,7
TSEN2+ctrl,168.0,2000.0,5000.0,0.994785012489362,0.9785635673025423,-0.0190913729769794,0.0518840000778504,0.9887648159638048,0.0015084150513294,0.8640230312971405,0.5268681467929422,0.4486809408220263,7
TSR1+ctrl,109.0,2000.0,5000.0,0.997870109686566,0.9777135945965436,0.8473657389090461,0.5924414842416592,0.995325688738376,0.0005635189143806,1.0548968595123864,0.5146400069339295,0.5018694092967092,7
TSR2+ctrl,486.0,2000.0,5000.0,0.9949011540795552,0.9868719130025616,0.942958590475905,0.8767957736840032,0.9878363087773324,0.0013717900970008,0.6726729488317976,0.5498357410978025,0.3303154971976183,7
TTC27+ctrl,87.0,2000.0,5000.0,0.9942245752583184,0.961075053426068,0.2035717453576329,0.1814936889018826,0.9883933095261456,0.0015172331658602,1.0676991472956596,0.5097978822586854,0.5262741258261757,7
TXN+ctrl,81.0,2000.0,5000.0,0.9959680747471068,0.96842825688113,0.6511327618206019,0.4850583310168987,0.9918817784637212,0.0010222252016358,1.0398320811846893,0.4939314196017378,0.5013747568310459,7
