condition,source_context_count,pcc_delta,topk_de_overlap,pra_top100_true_de,csa_pearson
TSG101,2,0.641951126914439,0.43,0.0863273626049963,0.0681841221363937
TTK,2,0.6600284189011091,0.44,0.1157889737021029,0.109445196311938
TUBGCP2,2,0.3011875900679048,0.35,0.1581333815727393,0.1774914381767292
TXNL4A,2,0.2627167983010682,0.29,0.1499817578408463,0.146847399791523
U2AF1,2,0.5403131921373366,0.27,0.1253415630337019,0.1129962550101559
UBA1,2,0.2520532335221657,0.2,0.1246425148134923,0.2424120255523247
UBA3,2,0.2558631158028009,0.24,0.1368376067656586,0.1565792685308885
UPF1,2,0.5662916019787462,0.35,0.1170907583758179,0.156451809108747
UQCRB,2,0.4038936533427054,0.28,0.1802063259132067,0.2536424114285617
UQCRFS1,2,0.5344180523510135,0.36,0.1795705069002554,0.2067493639199591
UQCRQ,2,0.4595221738606268,0.39,0.1990701131305972,0.2870019177399683
USP39,2,0.4536367956262001,0.31,0.1785779119251387,0.2751305035060694
USPL1,2,0.2921831918590399,0.27,0.176534489771709,0.1826851028442038
WBP11,2,0.6114595401009455,0.32,0.1279378415155826,0.119191155753181
WDR61,2,0.4634705098169412,0.36,0.145136229248057,0.1106458535678586
XRN2,2,0.3998684757398968,0.33,0.1449830057880034,0.117298746756613
YTHDC1,2,0.4581414962050003,0.39,0.1615470673815864,0.3109608530295118
ZC3H18,2,0.3729819106180903,0.24,0.1435989827316929,0.0948210505478558
ZNF574,2,0.2236103160929695,0.2,0.1717640934352074,0.2779583992509077
ZNHIT6,2,0.6217309782365696,0.58,0.18627021490471,0.3268033711756606
AARS,3,0.4635251833207581,0.28,0.1280399738182762,0.1449705924357402
ABCE1,3,0.7902270948710943,0.66,0.152666207324454,0.2532707472398744
ABCF1,3,0.6877898008116208,0.52,0.1586588752117506,0.1755957489973565
ABT1,3,0.5794541761423726,0.6,0.1941288501327215,0.3768119122559739
ACTB,3,0.6423863328086118,0.25,0.1255072084458295,0.155454352586729
ACTR6,3,0.4009613999384936,0.23,0.1613241103189075,0.1527948728509633
AHCTF1,3,0.4227408230860053,0.32,0.1842566078093386,0.2897126563585914
AKIRIN2,3,0.3689797038783145,0.27,0.1362572061313453,0.1558048280591607
ALG13,3,0.2206912583808954,0.17,0.1547133568953933,0.1644962452543255
ARGLU1,3,0.138075918670413,0.23,0.1779042598213704,0.3724819628001993
ARL2,3,0.2606361712117733,0.26,0.1249903139738197,0.0937384871852898
ATP6V0B,3,0.543655945576796,0.39,0.1251179228085787,0.137161564264907
ATP6V1A,3,0.5277909709520905,0.33,0.1334281390198544,0.1383299057611804
ATR,3,0.3812421744252682,0.24,0.1640201456577673,0.2088262173732166
ATRIP,3,0.3596098523785054,0.22,0.1846809081810045,0.375672097051405
BDP1,3,0.6496927534217611,0.52,0.1356989693740263,0.1355164247199892
BRIX1,3,0.6397762367904459,0.47,0.1383946605773585,0.0697774902425006
CCDC59,3,0.6143439978574905,0.65,0.1854955483240206,0.3902351602151909
CCNH,3,0.6239207889451741,0.5,0.189992658511173,0.3304803326395492
CCT4,3,0.389192227891185,0.26,0.1371016435701939,0.1439711625142375
CCT7,3,0.3942969929242346,0.23,0.1319660511921837,0.1493778061475015
CD3EAP,3,0.5043818846335245,0.37,0.1617580172533527,0.2604880717578138
CDC123,3,0.4444539899341644,0.37,0.151215143768072,0.2588795551695199
CDC5L,3,0.6949316314967503,0.43,0.1658173600197756,0.1013763353014755
CDC73,3,0.5480667769457126,0.32,0.1072028870690764,0.0610080981080067
CEP192,3,0.4768187310779693,0.32,0.1593899226855057,0.1465117942739813
CHCHD4,3,0.5446964303975688,0.43,0.1926996214477823,0.3796450589288483
CHD4,3,0.2948217492171787,0.22,0.1471242715555035,0.1103327161124938
CHEK1,3,0.2185781334115333,0.21,0.144998574522875,0.2447689121906531
CMTR1,3,0.8799231252920193,0.72,0.1759802517474283,0.4095481538471443
CNOT2,3,0.6275710926111175,0.36,0.1633932097084146,0.1554205669669666
COPS2,3,0.2978562067829575,0.27,0.1495494532799062,0.1121169930119576
COPS4,3,0.4282430797905412,0.37,0.1575663358846798,0.2148491252299953
COX11,3,0.3387055940562649,0.27,0.2039507703329451,0.305052100958715
CPSF1,3,0.4524305041334608,0.34,0.1642406503839975,0.0912731177301034
CPSF3,3,0.5782293232522214,0.45,0.1563043697932896,0.1248864445860198
CPSF4,3,0.5881876671771833,0.42,0.1393510469270215,0.08790468508816
CPSF6,3,0.5598060790067692,0.38,0.1481195701383652,0.0744975953829716
CSE1L,3,0.6027653792298253,0.47,0.1140998911469746,0.1281004894842086
CSNK2B,3,0.3694808618910088,0.28,0.1407146591156845,0.0954142816913534
CSTF3,3,0.5947732884278173,0.47,0.1464096440204571,0.1311702700646575
CUL2,3,0.4481839194528664,0.41,0.173726258324848,0.1980104905700641
CWC15,3,0.6787630934996828,0.41,0.1621075023699725,0.2336123403013636
CWF19L2,3,0.6028983187364783,0.32,0.1452356260928046,0.130184646058303
DARS,3,0.638847119868038,0.4,0.1637594727279973,0.2032751554940186
DDB1,3,0.494696954944157,0.44,0.1389831113042831,0.1397123033210814
DDX10,3,0.5771826636224371,0.52,0.1960651529134467,0.3458159266639674
DDX23,3,0.5673065917529893,0.32,0.1458468794483611,0.1780691605787885
DDX46,3,0.5557948843803694,0.29,0.138343922644283,0.1441707260744362
DDX5,3,0.0514587872979348,0.21,0.1697884790967681,0.2359290244657879
DDX52,3,0.62357566663307,0.61,0.1952703871622296,0.375939312640259
DDX55,3,0.567865192966846,0.46,0.1870373274455561,0.3125103659471209
DENR,3,0.33266452520173,0.32,0.1377716203165999,0.1798913259134666
DHX16,3,0.7599042398045578,0.44,0.1093350206832289,0.1514277344410985
DHX33,3,0.5570413871689864,0.5,0.1848425989359622,0.3865734678968586
DHX36,3,0.6016286486645563,0.39,0.2054979644493256,0.41064516248045
DHX37,3,0.6500319315499918,0.62,0.1998000762062714,0.3973097484841481
DKC1,3,0.4692785603192859,0.52,0.2027166637614669,0.3648917458419667
DLD,3,0.59063253630906,0.43,0.1194050712236307,0.1264351772962811
DMAP1,3,0.5762028183797371,0.44,0.1222975544243,0.1151017778258031
DNAJC17,3,0.6726844174064647,0.38,0.1286795183189769,0.089230295510828
DNAJC8,3,0.274526819663192,0.15,0.1422285796539536,0.2023821339102546
DNMT1,3,0.0083599729426283,0.19,0.1470425990708553,0.1623826165097177
DR1,3,0.2132107390687078,0.22,0.1963986078072067,0.3526967724872489
DTL,3,0.5944153587124121,0.44,0.1385336461355504,0.1152163776033171
DYNC1H1,3,0.5094602941510445,0.37,0.1280931107129658,0.1506195010962142
DYNC1I2,3,0.5543163682075658,0.43,0.1403615905540901,0.1156619141303474
EBNA1BP2,3,0.5427107550102883,0.38,0.1578990866768539,0.1305335705474345
EEF2,3,0.6353283882632559,0.37,0.1653864102491546,0.2175750412106095
EIF2B1,3,0.6234156586481305,0.47,0.1729824490731443,0.2899195813254693
EIF2B5,3,0.7066648573773885,0.39,0.138042233499653,0.1897412756766412
EIF2S1,3,0.6673809767047689,0.4,0.1117594247230924,0.1054655778398243
EIF2S2,3,0.4541799043068669,0.27,0.1196393618844683,0.1004368695027968
EIF2S3,3,0.6390245155986036,0.43,0.1143827990483577,0.0730779787340891
EIF3B,3,0.5901794688656753,0.45,0.1422909130873755,0.0817614650700799
EIF3E,3,0.5245648799104202,0.34,0.1285807831635917,0.1958307361989741
EIF3I,3,0.5959231211002575,0.4,0.1476859102496221,0.132359363904302
EIF3J,3,0.4572945917956765,0.37,0.1631314860332863,0.1269989819301704
EIF4E,3,0.720590192609294,0.58,0.2118124628276846,0.2946438621490139
EIF4G2,3,0.6554013399508994,0.44,0.1838987271262033,0.2769858230160404
EIF6,3,0.5128638037106501,0.34,0.1663513339986473,0.1525798894969297
ERCC2,3,0.439177791924173,0.29,0.1759740375303266,0.189192209512094
ETF1,3,0.6148996044105605,0.42,0.1665388948155977,0.1461811031843335
EXOC7,3,0.5435061013786199,0.47,0.1619028389078857,0.0605935513821655
EXOSC2,3,0.7769578352271537,0.64,0.1427631341549714,0.4278281393242403
EXOSC3,3,0.6448271894756439,0.5,0.1351069892221687,0.3570016808725025
EXOSC7,3,0.5395861127411605,0.46,0.1384450567823534,0.1464579360950079
FAM136A,3,0.5938782008044283,0.41,0.1115011772841319,0.0480002736745037
FAM32A,3,0.6449987967152032,0.34,0.1439390386666826,0.1305351170355459
FARSA,3,0.7113261440800527,0.43,0.150977598473591,0.2399390659139591
FTSJ3,3,0.5857540821856853,0.4,0.1086230808332603,0.1191153355875292
GARS,3,0.1114060121858093,0.25,0.1393072987364056,0.1726296048457526
GFER,3,0.321994324782519,0.2,0.1611494128520735,0.2401191582682097
GFM1,3,0.580791930205414,0.46,0.1889317230014471,0.2706401028539645
GINS2,3,0.7109585490784643,0.56,0.1490940703393961,0.0971775812556549
GLE1,3,0.4585402918260443,0.33,0.1426659695764026,0.120553670417576
GNL3,3,0.521149519463218,0.41,0.1582567438699305,0.076873598002641
GPN3,3,0.8072655980455743,0.6,0.1579682779973037,0.1440741011467338
GRSF1,3,0.4975264686791056,0.36,0.1606948286157116,0.223039820384028
GTF2E1,3,0.6175049095572679,0.43,0.1728419390983477,0.284068274547893
GTF2F2,3,0.5776959038449125,0.5,0.1810207922157961,0.1834698613005945
HGS,3,0.6707928950153035,0.39,0.1430012232912272,0.1596740234235505
HMGCS1,3,0.5756621481289376,0.45,0.1439419677324394,0.1855021413729879
HNRNPH1,3,0.3645965714696621,0.3,0.1426083352657353,0.1019885884590078
HSPA9,3,0.7594950988237615,0.49,0.149566574401771,0.1976557391344211
HSPE1,3,0.5521681411688569,0.41,0.1654547071440998,0.1132255115628307
IARS,3,0.5881097000105782,0.39,0.1570571379986677,0.1113606186268077
ICE1,3,0.6682359244147106,0.38,0.1372072548554,0.1289822492275354
IGBP1,3,0.5798036160693165,0.41,0.1291921071716981,0.0877018354827816
ILF2,3,0.1102379294010112,0.15,0.157576402972318,0.1642614356218181
INO80B,3,0.5142547108589076,0.38,0.1542392988777754,0.2473757135823257
INTS3,3,0.4891380270375485,0.31,0.1432493065895812,0.1428770329077882
INTS4,3,0.6442711598844214,0.41,0.1439143760674875,0.102997833592505
INTS9,3,0.7341377126065647,0.45,0.1379244227262776,0.0978803134616917
IPO9,3,0.2512440963266386,0.19,0.153977080481564,0.2029924582683761
KANSL1,3,0.4889831190473498,0.38,0.1693026372245735,0.1293349282726431
KAT8,3,0.3539347832540739,0.35,0.1703127216693958,0.1613891051873243
KRI1,3,0.5245977692730021,0.54,0.1998921223357066,0.2507637043848554
LAS1L,3,0.4919828702968602,0.4,0.1913108897646358,0.2340007980374099
LETM1,3,0.5611079732759743,0.43,0.1839042508407822,0.2819069481159573
LSG1,3,0.6003760068266896,0.42,0.1752013007995909,0.1964008529271208
LSM3,3,0.5739087701874523,0.36,0.1988314068301085,0.18219009941835
LSM4,3,0.6304717554721043,0.39,0.1836157990084999,0.1852821041467286
LSM5,3,0.5230569949069537,0.29,0.1338629847092606,0.1553795039430391
LSM6,3,0.7079606785693212,0.49,0.1657262560819234,0.196470419223653
LSM7,3,0.6478971951004621,0.46,0.171389292226677,0.2800904996208938
MAD2L1,3,0.3550068693637971,0.27,0.1188551082509562,0.1489803393611563
MARS,3,0.654224875227266,0.41,0.1473637253392142,0.1501284808971144
MAX,3,0.6773237462867853,0.54,0.1369297283252984,0.2332685882067344
MCM2,3,0.5700588848609591,0.39,0.1627378269736068,0.2346485268426629
MCM3,3,0.4449736050224379,0.37,0.1406773816526286,0.1021507939655602
MCM3AP,3,0.3370065683737907,0.29,0.1700724914072807,0.1562248124917142
MCM4,3,0.2883010753174704,0.21,0.1356803989517225,0.1422417693491766
MCM6,3,0.4956961415319625,0.39,0.1751993411392791,0.1628164349965153
MED11,3,0.5933451667371651,0.45,0.1434630995346417,0.1405946326960973
MED19,3,0.7357337454489753,0.55,0.1333900765506491,0.2010442703409837
MED29,3,0.5705752008095727,0.41,0.1372911351016192,0.1239057816217512
MED4,3,0.6713452649335853,0.53,0.1273129138777248,0.1365234570319259
MIOS,3,0.5756014154201098,0.35,0.1801133577056463,0.2654728000246579
MNAT1,3,0.537908230489636,0.36,0.1834373184118194,0.218415720267305
MPHOSPH10,3,0.5919166428894479,0.54,0.1998034464828467,0.3677168922489444
MRGBP,3,0.253804968031547,0.23,0.162180478692534,0.1167295616915834
MRPL36,3,0.5143472692318026,0.35,0.158904494877699,0.1652486015789487
MRPL38,3,0.4497211294068854,0.23,0.1617381446033464,0.1860144367607309
MYBBP1A,3,0.5849590433075009,0.42,0.1627476201996781,0.1384682464669835
NAA10,3,0.1306447713549111,0.11,0.1853180684671987,0.3861749914659976
NAA20,3,0.3195166602368763,0.26,0.1391565578970938,0.2086596316552647
NACA,3,0.6138184261215658,0.33,0.1299393016611961,0.1515593739170223
NCBP2,3,0.7584708038322876,0.59,0.1732043355755463,0.3978714918394098
NELFA,3,0.6552357495055785,0.55,0.1731658326322301,0.2124376433555528
NELFCD,3,0.579677268819889,0.51,0.1834827548308394,0.268478115885596
NFRKB,3,0.3992365884294585,0.38,0.1773439787775644,0.3273427892577586
NFS1,3,0.4496573577294102,0.37,0.1416181923748535,0.1957764566470367
NOC3L,3,0.634180435198887,0.47,0.169119797863927,0.1907595276577468
NOL11,3,0.5601471817425887,0.53,0.1824776201215281,0.3075618319699305
NOL12,3,0.4725301914932668,0.39,0.1776804564686488,0.2446694695935991
NOL8,3,0.5017912728610614,0.34,0.1739380433703557,0.1831913599045861
NRBP1,3,0.4306955057129199,0.26,0.188688569364005,0.3488089271095339
NUBP1,3,0.4396824826600861,0.33,0.1395726398614568,0.1342170093896586
NUP133,3,0.430030954717378,0.31,0.185346643340421,0.2352752580027196
NUP54,3,0.5942140234989203,0.37,0.1679255733028589,0.2299653130677764
NUP85,3,0.5861261510305236,0.42,0.1817152243427766,0.2261053962397485
OGFOD1,3,0.5646370239710792,0.33,0.1300178429060733,0.1189971952639469
ORC1,3,0.5064240547068095,0.43,0.1436459943123141,0.1355228499714964
PABPN1,3,0.5319193009360741,0.38,0.1396282790203992,0.0852539190119208
PAF1,3,0.5366039045178496,0.39,0.1232586402413446,0.0603258111729071
PAM16,3,0.6578569529495751,0.51,0.1368478350707582,0.1357329863836058
PAXBP1,3,0.6028530835766198,0.32,0.1710061488722866,0.1447339004738443
PCID2,3,0.2097377775843747,0.21,0.1382183834531515,0.1816296518107558
PDAP1,3,0.5040288619897917,0.38,0.1501077792864923,0.0981660956819882
PDCD2,3,0.5100588148554185,0.54,0.1994776072069382,0.3661378930488595
PDCD7,3,0.4990928396374038,0.42,0.138413999875784,0.0796442091695189
PDRG1,3,0.5043326915897178,0.42,0.1723380930222416,0.1735003509704373
PELP1,3,0.5228808005221374,0.41,0.1494961918030153,0.1078073004132814
PET117,3,0.6651285373732414,0.47,0.1903727616710599,0.2833804902313346
PFDN2,3,0.6104951254922609,0.49,0.1635617982977315,0.1670198142272995
PHAX,3,0.6941486644898175,0.45,0.1445127270831585,0.1368214933727116
PHB2,3,0.752720280770235,0.46,0.1338271824046091,0.1450662713911257
PMPCB,3,0.6284023145354538,0.48,0.1591982908126236,0.2763715010935642
PNN,3,0.4610734619905297,0.33,0.1423523669045059,0.100537588241022
POLD2,3,0.4495117574916827,0.4,0.1369437016118068,0.0819319558878004
POLR2F,3,0.7189620920432044,0.44,0.1621884128139476,0.1661403326279034
POLR2I,3,0.6535052145572708,0.35,0.1244230126793166,0.1471631148388144
POLR3D,3,0.4154456032917578,0.34,0.1386510127440172,0.1634070472433121
POLR3E,3,0.1993399085230804,0.26,0.1491660330775483,0.1931241117452688
POLR3F,3,0.3448487889762379,0.37,0.1355926792667022,0.1569349992171561
POLRMT,3,0.933375849551483,0.66,0.2285676671759046,0.3918505309449944
POP4,3,0.5033635013676444,0.5,0.1928379195059906,0.3764036504635205
POP5,3,0.6056898363243028,0.58,0.2081086584395201,0.3495539161659949
POP7,3,0.3390885274266284,0.47,0.196782221201752,0.4353394287192883
PPIH,3,0.4136351940721215,0.38,0.1631551498555538,0.1452646281198299
PPIL4,3,0.6238088389153612,0.27,0.1400800902939452,0.0777030578368125
PPP1R11,3,0.2050378005669288,0.18,0.1458472884449702,0.1094006916107554
PPP1R8,3,0.3814910891414498,0.23,0.1862024833346952,0.1838385755490495
PPP2R1A,3,0.2274955672597057,0.25,0.1590153651276059,0.3211316831658262
PRMT1,3,0.3231776791955488,0.35,0.1908959028660686,0.2096228103779871
PRMT5,3,0.2303355903703707,0.18,0.1321045074608505,0.1149323254936874
PRPF18,3,0.7046587635601534,0.39,0.1421112550387981,0.1320087228490941
PRRC2A,3,0.5457238546193164,0.47,0.2252892987906812,0.4430236267840286
PSMB2,3,0.5396501889983009,0.34,0.1291890130284596,0.1995490934050961
PSMB6,3,0.6687443444828065,0.41,0.1201497541054003,0.1731336942481224
PSMC1,3,0.6743679348870208,0.45,0.0952409128643331,0.2413656443276665
PSMC2,3,0.6509098584361738,0.42,0.113211769552221,0.194692977897788
PSMD12,3,0.6082743641339708,0.45,0.1171728928552034,0.2819793836836671
PSMD4,3,0.6641545104995843,0.46,0.1642623512760476,0.3540377893099838
PTCD1,3,0.2628357006679104,0.28,0.1840609900296486,0.3332253242401787
QARS,3,0.5749299735901255,0.36,0.1332151416081204,0.2429141536905147
RABGGTA,3,0.2755313558482417,0.32,0.1531135068898576,0.1454252165350232
RARS2,3,0.5714588451270738,0.43,0.1619334921994775,0.1779727357752934
RBBP4,3,0.5143315807315291,0.45,0.1702065555562661,0.18913611586084
RBM25,3,0.7462883652329545,0.52,0.1878335650029232,0.1570039942269095
RBM42,3,0.2058887877234057,0.27,0.1777647358027463,0.1559258190863715
RBM48,3,0.1905244385177566,0.32,0.1426120488800508,0.1535416402730892
RCL1,3,0.6086831414003505,0.54,0.198916246832431,0.3157481956143829
RFC2,3,0.5324447727265358,0.34,0.1633976056204459,0.1535131484934908
RFC4,3,0.4636180909738256,0.33,0.1621523355140798,0.1361851854234099
RINT1,3,0.4529061310209318,0.33,0.1446848278323383,0.1974972398252446
RNASEH2C,3,0.2157960247718131,0.19,0.1645362321149605,0.1590411898598626
RNF113A,3,0.7111997674032121,0.44,0.1115636558267685,0.1258904884822949
RNF20,3,0.6786217334752715,0.44,0.1496831437038811,0.1230948677630536
RNMT,3,0.7050347547320043,0.61,0.2116082290010733,0.4723317661512994
RNPS1,3,0.082084091273553,0.15,0.1393217201880101,0.1601156668752289
RPAP1,3,0.694883810757007,0.56,0.1578127397125067,0.0935555848912589
RPL10,3,0.7317070371323133,0.46,0.1495920618915105,0.0824005916067997
RPL11,3,0.7114594529562651,0.46,0.1441615824175128,0.0916122621651197
RPL12,3,0.6556943290096025,0.41,0.1388450486056417,0.1357462865002852
RPL14,3,0.6414168082301949,0.45,0.1524886178738211,0.1193621315914338
RPL17,3,0.6881888075498193,0.47,0.1635507712034898,0.0953813863667102
RPL18,3,0.6688179278888278,0.44,0.1444344276002357,0.0905508493082565
RPL21,3,0.6784700869818366,0.48,0.1468898979328366,0.0993154413423772
RPL23A,3,0.6508192405529324,0.46,0.1611876319414428,0.0936065862209155
RPL26,3,0.7465551968949267,0.51,0.1619606663258839,0.1494937935269477
RPL32,3,0.6905366592166113,0.48,0.1493566807707719,0.0668342735795925
RPL34,3,0.7084601276525553,0.56,0.1552689142302638,0.1138652711079637
RPL35,3,0.5930644018596173,0.42,0.1590720874083161,0.1102764599722583
RPL35A,3,0.696559445912083,0.46,0.1568980121575525,0.0666040864056089
RPL37A,3,0.6482558687772882,0.47,0.1444765115394826,0.0866119712156123
RPL38,3,0.6195758183757739,0.45,0.1507032341932882,0.1054969005051491
RPL39,3,0.5961436045132076,0.35,0.155499749863658,0.111460949889897
RPL4,3,0.6729175581422312,0.45,0.1480879674723136,0.0907818438705717
RPL5,3,0.7703501892831535,0.56,0.1493847577148306,0.084648617390715
RPL7,3,0.6995763958841597,0.46,0.1559096644650046,0.106308298893642
RPL9,3,0.6137639691990842,0.42,0.1558150502170272,0.0794614457034143
RPLP0,3,0.6208488165990637,0.43,0.1567093913762013,0.102466341729192
RPP30,3,0.6470815520863062,0.61,0.2008589922635019,0.4211520763320404
RPS10,3,0.6848878737653343,0.59,0.1921413096084748,0.2956321960905567
RPS15,3,0.6127757137772923,0.52,0.1545712294483642,0.1241884809541284
RPS15A,3,0.6843406048296917,0.53,0.1939408164899885,0.2888439997532245
RPS19BP1,3,0.5129288568973904,0.49,0.2064374528066125,0.280016722529145
RPS2,3,0.5806638212916728,0.47,0.1785516075881372,0.1927878766737179
RPS20,3,0.6683605491934208,0.49,0.1770156645956613,0.2845757230893133
RPS24,3,0.6897648356026338,0.52,0.1887829855403245,0.2853199707884181
RPS27,3,0.7033752813045058,0.56,0.1798632230476812,0.294624473468568
RPS27A,3,0.6646634759510788,0.5,0.1885762390620097,0.2661938673649432
RPS29,3,0.7233673469891004,0.56,0.179525929507244,0.2869945882904283
RPS3,3,0.6641302540166744,0.5,0.1869289857602699,0.3009657428241709
RPS3A,3,0.7014956869539813,0.56,0.1941232065933047,0.2209643388334336
RPS6,3,0.7582128069637822,0.56,0.1832894486365307,0.3130113001822833
RPTOR,3,0.6241989323695726,0.46,0.1695005851219267,0.220936727819264
RRN3,3,0.4427233313982794,0.37,0.1563346928548324,0.1717374246251596
RRP12,3,0.5969131860183137,0.53,0.206691183063741,0.4042127886948901
RSL1D1,3,0.5330616334354459,0.35,0.1638501972258504,0.2263051664006699
RTF1,3,0.4857876668077482,0.36,0.1327107393225999,0.2391725257964055
RUVBL1,3,0.61777270214288,0.44,0.1357704058182802,0.1065380783866403
SAMM50,3,0.6569154828993103,0.52,0.175124234699721,0.2688505389747718
SARS2,3,0.1359935585359679,0.21,0.168800458815918,0.2068116252631719
SART3,3,0.5450231610015598,0.39,0.1605581475028828,0.3075902941920949
SBNO1,3,0.5555648292807768,0.45,0.195189102696617,0.319373828869639
SCAF1,3,0.5803598573522515,0.41,0.1160709685933441,0.1232098551746748
SDAD1,3,0.6621458570241415,0.48,0.1697757025913575,0.2633452482064877
SDHC,3,0.0134552654378782,0.22,0.1574832174104627,0.1894066689411054
SETD1A,3,0.549231381612523,0.36,0.1157516436506073,0.106489481748124
SETDB1,3,0.1058293608251639,0.24,0.1472048365175377,0.1054261822259452
SF3A2,3,0.6243980423522858,0.38,0.1317409461334063,0.123032544992043
SFSWAP,3,0.4349440141928015,0.33,0.1878280906618071,0.2212017185740009
SLBP,3,0.4879242176365304,0.43,0.15654999773717,0.0763580904484692
SLC39A9,3,0.3905246312669032,0.31,0.1728025738155854,0.2599293762871266
SLC7A6OS,3,0.4806216163511854,0.33,0.1670012666508327,0.0388738042714456
SLU7,3,0.7110288514478871,0.4,0.1115516308882368,0.0821355066025088
SMC1A,3,0.4827737051901789,0.44,0.0995290913591651,0.0821352733925429
SMG5,3,0.8477716586083617,0.54,0.1300124424792969,0.1644891508235278
SNAPC1,3,0.5915301653912574,0.32,0.1510689087538784,0.0968178151355198
SNIP1,3,0.4625590718149072,0.33,0.1462971338483946,0.1002764078001765
SNRNP200,3,0.63143829764003,0.35,0.1188299889288031,0.1056823182048588
SNRPB,3,0.7092127881853441,0.5,0.1294588761671137,0.0883477861401973
SNRPC,3,0.5659100786961778,0.38,0.1446794234548279,0.0701147321305779
SNRPD1,3,0.7597073711332397,0.5,0.1423958227205503,0.1012832657783449
SNRPD3,3,0.728389846281017,0.47,0.127669073129522,0.1039059976926254
SNRPF,3,0.7417029187920553,0.47,0.1427722081987999,0.0907650600669028
SPCS3,3,0.5935209744671439,0.42,0.121575929760536,0.1062966623490817
SRRM1,3,0.478824081603786,0.34,0.1921858433591114,0.2258373074496684
SRRM2,3,0.2790495414865097,0.23,0.1549701473543362,0.1439526925806755
SRSF1,3,0.3980233999526309,0.35,0.1493547739814651,0.2623476768119185
SSU72,3,0.48351947632731,0.36,0.1490074206337925,0.1114565860958445
STRAP,3,0.4394715124779232,0.34,0.1590954660591627,0.2632670800684758
SUGP1,3,0.2036229890726727,0.27,0.1866115313199996,0.2841759690605481
SUPT16H,3,0.7163737220890487,0.59,0.136272156589997,0.0932932145337389
SURF6,3,0.5670837640301457,0.38,0.1830071708568654,0.2630736957345332
TADA3,3,0.4589384903898619,0.45,0.1685607276575026,0.3611737073787778
TAF10,3,0.7533522378476849,0.69,0.1800017292633056,0.2120576771081756
TAF6,3,0.7413781892398635,0.65,0.1948908932375045,0.3064146266191608
TAF7,3,0.6340255412430086,0.46,0.1538246619792432,0.1772090837627491
TBCB,3,0.3176782999515107,0.28,0.1738114902348417,0.1646509224667479
TCERG1,3,0.3936064967234621,0.31,0.1532495040571823,0.1548535496994353
TCOF1,3,0.3533706818246783,0.31,0.1587907684972724,0.2312103866698263
TERF2,3,0.483443615584126,0.34,0.1411459970803932,0.134122850179756
THAP11,3,0.1676630048281556,0.2,0.1389023559970059,0.1061833197801261
THOC7,3,0.4862545172920774,0.32,0.1599332565736007,0.1867900567582182
TIMM13,3,0.5694233447012392,0.45,0.1602504699812054,0.2250202938723883
TIMM23B,3,0.6768154384816386,0.5,0.1559018218275073,0.2741892273671611
TIMM44,3,0.5291230082619901,0.33,0.1457544022679814,0.1531809358366462
TMX2,3,0.6674376457551665,0.53,0.1369915634911787,0.0887907531359371
TOMM22,3,0.758499663195622,0.61,0.19472517456594,0.3267547225119879
TOP1,3,0.5652321295957159,0.5,0.1909612518715733,0.3229151451162667
TPR,3,0.4448943308083254,0.31,0.1542231219051379,0.2079065308778498
TRA2B,3,0.2611053326197963,0.17,0.1612034061000812,0.1816581928911902
TRMT112,3,0.7355103383305525,0.73,0.1957178232175541,0.407736166804293
TRMT5,3,0.6022596441300105,0.45,0.1731354796608196,0.2231757688822729
TSEN2,3,0.5136132484318319,0.4,0.1848517679052598,0.3496876388458562
TSR1,3,0.6267801608873003,0.56,0.1930281312988362,0.384738574228434
TTI1,3,0.6178983251845404,0.43,0.1481716452607592,0.1549035981133333
U2SURP,3,0.6644690696576894,0.48,0.2095349238825864,0.3558483824493132
UBA52,3,0.5387842405916301,0.32,0.1482386671800264,0.1120009225719824
UBAP1,3,0.5954306841193229,0.35,0.1331235430539128,0.1115234825741316
UBL5,3,0.6880251425225804,0.41,0.136943458749713,0.1570431827077161
UBQLN4,3,0.5169237982804706,0.38,0.1675232018818588,0.1997558155016105
UFM1,3,0.4662679124007268,0.36,0.1678973197467303,0.158851406595709
UPF2,3,0.6800141078803077,0.46,0.1173501750375286,0.1399326917125696
UTP20,3,0.5474279998431784,0.51,0.1897962402917734,0.3546288203003072
UTP23,3,0.622035544888773,0.58,0.1923570266913217,0.3892172840391181
UXT,3,0.6602293152134532,0.55,0.1754815503237735,0.1955317878458685
WAC,3,0.3719176961825614,0.35,0.1646841720960646,0.2005072208002544
WDHD1,3,0.3029861879275362,0.28,0.1746194152473374,0.3157722567427267
WDR12,3,0.5536652233940746,0.38,0.1621303859610874,0.1601300814969484
WDR33,3,0.5209422308731958,0.35,0.1328590558743118,0.0838955486000978
XRCC5,3,0.6106345950338478,0.47,0.1956096504667009,0.1671720854590774
YEATS2,3,0.8378393165469238,0.57,0.1933423107722959,0.3901359348613896
ZBTB17,3,0.3730981871070435,0.33,0.17786507511784,0.2382920077948769
ZCRB1,3,0.5048847651946019,0.33,0.1649264922447465,0.1931939082603597
ZFC3H1,3,0.6252999693101762,0.5,0.1258235976412068,0.1587809140589182
ZMAT2,3,0.5632544430213552,0.38,0.1446588853302731,0.1697936282836656
ZMAT5,3,0.3295154411592254,0.31,0.1472441080686391,0.1194475305227186
ZNF236,3,0.7108470111649273,0.6,0.1938054359613797,0.3450835310156233
