condition,state_available,mean_pcc,mean_spearman,delta_pcc,delta_spearman,top100_de_overlap,auprc
ARPC4,False,0.9958818436625846,0.9740441677358892,0.10048019465814285,0.08675802018618436,0.19,0.1478019552751858
ATF4,True,0.993935476815564,0.9392001394077819,0.035399366982668934,0.015041497163390009,0.17,0.09980945386240504
ATF5,False,0.9871462366786384,0.947296341853465,0.5138663215397417,0.349680089409143,0.4,0.3620641612544736
ATP1A1,False,0.9881544096452799,0.9470084633064395,0.1398628152623939,0.0673727111222575,0.24,0.17727433383175997
ATP6AP1,False,0.9955120144614321,0.9679501722852244,0.315683389438895,0.18892399737079865,0.33,0.29026380565539067
ATP6V0B,True,0.9971892274027372,0.9743138112655774,0.2636929979735121,0.14368194090277586,0.27,0.19347947417692846
ATP6V0C,False,0.9903772906287096,0.9412393124574385,0.23029248343563408,0.1131727482410371,0.28,0.22199049406274013
ATP6V1A,True,0.995396848838174,0.9602874117037026,0.1810296487878516,0.11982213780780218,0.21,0.16564230211827707
ATP6V1B2,False,0.9936252475497506,0.9704976482929314,0.3418773105379818,0.22055680547571796,0.37,0.35823883200423545
ATR,True,0.996572429831334,0.9647103789566462,0.3424511287671736,0.25599208588961553,0.32,0.2690900949756732
ATRIP,True,0.9973953217025353,0.9743163872858652,0.3077334433591099,0.24310887028520986,0.22,0.18259392776750807
BANP,False,0.9936358512490393,0.9669604621044319,0.06365418130515502,0.0076096614273991016,0.26,0.15278399614569385
BAP1,False,0.9947953162026357,0.9669925768093052,-0.055076404061529444,-0.04636052401265142,0.22,0.1391357816524525
BCAS2,True,0.9928001766523745,0.9570260093530305,0.5371894683996751,0.3738822744352409,0.48,0.3918057264241168
BDP1,True,0.9841642041299401,0.9172211476788946,0.44077024581612134,0.2439665477170633,0.41,0.3751647750050413
BGLAP,True,0.9975380447330813,0.9821369914793451,0.2630976545471112,0.16667930865483127,0.27,0.16131005907629917
BMS1,False,0.978968112665101,0.9098725209276028,0.18968207939385692,0.07059223338555952,0.24,0.1447481994739296
BNIP1,True,0.9936828665601491,0.9571008650490237,0.3895995342045337,0.2568565766322713,0.32,0.27281464513571085
BOP1,False,0.9962995096975089,0.9689483293273471,0.3727216750048681,0.18270323686982434,0.34,0.32856014643641795
BRD8,True,0.9925238370140242,0.952492085645236,0.025554298608692926,0.015893201796688412,0.12,0.09216646420394127
BRIX1,True,0.9852164906354063,0.9251881165758474,0.39676360945602956,0.2443551925510677,0.35,0.27412989391575443
BTF3,False,0.9941353961217867,0.9609984082781792,0.26625159856657027,0.226083684563849,0.25,0.18502664117404374
BUB3,True,0.9972147331864982,0.9789590532249307,0.3462059502183022,0.23241004564714957,0.33,0.2462734565896908
BUD13,False,0.9936926395890128,0.9633656995525223,0.49172004324291235,0.41396345985094335,0.37,0.29095083908140074
BUD31,False,0.9881869411051035,0.8969371745525224,0.2436684443435732,0.20726358685004992,0.25,0.16080119389767478
BYSL,True,0.9918908007370616,0.9486760572046267,0.604526997269858,0.263019578202164,0.57,0.5564574795638118
C12orf45,False,0.990985338024235,0.9676488770014954,0.1712395695808903,0.08194824906957923,0.27,0.2060661703969155
C1QBP,False,0.9941151473770543,0.9722925093066133,0.3000860723115054,0.2068120182996989,0.35,0.2627155702598722
CACTIN,False,0.9938567394712141,0.9486974577679774,0.5376366269637652,0.4381583463122008,0.47,0.4013032893209074
CAPZB,False,0.9924753126909686,0.959113285788465,0.2172253101679122,0.1831141498618897,0.31,0.2567343685585059
CASP8AP2,False,0.9891836751825375,0.9523852252503905,0.14668279265164183,0.12889119740948085,0.31,0.21602004648827988
CBLL1,False,0.9934709610408006,0.9631554768613768,0.09681141483885693,0.06931310628991261,0.22,0.16149160130295073
CCDC174,False,0.9945695275898097,0.9615589241662188,0.441700440574111,0.2932297724917698,0.37,0.34231741391127274
CCDC59,True,0.9954049734396805,0.9650743921299928,0.40566101056820436,0.09084742483287343,0.54,0.512820046310549
CCDC84,True,0.9938338548462207,0.9552571620020919,0.14711968038987677,0.11245627591088096,0.15,0.11263573638018892
CCDC86,False,0.9937671088006711,0.9689520835120167,0.39248867408800486,0.19658539681952295,0.31,0.3030233098529248
CCNH,True,0.9920615401381719,0.9495147742032377,0.18955547155817898,0.08591029794961803,0.22,0.163297395140162
CCNK,True,0.9977357246654548,0.9830441453874396,0.004204886720154896,0.035129620392762774,0.18,0.1170924225595015
CCT2,False,0.9914710807015055,0.9575353904452347,0.3728984285330023,0.274779596070575,0.38,0.2750610504651872
CCT3,False,0.9929661640743241,0.9656531644665762,0.33595920587956046,0.28536687950809403,0.31,0.19920066473822984
CCT4,True,0.983553817663772,0.9305657920810043,0.3199289902976239,0.2661949238681944,0.27,0.19890134343783367
CCT5,False,0.9918046766372389,0.9505261679631538,0.2789859869704914,0.20580415458372694,0.3,0.21460676470261125
CCT6A,False,0.9900600082632994,0.9503551836208639,0.31530632288259136,0.2611610421727122,0.36,0.2500264758842995
CCT7,True,0.9790557906397171,0.8979308881877905,0.3615043794673878,0.26570481760827197,0.26,0.19259939459621583
CCT8,False,0.9931692687726653,0.9589523156685605,0.2734480307198477,0.2368580033237499,0.3,0.20432556759769496
CD3EAP,True,0.9934656653065457,0.9559497354151242,0.30656948544893153,0.11857464271192827,0.37,0.3119323026512312
CDAN1,False,0.995978506968462,0.9728852287937327,0.24683182390888264,0.14084492786151975,0.27,0.19177336103058634
CDC123,True,0.9941519540207451,0.9541752357113983,0.4175795759859335,0.26577348057674555,0.32,0.2528319233913744
CDC16,False,0.9968669668458702,0.9734529393773964,0.4059967086214808,0.2195679345327037,0.43,0.3333205083030649
CDC23,False,0.9959704906287264,0.9712385741767151,0.3494914991539668,0.19220333810694373,0.43,0.34771329925905814
CDC27,False,0.9973688173041791,0.978827843145674,0.513263062524801,0.313989692180831,0.46,0.3905775066536058
CDC40,False,0.9960238007498394,0.9623995683210664,0.4994495852739796,0.385132456946358,0.4,0.35943829341369815
CDC5L,True,0.9856085740327865,0.9014173894567052,0.6726130739074717,0.5305859074061797,0.57,0.5699859192129441
CDC6,True,0.9913028556390855,0.9422125095789013,0.39102096365782724,0.20607485241782225,0.38,0.34760426986782217
CDC73,True,0.983015918500809,0.9266564886899654,0.4361958310201189,0.394860362491878,0.28,0.1992347171120334
CDK1,False,0.9953636820087444,0.9709238654263067,0.49900923213825066,0.3353874599825603,0.46,0.3934647921222402
CDK9,False,0.994331946074411,0.9675388785455716,0.006469746770187132,0.007922494796803835,0.26,0.21845767159549465
CEBPZ,False,0.9918246994691746,0.9587506108903868,0.3142054094706853,0.17173897349363318,0.29,0.2668276655823293
CENPC,False,0.996392381926433,0.9698341381114902,0.5360241195506014,0.3296888630952808,0.49,0.47066661455228054
CENPE,True,0.9966891790997172,0.9746990323164891,0.2179113853323206,0.16385127456567583,0.32,0.2313964171722202
CENPJ,False,0.9926775794906398,0.9738516302125979,0.3996393662711079,0.2458977985702764,0.39,0.32941685514357644
CENPK,True,0.9944342856372842,0.9475772125822663,0.5626373214317637,0.420585506643058,0.48,0.4611146091546427
CEP192,True,0.9970955594079094,0.9749873537476748,0.3536673702341701,0.25029094866717755,0.32,0.24864879728304562
CHAF1A,False,0.9827950391880095,0.9018112201214481,0.1486723801891814,0.10956393753693024,0.26,0.15199822542931413
CHAF1B,False,0.9876659327073778,0.9377170815243843,0.20045572446368318,0.1457074285362634,0.31,0.23367161051506033
CHCHD4,True,0.9935103112041962,0.957130887075944,0.532292966250781,0.3639604488862776,0.4,0.3219729547361154
CHD4,True,0.9888932872843919,0.9082921482326292,0.025308844030199756,0.02555458611874116,0.22,0.13310086154279913
CHEK1,True,0.9916556579620662,0.9612029662736291,0.10746909202807385,0.2024030778515981,0.35,0.2729266357920914
CHERP,False,0.9937676555111344,0.9530669236128961,0.36663385478089267,0.2573941622756502,0.34,0.25809180107912116
CHMP1A,True,0.9934348301798236,0.951584395822964,0.1277062024811589,0.09044519925814515,0.21,0.13024788344190735
CHMP2A,True,0.9894621573952217,0.9265244091042938,0.2004295402840093,0.1615034508039601,0.23,0.1664837799993588
CHMP3,False,0.9668890663988274,0.908921059923872,0.49133732219569837,0.44728326524904805,0.31,0.2496647543623814
