condition,state_available,mean_pcc,mean_spearman,delta_pcc,delta_spearman,top100_de_overlap,auprc
CWC22,True,0.9727661026132997,0.8172660234106008,0.5417536202389203,0.41460902455425513,0.4,0.3370590773441318
CWF19L2,True,0.9949174640656037,0.9680430928577303,0.5269785256173988,0.4212153925111999,0.32,0.2842799039649167
CXXC1,True,0.9920106023601574,0.964641948177661,0.04889660906642479,0.020097157302253883,0.21,0.1445958637724619
CYCS,True,0.9968874631071094,0.9774413382208035,0.16467430665919722,0.12915047377180608,0.26,0.19421687114145839
DAD1,True,0.9925411401539364,0.9559938779203523,-0.043506388181212045,0.01337876193487803,0.16,0.12713964127222488
DAP3,True,0.9969955037656681,0.9746718315674834,0.19203951351396373,0.10465426940499625,0.21,0.14634482761508458
DARS,True,0.9851288473871737,0.8956629892058438,0.528225338910287,0.3112261704335206,0.37,0.32319664023546063
DBR1,False,0.9935972818897488,0.9582238537721169,0.2257073496106464,0.15754675214441294,0.31,0.24389186921581263
DCUN1D5,False,0.9945256018897007,0.9681229368190819,0.4024037393338045,0.3036747840971124,0.3,0.2445562095140952
DDB1,True,0.9948946488600474,0.9578277119510341,0.26339040827128785,0.1484747886653188,0.29,0.19003702091456254
DDOST,False,0.9925240397332283,0.957936279739309,-0.0007214477666037954,0.04417951198200836,0.23,0.14749397856286292
DDX10,True,0.9928969951281258,0.9512092673690035,0.5647193536044385,0.2408000570610319,0.58,0.51857806670349
DDX18,True,0.9882657240219338,0.9453089733503637,0.7060768936441244,0.44527883152336584,0.63,0.6646221318474008
DDX20,False,0.9955347827079535,0.9709671995996275,0.29562381187546416,0.2449358495085545,0.32,0.22869026046657406
DDX21,False,0.9891699496293134,0.963312300898205,0.14290040132834259,0.05954041495098113,0.18,0.1414175606322406
DDX23,True,0.9918580262338902,0.9393778561321265,0.5759847460999292,0.45532714396979884,0.4,0.30581856393758305
DDX24,False,0.991056188920148,0.964452858175247,0.42413762417256484,0.23047227206204599,0.36,0.34889065702926114
DDX27,False,0.9919082986664427,0.947698287430838,0.2959957108698694,0.12968531771393854,0.35,0.3225365458694148
DDX41,True,0.9903138923262365,0.9390073076511665,0.7023571632707184,0.6895859068192866,0.41,0.3085545248415898
DDX46,True,0.9869375735903747,0.9277583992903441,0.4529017373011405,0.3674716129685366,0.37,0.2885404201995753
DDX47,True,0.9898353173784631,0.9632388781836893,0.6935518209563561,0.4280002001349511,0.63,0.6198067910884472
DDX49,False,0.98980068386418,0.9468594171517425,-0.0023360100649686792,-0.057085105348801436,0.17,0.12153900029510027
DDX5,True,0.9972168388276321,0.974931186628264,0.02949349163107421,0.03478840364484115,0.17,0.12362599518494162
DDX51,False,0.9937491239228531,0.9668720269429679,0.2349151027927136,0.06967018316620682,0.29,0.22832595562283597
DDX52,True,0.9927566826191058,0.9548326560857577,0.5891643446882107,0.22183763239427592,0.63,0.6167934406566079
DDX54,False,0.9942884856095462,0.9601924688676509,0.34159662708594996,0.1454355406668217,0.4,0.3525381759342411
DDX55,True,0.9967325237315526,0.9748171653112203,0.1567691042522188,0.08906687546783643,0.25,0.17784019842068738
DDX56,False,0.9905089012938446,0.9634473984262598,0.41435597763360527,0.23662865149147316,0.35,0.31774545338962934
DDX59,True,0.9977534140024298,0.9769029318972599,0.1804048863050369,0.1357650706558969,0.16,0.10318443932201485
DDX6,False,0.9881710021000476,0.9345633967319784,0.47983174603469275,0.3003456224595027,0.41,0.3546668383382095
DENR,True,0.9978046930094095,0.9829567779135877,0.12432711192056155,0.11640643590767626,0.15,0.11791197279958496
DERL2,False,0.9948506450423673,0.9727045463802588,0.3481201935141517,0.3295625934947606,0.41,0.3536560623975066
DHDDS,False,0.9877201127368241,0.9568028142445266,0.2502249675071398,0.2653951802882808,0.35,0.3223549424916912
DHODH,False,0.9950416589021572,0.9736592427580212,0.06166235533606336,0.013014376297992021,0.3,0.21550278140940268
DHX15,False,0.9834205011308564,0.9433844033383307,0.5886223023117564,0.44505276718364695,0.53,0.49206213284454164
DHX16,True,0.990518848942808,0.940669513656463,0.6904769245966238,0.635247294720048,0.43,0.3697800396131738
DHX33,True,0.9959974281270373,0.9741346527983046,0.1874585629627438,0.06806841916766856,0.26,0.19457388360783226
DHX36,True,0.9953166484415502,0.9789702143864256,0.06425890570753583,0.04615660739368138,0.13,0.0920584602708606
DHX37,True,0.9948953500602874,0.9747160005179417,0.5647924428399443,0.19935316509724726,0.63,0.5924655087129869
DICER1,False,0.9955896279788132,0.9721984961956328,0.22699330425845174,0.16229498266205802,0.19,0.13325139107813966
DIMT1,False,0.9863704853904238,0.9578705642988111,0.2247833356123025,0.08578220808887461,0.27,0.20276740468509372
DIS3,True,0.9861180482222212,0.9006695999300499,0.4593857912796562,0.20485254114626228,0.5,0.4509216959844023
DKC1,True,0.9914516681954227,0.9351419803623423,0.303712129276667,0.10596812291093397,0.41,0.35756059941281665
DLD,True,0.9877101624901179,0.9472599701876613,0.3393334940374087,0.245821232620081,0.27,0.20069313912802844
DMAP1,True,0.9840798178659529,0.9220815358355561,0.1913334161509333,0.1356755041669497,0.27,0.1813485091937777
DNAJA3,False,0.9920862053812906,0.9649321469792159,0.2947668673850986,0.20166466490189128,0.27,0.20069702223003416
DNAJC17,True,0.9842497894885335,0.8755186812767873,0.6049948098787289,0.4878730437334726,0.43,0.3769454899536169
DNAJC19,False,0.9833692350859125,0.9501877149010672,0.4830717381555761,0.35281850542675136,0.36,0.29963665075184365
DNAJC8,True,0.9986256693265904,0.9865762872279864,0.1254364045634784,0.09201642443261944,0.15,0.11240707716809531
DNM1L,True,0.9971807179101067,0.9753628177055763,0.23226254174347044,0.12057620505915231,0.22,0.1887459522486041
DNMT1,True,0.9968197896894624,0.9731936238251523,-0.02455337326774953,-0.01167871439865326,0.18,0.12844997987291776
DNTTIP2,True,0.9903223820771506,0.9589074983320435,0.7047148245574039,0.4119721808747512,0.65,0.6930286488930119
DOHH,False,0.9939828083857565,0.9701664813696136,0.01940977122659385,0.06874623781158232,0.28,0.1767089478136116
DONSON,False,0.9945382099783852,0.9726383718123355,0.36912277632681606,0.2037384083890198,0.41,0.37517996548192906
DPH2,False,0.9951225795070093,0.9708974931597326,0.008014487669903293,-0.03637363969329704,0.22,0.14907966918853433
DR1,True,0.9969299295771721,0.9689948707016846,0.059067900552093724,0.06832805620469586,0.16,0.09781252584140984
DRAP1,False,0.9964110492971873,0.974670473939475,0.14223874392210864,0.16748501483754868,0.2,0.127687601129662
DSN1,True,0.995330614969021,0.9744321106561405,0.48281568284902504,0.35827578066973476,0.41,0.3036839305939053
DTL,True,0.9934483374567152,0.9588421499385923,0.2793854063535807,0.1646055750448368,0.3,0.19137746763597377
DTYMK,False,0.9930417401969746,0.9553910914032987,0.2750957742559596,0.10203350506251772,0.38,0.3303975273265385
DUT,True,0.9899625885536916,0.9223467318732201,0.20863596071619123,0.0941697884533077,0.33,0.293018866794749
DYNC1H1,True,0.9970961127693306,0.9784350097695911,0.39715276098763963,0.27072905922090557,0.33,0.25208976421554646
DYNC1I2,True,0.9967067699791967,0.9795280796977459,0.3911898794856112,0.26556934666082604,0.37,0.28281134076618636
DYNLL1,False,0.9938629733518982,0.9566631499757438,0.23257733977998815,0.1399743773378057,0.33,0.2779978922345071
DYNLRB1,False,0.9965481111507575,0.9750145423115869,0.4489062292385389,0.28525514554412984,0.41,0.3262866665158927
E4F1,False,0.9958614029865461,0.9692044679423056,0.2901771840648254,0.2628717175051923,0.21,0.16890712176128816
EBNA1BP2,True,0.9915661176332553,0.9382554608432779,0.44338105932776367,0.25044084723993926,0.37,0.331777993150836
ECD,True,0.9944086255917929,0.9491621185432741,0.42573207561072324,0.30045356201089934,0.35,0.2514080590475007
EEF1G,False,0.9911515449243126,0.9663854373436835,0.1484008492222617,0.10609047702433995,0.21,0.15781104519033975
EEF2,True,0.9887935369467615,0.9616296912828656,0.283511356728909,0.09247732814913195,0.35,0.2855259597161263
EFTUD2,False,0.9890163553813156,0.9394200048152287,0.6180472063999645,0.46654744878759996,0.55,0.45538608134005054
EIF1AX,True,0.992533328408531,0.9500726727344254,0.5045078643551714,0.3375007993070743,0.42,0.38022599538797985
EIF2B1,True,0.9951430832223119,0.9641803515511487,0.5278446589212313,0.3577724823821065,0.35,0.2842126043073575
EIF2B2,False,0.9889356326510397,0.9574468817654843,0.5074677636920665,0.3484347016476147,0.4,0.31567599316027406
EIF2B3,False,0.9891088669285344,0.9478124623380496,0.4481225613778601,0.30149990289916945,0.34,0.3080164480340617
EIF2B4,False,0.9883002991588806,0.9549799365807573,0.5050683548591192,0.3561575352771449,0.37,0.30214072415190074
EIF2B5,True,0.9879895939784903,0.9326391522716077,0.6656022860999545,0.4919639375970851,0.45,0.39166806602734044
EIF2S1,True,0.9771179914200517,0.8995625521828507,0.7038151439386348,0.5444023528712321,0.45,0.4580402994012506
EIF2S2,True,0.9867085537218003,0.9151546565571086,0.49422839745614805,0.30965097656285506,0.33,0.278652892864808
EIF2S3,True,0.9672882850777138,0.8516523519843751,0.5464239651024264,0.3537170980899311,0.39,0.3610488007690384
EIF3A,False,0.9836499528368793,0.9467269112146508,0.39782154874196807,0.21667137607356887,0.36,0.3117166919032629
EIF3B,True,0.9692889011758407,0.8170911274309876,0.5029276242079112,0.3181837138384636,0.44,0.41216376673903565
EIF3CL,True,0.9826078528018356,0.8835161442812194,0.43015282604815175,0.2195602214468496,0.33,0.35061983299033866
EIF3D,True,0.9805304051757102,0.9138758665584886,0.569582006728665,0.4552731115858152,0.47,0.4536879714945398
EIF3E,True,0.9848576496701399,0.9304867536611201,0.5003508346013142,0.39009789010276114,0.44,0.3803758880413352
EIF3F,False,0.9916886379683615,0.9391082367494007,0.3394054530901019,0.23176601381132145,0.31,0.25167151836399937
EIF3G,False,0.9868273440226992,0.9403979616095794,0.36094855224016825,0.19058666218490328,0.36,0.29008843412105667
EIF3H,False,0.9947943926922589,0.9729605489505668,0.3455368789624437,0.28843467784053545,0.33,0.2882107545353041
EIF3I,True,0.9775502233026181,0.8637861202941631,0.5844488538988835,0.37817866717097737,0.44,0.4623367669405121
EIF3J,True,0.9960027378716264,0.9611674965293455,0.18621414515864684,0.11636559650725015,0.21,0.13033336228571435
EIF3M,True,0.9916769091301275,0.9422263739732154,0.62984609972157,0.4210082393784284,0.5,0.5110848471734312
EIF4E,True,0.98831655712382,0.935221628063187,0.5336894334082338,0.2840881921042217,0.49,0.4967973718858494
EIF4G1,False,0.9917670616064235,0.9644114095786811,0.2916449614064586,0.16031974096541718,0.34,0.2818938851083029
EIF4G2,True,0.9959339021721657,0.9786397790082632,0.39554703375180283,0.25459408334345734,0.32,0.21554179076813354
EIF5,True,0.9936885633026572,0.9566376985129583,0.3488326379830332,0.24389160448440977,0.3,0.1955397870759323
EIF5A,False,0.9933753164401247,0.9610726986641327,0.3546386263547637,0.24761977461859716,0.29,0.20668495477771692
EIF6,True,0.9932589056070048,0.9612574408983251,0.33621265416127977,0.1615614442373215,0.31,0.2617722502465322
ELP3,False,0.9962802459183102,0.9718527254516721,0.1509500539593392,0.10043813029525143,0.22,0.13736617445434157
ELP5,False,0.9965877117378901,0.9749169855397973,0.16128863103293922,0.11408122345477602,0.23,0.16402281187946033
EP400,False,0.9750905572302079,0.927188443411075,0.3274620216938079,0.22582925341370907,0.32,0.2196298310657002
EPRS,False,0.9928658151378214,0.9525183792133549,0.3203888800348445,0.17323372639137702,0.31,0.2705506460947968
ERCC2,True,0.9942601370967443,0.9619597408155651,0.19527552870581646,0.09908030028366129,0.23,0.15294795726394464
ERCC3,False,0.9943645724811526,0.96984653200304,0.07632318903808963,0.053076500119415504,0.19,0.15790608663959174
ERH,False,0.9835913090602073,0.9227812943025331,0.5947865185371521,0.39080439066953426,0.48,0.4315635315084704
ESF1,True,0.994654457796774,0.9695365620466628,0.29063963787149477,0.11075106486386013,0.36,0.27693004777216973
ETF1,True,0.9854008250696159,0.8803447384282893,0.6203647364287759,0.4245422820893571,0.47,0.4354413722372827
EXOC7,True,0.9836041718524672,0.8736446766636773,0.2801660909652975,0.11987409917980413,0.28,0.2120813793290575
EXOSC10,True,0.9952532306967337,0.9635659954053138,0.2449559854388303,0.08545212828753852,0.37,0.2760742434474446
EXOSC2,True,0.9870838142763572,0.9352025362002714,0.5898966114453116,0.3235780010044204,0.49,0.48434737801013505
EXOSC3,True,0.9801690319072033,0.887557355736947,0.4844712681266127,0.22280721743648274,0.45,0.4192548697421677
EXOSC4,False,0.9857049604389195,0.9383829055041348,0.36014870799554594,0.21995655515179877,0.32,0.25665676563088535
EXOSC5,False,0.9858088315505968,0.923423855855175,0.3974824824691956,0.22874412407940276,0.39,0.3168185531808553
EXOSC6,False,0.986588154049389,0.9395241930518633,0.3492500035191849,0.2223601197230743,0.3,0.20351873076554466
EXOSC7,True,0.9930797237474941,0.9442605509357435,0.3160716930446023,0.15289516651605106,0.29,0.23244361494051924
EXOSC8,False,0.9875919531280593,0.943132128514445,0.3876219297231718,0.24525281343170227,0.35,0.27232623130065925
EXOSC9,False,0.9817600968193695,0.9020378954775081,0.3798847277618036,0.2398403982199444,0.32,0.24283291151471448
FAM136A,True,0.971981798669602,0.877510714845586,0.02597096898952669,0.01083498698489088,0.11,0.07465492186520364
FAM32A,True,0.9894973840935594,0.9358776195152833,0.6313438487850043,0.5463886665165439,0.46,0.3827369395737224
FAM50A,False,0.9859793012606699,0.925387219894309,0.42223475055729065,0.33084317794560814,0.3,0.19500134325947996
FARSA,True,0.9870959635258446,0.9175901545400547,0.596702376651207,0.40592488738150684,0.39,0.3362789385823421
FARSB,False,0.9903762220251693,0.9493572811539064,0.3728450748640757,0.22773501648177286,0.28,0.2340127831776544
FASTKD5,False,0.9929584125933223,0.9746792715983732,0.07694333328637575,0.044088259689308094,0.22,0.17210331057859027
FBL,True,0.9873981089865795,0.9396571558444907,0.6865923239112316,0.4551391668148911,0.65,0.6772873178440557
FBXO5,True,0.9982768318596125,0.9837538001028727,0.033064898142256466,0.0272301460092951,0.21,0.13542376939693737
FCF1,False,0.986386546535733,0.9654178079740217,0.207644201185604,0.06890430732315463,0.25,0.202633993028821
FNTA,False,0.9952839292401116,0.9652678708485755,0.3854800666919125,0.29493652150414995,0.24,0.16283758058246164
FTSJ3,True,0.9915771906756772,0.9525271953520521,0.4325025449005839,0.3280191004451892,0.27,0.22470949760682324
GAB2,False,0.9912359342616399,0.9617240131339398,0.21364608429451448,0.1693980716911945,0.35,0.22936476636850922
GAR1,False,0.9946292904828961,0.972772236291718,0.16920795763763083,0.09397563108002957,0.15,0.1051045038860057
GARS,True,0.9927819552951892,0.9633410188248113,0.06912036182717121,0.03872732346306908,0.26,0.19236451035173668
GATA1,False,0.9363605472593681,0.8354294901221129,0.42203619427125044,0.31659058819020935,0.34,0.20285944290894536
GBF1,True,0.9886797090684191,0.9516916137063393,0.436075811799616,0.34152511045409445,0.38,0.40352989062403805
GEMIN5,False,0.9949614307456999,0.9703836750870893,0.3352793245325394,0.3282278052438608,0.33,0.23998352679183788
GFER,True,0.9970503283074071,0.9779866512878117,0.14056110294985613,0.1277017594704139,0.13,0.1278145303567042
GFM1,True,0.9976224108785522,0.9805437778927357,0.3797125196212413,0.1834780598032544,0.25,0.2277101466693649
GINS1,False,0.9880179273207904,0.9522153745481977,0.37932595438156,0.1797564292876705,0.43,0.3485081011977975
GINS2,True,0.9929832347364049,0.9633937904404238,0.3288846990916131,0.1990424107052549,0.27,0.22668444229073775
GINS3,True,0.9950629927232482,0.9618243444245503,0.19190975735587243,0.11936343828527257,0.18,0.16594992085061364
GINS4,False,0.9916281855604222,0.9532614051032879,0.33395070291959117,0.14185180705025738,0.37,0.31532233038590163
GLE1,True,0.9931541230096761,0.938371576749978,0.2626657658152592,0.16741961387225482,0.28,0.1943293621464022
GMPS,True,0.9953132920533129,0.9569966055266098,0.07484838717459491,0.04559665036025964,0.27,0.1967496725653189
GNL2,False,0.9914622756006526,0.9655918230802973,0.43918988251498586,0.23121300135899997,0.42,0.38043142310224104
GNL3,True,0.9873836988936159,0.9012118901331416,0.19952827918069393,0.10636357563924784,0.21,0.16245357054825071
GNL3L,True,0.9947860264177525,0.9483952909905622,0.31309218166122965,0.15625016004541628,0.3,0.30381759356261767
GOLT1B,False,0.9964208160599978,0.9770538098215656,0.248887927690362,0.1425478780006911,0.32,0.2784240150814907
GPKOW,False,0.9955847255120527,0.9675706943874852,0.3894573663600167,0.3165320827389627,0.31,0.23993366542531308
GPN1,True,0.9869290715591141,0.9161704653122765,0.5862069308469544,0.3908903574210402,0.43,0.3563057662146769
GPN2,True,0.9858454992053072,0.8981334277431015,0.358345222669011,0.2132836952841717,0.25,0.18681659170535914
GPN3,True,0.9863031662435952,0.9297576436972348,0.6576970918965269,0.4814350984363051,0.53,0.4234840879961037
GPS1,False,0.9966155754881161,0.9793552607574577,0.32947148803200244,0.2625584845897837,0.36,0.2448867503747363
GRB2,True,0.9942978193313564,0.9431633956974919,0.07361626020971798,0.05397361885929885,0.1,0.09705938222371784
GRPEL1,False,0.9917960850896447,0.9556223880751348,0.4365503872532374,0.27159631970312387,0.33,0.27252290269172585
GRSF1,True,0.9973265819777202,0.977574373736027,0.16963828394892863,0.08556674000230546,0.22,0.20855839023658523
GSPT1,False,0.9812489422053965,0.9267073001723918,0.4889607036575357,0.331525439069531,0.35,0.30122952354224264
GTF2A1,False,0.9877204014021526,0.9566642167824253,0.14548637225951666,0.03233373605637575,0.26,0.19827131661867567
GTF2A2,False,0.9906222040706016,0.9683043319021797,0.14990762532245258,0.03681129741547601,0.31,0.20751657169435092
GTF2B,True,0.9886661633754776,0.9059568402994973,0.2258550399518268,0.13853314958541854,0.21,0.12881142297471082
GTF2E1,True,0.9958215913203929,0.9708204180592068,0.3380386223531037,0.23759026313755066,0.3,0.1673462069482914
GTF2E2,False,0.9934643951056346,0.9573919269846259,0.30701544256416013,0.2305904860631921,0.32,0.20462917490238097
GTF2F2,True,0.9889906011591828,0.9165095173614508,0.3301904165609623,0.20384268543538117,0.32,0.22477795086145408
GTF2H1,False,0.9921094421215536,0.9687254479737355,0.4076811495147371,0.26668896919290597,0.35,0.262859768005063
GTF2H4,False,0.994603710937387,0.9654009139327445,0.19049684405780715,0.11306712599273935,0.23,0.1424743416880767
GTF3C3,False,0.9954085257076808,0.9690722742965724,0.1219788945283211,0.030562728958698444,0.31,0.24088383527854088
GTPBP4,False,0.9904768109744164,0.949328758858278,0.21374006014455013,0.08434865805582918,0.3,0.28668882758096836
GUCD1,False,0.996092157492974,0.9768526326735215,0.5894759108667668,0.4745881502573536,0.52,0.4961614243593332
HARS,False,0.984945886819113,0.9480189740943413,0.4552300843138596,0.30442789836433376,0.32,0.2762266647287751
HARS2,True,0.9834564585315096,0.9043495217761554,0.27974475886225664,0.17394575337396892,0.3,0.2505404151990614
HAUS4,False,0.9965399249153931,0.9745233884382191,0.46901841937235833,0.3316004205362519,0.49,0.379447280320645
HAUS5,True,0.9973754477977215,0.9776246324175669,0.16043598642574816,0.13402026504595954,0.2,0.13270266636530664
HBS1L,True,0.9839272338802235,0.936476700832593,0.583610561900998,0.3934045892258008,0.41,0.4066625594815779
HDAC7,True,0.9928985601182674,0.9606144289562436,0.3181279113906792,0.2003422409111391,0.28,0.18761824499618301
HEATR1,True,0.9885406275361764,0.9585130024112651,0.5824101672262522,0.2905566332121275,0.55,0.47465457352810403
HGS,True,0.9851819813570895,0.9069308973824466,0.5166497999884908,0.3741497832295017,0.34,0.28353978755386106
HINFP,False,0.9920104700984932,0.9588633338422266,0.2885264851698303,0.20655969066049787,0.33,0.2593150921331015
HIRA,False,0.9967833074767157,0.9766328473235137,0.18253271838629442,0.1041539489139804,0.33,0.22281292355671983
HMGCS1,True,0.9956558881342192,0.9727640796906827,0.391557916718884,0.32415720825352007,0.32,0.28462108303783185
HNRNPC,False,0.9905237443973559,0.9462577507758824,0.4136915047772577,0.29236444665335964,0.38,0.28511349519491075
HNRNPH1,True,0.9933206965453533,0.956790277931076,0.12508135611227236,0.10343474061768788,0.24,0.13881445519482452
HNRNPL,False,0.9937024071983548,0.9455848362043524,0.3716640403314009,0.26072872320080465,0.32,0.26711208344842713
HNRNPM,True,0.9957442956463379,0.9674196544455637,0.24153053250661385,0.16298248153459113,0.29,0.24518389603871202
HNRNPU,False,0.992901944574853,0.9546934952321948,0.16853574636744242,0.12404611808752666,0.25,0.17342111006196206
HSCB,True,0.9960091919343133,0.9608010277730232,0.07647437391106937,0.03235922734631461,0.12,0.08550197025675949
HSD17B12,False,0.9949915956747883,0.9670750215659735,0.38178765935854153,0.2633476077016383,0.3,0.2651266386694152
HSF1,False,0.9950760245436894,0.963073052177594,0.1627376662970006,0.1712738015807351,0.3,0.19348648393608048
HSPA5,True,0.9692299965517428,0.9313663879620028,0.5754376766536681,0.5842215839468083,0.44,0.4308304580665604
HSPA8,True,0.9863629293173635,0.9546356439021172,0.1288677550706729,0.13423128141261984,0.27,0.23084961786198582
HSPA9,True,0.978489551976776,0.9113688644972475,0.70855003382627,0.5045017434508495,0.48,0.481664702638872
HSPE1,True,0.9806881306750995,0.8705787093528556,0.34861560843387496,0.1986221243129606,0.33,0.27453084180309933
HUWE1,False,0.9943937513467388,0.9582953651786081,0.16013064518684786,0.11068134121863477,0.18,0.15149345543350656
HYPK,False,0.9955044248342056,0.9696591955873777,0.2327395152344402,0.12033872530139068,0.22,0.15923862548653847
IARS,True,0.9883261522458785,0.9035803667763784,0.4043751488448554,0.23724772349089865,0.32,0.2532128686750387
IARS2,False,0.9926840585894156,0.9636409787837381,0.380345219720638,0.2436224987806025,0.29,0.25389325407490343
ICE1,True,0.9862890529901543,0.926127800432677,0.6532179439505005,0.5997622399228012,0.47,0.4566174183284698
IGBP1,True,0.9919724757746305,0.9499698877725424,0.49820734181838655,0.32431859934969365,0.44,0.3754917992744695
IK,True,0.9926380914588585,0.9462323674132467,0.547678563827475,0.44140004975106056,0.46,0.3883529445537909
ILF2,True,0.9927107156125106,0.9405602948568962,-0.02261878302681069,-0.025642829071723505,0.16,0.11178640516715474
ILF3,False,0.9954320413029508,0.9672859722974848,0.11156230264834524,0.044205245102423234,0.21,0.13104120319945115
IMP4,False,0.9836011019405011,0.9595431996782615,0.23052748714709462,0.07833721377998686,0.25,0.19375752654582837
IMPDH2,True,0.9927335525059378,0.9520412126362937,0.019082638973862063,-0.0025449321677590386,0.23,0.1573170218732978
INO80,False,0.9933297384072907,0.9650526410876927,0.09483107073071576,0.08011314988618046,0.18,0.12229301162058488
INO80B,True,0.9955796529422085,0.967889206790361,-0.019789834097702352,-0.005490745664161654,0.09,0.06564815195487855
INTS1,False,0.9960822474245756,0.9748083350717043,0.053954534006598956,0.07279435986128116,0.26,0.19960006942744948
INTS2,False,0.9711323134756693,0.9032239901689659,0.5667788675438986,0.42700508652458974,0.44,0.3816932835574347
INTS3,True,0.9875434109235949,0.9256761480859949,0.3502191275288029,0.3053625600908029,0.3,0.22642556941042238
INTS4,True,0.9859211774458746,0.8939971601491941,0.5674695130714447,0.41244033536352004,0.47,0.43386845274860386
INTS5,False,0.9814126119173743,0.9165358638333301,0.39995359823542476,0.27360141583402303,0.3,0.2519729661417677
INTS6,False,0.9961151405110198,0.9689499587358509,0.18669487590010245,0.13312862938995187,0.22,0.150900376514299
INTS7,False,0.9895579822690054,0.9408357732238797,0.47703087055758797,0.33303581504442986,0.37,0.3006893450203434
INTS8,False,0.9809925622979548,0.9276895387791891,0.4729561129860835,0.34050748526211,0.34,0.27438640267410996
INTS9,True,0.9895847662586582,0.937328323581264,0.6317189352707874,0.5148251283459174,0.49,0.4662710136564943
IPO13,False,0.9918602758695317,0.9525447645432354,0.2407646928554447,0.15856638908557466,0.24,0.1763598582170104
IPO9,True,0.998085436350255,0.9801884632883293,0.12131499792092441,0.07683418479974716,0.2,0.12704241630868032
ISCU,True,0.9874410914930023,0.8978134877396944,0.19787213984017818,0.08684185475120089,0.26,0.17335276931793925
ISG20L2,True,0.992007690689502,0.9447545070476312,0.2989006344210874,0.16645141354052065,0.36,0.2698740779962925
JAZF1,False,0.9971498986602462,0.9775389810192445,0.26758615019985293,0.1981582427998358,0.21,0.16143429506941168
KANSL1,True,0.9877617047379501,0.9139472820990481,0.10788021055122363,0.09181371218677103,0.25,0.18861096167868432
KANSL2,False,0.9917915890051295,0.9485096685216665,0.19030142251124818,0.13630192889614445,0.25,0.16416406455298327
KANSL3,False,0.9938205060891573,0.9584069321871448,0.023166460176552103,0.01702599819529212,0.19,0.1292189647405589
KARS,True,0.991332194283246,0.9221994301892662,0.35090030891013163,0.21660223071861223,0.24,0.16267270085141208
KAT8,True,0.9951908817870736,0.9720806326734375,0.06496449962080185,0.05245855411327357,0.18,0.14513837960424533
KCTD10,False,0.9946675203342205,0.9585190853684225,0.4310920539653421,0.25952941800480556,0.43,0.4041298845872047
KIF20A,True,0.994173106886343,0.9638965250941759,0.06256998595090647,0.0640803838665187,0.09,0.07482592443551182
KIN,False,0.9963544805229607,0.9719288438220807,0.4646200187960764,0.3198450955809913,0.31,0.22797872073806896
KPNB1,True,0.9894833354286056,0.9358364270869686,0.5559281510437677,0.393120178424832,0.38,0.35829393868553605
KRI1,True,0.9897239081329223,0.9321541218176851,0.47066153237315433,0.17634032975324418,0.54,0.49715670981651955
KRR1,True,0.9919632580327962,0.9766643674886397,0.6125030266413947,0.25967966673790077,0.68,0.6429598087292865
LAMTOR2,False,0.9946233925559459,0.9555543750858063,0.3324424327777909,0.2047380626134966,0.4,0.35629002557069384
LAMTOR4,False,0.9958893574882312,0.9710286519416155,0.28512533747724395,0.20528869563235977,0.23,0.165295755009251
LARS,False,0.9907062435686073,0.9494427795380873,0.3815446371741171,0.24382816492677117,0.33,0.30090980226712916
LAS1L,True,0.9954410242377042,0.9636574764651838,0.18532864968497423,0.11868314048070822,0.25,0.21078880547144727
LETM1,True,0.9956112089901297,0.9681021801040353,0.24999382250988544,0.14513275457308294,0.16,0.12011847917367705
LIN54,False,0.996708342900049,0.9788242319380125,0.06419429383389569,0.030096380073760382,0.14,0.10084803889611405
LONP1,False,0.9940262451261718,0.9660013825094648,0.19342444289953237,0.18966674733821226,0.27,0.2354325527162301
LRPPRC,False,0.9698456626512864,0.9655130082527934,0.06483643566421614,-0.07165485210938806,0.15,0.11269007764185879
LSG1,True,0.9937983037415837,0.9596853807045395,0.42087391950057274,0.23185478311996438,0.34,0.2841916847055462
LSM10,False,0.9924148806562415,0.966152939484898,-0.06748946622152278,-0.005982361532510096,0.18,0.12934919759063782
LSM11,False,0.993375230681831,0.9665782915724992,0.17178817102576152,0.15739179711624376,0.33,0.2914434663645319
LSM2,False,0.9880215135672077,0.9487785868785437,0.5564708707966788,0.4290615255914514,0.47,0.37039013488956174
LSM3,True,0.9895307954742617,0.9157334626671181,0.4885858480386764,0.37432355961456004,0.32,0.25326723221965186
LSM4,True,0.9843877141972864,0.8868894671892118,0.5977399377420224,0.4681655221648021,0.41,0.33230517106785173
LSM5,True,0.9887337786464183,0.928004273337593,0.47295611804466814,0.3484128206094857,0.33,0.2468042090011321
LSM6,True,0.9874025149441851,0.9202128315417526,0.6694233363536575,0.5378906773171978,0.49,0.45893670115781987
LSM7,True,0.9904462898099349,0.9346007530088686,0.5568445572001848,0.4462434091772183,0.39,0.3097579363395859
LTV1,False,0.9843772256946979,0.9608822289666508,0.2483899404368514,0.09149939278661517,0.25,0.1952185808236392
LUC7L3,False,0.9884415342777152,0.9204006340342064,0.14874203013879894,0.10027059912647811,0.25,0.17063921300880117
MAD2L1,True,0.9954725044386756,0.9605156428763891,0.15648246841231325,0.1299626335464755,0.14,0.10061673278444064
MAGOH,False,0.993382328763805,0.9672788416439234,0.38152999792778924,0.2408790935692128,0.31,0.24328886342059153
