source_context_count,pcc_delta,topk_de_overlap,pra_top100_true_de,csa_pearson
0,0.4593355269683391,0.3578853754940712,0.15588873041014062,0.1903173383791179
1,0.4452191334806688,0.3632,0.1523200856936713,0.19114549518628704
2,0.5120377973895622,0.3877777777777778,0.15798966947540374,0.19778926060396945
3,0.539460130343787,0.4041107871720117,0.15817641242594738,0.19372632782919805
