model,condition,n_test_cells,n_pred_cells,pra_all_genes,pra_top100_true_de,pra_nonzero_genes,true_range_mean,pred_range_mean,range_width_ratio
TxPert_exphormer_mg_fixed2000,EIF5A,100,2000,0.06683177624923563,0.0961964607630287,0.06683177624923563,0.3910980868925156,0.03315959511946887,0.08478587695245685
TxPert_exphormer_mg_fixed2000,SF3B2,197,2000,0.05966372276873435,0.0947276830513423,0.05966372276873435,0.426313973632455,0.033091105830613525,0.07762144124069573
TxPert_exphormer_mg_fixed2000,ACTR8,242,2000,0.06419207043383658,0.12170474631786193,0.06419207043383658,0.41060787721782926,0.033088626987971374,0.08058448952885729
TxPert_exphormer_mg_fixed2000,EXOSC2,209,2000,0.06397204808287685,0.09790168106729924,0.06397204808287685,0.45603166636049763,0.03491283200476322,0.0765579099315993
TxPert_exphormer_mg_fixed2000,ALG13,167,2000,0.07608588053548024,0.10876541673691804,0.07608588053548024,0.3905703111368418,0.03627242737215012,0.092870413877253
TxPert_exphormer_mg_fixed2000,CPSF3,575,2000,0.07289539571727995,0.12050635917943245,0.07289539571727995,0.4123911485430599,0.03661331353351474,0.08878297406488106
TxPert_exphormer_mg_fixed2000,RBM42,68,2000,0.06505298304908758,0.13037888423520458,0.06506599624833725,0.3817841497942806,0.030453199364989997,0.07976548681694731
TxPert_exphormer_mg_fixed2000,CDC40,84,2000,0.060841783296683924,0.09040540620500051,0.060853954087501425,0.4008614837044478,0.031144191772453485,0.07769314903420449
TxPert_exphormer_mg_fixed2000,PPP1R11,69,2000,0.0681888358188208,0.10420045134121844,0.06825709291173254,0.37456660041272644,0.031973711033388974,0.0853618826252502
TxPert_exphormer_mg_fixed2000,SF3B3,215,2000,0.05830358948230553,0.08079116171826974,0.05830358948230553,0.438333100644946,0.03268974799472838,0.07457740973897678
TxPert_exphormer_mg_fixed2000,MRPL54,112,2000,0.0675955533161557,0.12691519596259315,0.06760907513118193,0.3913589224676789,0.033958781091868874,0.08677144757561761
TxPert_exphormer_mg_fixed2000,WDHD1,175,2000,0.07724067515426308,0.1221665995016264,0.07724067515426308,0.3795745830971002,0.034724585787989204,0.09148290328037366
TxPert_exphormer_mg_fixed2000,FCF1,225,2000,0.07241345230253778,0.18601261700761001,0.0724279378901158,0.421259555055499,0.036240473503917466,0.08602884423322935
TxPert_exphormer_mg_fixed2000,LSM4,68,2000,0.07257094335394394,0.1347565620491421,0.07259998334728286,0.37815804653540264,0.032413083207271993,0.08571305740312193
TxPert_exphormer_mg_fixed2000,IGBP1,245,2000,0.06579554260264006,0.10834224967039253,0.06580870434350877,0.4254176625394821,0.03404368515014649,0.08002414414738958
TxPert_exphormer_mg_fixed2000,SNRNP27,42,2000,0.060023235430689624,0.11666754950669292,0.06009534985051024,0.40170761471152294,0.0307745363837108,0.07660929116247377
TxPert_exphormer_mg_fixed2000,GFM1,230,2000,0.07089188687434883,0.163413870250579,0.07089188687434883,0.38307359870493407,0.033454645162113016,0.08733215862928777
TxPert_exphormer_mg_fixed2000,POLR2E,93,2000,0.06731612593949245,0.1415346100559218,0.06731612593949245,0.42065539508044714,0.035245622179210186,0.08378739879134497
TxPert_exphormer_mg_fixed2000,SNRPD1,113,2000,0.058447585167668924,0.11363751091128994,0.05847097355709176,0.4292861458599567,0.03206085139701144,0.07468410280500741
TxPert_exphormer_mg_fixed2000,RFC3,211,2000,0.0775286808930764,0.11636114397202361,0.0775286808930764,0.38056783038526776,0.0340982885011658,0.08959844969203495
TxPert_exphormer_mg_fixed2000,MRPS26,111,2000,0.06888329786387828,0.15903431636883758,0.06888329786387828,0.38779180944263936,0.03318603338073939,0.08557692998381607
TxPert_exphormer_mg_fixed2000,RCC1,162,2000,0.06992247485328104,0.13039786954256904,0.06992247485328104,0.3908314470380545,0.03372963872529566,0.08630226180082397
TxPert_exphormer_mg_fixed2000,NEDD1,134,2000,0.07391524050567311,0.1230917558171631,0.07393002651097531,0.3803115476097167,0.03295341314353049,0.08664846619609688
TxPert_exphormer_mg_fixed2000,DDX5,130,2000,0.0680313273342773,0.12545690130352477,0.0680313273342773,0.37791422990828766,0.031753407851643864,0.08402278744338872
TxPert_exphormer_mg_fixed2000,EIF2S1,208,2000,0.05826441997481313,0.08221312211667989,0.05826441997481313,0.46984952216625225,0.03337423086542637,0.0710317422506599
TxPert_exphormer_mg_fixed2000,CUL1,181,2000,0.06831706740903441,0.11741953287893434,0.06833073355574557,0.3957018044650555,0.033925907254070055,0.08573604167050404
TxPert_exphormer_mg_fixed2000,KRI1,51,2000,0.06587535494996379,0.17585249695880611,0.06591490389229918,0.3904192550241947,0.032115831513404844,0.0822598534204366
TxPert_exphormer_mg_fixed2000,ZNF335,140,2000,0.07045329037849507,0.1090665450562483,0.07048148297168375,0.38620040850520143,0.03397222471285611,0.08796527161815741
TxPert_exphormer_mg_fixed2000,GPKOW,105,2000,0.06344451226897235,0.07906587267985433,0.0634572037097143,0.3850659518569709,0.031871996228620414,0.08277022480750705
TxPert_exphormer_mg_fixed2000,POLR2F,209,2000,0.059268654171494725,0.13097096211896953,0.059268654171494725,0.461185621571541,0.03385972659878433,0.07341886711301818
TxPert_exphormer_mg_fixed2000,USP36,151,2000,0.0691857778936422,0.1534879914724919,0.0691857778936422,0.39073276099860665,0.034256170127466325,0.08767160747719438
TxPert_exphormer_mg_fixed2000,NARS,149,2000,0.06372272308062096,0.09759646626406036,0.06372272308062096,0.43066397282719626,0.03361346558623016,0.07805032908850784
TxPert_exphormer_mg_fixed2000,MRPL3,146,2000,0.07225974425937283,0.15639702446721787,0.07225974425937283,0.38563380681946874,0.03432410780247301,0.08900699654807907
TxPert_exphormer_mg_fixed2000,RPL8,290,2000,0.07731871441572408,0.13894681331724393,0.07731871441572408,0.42933022269099963,0.03811052013661713,0.08876738052604435
TxPert_exphormer_mg_fixed2000,FASTKD5,182,2000,0.0732043376533037,0.18734340345012648,0.0732043376533037,0.3866485766464473,0.03494939227707684,0.09039058588111348
TxPert_exphormer_mg_fixed2000,RNGTT,110,2000,0.07163018140849592,0.15170604890145725,0.07164451031055803,0.4005800670444967,0.03551728579942137,0.0886646337018805
TxPert_exphormer_mg_fixed2000,POLR3D,108,2000,0.06745705039815857,0.10868831234974433,0.06745705039815857,0.4054206292471289,0.03371460143223405,0.08315955866194301
TxPert_exphormer_mg_fixed2000,MED31,35,2000,0.07598342665640664,0.16158759350869376,0.07627326506364851,0.3954819790381194,0.0368327319694683,0.09313377850417885
TxPert_exphormer_mg_fixed2000,CSTF1,129,2000,0.0662481463272329,0.10056365409410692,0.0662481463272329,0.41169059572964906,0.03338520814441145,0.08109295592315509
TxPert_exphormer_mg_fixed2000,TSR1,109,2000,0.07188476073977636,0.17269264972167042,0.07188476073977636,0.4158055421191454,0.03680410514142365,0.08851277948034171
TxPert_exphormer_mg_fixed2000,MRPL4,109,2000,0.06795559224051173,0.13268003130661965,0.06795559224051173,0.3848450504750014,0.03215508138116449,0.08355331712319901
TxPert_exphormer_mg_fixed2000,MCM3AP,100,2000,0.06633972885394786,0.13028927673902607,0.06635299945383863,0.40281091850727807,0.03280825468361378,0.08144827352423978
TxPert_exphormer_mg_fixed2000,TRMT5,93,2000,0.07218667750837053,0.13829416783088166,0.07218667750837053,0.3844783583688735,0.034510107940100135,0.08975825632663602
TxPert_exphormer_mg_fixed2000,MRPS27,76,2000,0.06995765675401797,0.14049935532555222,0.06995765675401797,0.39133041698485616,0.034592916767150164,0.08839822917344696
TxPert_exphormer_mg_fixed2000,RBM39,49,2000,0.07103439422228211,0.13311245179952377,0.07107704044655004,0.38230898983240136,0.03337308165185153,0.0872934763933933
TxPert_exphormer_mg_fixed2000,HSPA8,146,2000,0.0614581871402471,0.09463871392423365,0.0614704812364944,0.4164020697578788,0.0331007352379337,0.07949224282736642
TxPert_exphormer_mg_fixed2000,SURF6,113,2000,0.07830618846763983,0.14704628324674604,0.07832185283820746,0.3791976215752959,0.035759298687577254,0.09430253701486176
TxPert_exphormer_mg_fixed2000,NUBP1,144,2000,0.07102459057515087,0.11275058088407577,0.07102459057515087,0.39336254214435834,0.03395767705027014,0.08632666446044454
TxPert_exphormer_mg_fixed2000,HEATR1,216,2000,0.06724234118496795,0.1485134936024842,0.06724234118496795,0.4467696803882718,0.035956208095550536,0.08048041053165952
TxPert_exphormer_mg_fixed2000,PRPF4B,160,2000,0.06499499303257573,0.11451040575172781,0.06500799463150203,0.40052535546094176,0.03290987200338393,0.08216676106271033
TxPert_exphormer_mg_fixed2000,POLR1E,202,2000,0.06991759341736158,0.14769992179101302,0.06991759341736158,0.405557352411747,0.034384278176203376,0.08478277393789321
TxPert_exphormer_mg_fixed2000,MRPS24,132,2000,0.06820208221239771,0.1633656213899849,0.06820208221239771,0.3850849235774577,0.032998034282624725,0.08569027610629007
TxPert_exphormer_mg_fixed2000,EIF2B3,96,2000,0.06659335840702836,0.12045046499719265,0.06659335840702836,0.41269641089588405,0.034577263328135016,0.08378377319840688
TxPert_exphormer_mg_fixed2000,SRFBP1,73,2000,0.06828619265213896,0.16096292710896012,0.0682998526226635,0.40617923283964386,0.03416371947474777,0.08410995903164682
TxPert_exphormer_mg_fixed2000,PUF60,52,2000,0.06034670691017902,0.11986354467442885,0.060382936672182336,0.40443138744294643,0.03159002111032606,0.07810971479973311
TxPert_exphormer_mg_fixed2000,RPS23,98,2000,0.07346245032136037,0.17117362806857397,0.07346245032136037,0.4313142766678333,0.03697044444486499,0.08571578913020547
TxPert_exphormer_mg_fixed2000,SCFD1,103,2000,0.07226372239767771,0.12103621837428352,0.07226372239767771,0.41249498609542845,0.036957298824824396,0.0895945385390191
TxPert_exphormer_mg_fixed2000,MDN1,68,2000,0.07239293663706994,0.12820113098537353,0.07240741812069408,0.37792644962370403,0.032825809676609946,0.08685766460833183
TxPert_exphormer_mg_fixed2000,CHERP,54,2000,0.07295529397443691,0.14752812605544943,0.07298448776954472,0.37839213334739213,0.034136376508139075,0.09021428459416861
TxPert_exphormer_mg_fixed2000,SRRM1,136,2000,0.06840104099910779,0.13962514127206582,0.06840104099910779,0.3805520920947194,0.03126566897649318,0.08215870784681976
TxPert_exphormer_mg_fixed2000,POLR3F,156,2000,0.06851653459039003,0.09897367301171017,0.06851653459039003,0.3943236960954964,0.033391368314772844,0.08468009353382928
TxPert_exphormer_mg_fixed2000,MRPL50,147,2000,0.07270340918439248,0.1819756304789952,0.07271795277494748,0.38540745932281023,0.03405869441069662,0.08837061323834823
TxPert_exphormer_mg_fixed2000,RPP14,53,2000,0.06997079440979498,0.17695457491092503,0.07005486024208549,0.4053972483366729,0.035754009092487396,0.08819499480382409
TxPert_exphormer_mg_fixed2000,RPL9,180,2000,0.07284439616996681,0.13999489970312382,0.07284439616996681,0.43060480930507183,0.03635588040161879,0.08442980378225083
TxPert_exphormer_mg_fixed2000,PRPF8,91,2000,0.06026932757671392,0.10023777808305688,0.06026932757671392,0.41623979584276677,0.03205278348576278,0.07700556995231402
TxPert_exphormer_mg_fixed2000,HSPE1,25,2000,0.06957952192400073,0.13726148470291566,0.07073965222041555,0.3773620851880313,0.03393805614039302,0.08993498969069064
TxPert_exphormer_mg_fixed2000,ECD,69,2000,0.06395753142819043,0.08676372855132117,0.06398312467806166,0.4045390599435569,0.03149341593395919,0.07785012196313522
TxPert_exphormer_mg_fixed2000,RPL10,215,2000,0.0717322971149403,0.12653220311296384,0.0717322971149403,0.4237436843380332,0.035531182139217854,0.08385064512812207
