model,condition,gene_set,top_k,n_true_cells,n_pred_cells,n_corr_pairs,csa_pearson,csa_spearman
TxPert_exphormer_mg_fixed2000,HSCB+ctrl,top_true_de,100,85,2000,4950,0.24923365647847845,0.23835591354715832
TxPert_exphormer_mg_fixed2000,HNRNPU+ctrl,top_true_de,100,73,2000,4950,0.11531302447626608,0.11133482185682858
TxPert_exphormer_mg_fixed2000,DAD1+ctrl,top_true_de,100,71,2000,4950,0.16868570423336224,0.168568406764625
TxPert_exphormer_mg_fixed2000,MRPS18A+ctrl,top_true_de,100,108,2000,4950,0.20870859806254038,0.19914033030844827
TxPert_exphormer_mg_fixed2000,POLD2+ctrl,top_true_de,100,63,2000,4950,0.15583341270279918,0.15196428131306486
TxPert_exphormer_mg_fixed2000,HGS+ctrl,top_true_de,100,96,2000,4950,0.15785752117689564,0.1620709523002803
TxPert_exphormer_mg_fixed2000,UTP3+ctrl,top_true_de,100,27,2000,4950,0.2798147701638816,0.2748711329156238
TxPert_exphormer_mg_fixed2000,CENPC+ctrl,top_true_de,100,116,2000,4851,0.09988870760830618,0.1048624861639734
TxPert_exphormer_mg_fixed2000,RRP7A+ctrl,top_true_de,100,40,2000,4950,0.300961604247303,0.30099060374505987
TxPert_exphormer_mg_fixed2000,NELFA+ctrl,top_true_de,100,82,2000,4950,0.18516910783433463,0.16817671536278808
TxPert_exphormer_mg_fixed2000,RRN3+ctrl,top_true_de,100,38,2000,4950,0.1844052143356963,0.19154348866186827
TxPert_exphormer_mg_fixed2000,PSMA6+ctrl,top_true_de,100,18,2000,4950,0.16682112646812913,0.1758667795105678
TxPert_exphormer_mg_fixed2000,TBL3+ctrl,top_true_de,100,70,2000,4950,0.2804074684126304,0.29517412105845225
TxPert_exphormer_mg_fixed2000,CWC22+ctrl,top_true_de,100,28,2000,4950,0.3118217991705742,0.3008173366687655
TxPert_exphormer_mg_fixed2000,PWP2+ctrl,top_true_de,100,51,2000,4950,0.41107275288474415,0.4231657108637256
TxPert_exphormer_mg_fixed2000,PRPF31+ctrl,top_true_de,100,23,2000,4950,0.10993354669422328,0.10699088517337339
TxPert_exphormer_mg_fixed2000,EIF3G+ctrl,top_true_de,100,52,2000,4950,0.16258008701765084,0.16333017673508368
TxPert_exphormer_mg_fixed2000,PGPEP1+ctrl,top_true_de,100,51,2000,4950,0.04206225520287541,0.038416284433236414
TxPert_exphormer_mg_fixed2000,OPA1+ctrl,top_true_de,100,53,2000,4851,0.16846915270110518,0.14655500671964436
TxPert_exphormer_mg_fixed2000,EXOC7+ctrl,top_true_de,100,32,2000,4950,0.06255376535646978,0.06127390615309989
TxPert_exphormer_mg_fixed2000,BMS1+ctrl,top_true_de,100,18,2000,4950,0.09126351639216557,0.08663544197279754
