model,context,condition,gene_set,top_k,n_true_cells,n_pred_cells,n_corr_pairs,csa_pearson,csa_spearman
direct_source_expression,K562,DYNC1I2,top_true_de,100,239,137,4950,0.5282273536483556,0.5154013168578881
direct_source_expression,K562,EBNA1BP2,top_true_de,100,68,120,4851,0.31346592309890536,0.2691050635669741
direct_source_expression,K562,ECD,top_true_de,100,69,81,4950,0.3379479601480346,0.3345703214215254
direct_source_expression,K562,EEF2,top_true_de,100,196,214,4950,0.4583443923868716,0.40395002049926954
direct_source_expression,K562,EIF1AX,top_true_de,100,95,119,4950,0.7277480296142087,0.7284751885177839
direct_source_expression,K562,EIF2B1,top_true_de,100,162,526,4950,0.4073578547709761,0.37150452766371933
direct_source_expression,K562,EIF2B5,top_true_de,100,412,351,4950,0.5076683751940201,0.5137761489948308
direct_source_expression,K562,EIF2S1,top_true_de,100,208,172,4950,0.29927659943325907,0.29745147966459673
direct_source_expression,K562,EIF2S2,top_true_de,100,76,117,4950,0.3776103014904274,0.3616733940880763
direct_source_expression,K562,EIF2S3,top_true_de,100,46,134,4851,0.4125608668827262,0.41562312200574425
direct_source_expression,K562,EIF3B,top_true_de,100,23,338,4950,0.2802432530480736,0.22586019535840363
direct_source_expression,K562,EIF3CL,top_true_de,100,44,337,4950,0.35365989630197553,0.2796244320246929
direct_source_expression,K562,EIF3D,top_true_de,100,144,97,4950,0.5544873295327668,0.5130752383232172
direct_source_expression,K562,EIF3E,top_true_de,100,171,104,4950,0.42847349470981,0.3742386580835916
direct_source_expression,K562,EIF3I,top_true_de,100,44,216,4950,0.3410323879729913,0.2848882621146421
direct_source_expression,K562,EIF3J,top_true_de,100,72,189,4950,0.2426095652199927,0.17643567366641896
direct_source_expression,K562,EIF3M,top_true_de,100,209,153,4950,0.5387571871160315,0.4699016067584358
direct_source_expression,K562,EIF4E,top_true_de,100,324,170,4950,0.3834672037031905,0.31424550070042506
direct_source_expression,K562,EIF4G2,top_true_de,100,205,304,4950,0.527048916094811,0.458565355016534
direct_source_expression,K562,EIF5,top_true_de,100,94,61,4950,0.1487667910681412,0.11969765567523735
direct_source_expression,K562,EIF6,top_true_de,100,107,263,4950,0.3170529729308724,0.2621376690820578
direct_source_expression,K562,ERCC2,top_true_de,100,116,237,4950,0.22241436742395632,0.20052324082856965
direct_source_expression,K562,ESF1,top_true_de,100,121,317,4851,0.6007763737536049,0.5562563133733094
direct_source_expression,K562,ETF1,top_true_de,100,40,196,4851,0.47638184392701927,0.46251482959937157
direct_source_expression,K562,EXOC7,top_true_de,100,32,187,4950,0.41201015347367886,0.3912312292569163
direct_source_expression,K562,EXOSC10,top_true_de,100,77,82,4950,0.45391089436361565,0.42518275781510356
direct_source_expression,K562,EXOSC2,top_true_de,100,209,270,4950,0.6894027070114812,0.6522924629776816
direct_source_expression,K562,EXOSC3,top_true_de,100,44,253,4950,0.6202706309932551,0.5710269737520786
direct_source_expression,K562,EXOSC7,top_true_de,100,84,155,4851,0.3415072356406417,0.27875734075542974
direct_source_expression,K562,FAM136A,top_true_de,100,40,1227,4950,0.502511561696017,0.5287489902993406
direct_source_expression,K562,FAM32A,top_true_de,100,332,124,4851,0.5858521474706241,0.573696174102936
direct_source_expression,K562,FARSA,top_true_de,100,128,230,4950,0.5673927484416533,0.5471261652276217
direct_source_expression,K562,FBL,top_true_de,100,124,69,4950,0.2653115909375288,0.21316800513805845
direct_source_expression,K562,FBXO5,top_true_de,100,233,29,4851,0.19919934787838475,0.15769407764264662
direct_source_expression,K562,FTSJ3,top_true_de,100,153,110,4950,0.619119853473279,0.6151136843287499
direct_source_expression,K562,GARS,top_true_de,100,148,251,4851,0.21172838270110395,0.1612605082859215
direct_source_expression,K562,GBF1,top_true_de,100,155,93,4950,0.6181862586401059,0.6117345166229036
direct_source_expression,K562,GFER,top_true_de,100,198,220,4950,0.2817433772051267,0.24548730666454083
direct_source_expression,K562,GFM1,top_true_de,100,230,3739,4950,0.4304049713458688,0.39014690290087617
direct_source_expression,K562,GINS2,top_true_de,100,130,272,4851,0.5131015945502605,0.5205026648126985
direct_source_expression,K562,GINS3,top_true_de,100,98,69,4950,0.3279016068030824,0.26791085169547707
direct_source_expression,K562,GLE1,top_true_de,100,54,205,4950,0.3620607713717568,0.3403768513818145
direct_source_expression,K562,GMPS,top_true_de,100,94,64,4950,0.21862637177251795,0.17396691659899666
direct_source_expression,K562,GNL3,top_true_de,100,29,255,4851,0.14603838180500633,0.10593856514830452
direct_source_expression,K562,GNL3L,top_true_de,100,66,128,4950,0.20549348910831372,0.18133029852105362
direct_source_expression,K562,GPN1,top_true_de,100,76,104,4950,0.4469769697536407,0.4346454750916581
direct_source_expression,K562,GPN2,top_true_de,100,42,90,4950,0.27259938895347885,0.2460057205766743
direct_source_expression,K562,GPN3,top_true_de,100,250,293,4950,0.46292543093929256,0.4335667812099615
direct_source_expression,K562,GRB2,top_true_de,100,53,112,4950,0.3894377320743356,0.29871380532914765
direct_source_expression,K562,GRSF1,top_true_de,100,146,279,4950,0.3395557155181621,0.2863482269891959
direct_source_expression,K562,GTF2B,top_true_de,100,34,67,4851,0.22691339436233537,0.22724022874285071
direct_source_expression,K562,GTF2E1,top_true_de,100,176,164,4950,0.3229964853348478,0.27608488260728015
direct_source_expression,K562,GTF2F2,top_true_de,100,52,245,4950,0.15365419205317013,0.13539783592661053
direct_source_expression,K562,HARS2,top_true_de,100,62,27,4950,0.24420044707497965,0.21061322275740113
direct_source_expression,K562,HAUS5,top_true_de,100,153,117,4950,0.3271001227241366,0.3074412313716418
direct_source_expression,K562,HBS1L,top_true_de,100,120,92,4851,0.439231217236752,0.45876692606360286
direct_source_expression,K562,HDAC7,top_true_de,100,148,130,4950,0.42882916655192405,0.4292502346826176
direct_source_expression,K562,HEATR1,top_true_de,100,216,77,4950,0.39779745077029494,0.3225168418597431
direct_source_expression,K562,HGS,top_true_de,100,96,115,4950,0.4872319977991621,0.4388978927983606
direct_source_expression,K562,HMGCS1,top_true_de,100,216,441,4851,0.41539387395951105,0.421771016980499
direct_source_expression,K562,HNRNPH1,top_true_de,100,92,234,4851,0.21406647759122,0.18694826347678917
direct_source_expression,K562,HNRNPM,top_true_de,100,128,102,4950,0.2735513771724032,0.2125178979424989
direct_source_expression,K562,HSCB,top_true_de,100,85,546,4950,0.3068355063182832,0.27326461675553493
direct_source_expression,K562,HSPA5,top_true_de,100,202,155,4950,0.8562491522369953,0.8141672216100623
direct_source_expression,K562,HSPA8,top_true_de,100,146,49,4950,0.292004797029436,0.28483274322592994
direct_source_expression,K562,HSPA9,top_true_de,100,374,239,4950,0.5639472032956436,0.5020113841770946
direct_source_expression,K562,HSPE1,top_true_de,100,25,331,4950,0.36692813715872513,0.32885496464765657
direct_source_expression,K562,IARS,top_true_de,100,45,118,4950,0.23190682516708136,0.19496379809581002
direct_source_expression,K562,ICE1,top_true_de,100,319,144,4950,0.7232702772928976,0.7113334396354155
direct_source_expression,K562,IGBP1,top_true_de,100,245,187,4851,0.690356467646901,0.6847181998605399
direct_source_expression,K562,IK,top_true_de,100,123,191,4851,0.5125067486406522,0.5056619756483409
direct_source_expression,K562,ILF2,top_true_de,100,53,176,4950,0.1584348623987958,0.13786302239966822
direct_source_expression,K562,IMPDH2,top_true_de,100,70,182,4851,0.133831765350264,0.10991050865358047
direct_source_expression,K562,INO80B,top_true_de,100,115,249,4950,0.18201787295250507,0.12750313177394185
direct_source_expression,K562,INTS3,top_true_de,100,103,223,4950,0.2707599747635946,0.24931212459742833
direct_source_expression,K562,INTS4,top_true_de,100,47,174,4950,0.39386849827922993,0.3746147677476167
direct_source_expression,K562,INTS9,top_true_de,100,222,258,4950,0.58233097864859,0.5839311136584414
direct_source_expression,K562,IPO9,top_true_de,100,173,285,4851,0.21155128016814095,0.17881553368022368
direct_source_expression,K562,ISCU,top_true_de,100,32,99,4851,0.35025625901036983,0.3204970976307273
direct_source_expression,K562,ISG20L2,top_true_de,100,72,148,4950,0.24875791234244118,0.22529217690791203
direct_source_expression,K562,KANSL1,top_true_de,100,41,123,4851,0.23546465130221594,0.18666401121757736
direct_source_expression,K562,KARS,top_true_de,100,45,65,4950,0.16287840937847836,0.15296157605158656
direct_source_expression,K562,KAT8,top_true_de,100,254,177,4950,0.3623824077961789,0.2835933356937356
direct_source_expression,K562,KIF20A,top_true_de,100,95,35,4950,0.10726345827499693,0.10174768991126291
direct_source_expression,K562,KPNB1,top_true_de,100,214,226,4950,0.5783151811064304,0.5721478382241497
direct_source_expression,K562,KRI1,top_true_de,100,51,271,4950,0.3794846858581546,0.3672301872456999
direct_source_expression,K562,KRR1,top_true_de,100,398,118,4950,0.492947628454581,0.45227799207276154
direct_source_expression,K562,LAS1L,top_true_de,100,75,269,4950,0.30504346022995316,0.26797592389546576
direct_source_expression,K562,LETM1,top_true_de,100,110,372,4950,0.4337855787581062,0.40085150997962454
direct_source_expression,K562,LSG1,top_true_de,100,106,304,4950,0.3096915676890273,0.25651896441627886
direct_source_expression,K562,LSM3,top_true_de,100,64,193,4950,0.3180202635339653,0.2685745940123136
direct_source_expression,K562,LSM4,top_true_de,100,68,144,4950,0.43462363998144254,0.4235285135857391
direct_source_expression,K562,LSM5,top_true_de,100,139,219,4950,0.4606585095701488,0.4671448280117109
direct_source_expression,K562,LSM6,top_true_de,100,423,149,4851,0.55268862420006,0.5124419273199243
direct_source_expression,K562,LSM7,top_true_de,100,126,173,4950,0.6021179082338743,0.5850968938706903
direct_source_expression,K562,MAD2L1,top_true_de,100,103,232,4851,0.2944572605792357,0.2599341091005886
direct_source_expression,K562,MAK16,top_true_de,100,183,88,4950,0.29288558568732614,0.25073740437659026
direct_source_expression,K562,MARS,top_true_de,100,81,147,4851,0.5038191775825225,0.4568536286891562
direct_source_expression,K562,MAX,top_true_de,100,161,201,4950,0.28453084505353304,0.21441971469312104
direct_source_expression,K562,MCM2,top_true_de,100,114,192,4851,0.35890895366975994,0.3165407382403912
direct_source_expression,K562,MCM3,top_true_de,100,104,595,4851,0.20028075727844982,0.1375926752494301
direct_source_expression,K562,MCM3AP,top_true_de,100,100,151,4950,0.3003948391767177,0.2568694977651549
direct_source_expression,K562,MCM4,top_true_de,100,69,94,4851,0.1676315386851934,0.15958124742057278
direct_source_expression,K562,MCM6,top_true_de,100,84,567,4851,0.3366351127563595,0.2774971969223008
direct_source_expression,K562,MED10,top_true_de,100,454,41,4851,0.33291374721131073,0.31142019290380135
direct_source_expression,K562,MED11,top_true_de,100,227,211,4950,0.520588355087727,0.507981225123448
direct_source_expression,K562,MED17,top_true_de,100,143,63,4950,0.44531376137243894,0.43449112428009146
direct_source_expression,K562,MED19,top_true_de,100,526,562,4950,0.5143120018142503,0.5140190210431559
direct_source_expression,K562,MED22,top_true_de,100,279,86,4950,0.5012815282551342,0.5034652542373268
direct_source_expression,K562,MED26,top_true_de,100,99,113,4950,0.20721467444404423,0.1987979521697939
direct_source_expression,K562,MED28,top_true_de,100,66,34,4851,0.37717026747115434,0.3668181679159951
direct_source_expression,K562,MED29,top_true_de,100,86,103,4950,0.42373877328213677,0.41390493009539864
direct_source_expression,K562,MED30,top_true_de,100,283,128,4950,0.47830863833727216,0.4523911878984632
direct_source_expression,K562,MED4,top_true_de,100,56,383,4950,0.5150532232490199,0.5153461198163724
direct_source_expression,K562,METAP2,top_true_de,100,131,97,4950,0.13956834242763158,0.11457167759735754
direct_source_expression,K562,MICOS10,top_true_de,100,83,189,4950,0.37028514837979,0.28981622867664775
direct_source_expression,K562,MIOS,top_true_de,100,160,322,4950,0.5191926122753221,0.463801949690309
direct_source_expression,K562,MNAT1,top_true_de,100,79,284,4950,0.2951000910730471,0.26293246929876846
direct_source_expression,K562,MPHOSPH10,top_true_de,100,38,243,4851,0.4020770138842777,0.3781263694278203
direct_source_expression,K562,MRGBP,top_true_de,100,68,309,4950,0.1945531751241074,0.1474647523367582
direct_source_expression,K562,MRPL13,top_true_de,100,72,50,4950,0.30174170313273463,0.24977862157874364
direct_source_expression,K562,MRPL14,top_true_de,100,188,119,4950,0.4131656652160331,0.3142673685997695
direct_source_expression,K562,MRPL17,top_true_de,100,96,96,4950,0.3530945814597583,0.25472866727395904
direct_source_expression,K562,MRPL18,top_true_de,100,128,97,4950,0.2613718987743371,0.2017415855246339
direct_source_expression,K562,MRPL3,top_true_de,100,146,197,4851,0.34289085721922896,0.2690102936469314
direct_source_expression,K562,MRPL36,top_true_de,100,160,3057,4950,0.2935742353470436,0.268202047918014
direct_source_expression,K562,MRPL37,top_true_de,100,100,103,4950,0.2926262352613677,0.21880749927267465
direct_source_expression,K562,MRPL38,top_true_de,100,132,428,4950,0.25390113737524245,0.2231157201186258
direct_source_expression,K562,MRPL41,top_true_de,100,66,189,4950,0.2437562864930827,0.1924260131650863
direct_source_expression,K562,MRPL43,top_true_de,100,90,68,4950,0.29485574574005635,0.24327333671953086
direct_source_expression,K562,MRPL51,top_true_de,100,100,76,4950,0.21320793294734405,0.1657029805965357
direct_source_expression,K562,MRPL54,top_true_de,100,112,48,4851,0.29800913230847115,0.2199157543244855
direct_source_expression,K562,MRPS11,top_true_de,100,90,92,4851,0.43758773617986046,0.3298729615011865
direct_source_expression,K562,MRPS14,top_true_de,100,82,56,4950,0.2398773247398043,0.17820422490066185
direct_source_expression,K562,MRPS2,top_true_de,100,93,77,4950,0.336968144455018,0.2552380391893904
direct_source_expression,K562,MRPS21,top_true_de,100,126,255,4950,0.3722994338054334,0.32356961274551105
direct_source_expression,K562,MRPS22,top_true_de,100,142,68,4851,0.3767493447492441,0.27181243703511676
direct_source_expression,K562,MRPS23,top_true_de,100,108,104,4950,0.35370769430632537,0.32166070932131646
direct_source_expression,K562,MRPS35,top_true_de,100,182,130,4950,0.4698227160942746,0.41287092835269196
direct_source_expression,K562,MRPS7,top_true_de,100,101,116,4950,0.3449784321261729,0.26615570337366706
direct_source_expression,K562,MRPS9,top_true_de,100,69,137,4950,0.3517422950447718,0.2763229259582745
direct_source_expression,K562,MTBP,top_true_de,100,183,362,4950,0.4290618982270723,0.37734554909660184
direct_source_expression,K562,MYBBP1A,top_true_de,100,106,195,4950,0.2656365185598141,0.21284083712391447
direct_source_expression,K562,MYBL2,top_true_de,100,81,1006,4851,0.3800825234606519,0.36947359860923895
direct_source_expression,K562,MZT1,top_true_de,100,381,52,4950,0.3865844361772546,0.24308368432628893
direct_source_expression,K562,NAA10,top_true_de,100,113,202,4851,0.43250178774752546,0.3413993617513901
direct_source_expression,K562,NAA20,top_true_de,100,158,227,4950,0.24578100435060382,0.20924342862358897
direct_source_expression,K562,NACA,top_true_de,100,315,136,4950,0.32863051219286843,0.30070743213382084
direct_source_expression,K562,NAT10,top_true_de,100,28,32,4950,0.2770492709832603,0.2597695017792167
direct_source_expression,K562,NCAPH,top_true_de,100,64,36,4950,0.1551730351701319,0.14809151161077547
direct_source_expression,K562,NCBP1,top_true_de,100,53,73,4950,0.515996084816343,0.5213329212096308
direct_source_expression,K562,NCBP2,top_true_de,100,765,101,4950,0.6725321845719553,0.6806863545311079
direct_source_expression,K562,NDC80,top_true_de,100,171,94,4851,0.5381532528048786,0.5328058914072487
direct_source_expression,K562,NDUFA2,top_true_de,100,111,60,4851,0.44752668514697747,0.4441832156433062
direct_source_expression,K562,NDUFA8,top_true_de,100,85,47,4851,0.190772149011064,0.14531814865529036
direct_source_expression,K562,NDUFB4,top_true_de,100,147,154,4851,0.3310482917124071,0.2168626049291205
direct_source_expression,K562,NDUFB8,top_true_de,100,174,112,4950,0.3773690862166492,0.32896897028562444
direct_source_expression,K562,NELFA,top_true_de,100,82,229,4851,0.38111516083084446,0.3071690718317165
direct_source_expression,K562,NELFCD,top_true_de,100,174,275,4950,0.35392019790480983,0.28966363600362355
direct_source_expression,K562,NFRKB,top_true_de,100,223,383,4950,0.3131929131636456,0.27246596456314204
direct_source_expression,K562,NFS1,top_true_de,100,75,167,4950,0.3184551568561595,0.28662849267544155
direct_source_expression,K562,NOC3L,top_true_de,100,73,294,4950,0.24203574203174752,0.19273936727594168
direct_source_expression,K562,NOL11,top_true_de,100,219,221,4950,0.4303154456237925,0.3882523187582299
direct_source_expression,K562,NOL12,top_true_de,100,83,212,4950,0.28505438281844564,0.247630707777887
direct_source_expression,K562,NOL8,top_true_de,100,70,350,4851,0.19627993915752528,0.16853537024075388
direct_source_expression,K562,NRBP1,top_true_de,100,62,274,4950,0.3514555058592741,0.3037351228146281
direct_source_expression,K562,NRDE2,top_true_de,100,495,97,4950,0.5536507429871279,0.5383544130199399
direct_source_expression,K562,NRF1,top_true_de,100,71,54,4950,0.12382247639097799,0.10377367685366838
direct_source_expression,K562,NSRP1,top_true_de,100,188,40,4851,0.6719861900589422,0.6423645309286262
direct_source_expression,K562,NUBP1,top_true_de,100,144,90,4950,0.32432820878505303,0.2948973599745392
direct_source_expression,K562,NUF2,top_true_de,100,404,81,4851,0.4378096890373415,0.3452379554803832
direct_source_expression,K562,NUMA1,top_true_de,100,203,30,4851,0.25678463556454845,0.211755128173774
direct_source_expression,K562,NUP133,top_true_de,100,70,339,4950,0.34923714789063376,0.31405657105350016
direct_source_expression,K562,NUP160,top_true_de,100,234,117,4950,0.46766617953494793,0.46441434951371496
direct_source_expression,K562,NUP54,top_true_de,100,266,137,4950,0.4659934111546908,0.4291786285788953
direct_source_expression,K562,NUP85,top_true_de,100,107,245,4950,0.4953825134552707,0.45981998256709655
direct_source_expression,K562,NUTF2,top_true_de,100,44,135,4950,0.492153948218521,0.48460039235552693
direct_source_expression,K562,OGFOD1,top_true_de,100,101,172,4950,0.34370955697879996,0.3265834596435789
direct_source_expression,K562,OPA1,top_true_de,100,53,99,4851,0.28711830115813847,0.21913632729883292
direct_source_expression,K562,ORC1,top_true_de,100,477,155,4851,0.5720273270187323,0.5852546334793032
direct_source_expression,K562,OXA1L,top_true_de,100,305,49,4950,0.516195682262127,0.42213773428258117
direct_source_expression,K562,PABPN1,top_true_de,100,93,106,4950,0.4024198543554731,0.3712082846832245
direct_source_expression,K562,PAF1,top_true_de,100,229,147,4950,0.498656779727736,0.4918437306160386
direct_source_expression,K562,PAM16,top_true_de,100,43,196,4851,0.37893010522149045,0.33419144452903665
direct_source_expression,K562,PAXBP1,top_true_de,100,114,332,4950,0.25972019395043633,0.24400314586588723
direct_source_expression,K562,PCID2,top_true_de,100,208,294,4950,0.12473817318593369,0.12356384190556531
direct_source_expression,K562,PDAP1,top_true_de,100,38,133,4950,0.20179675300288824,0.16906102184874605
direct_source_expression,K562,PDCD2,top_true_de,100,59,165,4950,0.4547200165391237,0.4183814702972034
direct_source_expression,K562,PDCD7,top_true_de,100,80,95,4950,0.37802190557052345,0.33482373201149307
direct_source_expression,K562,PDRG1,top_true_de,100,111,108,4851,0.35557225529724035,0.33106409782215707
direct_source_expression,K562,PELP1,top_true_de,100,60,307,4950,0.2593017766399232,0.2266475687507085
direct_source_expression,K562,PET117,top_true_de,100,80,352,4950,0.3997290684885982,0.29105444488941656
direct_source_expression,K562,PFDN2,top_true_de,100,77,133,4851,0.28506594165339055,0.26962140676496815
direct_source_expression,K562,PGAM1,top_true_de,100,145,262,4950,0.23344801671266094,0.19889200803064158
direct_source_expression,K562,PGD,top_true_de,100,98,107,4851,0.1809919121913356,0.15135296981222385
direct_source_expression,K562,PHAX,top_true_de,100,304,320,4851,0.6169297398981771,0.6067138986763526
direct_source_expression,K562,PHB2,top_true_de,100,292,133,4950,0.32092545865803,0.29984241491103214
direct_source_expression,K562,PMPCB,top_true_de,100,471,493,4950,0.7061188824458876,0.6764440645730696
direct_source_expression,K562,PNN,top_true_de,100,64,278,4950,0.17014811650742767,0.13911436301277108
direct_source_expression,K562,PNO1,top_true_de,100,114,157,4950,0.45752212739036413,0.43478642388123895
direct_source_expression,K562,POLA1,top_true_de,100,195,110,4950,0.35142670862385644,0.3416501398366333
direct_source_expression,K562,POLA2,top_true_de,100,212,68,4950,0.36269499450127024,0.3599849387780504
direct_source_expression,K562,POLD2,top_true_de,100,63,196,4950,0.1888621423883163,0.18858804490995718
direct_source_expression,K562,POLD3,top_true_de,100,65,119,4950,0.21761285163646832,0.19981177261910624
direct_source_expression,K562,POLR1B,top_true_de,100,174,48,4950,0.44931932280472686,0.40799048891570877
direct_source_expression,K562,POLR1C,top_true_de,100,161,177,4950,0.46973992865047765,0.4257337643706291
direct_source_expression,K562,POLR2A,top_true_de,100,264,20,4851,0.27858820555763136,0.24394921466493916
direct_source_expression,K562,POLR2D,top_true_de,100,182,67,4950,0.6972744117712927,0.6688849149631634
direct_source_expression,K562,POLR2F,top_true_de,100,209,145,4950,0.5244705450413261,0.507108726462158
direct_source_expression,K562,POLR2G,top_true_de,100,131,39,4851,0.40203443438376146,0.34063401256895404
direct_source_expression,K562,POLR2H,top_true_de,100,80,36,4950,0.4209273578760092,0.38719139325587176
direct_source_expression,K562,POLR2I,top_true_de,100,179,355,4950,0.47531369615551683,0.4957847640789866
direct_source_expression,K562,POLR2L,top_true_de,100,43,25,4851,0.4187011648785055,0.394935490410311
direct_source_expression,K562,POLR3D,top_true_de,100,108,121,4950,0.31957110658465415,0.27168395393861533
direct_source_expression,K562,POLR3E,top_true_de,100,192,165,4950,0.26818233619677884,0.2139136182382742
direct_source_expression,K562,POLR3F,top_true_de,100,156,129,4950,0.3625422217352718,0.2744680112387348
direct_source_expression,K562,POLRMT,top_true_de,100,208,460,4950,0.7229105527332762,0.6582086207417108
direct_source_expression,K562,POP4,top_true_de,100,116,245,4950,0.5720219571551238,0.5740043820663253
direct_source_expression,K562,POP5,top_true_de,100,50,318,4950,0.4231184227717793,0.38336719675619674
direct_source_expression,K562,POP7,top_true_de,100,196,225,4950,0.5486124791772842,0.4666044472616544
direct_source_expression,K562,PPARGC1B,top_true_de,100,129,77,4950,0.19824434298730395,0.13531951001356549
direct_source_expression,K562,PPIE,top_true_de,100,39,66,4950,0.2813417996192052,0.25331361220326826
direct_source_expression,K562,PPIH,top_true_de,100,93,137,4851,0.3062272297434597,0.26432499429708123
direct_source_expression,K562,PPIL4,top_true_de,100,69,191,4851,0.23271594146816213,0.24078987306052474
direct_source_expression,K562,PPP1R11,top_true_de,100,69,180,4950,0.15273376013959125,0.12840703581568014
direct_source_expression,K562,PPP1R8,top_true_de,100,64,293,4950,0.2515360263840266,0.1914071524877622
direct_source_expression,K562,PPP2R1A,top_true_de,100,301,806,4950,0.2917543046731614,0.22608382147865685
direct_source_expression,K562,PPP4R2,top_true_de,100,162,143,4851,0.24875089173254533,0.21466218708246956
direct_source_expression,K562,PRIM2,top_true_de,100,149,65,4950,0.33433057124197174,0.3424658164891918
direct_source_expression,K562,PRMT1,top_true_de,100,44,109,4950,0.23097220638172689,0.20295988540152204
direct_source_expression,K562,PRMT5,top_true_de,100,92,405,4950,0.18161523301804383,0.1584044675556884
direct_source_expression,K562,PRPF18,top_true_de,100,256,156,4950,0.6413683247779239,0.6351714399466442
direct_source_expression,K562,PRRC2A,top_true_de,100,82,288,4950,0.4624713388706278,0.34636673025956166
direct_source_expression,K562,PSMA2,top_true_de,100,38,44,4950,0.12598985775259783,0.11202040140205015
direct_source_expression,K562,PSMA3,top_true_de,100,194,73,4950,0.3882392418408178,0.38236528485102556
direct_source_expression,K562,PSMA6,top_true_de,100,18,40,4950,0.20317172720343382,0.1923494354967259
direct_source_expression,K562,PSMA7,top_true_de,100,22,25,4950,0.18634826975471408,0.1765682057511148
direct_source_expression,K562,PSMB2,top_true_de,100,46,118,4950,0.4441305028616167,0.41701925752985675
direct_source_expression,K562,PSMB3,top_true_de,100,19,72,4950,0.15524840475868423,0.14515181521985682
direct_source_expression,K562,PSMB6,top_true_de,100,77,171,4950,0.672996952463843,0.6596988372739473
direct_source_expression,K562,PSMC1,top_true_de,100,177,125,4950,0.6616697152706474,0.6397816562599297
direct_source_expression,K562,PSMC2,top_true_de,100,279,76,4950,0.631916661821129,0.622697194199735
direct_source_expression,K562,PSMC4,top_true_de,100,149,73,4950,0.43391168751382714,0.40456280509480796
direct_source_expression,K562,PSMC6,top_true_de,100,65,27,4851,0.4534111232163623,0.44856398320138585
direct_source_expression,K562,PSMD1,top_true_de,100,87,41,4950,0.4485068832266357,0.4121833914066306
direct_source_expression,K562,PSMD11,top_true_de,100,40,40,4950,0.5851764105388424,0.5743207520229349
direct_source_expression,K562,PSMD12,top_true_de,100,116,43,4950,0.6652044340617052,0.6512410503207212
direct_source_expression,K562,PSMD4,top_true_de,100,285,104,4950,0.46481216039121215,0.41115200668826757
direct_source_expression,K562,PSMD6,top_true_de,100,282,52,4950,0.6898557837790873,0.6954961731565716
direct_source_expression,K562,PTCD1,top_true_de,100,246,189,4950,0.36741895438064137,0.2996236297564933
direct_source_expression,K562,QARS,top_true_de,100,376,249,4851,0.53949037030007,0.52888342612662
direct_source_expression,K562,RABGGTA,top_true_de,100,114,597,4950,0.31144452497500014,0.28140959613461414
direct_source_expression,K562,RAD21,top_true_de,100,62,50,4851,0.5527668437634257,0.5372936045730405
direct_source_expression,K562,RAE1,top_true_de,100,51,66,4950,0.19281411996095793,0.16826213903052634
direct_source_expression,K562,RAN,top_true_de,100,79,106,4950,0.3212134503909488,0.2796517284859702
direct_source_expression,K562,RARS2,top_true_de,100,139,402,4851,0.4192635182799765,0.3907019296135486
direct_source_expression,K562,RBBP4,top_true_de,100,65,118,4950,0.23704118148569012,0.21408857013962435
direct_source_expression,K562,RBM17,top_true_de,100,50,72,4950,0.22378549700100622,0.13926418599922472
direct_source_expression,K562,RBM25,top_true_de,100,53,88,4950,0.4325800551836377,0.3797934419965601
direct_source_expression,K562,RBM28,top_true_de,100,55,213,4950,0.17125414059995306,0.14852229235883244
direct_source_expression,K562,RBM39,top_true_de,100,49,91,4950,0.4891179173805842,0.48053553023676915
direct_source_expression,K562,RBM42,top_true_de,100,68,129,4851,0.22663128651598502,0.18332781466447556
direct_source_expression,K562,RBM48,top_true_de,100,55,190,4950,0.1856184593348995,0.16172570711949405
direct_source_expression,K562,RBM8A,top_true_de,100,17,24,4950,0.4198654878565077,0.3979882006024253
direct_source_expression,K562,RBMX,top_true_de,100,110,23,4851,0.20234182171666848,0.18130990104759787
direct_source_expression,K562,RCL1,top_true_de,100,104,337,4950,0.47786728160170006,0.47228775515855936
direct_source_expression,K562,REXO2,top_true_de,100,65,27,4950,0.08354682708231058,0.06189948281428664
direct_source_expression,K562,RFC2,top_true_de,100,85,167,4851,0.4382318349869202,0.42346516259406447
direct_source_expression,K562,RFC4,top_true_de,100,58,102,4851,0.2992656485592949,0.2809240902912189
direct_source_expression,K562,RFC5,top_true_de,100,101,90,4950,0.19787728761271547,0.18118641897289614
direct_source_expression,K562,RINT1,top_true_de,100,143,233,4950,0.21418122208010854,0.18845559919864052
direct_source_expression,K562,RIOK2,top_true_de,100,161,86,4950,0.4008264878564728,0.38238605750030435
direct_source_expression,K562,RMI1,top_true_de,100,195,35,4851,0.2246055151152111,0.18946823178695132
direct_source_expression,K562,RNASEH2C,top_true_de,100,89,478,4851,0.28170273007743135,0.2590425516085311
direct_source_expression,K562,RNF113A,top_true_de,100,170,149,4950,0.7031288117458714,0.6957293784110705
direct_source_expression,K562,RNF20,top_true_de,100,118,302,4950,0.43739739835445063,0.37841003836656273
direct_source_expression,K562,RNMT,top_true_de,100,106,194,4950,0.6759823564879455,0.6302476951927278
direct_source_expression,K562,RNPS1,top_true_de,100,51,71,4950,0.09549594770901967,0.08279486648824404
direct_source_expression,K562,RPA1,top_true_de,100,337,98,4950,0.5220271197637163,0.5021805930897087
direct_source_expression,K562,RPAP1,top_true_de,100,88,198,4950,0.3223623639329264,0.31940963305601816
direct_source_expression,K562,RPAP2,top_true_de,100,373,51,4950,0.5022573985143682,0.4650440718002854
