true_corr,generated_corr
0.890507889781406,0.7897866595417108
0.4379013302881996,0.41796454221414336
0.8296404416041967,0.7291925784410138
0.6793176719613851,0.6434754959007112
-0.5537535596116951,-0.21147061887554375
-0.25211548209182416,-0.19251011779103808
0.2718369415062723,0.07586134919061227
0.10556476658944103,0.05600992412925418
0.2135976061523822,0.1859127055751289
-0.42780079088096856,-0.027376515463915254
0.06677151277814485,-0.03936844975808831
0.7765342887545166,0.7451512695983519
0.300259414137737,0.0413687632340311
0.17881843677942486,0.05600743396685303
0.7940658841344763,0.8098085280257954
-0.19255388866301038,-0.03716025979854932
-0.42820953222678637,-0.11057052399242727
-0.35626881364701635,-0.10598147942328923
0.2304757486035979,0.13934096161376786
0.08968710847849332,0.13794302288979862
0.07620070074200515,0.011023899124535214
0.14450893929349473,0.1126630724278992
0.49553845140172825,0.5335852152039648
-0.24039511032559802,-0.13865402578345465
-0.10321951492349579,-0.0534475270650079
-0.3321996118585335,-0.1463945798601252
-0.30688639838786796,-0.07391668764034916
0.212467170758037,0.09584783681863834
-0.21839754779511938,0.037662333320291334
0.21460288325160035,0.08519489310093083
0.14075055792049126,-0.03585614055639346
0.22876115167773536,0.1358812184100242
-0.16762688587107327,-0.1112749057871043
0.1354027739621327,0.11049328656006321
0.3256001913142648,0.0452362572335682
-0.2640562781407691,0.04856482090080663
-0.3064703771471161,-0.05777728293333763
0.23507048136425832,0.11718858518670894
0.16403663732523252,0.0514088891011687
0.12231723430268823,0.046349467852553
0.2609235430841183,-0.011758626991944519
0.16925403072755912,0.12355473162141288
0.0905744952407273,0.023784713230026695
-0.2034217424449193,-0.09913074562629162
-0.22834223102847512,-0.018954558112900702
-0.356244843025801,-0.15984891082690872
-0.27025658090918675,0.02758692746228296
-0.24249634071098872,-0.13790615197621867
0.20751158590802185,-0.0050800678997044895
-0.18014650219881054,0.0057292704453038735
0.14908207997592623,0.1103955825356378
0.031689608581425936,-0.014383341618470291
-0.3292194627315067,-0.0377208359167257
-0.24921597119821487,-0.1143578477649596
0.11032818219091177,0.08346343361741553
0.19626713617866307,0.016934905788028178
-0.36614922852556114,-0.11466604497668886
0.10013832575101415,0.05536621499506183
-0.23719140327320817,0.009358736630392602
0.08677597224653025,-0.05781320593342242
-0.15795000093004805,-0.0753240416575769
-0.2612177363353961,-0.13458468614980698
0.07848075527880277,-0.004258196332354891
0.09977412164984012,0.028449921526833302
-0.2795189289878522,-0.0659680557197846
0.16906402901193857,0.007473046738251595
-0.15889720119589676,-0.07477112280226744
-0.22127684675205708,-0.10939874885258412
0.13240276034967272,-0.010466422707257119
0.14090291685875755,0.008878226252540769
-0.3097878391575797,-0.12673600708340002
0.15518426226087498,0.044961598320987936
0.185861781881034,0.024360422925848137
-0.12100739179751925,0.014265052348651367
0.25801058584830505,0.045116388479951086
0.18191799915855908,0.0964295794603684
-0.24523888305400018,-0.13563576202511088
0.13077427487334783,0.05659811448039823
-0.4129917763188184,-0.11675447329730555
-0.27559887341277534,-0.07306594041290818
0.1948805226701526,0.002668790991861853
-0.08017245592770406,-0.02131873056298059
-0.25623894688300164,-0.07435393588838712
-0.1911298065033455,0.04133151622385754
0.20092335274522036,0.08415106671201823
0.04810856589734192,0.006530028271253806
0.13268516721883183,0.0527906256742632
-0.2996698938804084,-0.1178143626336555
0.09405531556106735,0.026724623959497634
0.07156649866442863,0.08287056754464502
0.04610530533335755,0.027218480264250687
0.11265243437464822,0.020547468387361573
0.1222221383271138,0.053478532983826384
-0.11275762042064881,-0.1023845102245436
0.19188670797787558,-0.02755455821401348
-0.35942503532539166,-0.09386431153233339
0.034966704430975805,0.05675314065176796
0.1480876588613878,0.037247104762850126
0.09692607003334806,0.051248416145175245
0.3947783600431647,0.41259557276878595
0.8748524648412573,0.7076378506803792
0.674568566309153,0.6523154566072019
-0.5122140028203566,-0.22328901092562786
-0.24216103428957772,-0.22195372916938075
0.29071695084461613,0.11497883240030699
0.06353447280442946,0.08557234100808325
0.22791125263363435,0.19106880464669476
-0.4302311522340589,-0.04412786479428673
0.04903773311410769,-0.047692733777143434
0.8176900366181514,0.7255746730366752
0.32775935422987146,0.0675214193209155
0.20400326222748483,0.05515268142600235
0.8535277117235744,0.822104613471249
-0.16616415993582026,-0.03393737385860613
-0.34277947360504085,-0.12519644725135023
-0.35078432043110247,-0.15673097256132013
0.253252773183141,0.12786165714001732
0.04190157426174386,0.15090203964037133
0.11757590349645419,0.048296754254850374
0.0992087862062729,0.1194547402250258
0.44367711828733053,0.5486954814893309
-0.23853549095562784,-0.1722662759688121
-0.053271985449107856,-0.03345648200452852
-0.2730774873495671,-0.16233508345112208
-0.27830132879229375,-0.11594263981045094
0.21861906058247815,0.10310733390957384
-0.23631559405274366,0.014471073108945512
0.21391138010267077,0.12439925532273724
0.17025025285316162,0.01666285840348279
0.2281855589119753,0.15497841722779665
-0.12380995722558588,-0.1586455352721168
0.13230150393017326,0.09915751262171553
0.3102406825381842,0.07401947024834646
-0.2873718903581527,0.03703193973728848
-0.29253703227064004,-0.055310589734380806
0.24024140928902626,0.1264306053973118
0.22109178055369144,0.059847069084926624
0.15450531387796324,0.0450267223333034
0.28764653684006875,0.03725435042269827
0.19925697692673391,0.12036015831298219
0.1502929554524241,0.05989657368059796
-0.1948991397819127,-0.12834855096933134
-0.22531047841141408,-0.02930897610772927
-0.30477919801906816,-0.13394552839471202
-0.2695198521201446,0.03987932642513838
-0.210120341416511,-0.1293746327233746
0.18519817143497722,0.007629753245491287
-0.1521608579333961,-0.01593365276622284
0.09321512434004724,0.09485809303711482
0.06447999841439207,0.004794302861372979
-0.33944554271024147,-0.03352955290385183
-0.226533398502438,-0.11794609818645874
0.16003970776236326,0.10610343519572295
0.20052638843742532,0.03979604102051443
-0.3140111238763162,-0.13905447513479013
0.119671227342401,0.06846195164564109
-0.23845965728650448,0.0011597826397045793
0.10201490094280397,-0.04335266356365782
-0.16105795797387146,-0.08220778275015708
-0.20257822048999993,-0.14669221283709463
0.08894669803496122,-0.007720257259249655
0.10456681371893432,0.0633681146138598
-0.25427935441548133,-0.05415617167322867
0.11751495887869846,0.016942427440283608
-0.18907423445483212,-0.0713216838880169
-0.12609034916843742,-0.09981322686045031
0.16028473712672736,0.016077449463716115
0.16325953268461746,0.014457169697607125
-0.20110806222559782,-0.129385429496979
0.1396050429403586,0.04749326745219521
0.19701723736241245,0.008415262088103583
-0.10473730336777586,0.008206262965199778
0.2180651193323465,0.025529693220512652
0.14397598738236853,0.0915885650224706
-0.22788395235118786,-0.1390593255504818
0.15031000467863148,0.06540314055687671
-0.31849990876654066,-0.10197310429669514
-0.2351431921709043,-0.07534463246139193
0.1810298157114403,0.03304585820041344
-0.046512809179780214,-0.06749011981143212
-0.2630583532202455,-0.06460005246938824
-0.19897701371637522,0.033975806873270405
0.17000659089575962,0.08633617979619254
0.020222160003327185,0.020228813046775075
0.1342172694494768,0.05302087568429721
-0.2405264100167436,-0.09734988337985959
0.13257798178267552,0.016710931628513805
0.08467127872893904,0.1016127227396717
0.057191361357571184,0.028868162863005194
0.08328683454337085,0.019188383154197353
0.1253641195738236,0.04681596131690029
-0.10042545847443783,-0.09062394974053226
0.20225832811771483,0.01748445467303701
-0.3100368850671714,-0.09624600591437475
0.004005781805721156,0.0827027769597608
0.189179340840901,0.06178079884619013
0.11123629882235553,0.05939850146671179
0.37294927410625034,0.400565494239393
0.3024836917113696,0.37729601666842244
-0.437322597495732,-0.17712390353104912
-0.23657397460838916,-0.1770055334363458
0.26041968648504776,0.07076349369077141
0.2184646022411866,0.12029238641363045
0.2614132950572086,0.13743873925670658
-0.36824999723445523,-0.04169485187351433
0.20749783636710878,0.02740172203542338
0.3102955000865663,0.3724805668905488
0.30390536669941504,0.06761848299103884
0.1666511843516961,0.06235470586157314
0.270135997624695,0.4185824801624673
-0.15527551824278207,-0.0590890914585936
-0.30530241116864854,-0.11869143210322784
-0.288920483877481,-0.11186493681854466
0.2709156627957133,0.124227042306313
0.159119148253209,0.06151034555506994
0.13873342954777482,0.04969702463430811
0.19791937059760772,0.09484691593433148
0.4122820741723389,0.3212046906316075
-0.20213964000024875,-0.15004846966166258
-0.090567476524743,-0.030277973078684968
-0.31818809479195354,-0.13847342090533682
-0.25885968561663103,-0.012128018978026286
0.20297531176039027,0.1046725389523112
-0.16092911966986498,0.029856941673526288
0.17194175168096093,0.08935171658124264
0.18828224211302286,0.0341548038793044
0.26279792604942787,0.10717040351189318
-0.19084181906061218,-0.09348602939478393
0.16597101761591926,0.07584917655939949
0.24861546745409738,0.02609701444390812
-0.1857175190989959,0.014093125095630555
-0.1736973268019547,-0.04532385032127742
0.19213989377288218,0.08335060496043435
0.20283894000102115,0.0645305405751993
0.11569851508212105,0.0205697129443047
0.1715036399539127,-0.002649239553423345
0.1564158918418689,0.08588971796455494
0.14167695121715443,0.0018091194728098467
-0.17240190196460395,-0.08968298344148101
-0.14698706003831224,-0.026478464077687443
-0.27859034549277634,-0.11508936538816625
-0.16846372896463616,-0.01085477354245025
-0.25416193171529744,-0.11661555739685163
0.1036649189130649,0.06855245412774318
-0.2023829010306343,-0.034762804852376775
0.17792894345919724,0.11338660392141792
0.22590141700867372,-0.02642125387238266
-0.19174038980115013,-0.04992654581670203
-0.13677378531193468,-0.07453290048857934
0.1536163611872279,0.07596780965688019
0.14406121423975865,0.08707261585181318
-0.32614421580918546,-0.14290767613535227
0.16340090841834642,0.0789680174127389
-0.14733463946194694,-0.007476235720980718
0.14635516595386144,-0.0116807185170349
-0.1298709357164452,-0.0677228100630368
-0.2774665402637755,-0.12645871478108936
0.17761971025355452,0.017766755252154837
0.10347568634448862,0.092171374152835
-0.1727796382915278,-0.09698499109688513
0.22276691390194808,0.035049863553145204
-0.17159555846234803,-0.09702497362523958
-0.20247618117010813,-0.10502594699455996
0.15639269055499846,-0.0390550159192983
0.10209360000401421,0.03129417840823757
