model,condition,gene_set,top_k,n_true_cells,n_pred_cells,n_corr_pairs,csa_pearson,csa_spearman
Scouter_GenePTv1_40ep_fixed2000,RPL9,top_true_de,100,180,2000,4950,0.8854244985405713,0.8777226411465089
Scouter_GenePTv1_40ep_fixed2000,PRPF8,top_true_de,100,91,2000,4950,0.8457013054507073,0.8233207481111509
Scouter_GenePTv1_40ep_fixed2000,HSPE1,top_true_de,100,25,2000,4950,0.6043407961970555,0.6167079620834766
Scouter_GenePTv1_40ep_fixed2000,ECD,top_true_de,100,69,2000,4950,0.7120108016305798,0.7144608561491352
Scouter_GenePTv1_40ep_fixed2000,RPL10,top_true_de,100,215,2000,4950,0.7721402693690358,0.7676587618613302
Scouter_GenePTv1_40ep_fixed2000,AP2S1,top_true_de,100,96,2000,4950,0.5828707394167879,0.5694551280444718
Scouter_GenePTv1_40ep_fixed2000,TSEN2,top_true_de,100,168,2000,4950,0.7238783082261365,0.681366654515896
Scouter_GenePTv1_40ep_fixed2000,PIAS4,top_true_de,100,173,2000,4950,0.6697958893873329,0.6408663253392062
Scouter_GenePTv1_40ep_fixed2000,MRPS11,top_true_de,100,90,2000,4851,0.5799667092839038,0.5143647644853653
Scouter_GenePTv1_40ep_fixed2000,BYSL,top_true_de,100,87,2000,4950,0.7531217006774706,0.6710033485304349
Scouter_GenePTv1_40ep_fixed2000,ZCRB1,top_true_de,100,141,2000,4851,0.41391371220293194,0.33968125591588644
Scouter_GenePTv1_40ep_fixed2000,GNL3L,top_true_de,100,66,2000,4950,0.5201280170448161,0.4933561103792768
Scouter_GenePTv1_40ep_fixed2000,CDC23,top_true_de,100,158,2000,4950,0.6155456087690944,0.6115523946427593
Scouter_GenePTv1_40ep_fixed2000,DBR1,top_true_de,100,96,2000,4950,0.4080371936636991,0.3673440125186389
Scouter_GenePTv1_40ep_fixed2000,NSA2,top_true_de,100,71,2000,4950,0.5384060511924004,0.485793827384585
Scouter_GenePTv1_40ep_fixed2000,CTR9,top_true_de,100,197,2000,4950,0.7191858054409472,0.720738104404136
Scouter_GenePTv1_40ep_fixed2000,DLD,top_true_de,100,283,2000,4950,0.5805743708845458,0.5650213901558663
Scouter_GenePTv1_40ep_fixed2000,RBM28,top_true_de,100,55,2000,4950,0.4252218513052622,0.40595712966405434
Scouter_GenePTv1_40ep_fixed2000,PSMB1,top_true_de,100,106,2000,4950,0.8199799607774846,0.829785117613736
Scouter_GenePTv1_40ep_fixed2000,FTSJ3,top_true_de,100,153,2000,4950,0.785603827044492,0.7897905792706237
Scouter_GenePTv1_40ep_fixed2000,WDR82,top_true_de,100,86,2000,4950,0.5899490005100334,0.571256764735167
Scouter_GenePTv1_40ep_fixed2000,POLR3C,top_true_de,100,169,2000,4851,0.35175574850947156,0.3181501549394783
Scouter_GenePTv1_40ep_fixed2000,DHX37,top_true_de,100,202,2000,4950,0.7490020381764186,0.7229147235516298
Scouter_GenePTv1_40ep_fixed2000,SAP18,top_true_de,100,40,2000,4851,0.6607526864110864,0.6138024118291643
Scouter_GenePTv1_40ep_fixed2000,GNL3,top_true_de,100,29,2000,4950,0.3834453315749685,0.35415905860842756
Scouter_GenePTv1_40ep_fixed2000,NDC80,top_true_de,100,171,2000,4851,0.8500217544554457,0.8394101177550969
Scouter_GenePTv1_40ep_fixed2000,TTC27,top_true_de,100,87,2000,4950,0.5375851429506612,0.5269081231760123
Scouter_GenePTv1_40ep_fixed2000,CDC123,top_true_de,100,96,2000,4950,0.6871272931080029,0.6622354115922228
Scouter_GenePTv1_40ep_fixed2000,WDR3,top_true_de,100,329,2000,4950,0.7866921104219661,0.766426355618715
Scouter_GenePTv1_40ep_fixed2000,WDR43,top_true_de,100,47,2000,4851,0.6702469157638465,0.6661345149214538
Scouter_GenePTv1_40ep_fixed2000,RPL35A,top_true_de,100,97,2000,4950,0.8221908559263621,0.824911346241199
Scouter_GenePTv1_40ep_fixed2000,NUTF2,top_true_de,100,44,2000,4950,0.6021667854211804,0.5883074511433846
Scouter_GenePTv1_40ep_fixed2000,SNRPE,top_true_de,100,128,2000,4950,0.9068016480621248,0.8406939778475309
Scouter_GenePTv1_40ep_fixed2000,CSTF3,top_true_de,100,59,2000,4950,0.3825749903809926,0.3417574610852896
Scouter_GenePTv1_40ep_fixed2000,WDR5,top_true_de,100,75,2000,4950,0.6116323115102945,0.5281802107143636
Scouter_GenePTv1_40ep_fixed2000,YEATS2,top_true_de,100,233,2000,4950,0.8651018161036236,0.7871848301652574
Scouter_GenePTv1_40ep_fixed2000,PSMA2,top_true_de,100,38,2000,4950,0.301842595072835,0.27882078719374453
Scouter_GenePTv1_40ep_fixed2000,HNRNPM,top_true_de,100,128,2000,4950,0.6344213114568474,0.5952203859992922
Scouter_GenePTv1_40ep_fixed2000,RPL11,top_true_de,100,315,2000,4950,0.8838542489793412,0.8831639800074961
Scouter_GenePTv1_40ep_fixed2000,MED26,top_true_de,100,99,2000,4950,0.5244441172352633,0.5005694926105786
Scouter_GenePTv1_40ep_fixed2000,FAM50A,top_true_de,100,38,2000,4950,0.6278447507476573,0.6328784130314316
Scouter_GenePTv1_40ep_fixed2000,SMC4,top_true_de,100,169,2000,4851,0.810121499996817,0.8184749757246531
Scouter_GenePTv1_40ep_fixed2000,THOC7,top_true_de,100,104,2000,4950,0.5960956043482971,0.607152248479313
Scouter_GenePTv1_40ep_fixed2000,EIF3F,top_true_de,100,36,2000,4851,0.3702911637239555,0.35220474749747105
Scouter_GenePTv1_40ep_fixed2000,MRPL49,top_true_de,100,36,2000,4950,0.6335638437799399,0.5883694451663146
Scouter_GenePTv1_40ep_fixed2000,EIF3J,top_true_de,100,72,2000,4950,0.43800163938243175,0.37813251179486673
Scouter_GenePTv1_40ep_fixed2000,PSMD4,top_true_de,100,285,2000,4950,0.6233111731234275,0.6071242105723273
Scouter_GenePTv1_40ep_fixed2000,SCAF1,top_true_de,100,158,2000,4950,0.8618794623196266,0.8514018172496434
Scouter_GenePTv1_40ep_fixed2000,RNMT,top_true_de,100,106,2000,4950,0.8303370863390869,0.7937184560792608
Scouter_GenePTv1_40ep_fixed2000,PPP4R2,top_true_de,100,162,2000,4851,0.586333663366525,0.5436299517060105
Scouter_GenePTv1_40ep_fixed2000,ARPC4,top_true_de,100,188,2000,4950,0.4877337421391461,0.46301099947050905
Scouter_GenePTv1_40ep_fixed2000,DDOST,top_true_de,100,74,2000,4950,0.3476620646790219,0.3000721028990602
Scouter_GenePTv1_40ep_fixed2000,MRPL32,top_true_de,100,62,2000,4950,0.5271328585294572,0.45182681078342
Scouter_GenePTv1_40ep_fixed2000,RNF40,top_true_de,100,185,2000,4950,0.5777473657921889,0.5534022988405954
Scouter_GenePTv1_40ep_fixed2000,HSD17B12,top_true_de,100,135,2000,4851,0.8067112012420324,0.825171300144656
Scouter_GenePTv1_40ep_fixed2000,EXOSC10,top_true_de,100,77,2000,4950,0.7136633773405164,0.6792434324203568
Scouter_GenePTv1_40ep_fixed2000,NOP10,top_true_de,100,124,2000,4950,0.776904702923623,0.714091542576077
Scouter_GenePTv1_40ep_fixed2000,CPSF4,top_true_de,100,57,2000,4950,0.3523695838716764,0.33879136075801153
